"","modname","formula","AICc","BIC","r2.vals","r2.vals.unique","edf","edf.less.1","delta.AICc","delta.BIC","wi.AICc","wi.BIC","Depth","Dist_To_Shore","Dist_To_River","Primary.productivity.Max","Dissolved.oxygen.Min","Temperature.Min","Salinity.Min","BottomVegCover","Latitude","Sand","Mud","Rocks","Seagrass_PA","TH_PA","SY_PA","HA_PA"
"HA_PA+Mud+SY_PA+Temperature.Min.by.HA_PA","HA_PA+Mud+SY_PA+Temperature.Min.by.HA_PA","s(Temperature.Min, by = HA_PA, k = 4, bs = ""ts"") + HA_PA + Mud + SY_PA",74531.3759536355,74596.6172355666,0.02187,NA,9.89,0,8830.873,8751.454,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
"BottomVegCover+Depth.te.Primary.productivity.Max+Dist_To_Shore","BottomVegCover+Depth.te.Primary.productivity.Max+Dist_To_Shore","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + te(Depth, Primary.productivity.Max, k = 4, bs = c(""ts"", ""ts""))",74533.0765939969,74669.5744741231,0.00243,NA,20.54,0,8832.574,8824.411,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"Dissolved.oxygen.Min+Dist_To_River+Dist_To_Shore.te.Temperature.Min","Dissolved.oxygen.Min+Dist_To_River+Dist_To_Shore.te.Temperature.Min","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_River, k = 4, bs = ""ts"") + te(Dist_To_Shore, Temperature.Min, k = 4, bs = c(""ts"", ""ts""))",74533.4295844239,74661.3370423851,0.00152,NA,18.88,0,8832.927,8816.174,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"Depth.te.Dissolved.oxygen.Min+Dist_To_Shore+Temperature.Min","Depth.te.Dissolved.oxygen.Min+Dist_To_Shore+Temperature.Min","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + te(Depth, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts""))",74534.6671147069,74673.0596836318,0.00118,NA,20.89,0,8834.164,8827.896,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Dissolved.oxygen.Min.by.Sand+Dist_To_Shore+Sand+Seagrass_PA","Dissolved.oxygen.Min.by.Sand+Dist_To_Shore+Sand+Seagrass_PA","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Sand, k = 4, bs = ""ts"") + Sand + Seagrass_PA",74535.9072827018,74607.875115872,0.00144,NA,10.77,0,8835.405,8762.712,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"Depth+Dist_To_Shore.te.Dissolved.oxygen.Min+Temperature.Min","Depth+Dist_To_Shore.te.Dissolved.oxygen.Min+Temperature.Min","s(Depth, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + te(Dist_To_Shore, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts""))",74537.0682846876,74664.5231708448,0.00153,NA,18.79,0,8836.566,8819.36,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Dist_To_Shore.by.HA_PA+HA_PA+Rocks+Temperature.Min","Dist_To_Shore.by.HA_PA+HA_PA+Rocks+Temperature.Min","s(Temperature.Min, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = HA_PA, k = 4, bs = ""ts"") + HA_PA + Rocks",74537.1605729814,74610.2038792039,0.01872,NA,10.55,0,8836.658,8765.041,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
"Dist_To_Shore.by.Sand+HA_PA+Sand+Temperature.Min","Dist_To_Shore.by.Sand+HA_PA+Sand+Temperature.Min","s(Temperature.Min, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Sand, k = 4, bs = ""ts"") + HA_PA + Sand",74537.5509429334,74613.3277497759,0.02091,NA,11.11,0,8837.048,8768.164,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"HA_PA+Mud+Temperature.Min.by.HA_PA","HA_PA+Mud+Temperature.Min.by.HA_PA","s(Temperature.Min, by = HA_PA, k = 4, bs = ""ts"") + HA_PA + Mud",74537.5578942186,74596.2666017775,0.02186,NA,8.89,0,8837.055,8751.103,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"Dist_To_Shore.by.HA_PA+HA_PA+Temperature.Min","Dist_To_Shore.by.HA_PA+HA_PA+Temperature.Min","s(Temperature.Min, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = HA_PA, k = 4, bs = ""ts"") + HA_PA",74540.4028690078,74606.9821821118,0.01872,NA,9.56,0,8839.9,8761.819,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"BottomVegCover+Depth.te.Dissolved.oxygen.Min+Sand","BottomVegCover+Depth.te.Dissolved.oxygen.Min+Sand","s(BottomVegCover, k = 4, bs = ""ts"") + te(Depth, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts"")) + Sand",74541.4530302808,74666.533446424,0.00098,NA,18.97,0,8840.95,8821.37,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"Dist_To_Shore.by.HA_PA+HA_PA+SY_PA+Temperature.Min","Dist_To_Shore.by.HA_PA+HA_PA+SY_PA+Temperature.Min","s(Temperature.Min, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = HA_PA, k = 4, bs = ""ts"") + HA_PA + SY_PA",74542.4097826038,74615.5056932235,0.01872,NA,10.56,0,8841.907,8770.342,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
"Depth.te.Dissolved.oxygen.Min+Mud+Temperature.Min.by.Mud","Depth.te.Dissolved.oxygen.Min+Mud+Temperature.Min.by.Mud","s(Temperature.Min, by = Mud, k = 4, bs = ""ts"") + te(Depth, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts"")) + Mud",74543.4079762449,74688.3250417637,0.00112,NA,21.84,0,8842.905,8843.162,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
"Dissolved.oxygen.Min.te.BottomVegCover+Mud","Dissolved.oxygen.Min.te.BottomVegCover+Mud","te(Dissolved.oxygen.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Mud",74546.1565069191,74657.0060602742,0.00097,NA,16.79,0,8845.654,8811.843,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"Depth.te.Temperature.Min+Dissolved.oxygen.Min+SY_PA","Depth.te.Temperature.Min+Dissolved.oxygen.Min+SY_PA","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + te(Depth, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",74551.9178157164,74682.0965823674,0.0015,NA,19.73,0,8851.415,8836.933,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
"BottomVegCover.by.SY_PA+Dist_To_Shore.te.Primary.productivity.Max+SY_PA","BottomVegCover.by.SY_PA+Dist_To_Shore.te.Primary.productivity.Max+SY_PA","s(BottomVegCover, by = SY_PA, k = 4, bs = ""ts"") + te(Dist_To_Shore, Primary.productivity.Max, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",74553.6300356413,74689.3747442494,0.00628,NA,20.22,0,8853.127,8844.211,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"Dist_To_Shore.by.SY_PA+HA_PA+SY_PA+Temperature.Min.by.HA_PA","Dist_To_Shore.by.SY_PA+HA_PA+SY_PA+Temperature.Min.by.HA_PA","s(Dist_To_Shore, by = SY_PA, k = 4, bs = ""ts"") + s(Temperature.Min, by = HA_PA, k = 4, bs = ""ts"") + HA_PA + SY_PA",74554.5933364767,74652.1092837617,0.02151,NA,14.53,0,8854.091,8806.946,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
"Dissolved.oxygen.Min+Dist_To_Shore.by.Mud+Mud+Seagrass_PA","Dissolved.oxygen.Min+Dist_To_Shore.by.Mud+Mud+Seagrass_PA","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Mud, k = 4, bs = ""ts"") + Mud + Seagrass_PA",74558.1651447899,74628.5129409954,0.00171,NA,10.42,0,8857.662,8783.35,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"Depth.by.Seagrass_PA+Dissolved.oxygen.Min.by.SY_PA+Seagrass_PA+SY_PA","Depth.by.Seagrass_PA+Dissolved.oxygen.Min.by.SY_PA+Seagrass_PA+SY_PA","s(Depth, by = Seagrass_PA, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = SY_PA, k = 4, bs = ""ts"") + Seagrass_PA + SY_PA",74560.2602624356,74634.0856329724,0.00166,NA,11.82,1,8859.757,8788.922,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"Depth.by.SY_PA+Dissolved.oxygen.Min.by.Seagrass_PA+Seagrass_PA+SY_PA","Depth.by.SY_PA+Dissolved.oxygen.Min.by.Seagrass_PA+Seagrass_PA+SY_PA","s(Depth, by = SY_PA, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Seagrass_PA, k = 4, bs = ""ts"") + Seagrass_PA + SY_PA",74563.839123373,74655.0041765811,0.00155,NA,13.41,0,8863.336,8809.841,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"Depth.te.BottomVegCover+Dissolved.oxygen.Min.by.Rocks+Rocks","Depth.te.BottomVegCover+Dissolved.oxygen.Min.by.Rocks+Rocks","s(Dissolved.oxygen.Min, by = Rocks, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Rocks",74565.4236949758,74702.2673535235,0.00167,NA,20.77,0,8864.921,8857.104,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"Dist_To_Shore.by.Rocks+HA_PA+Rocks+Temperature.Min.by.HA_PA","Dist_To_Shore.by.Rocks+HA_PA+Rocks+Temperature.Min.by.HA_PA","s(Dist_To_Shore, by = Rocks, k = 4, bs = ""ts"") + s(Temperature.Min, by = HA_PA, k = 4, bs = ""ts"") + HA_PA + Rocks",74566.0127835992,74657.7150023007,0.02109,NA,13.72,0,8865.51,8812.552,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
"Depth.by.SY_PA+Dissolved.oxygen.Min.by.SY_PA+Seagrass_PA+SY_PA","Depth.by.SY_PA+Dissolved.oxygen.Min.by.SY_PA+Seagrass_PA+SY_PA","s(Depth, by = SY_PA, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = SY_PA, k = 4, bs = ""ts"") + Seagrass_PA + SY_PA",74571.877607454,74662.8988041215,0.00105,NA,13.33,0,8871.375,8817.735,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"BottomVegCover+Depth.te.Dissolved.oxygen.Min","BottomVegCover+Depth.te.Dissolved.oxygen.Min","s(BottomVegCover, k = 4, bs = ""ts"") + te(Depth, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts""))",74571.9964572554,74690.5769125384,0.00099,NA,17.97,0,8871.494,8845.414,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Depth.te.BottomVegCover+Dissolved.oxygen.Min+Rocks","Depth.te.BottomVegCover+Dissolved.oxygen.Min+Rocks","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Rocks",74574.5608286888,74704.9937824047,0.00168,NA,19.76,0,8874.058,8859.83,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"Depth+Dissolved.oxygen.Min+Dist_To_River+Temperature.Min","Depth+Dissolved.oxygen.Min+Dist_To_River+Temperature.Min","s(Depth, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_River, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"")",74577.3023477803,74656.3466465931,0.00149,NA,11.73,0,8876.8,8811.183,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"Depth.te.Dissolved.oxygen.Min+Seagrass_PA+SY_PA","Depth.te.Dissolved.oxygen.Min+Seagrass_PA+SY_PA","te(Depth, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts"")) + Seagrass_PA + SY_PA",74581.4684675436,74693.4802206286,0.001,NA,16.97,0,8880.966,8848.317,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"Depth+Dist_To_Shore+Salinity.Min.te.BottomVegCover","Depth+Dist_To_Shore+Salinity.Min.te.BottomVegCover","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + te(Salinity.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",74585.1684349069,74725.1044381618,0.00072,NA,20.9,0,8884.666,8879.941,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"BottomVegCover.by.SY_PA+Depth.te.Latitude+SY_PA","BottomVegCover.by.SY_PA+Depth.te.Latitude+SY_PA","s(BottomVegCover, by = SY_PA, k = 4, bs = ""ts"") + te(Depth, Latitude, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",74586.7891352262,74734.218563818,0.01442,NA,21.83,0,8886.286,8889.055,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
"HA_PA+Mud+SY_PA+Temperature.Min","HA_PA+Mud+SY_PA+Temperature.Min","s(Temperature.Min, k = 4, bs = ""ts"") + HA_PA + Mud + SY_PA",74587.1932043849,74632.7355863531,0.0212,NA,6.96,0,8886.69,8787.572,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
"HA_PA+Mud+Temperature.Min","HA_PA+Mud+Temperature.Min","s(Temperature.Min, k = 4, bs = ""ts"") + HA_PA + Mud",74591.8603353963,74630.8769383045,0.02122,NA,5.96,0,8891.358,8785.714,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"Depth.te.Dissolved.oxygen.Min+SY_PA+Temperature.Min.by.SY_PA","Depth.te.Dissolved.oxygen.Min+SY_PA+Temperature.Min.by.SY_PA","s(Temperature.Min, by = SY_PA, k = 4, bs = ""ts"") + te(Depth, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",74592.6915568257,74732.5450874069,0.00136,NA,21.42,0,8892.189,8887.382,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
"Dist_To_Shore+HA_PA+Sand+Temperature.Min","Dist_To_Shore+HA_PA+Sand+Temperature.Min","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + HA_PA + Sand",74594.5893513474,74653.0498362513,0.02088,NA,8.71,0,8894.087,8807.887,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"Dist_To_Shore.by.Rocks+HA_PA+Rocks+Temperature.Min.by.Rocks","Dist_To_Shore.by.Rocks+HA_PA+Rocks+Temperature.Min.by.Rocks","s(Dist_To_Shore, by = Rocks, k = 4, bs = ""ts"") + s(Temperature.Min, by = Rocks, k = 4, bs = ""ts"") + HA_PA + Rocks",74597.8962805558,74676.4656513395,0.01991,NA,11.68,0,8897.394,8831.302,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
"Dissolved.oxygen.Min.by.Mud+Dist_To_River.by.Mud+Mud+TH_PA","Dissolved.oxygen.Min.by.Mud+Dist_To_River.by.Mud+Mud+TH_PA","s(Dissolved.oxygen.Min, by = Mud, k = 4, bs = ""ts"") + s(Dist_To_River, by = Mud, k = 4, bs = ""ts"") + Mud + TH_PA",74599.191898652,74697.1096369354,0.00112,NA,14.83,0,8898.689,8851.946,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
"Dissolved.oxygen.Min+Dist_To_Shore+Mud+Seagrass_PA","Dissolved.oxygen.Min+Dist_To_Shore+Mud+Seagrass_PA","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + Mud + Seagrass_PA",74602.9586281513,74661.7434936661,0.00171,NA,8.94,0,8902.456,8816.58,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"Dissolved.oxygen.Min.te.BottomVegCover+Rocks+Sand","Dissolved.oxygen.Min.te.BottomVegCover+Rocks+Sand","te(Dissolved.oxygen.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Rocks + Sand",74603.1258891426,74720.5411905104,0.00096,NA,17.82,0,8902.623,8875.378,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
"Depth.te.Temperature.Min+Dissolved.oxygen.Min.by.Rocks+Rocks","Depth.te.Temperature.Min+Dissolved.oxygen.Min.by.Rocks+Rocks","s(Dissolved.oxygen.Min, by = Rocks, k = 4, bs = ""ts"") + te(Depth, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Rocks",74603.6943178912,74740.4838872235,0.00149,NA,20.75,0,8903.192,8895.321,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
"Depth.te.Temperature.Min+Dissolved.oxygen.Min+Rocks","Depth.te.Temperature.Min+Dissolved.oxygen.Min+Rocks","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + te(Depth, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Rocks",74605.2134441399,74735.4436718918,0.00149,NA,19.75,0,8904.711,8890.28,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
"BottomVegCover+Depth+Dissolved.oxygen.Min.by.Sand+Sand","BottomVegCover+Depth+Dissolved.oxygen.Min.by.Sand+Sand","s(BottomVegCover, k = 4, bs = ""ts"") + s(Depth, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Sand, k = 4, bs = ""ts"") + Sand",74605.6281782883,74689.8023442581,0.00145,NA,12.42,0,8905.125,8844.639,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"HA_PA+Rocks+SY_PA+Temperature.Min.by.SY_PA","HA_PA+Rocks+SY_PA+Temperature.Min.by.SY_PA","s(Temperature.Min, by = SY_PA, k = 4, bs = ""ts"") + HA_PA + Rocks + SY_PA",74605.7644250505,74671.0294877007,0.02019,NA,9.94,0,8905.262,8825.866,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
"BottomVegCover.by.Sand+Depth+Dissolved.oxygen.Min+Sand","BottomVegCover.by.Sand+Depth+Dissolved.oxygen.Min+Sand","s(Depth, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(BottomVegCover, by = Sand, k = 4, bs = ""ts"") + Sand",74606.3426841045,74697.1850516063,0.0017,NA,13.65,0,8905.84,8852.022,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"Dissolved.oxygen.Min+Dist_To_River+Mud+Temperature.Min.by.Mud","Dissolved.oxygen.Min+Dist_To_River+Mud+Temperature.Min.by.Mud","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_River, k = 4, bs = ""ts"") + s(Temperature.Min, by = Mud, k = 4, bs = ""ts"") + Mud",74608.841686366,74700.2653232515,0.0015,NA,13.92,0,8908.339,8855.102,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
"Dissolved.oxygen.Min.by.Mud+Dist_To_Shore.by.Mud+Mud+Temperature.Min.by.Mud","Dissolved.oxygen.Min.by.Mud+Dist_To_Shore.by.Mud+Mud+Temperature.Min.by.Mud","s(Dissolved.oxygen.Min, by = Mud, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Mud, k = 4, bs = ""ts"") + s(Temperature.Min, by = Mud, k = 4, bs = ""ts"") + Mud",74610.8003085581,74739.2349462208,0.00112,NA,19.05,0,8910.298,8894.072,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
"Dissolved.oxygen.Min+Dist_To_Shore.te.Dist_To_River+Temperature.Min","Dissolved.oxygen.Min+Dist_To_Shore.te.Dist_To_River+Temperature.Min","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + te(Dist_To_Shore, Dist_To_River, k = 4, bs = c(""ts"", ""ts""))",74613.2200709319,74734.3036992602,0.00149,NA,18.12,0,8912.717,8889.14,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"BottomVegCover.by.Mud+Depth.by.Mud+Dissolved.oxygen.Min+Mud","BottomVegCover.by.Mud+Depth.by.Mud+Dissolved.oxygen.Min+Mud","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(BottomVegCover, by = Mud, k = 4, bs = ""ts"") + s(Depth, by = Mud, k = 4, bs = ""ts"") + Mud",74613.6712093557,74724.5248865537,0.00169,NA,16.74,0,8913.168,8879.362,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"HA_PA+SY_PA+Temperature.Min.by.SY_PA","HA_PA+SY_PA+Temperature.Min.by.SY_PA","s(Temperature.Min, by = SY_PA, k = 4, bs = ""ts"") + HA_PA + SY_PA",74614.8691453599,74673.6112004915,0.02019,NA,8.94,0,8914.366,8828.448,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
"BottomVegCover+Dist_To_Shore.te.Primary.productivity.Max+SY_PA","BottomVegCover+Dist_To_Shore.te.Primary.productivity.Max+SY_PA","s(BottomVegCover, k = 4, bs = ""ts"") + te(Dist_To_Shore, Primary.productivity.Max, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",74616.2563565178,74733.3323939301,0.00625,NA,17.64,0,8915.754,8888.169,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"Dist_To_Shore+HA_PA+Rocks+Temperature.Min.by.HA_PA","Dist_To_Shore+HA_PA+Rocks+Temperature.Min.by.HA_PA","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Temperature.Min, by = HA_PA, k = 4, bs = ""ts"") + HA_PA + Rocks",74617.281077656,74695.4095591087,0.02167,NA,11.7,0,8916.778,8850.246,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
"BottomVegCover.te.Latitude+Depth.by.SY_PA+SY_PA","BottomVegCover.te.Latitude+Depth.by.SY_PA+SY_PA","s(Depth, by = SY_PA, k = 4, bs = ""ts"") + te(BottomVegCover, Latitude, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",74617.5918230211,74759.7697646242,0.015,NA,20.97,0,8917.089,8914.606,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
"Dist_To_Shore+HA_PA+SY_PA+Temperature.Min.by.HA_PA","Dist_To_Shore+HA_PA+SY_PA+Temperature.Min.by.HA_PA","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Temperature.Min, by = HA_PA, k = 4, bs = ""ts"") + HA_PA + SY_PA",74620.5458187029,74698.684891795,0.02167,NA,11.7,0,8920.043,8853.522,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
"Dist_To_Shore+HA_PA+Temperature.Min.by.HA_PA","Dist_To_Shore+HA_PA+Temperature.Min.by.HA_PA","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Temperature.Min, by = HA_PA, k = 4, bs = ""ts"") + HA_PA",74620.7247789805,74692.3321565488,0.02167,NA,10.7,0,8920.222,8847.169,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"BottomVegCover.by.Sand+Dissolved.oxygen.Min+Sand+SY_PA","BottomVegCover.by.Sand+Dissolved.oxygen.Min+Sand+SY_PA","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(BottomVegCover, by = Sand, k = 4, bs = ""ts"") + Sand + SY_PA",74624.8134380214,74703.1934530631,0.00173,NA,11.96,0,8924.311,8858.03,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Dist_To_Shore+HA_PA+Rocks+Temperature.Min.by.Rocks","Dist_To_Shore+HA_PA+Rocks+Temperature.Min.by.Rocks","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Temperature.Min, by = Rocks, k = 4, bs = ""ts"") + HA_PA + Rocks",74625.4959717656,74690.9661398176,0.02065,NA,9.73,0,8924.993,8845.803,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
"BottomVegCover+Dissolved.oxygen.Min.by.SY_PA+Sand+SY_PA","BottomVegCover+Dissolved.oxygen.Min.by.SY_PA+Sand+SY_PA","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = SY_PA, k = 4, bs = ""ts"") + Sand + SY_PA",74626.4742026547,74704.5065182225,0.0014,NA,11.74,0,8925.971,8859.343,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Depth.by.Seagrass_PA+Dissolved.oxygen.Min.by.Seagrass_PA+Seagrass_PA+SY_PA","Depth.by.Seagrass_PA+Dissolved.oxygen.Min.by.Seagrass_PA+Seagrass_PA+SY_PA","s(Depth, by = Seagrass_PA, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Seagrass_PA, k = 4, bs = ""ts"") + Seagrass_PA + SY_PA",74627.1969425349,74705.2910013246,0.00135,NA,11.57,0,8926.694,8860.128,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"Depth.by.SY_PA+Salinity.Min.te.BottomVegCover+SY_PA","Depth.by.SY_PA+Salinity.Min.te.BottomVegCover+SY_PA","s(Depth, by = SY_PA, k = 4, bs = ""ts"") + te(Salinity.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",74634.0023151881,74777.0893847106,7e-04,NA,21.35,0,8933.5,8931.926,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"Depth+Dissolved.oxygen.Min.by.Mud+Mud+Temperature.Min","Depth+Dissolved.oxygen.Min.by.Mud+Mud+Temperature.Min","s(Depth, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Mud, k = 4, bs = ""ts"") + Mud",74640.9288417937,74731.6814578881,0.00116,NA,13.61,0,8940.426,8886.518,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
"BottomVegCover+Dissolved.oxygen.Min.by.Sand+Sand+SY_PA","BottomVegCover+Dissolved.oxygen.Min.by.Sand+Sand+SY_PA","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Sand, k = 4, bs = ""ts"") + Sand + SY_PA",74642.5910525104,74714.1266824452,0.00147,NA,10.7,0,8942.088,8868.963,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Dist_To_Shore.by.SY_PA+HA_PA+SY_PA+Temperature.Min","Dist_To_Shore.by.SY_PA+HA_PA+SY_PA+Temperature.Min","s(Temperature.Min, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = SY_PA, k = 4, bs = ""ts"") + HA_PA + SY_PA",74645.6586509114,74723.294422766,0.02056,NA,11.5,0,8945.156,8878.131,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
"BottomVegCover+Depth+Dist_To_Shore.te.Latitude","BottomVegCover+Depth+Dist_To_Shore.te.Latitude","s(BottomVegCover, k = 4, bs = ""ts"") + s(Depth, k = 4, bs = ""ts"") + te(Dist_To_Shore, Latitude, k = 4, bs = c(""ts"", ""ts""))",74647.5053924572,74773.1447992416,0.01391,NA,18.27,0,8947.003,8927.981,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
