"","modname","formula","AICc","BIC","r2.vals","r2.vals.unique","edf","edf.less.1","delta.AICc","delta.BIC","wi.AICc","wi.BIC","Depth","Dist_To_Shore","Dist_To_River","Primary.productivity.Max","Dissolved.oxygen.Min","Temperature.Min","Salinity.Min","BottomVegCover","Latitude","Sand","Mud","Rocks","Seagrass_PA","TH_PA","SY_PA","HA_PA","ST_Mangroves","ST_Oysters"
"Rocks+Salinity.Min+ST_Oysters+TH_PA","Rocks+Salinity.Min+ST_Oysters+TH_PA","s(Salinity.Min, k = 4, bs = ""ts"") + Rocks + ST_Oysters + TH_PA",965.985568461226,1021.10819752582,0.00021,NA,6.73,0,77.294,74.811,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
"Rocks+Salinity.Min.by.ST_Oysters+ST_Oysters+TH_PA","Rocks+Salinity.Min.by.ST_Oysters+ST_Oysters+TH_PA","s(Salinity.Min, by = ST_Oysters, k = 4, bs = ""ts"") + Rocks + ST_Oysters + TH_PA",965.985569045862,1021.10819786847,0.00021,NA,7.73,1,77.294,74.811,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
"Depth+Dist_To_Shore+Latitude.by.TH_PA+TH_PA","Depth+Dist_To_Shore+Latitude.by.TH_PA+TH_PA","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Latitude, by = TH_PA, k = 4, bs = ""ts"") + TH_PA",966.009140078631,1001.44239489491,0.01152,NA,6.18,2,77.317,55.145,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Dist_To_Shore+Latitude.by.TH_PA+TH_PA","Dist_To_Shore+Latitude.by.TH_PA+TH_PA","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Latitude, by = TH_PA, k = 4, bs = ""ts"") + TH_PA",966.009729413182,1001.44556955579,0.01152,NA,5.18,1,77.318,55.148,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Dist_To_River+Dist_To_Shore+Latitude.by.TH_PA+TH_PA","Dist_To_River+Dist_To_Shore+Latitude.by.TH_PA+TH_PA","s(Dist_To_River, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Latitude, by = TH_PA, k = 4, bs = ""ts"") + TH_PA",966.009951176961,1001.44706749764,0.01152,NA,6.18,2,77.318,55.15,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Depth.te.Dist_To_Shore+Salinity.Min.by.TH_PA+TH_PA","Depth.te.Dist_To_Shore+Salinity.Min.by.TH_PA+TH_PA","s(Salinity.Min, by = TH_PA, k = 4, bs = ""ts"") + te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts"")) + TH_PA",966.011305426795,1038.44661037666,0.01235,NA,8.64,1,77.32,92.149,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Mud+Rocks+Salinity.Min.by.Rocks+TH_PA","Mud+Rocks+Salinity.Min.by.Rocks+TH_PA","s(Salinity.Min, by = Rocks, k = 4, bs = ""ts"") + Mud + Rocks + TH_PA",966.019206779716,1021.07904841057,0.00016,NA,7.71,1,77.328,74.782,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0
"Mud+Rocks+Salinity.Min+TH_PA","Mud+Rocks+Salinity.Min+TH_PA","s(Salinity.Min, k = 4, bs = ""ts"") + Mud + Rocks + TH_PA",966.019222919771,1021.07905796508,0.00016,NA,6.71,0,77.328,74.782,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0
"Depth.te.Temperature.Min+Sand+SY_PA","Depth.te.Temperature.Min+Sand+SY_PA","te(Depth, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Sand + SY_PA",966.025230739072,1034.97712392427,0.00091,NA,7.47,0,77.334,88.68,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"Dist_To_River.by.TH_PA+Sand+Temperature.Min+TH_PA","Dist_To_River.by.TH_PA+Sand+Temperature.Min+TH_PA","s(Temperature.Min, k = 4, bs = ""ts"") + s(Dist_To_River, by = TH_PA, k = 4, bs = ""ts"") + Sand + TH_PA",966.038484541639,1007.10293802353,0.00071,NA,6.07,1,77.347,60.806,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"Dist_To_River.by.TH_PA+Sand+Temperature.Min.by.Sand+TH_PA","Dist_To_River.by.TH_PA+Sand+Temperature.Min.by.Sand+TH_PA","s(Dist_To_River, by = TH_PA, k = 4, bs = ""ts"") + s(Temperature.Min, by = Sand, k = 4, bs = ""ts"") + Sand + TH_PA",966.038705252188,1007.10478505546,0.00079,NA,7.07,2,77.347,60.807,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"Mud+Salinity.Min+ST_Oysters+TH_PA","Mud+Salinity.Min+ST_Oysters+TH_PA","s(Salinity.Min, k = 4, bs = ""ts"") + Mud + ST_Oysters + TH_PA",966.040371346637,1021.03088092226,0.00017,NA,6.7,0,77.349,74.734,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"Mud+Salinity.Min.by.ST_Oysters+ST_Oysters+TH_PA","Mud+Salinity.Min.by.ST_Oysters+ST_Oysters+TH_PA","s(Salinity.Min, by = ST_Oysters, k = 4, bs = ""ts"") + Mud + ST_Oysters + TH_PA",966.040387423474,1021.03089050771,0.00017,NA,7.7,1,77.349,74.734,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"Mud+Salinity.Min+Seagrass_PA+ST_Oysters","Mud+Salinity.Min+Seagrass_PA+ST_Oysters","s(Salinity.Min, k = 4, bs = ""ts"") + Mud + Seagrass_PA + ST_Oysters",966.105726721733,1016.70731765282,0.00114,NA,6.12,0,77.414,70.41,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
"Latitude.by.SY_PA+Mud+Rocks+SY_PA","Latitude.by.SY_PA+Mud+Rocks+SY_PA","s(Latitude, by = SY_PA, k = 4, bs = ""ts"") + Mud + Rocks + SY_PA",966.115561148751,1017.67836811075,6e-04,NA,7.17,1,77.424,71.381,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
"Mud+Salinity.Min.by.ST_Oysters+Seagrass_PA+ST_Oysters","Mud+Salinity.Min.by.ST_Oysters+Seagrass_PA+ST_Oysters","s(Salinity.Min, by = ST_Oysters, k = 4, bs = ""ts"") + Mud + Seagrass_PA + ST_Oysters",966.119036309213,1016.71866111785,0.00111,NA,7.12,1,77.427,70.421,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
"Mud+Salinity.Min.by.Mud+Seagrass_PA+ST_Oysters","Mud+Salinity.Min.by.Mud+Seagrass_PA+ST_Oysters","s(Salinity.Min, by = Mud, k = 4, bs = ""ts"") + Mud + Seagrass_PA + ST_Oysters",966.119420138008,1016.61335961687,0.00116,NA,7.07,1,77.428,70.316,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
"Mud+Primary.productivity.Max.by.TH_PA+TH_PA","Mud+Primary.productivity.Max.by.TH_PA+TH_PA","s(Primary.productivity.Max, by = TH_PA, k = 4, bs = ""ts"") + Mud + TH_PA",966.13422584636,1018.00610221961,0.00749,NA,6.27,0,77.443,71.709,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Depth+Mud+Primary.productivity.Max.by.TH_PA+TH_PA","Depth+Mud+Primary.productivity.Max.by.TH_PA+TH_PA","s(Depth, k = 4, bs = ""ts"") + s(Primary.productivity.Max, by = TH_PA, k = 4, bs = ""ts"") + Mud + TH_PA",966.135032907833,1018.0102493555,0.00749,NA,7.27,1,77.443,71.713,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Depth.by.Mud+Mud+Primary.productivity.Max.by.TH_PA+TH_PA","Depth.by.Mud+Mud+Primary.productivity.Max.by.TH_PA+TH_PA","s(Depth, by = Mud, k = 4, bs = ""ts"") + s(Primary.productivity.Max, by = TH_PA, k = 4, bs = ""ts"") + Mud + TH_PA",966.135969850049,1018.01558408285,0.00749,NA,8.27,2,77.444,71.718,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Dist_To_River.by.Mud+Mud+Primary.productivity.Max.by.TH_PA+TH_PA","Dist_To_River.by.Mud+Mud+Primary.productivity.Max.by.TH_PA+TH_PA","s(Dist_To_River, by = Mud, k = 4, bs = ""ts"") + s(Primary.productivity.Max, by = TH_PA, k = 4, bs = ""ts"") + Mud + TH_PA",966.141273119389,1023.84214808099,0.00738,NA,8.27,1,77.45,77.545,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Latitude.by.SY_PA+Sand+ST_Oysters+SY_PA","Latitude.by.SY_PA+Sand+ST_Oysters+SY_PA","s(Latitude, by = SY_PA, k = 4, bs = ""ts"") + Sand + ST_Oysters + SY_PA",966.145100683404,1018.07762843077,7e-04,NA,7.19,1,77.453,71.78,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
"Latitude.by.Rocks+Mud+Rocks+Seagrass_PA","Latitude.by.Rocks+Mud+Rocks+Seagrass_PA","s(Latitude, by = Rocks, k = 4, bs = ""ts"") + Mud + Rocks + Seagrass_PA",966.200555562185,1019.49016465598,0.00147,NA,7.33,1,77.509,73.193,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
"Latitude+Mud+Rocks+Seagrass_PA","Latitude+Mud+Rocks+Seagrass_PA","s(Latitude, k = 4, bs = ""ts"") + Mud + Rocks + Seagrass_PA",966.200557840815,1019.4901599659,0.00149,NA,6.33,0,77.509,73.193,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
"Dist_To_Shore.by.TH_PA+Latitude.by.TH_PA+Mud+TH_PA","Dist_To_Shore.by.TH_PA+Latitude.by.TH_PA+Mud+TH_PA","s(Dist_To_Shore, by = TH_PA, k = 4, bs = ""ts"") + s(Latitude, by = TH_PA, k = 4, bs = ""ts"") + Mud + TH_PA",966.22754370219,1017.06675797637,0.01188,NA,7.14,1,77.536,70.769,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
"Dist_To_Shore.by.Mud+Latitude.by.TH_PA+Mud+TH_PA","Dist_To_Shore.by.Mud+Latitude.by.TH_PA+Mud+TH_PA","s(Dist_To_Shore, by = Mud, k = 4, bs = ""ts"") + s(Latitude, by = TH_PA, k = 4, bs = ""ts"") + Mud + TH_PA",966.29299742792,1016.65257498045,0.01174,NA,7.17,1,77.601,70.355,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
"Rocks+Sand+SY_PA+Temperature.Min.by.Rocks","Rocks+Sand+SY_PA+Temperature.Min.by.Rocks","s(Temperature.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks + Sand + SY_PA",966.561125106036,1007.0095002021,0.00096,NA,6,1,77.869,60.712,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
"Rocks+Sand+SY_PA+Temperature.Min","Rocks+Sand+SY_PA+Temperature.Min","s(Temperature.Min, k = 4, bs = ""ts"") + Rocks + Sand + SY_PA",966.56113547448,1007.00948001872,0.00095,NA,5,0,77.869,60.712,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
"Rocks+Sand+SY_PA+Temperature.Min.by.Sand","Rocks+Sand+SY_PA+Temperature.Min.by.Sand","s(Temperature.Min, by = Sand, k = 4, bs = ""ts"") + Rocks + Sand + SY_PA",966.561231752063,1007.00929266498,0.00096,NA,6,1,77.87,60.712,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
"Depth.by.TH_PA+Rocks+Salinity.Min+TH_PA","Depth.by.TH_PA+Rocks+Salinity.Min+TH_PA","s(Salinity.Min, k = 4, bs = ""ts"") + s(Depth, by = TH_PA, k = 4, bs = ""ts"") + Rocks + TH_PA",966.575646388612,1020.62945821535,0.00017,NA,7.71,1,77.884,74.332,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"Depth.by.TH_PA+Rocks+Salinity.Min.by.Rocks+TH_PA","Depth.by.TH_PA+Rocks+Salinity.Min.by.Rocks+TH_PA","s(Depth, by = TH_PA, k = 4, bs = ""ts"") + s(Salinity.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks + TH_PA",966.575809632825,1020.63048900029,0.00017,NA,8.71,2,77.884,74.333,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"Dist_To_River.te.Latitude+Dist_To_Shore.by.TH_PA+TH_PA","Dist_To_River.te.Latitude+Dist_To_Shore.by.TH_PA+TH_PA","s(Dist_To_Shore, by = TH_PA, k = 4, bs = ""ts"") + te(Dist_To_River, Latitude, k = 4, bs = c(""ts"", ""ts"")) + TH_PA",966.605046559498,1045.65514502392,0.01102,NA,8.64,0,77.913,99.358,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Dist_To_River.te.Latitude+Dist_To_Shore+TH_PA","Dist_To_River.te.Latitude+Dist_To_Shore+TH_PA","s(Dist_To_Shore, k = 4, bs = ""ts"") + te(Dist_To_River, Latitude, k = 4, bs = c(""ts"", ""ts"")) + TH_PA",966.617439556877,1030.41529576321,0.00964,NA,7.03,0,77.926,84.118,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Mud+Sand+SY_PA+Temperature.Min.by.SY_PA","Mud+Sand+SY_PA+Temperature.Min.by.SY_PA","s(Temperature.Min, by = SY_PA, k = 4, bs = ""ts"") + Mud + Sand + SY_PA",966.623821895022,1014.4260606077,0.00099,NA,6,0,77.932,68.129,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
"Dist_To_Shore.by.TH_PA+Latitude+Mud+TH_PA","Dist_To_Shore.by.TH_PA+Latitude+Mud+TH_PA","s(Latitude, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = TH_PA, k = 4, bs = ""ts"") + Mud + TH_PA",966.629149037185,1024.19603574367,0.01065,NA,6.84,0,77.937,77.899,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
"Latitude.by.SY_PA+Sand+SY_PA","Latitude.by.SY_PA+Sand+SY_PA","s(Latitude, by = SY_PA, k = 4, bs = ""ts"") + Sand + SY_PA",966.664102935196,1010.63764618007,0.00068,NA,6.19,1,77.972,64.34,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"Dist_To_River+Latitude.by.SY_PA+Sand+SY_PA","Dist_To_River+Latitude.by.SY_PA+Sand+SY_PA","s(Dist_To_River, k = 4, bs = ""ts"") + s(Latitude, by = SY_PA, k = 4, bs = ""ts"") + Sand + SY_PA",966.664499019285,1010.63791686847,0.00062,NA,7.19,2,77.973,64.341,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"Dist_To_River.by.Sand+Latitude.by.SY_PA+Sand+SY_PA","Dist_To_River.by.Sand+Latitude.by.SY_PA+Sand+SY_PA","s(Dist_To_River, by = Sand, k = 4, bs = ""ts"") + s(Latitude, by = SY_PA, k = 4, bs = ""ts"") + Sand + SY_PA",966.664518298914,1010.63802229862,0.00062,NA,8.19,3,77.973,64.341,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"Depth+Latitude.by.SY_PA+Sand+SY_PA","Depth+Latitude.by.SY_PA+Sand+SY_PA","s(Depth, k = 4, bs = ""ts"") + s(Latitude, by = SY_PA, k = 4, bs = ""ts"") + Sand + SY_PA",966.665180358073,1010.6409279858,0.00062,NA,7.19,2,77.974,64.344,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"Depth.by.Sand+Latitude.by.SY_PA+Sand+SY_PA","Depth.by.Sand+Latitude.by.SY_PA+Sand+SY_PA","s(Depth, by = Sand, k = 4, bs = ""ts"") + s(Latitude, by = SY_PA, k = 4, bs = ""ts"") + Sand + SY_PA",966.66522810196,1010.64116490652,0.00062,NA,8.19,3,77.974,64.344,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"Rocks+Salinity.Min.by.Rocks+TH_PA","Rocks+Salinity.Min.by.Rocks+TH_PA","s(Salinity.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks + TH_PA",966.747451397978,1013.93380825042,0.00015,NA,6.73,1,78.056,67.636,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"Rocks+Salinity.Min+TH_PA","Rocks+Salinity.Min+TH_PA","s(Salinity.Min, k = 4, bs = ""ts"") + Rocks + TH_PA",966.747501093373,1013.93383747909,0.00015,NA,5.73,0,78.056,67.636,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"Dist_To_River.by.Rocks+Rocks+Salinity.Min.by.Rocks+TH_PA","Dist_To_River.by.Rocks+Rocks+Salinity.Min.by.Rocks+TH_PA","s(Dist_To_River, by = Rocks, k = 4, bs = ""ts"") + s(Salinity.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks + TH_PA",966.747787652133,1013.93641166194,0.00015,NA,8.73,3,78.056,67.639,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"Dist_To_River+Rocks+Salinity.Min.by.Rocks+TH_PA","Dist_To_River+Rocks+Salinity.Min.by.Rocks+TH_PA","s(Dist_To_River, k = 4, bs = ""ts"") + s(Salinity.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks + TH_PA",966.74786906135,1013.93715101341,0.00015,NA,7.73,2,78.056,67.64,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"Depth+Rocks+Salinity.Min.by.Rocks+TH_PA","Depth+Rocks+Salinity.Min.by.Rocks+TH_PA","s(Depth, k = 4, bs = ""ts"") + s(Salinity.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks + TH_PA",966.749759085671,1013.94835799726,0.00016,NA,7.73,2,78.058,67.651,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"Depth+Rocks+Salinity.Min+TH_PA","Depth+Rocks+Salinity.Min+TH_PA","s(Depth, k = 4, bs = ""ts"") + s(Salinity.Min, k = 4, bs = ""ts"") + Rocks + TH_PA",966.749759168422,1013.94835853,0.00016,NA,6.73,1,78.058,67.651,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"Depth.by.Rocks+Rocks+Salinity.Min.by.Rocks+TH_PA","Depth.by.Rocks+Rocks+Salinity.Min.by.Rocks+TH_PA","s(Depth, by = Rocks, k = 4, bs = ""ts"") + s(Salinity.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks + TH_PA",966.749760200609,1013.94836517477,0.00016,NA,8.73,3,78.058,67.651,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"Depth.by.Rocks+Rocks+Salinity.Min+TH_PA","Depth.by.Rocks+Rocks+Salinity.Min+TH_PA","s(Salinity.Min, k = 4, bs = ""ts"") + s(Depth, by = Rocks, k = 4, bs = ""ts"") + Rocks + TH_PA",966.749760960339,1013.94837006569,0.00016,NA,7.73,2,78.058,67.651,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"Dist_To_River+Rocks+Salinity.Min+TH_PA","Dist_To_River+Rocks+Salinity.Min+TH_PA","s(Dist_To_River, k = 4, bs = ""ts"") + s(Salinity.Min, k = 4, bs = ""ts"") + Rocks + TH_PA",966.750493440331,1013.96104961023,0.00014,NA,6.73,1,78.059,67.664,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"Dist_To_River.by.Rocks+Rocks+Salinity.Min+TH_PA","Dist_To_River.by.Rocks+Rocks+Salinity.Min+TH_PA","s(Salinity.Min, k = 4, bs = ""ts"") + s(Dist_To_River, by = Rocks, k = 4, bs = ""ts"") + Rocks + TH_PA",966.750498626916,1013.96109701654,0.00014,NA,7.73,2,78.059,67.664,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"Dist_To_Shore+Latitude+ST_Oysters+TH_PA","Dist_To_Shore+Latitude+ST_Oysters+TH_PA","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Latitude, k = 4, bs = ""ts"") + ST_Oysters + TH_PA",966.758643628251,1017.27808387286,0.00092,NA,5.88,0,78.067,70.981,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"Dist_To_Shore.by.ST_Oysters+Latitude+ST_Oysters+TH_PA","Dist_To_Shore.by.ST_Oysters+Latitude+ST_Oysters+TH_PA","s(Latitude, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = ST_Oysters, k = 4, bs = ""ts"") + ST_Oysters + TH_PA",966.758644854941,1017.27807932926,0.00092,NA,6.88,1,78.067,70.981,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"Dist_To_Shore.by.ST_Oysters+Latitude.by.ST_Oysters+ST_Oysters+TH_PA","Dist_To_Shore.by.ST_Oysters+Latitude.by.ST_Oysters+ST_Oysters+TH_PA","s(Dist_To_Shore, by = ST_Oysters, k = 4, bs = ""ts"") + s(Latitude, by = ST_Oysters, k = 4, bs = ""ts"") + ST_Oysters + TH_PA",966.75864554245,1017.27807678489,0.00095,NA,7.88,2,78.067,70.981,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"Dist_To_Shore+Latitude.by.ST_Oysters+ST_Oysters+TH_PA","Dist_To_Shore+Latitude.by.ST_Oysters+ST_Oysters+TH_PA","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Latitude, by = ST_Oysters, k = 4, bs = ""ts"") + ST_Oysters + TH_PA",966.758646144126,1017.27807455439,0.00095,NA,6.88,1,78.067,70.981,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"HA_PA+Sand+SY_PA+Temperature.Min.by.HA_PA","HA_PA+Sand+SY_PA+Temperature.Min.by.HA_PA","s(Temperature.Min, by = HA_PA, k = 4, bs = ""ts"") + HA_PA + Sand + SY_PA",966.7685377466,1007.10465556858,0.00084,NA,6,1,78.077,60.807,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
"Dist_To_River.by.SY_PA+Latitude.by.SY_PA+Sand+SY_PA","Dist_To_River.by.SY_PA+Latitude.by.SY_PA+Sand+SY_PA","s(Dist_To_River, by = SY_PA, k = 4, bs = ""ts"") + s(Latitude, by = SY_PA, k = 4, bs = ""ts"") + Sand + SY_PA",966.783546468989,1016.91726537027,0.00068,NA,8.19,2,78.092,70.62,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"Latitude.by.Seagrass_PA+Mud+Seagrass_PA+ST_Oysters","Latitude.by.Seagrass_PA+Mud+Seagrass_PA+ST_Oysters","s(Latitude, by = Seagrass_PA, k = 4, bs = ""ts"") + Mud + Seagrass_PA + ST_Oysters",966.791735899996,1020.08932443481,0.00167,NA,7.33,1,78.1,73.792,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
"Depth.by.SY_PA+Latitude.by.SY_PA+Sand+SY_PA","Depth.by.SY_PA+Latitude.by.SY_PA+Sand+SY_PA","s(Depth, by = SY_PA, k = 4, bs = ""ts"") + s(Latitude, by = SY_PA, k = 4, bs = ""ts"") + Sand + SY_PA",966.820244419049,1020.18579126379,0.00068,NA,8.25,2,78.129,73.888,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"Dist_To_River.by.SY_PA+Sand+SY_PA+Temperature.Min.by.Sand","Dist_To_River.by.SY_PA+Sand+SY_PA+Temperature.Min.by.Sand","s(Dist_To_River, by = SY_PA, k = 4, bs = ""ts"") + s(Temperature.Min, by = Sand, k = 4, bs = ""ts"") + Sand + SY_PA",966.934907238879,1006.9736282727,0.00064,NA,7,2,78.243,60.676,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"Dist_To_River.by.SY_PA+Sand+SY_PA+Temperature.Min","Dist_To_River.by.SY_PA+Sand+SY_PA+Temperature.Min","s(Temperature.Min, k = 4, bs = ""ts"") + s(Dist_To_River, by = SY_PA, k = 4, bs = ""ts"") + Sand + SY_PA",966.936169286162,1006.9810168886,0.00067,NA,6,1,78.245,60.684,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"Mud+Rocks+Salinity.Min.by.Mud+Seagrass_PA","Mud+Rocks+Salinity.Min.by.Mud+Seagrass_PA","s(Salinity.Min, by = Mud, k = 4, bs = ""ts"") + Mud + Rocks + Seagrass_PA",966.941265416937,1017.52982272161,0.00111,NA,7.08,1,78.25,71.232,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
"Mud+Salinity.Min+TH_PA","Mud+Salinity.Min+TH_PA","s(Salinity.Min, k = 4, bs = ""ts"") + Mud + TH_PA",966.942081991323,1014.00469605232,1e-04,NA,5.71,0,78.25,67.707,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
"Dist_To_River.by.Mud+Mud+Salinity.Min+TH_PA","Dist_To_River.by.Mud+Mud+Salinity.Min+TH_PA","s(Salinity.Min, k = 4, bs = ""ts"") + s(Dist_To_River, by = Mud, k = 4, bs = ""ts"") + Mud + TH_PA",966.942976172264,1014.01211331207,1e-04,NA,7.71,2,78.251,67.715,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
"Depth.by.Mud+Mud+Salinity.Min+TH_PA","Depth.by.Mud+Mud+Salinity.Min+TH_PA","s(Salinity.Min, k = 4, bs = ""ts"") + s(Depth, by = Mud, k = 4, bs = ""ts"") + Mud + TH_PA",966.943531359319,1014.0138956281,1e-04,NA,7.71,2,78.252,67.717,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
"Depth+Mud+Salinity.Min+TH_PA","Depth+Mud+Salinity.Min+TH_PA","s(Depth, k = 4, bs = ""ts"") + s(Salinity.Min, k = 4, bs = ""ts"") + Mud + TH_PA",966.943987420707,1014.01512497052,1e-04,NA,6.71,1,78.252,67.718,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
"Dist_To_River.by.TH_PA+Mud+Temperature.Min+TH_PA","Dist_To_River.by.TH_PA+Mud+Temperature.Min+TH_PA","s(Temperature.Min, k = 4, bs = ""ts"") + s(Dist_To_River, by = TH_PA, k = 4, bs = ""ts"") + Mud + TH_PA",966.982334636649,1008.32541182672,0.00784,NA,6.08,1,78.291,62.028,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
"BottomVegCover+Dist_To_River.te.Dissolved.oxygen.Min+ST_Mangroves","BottomVegCover+Dist_To_River.te.Dissolved.oxygen.Min+ST_Mangroves","s(BottomVegCover, k = 4, bs = ""ts"") + te(Dist_To_River, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts"")) + ST_Mangroves",967.010832668177,1029.23021912258,0.00651,NA,6.7,0,78.319,82.933,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
