"","modname","formula","AICc","BIC","r2.vals","r2.vals.unique","edf","edf.less.1","delta.AICc","delta.BIC","wi.AICc","wi.BIC","Depth","Dist_To_Shore","Dist_To_River","Primary.productivity.Max","Dissolved.oxygen.Min","Temperature.Min","Salinity.Min","BottomVegCover","Latitude","Sand","Mud","Rocks","Seagrass_PA","TH_PA","SY_PA","HA_PA"
"Depth.by.Mud+Dist_To_Shore+Mud+Temperature.Min","Depth.by.Mud+Dist_To_Shore+Mud+Temperature.Min","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + s(Depth, by = Mud, k = 4, bs = ""ts"") + Mud",4.00235432607722,17.0739916374305,0,NA,6,4,2.002,8.537,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"BottomVegCover+Depth.by.SY_PA+Salinity.Min+SY_PA","BottomVegCover+Depth.by.SY_PA+Salinity.Min+SY_PA","s(BottomVegCover, k = 4, bs = ""ts"") + s(Salinity.Min, k = 4, bs = ""ts"") + s(Depth, by = SY_PA, k = 4, bs = ""ts"") + SY_PA",4.00235432607722,17.0739916374305,0,NA,6,4,2.002,8.537,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"BottomVegCover.by.Rocks+Depth.by.Rocks+Rocks+Salinity.Min","BottomVegCover.by.Rocks+Depth.by.Rocks+Rocks+Salinity.Min","s(Salinity.Min, k = 4, bs = ""ts"") + s(BottomVegCover, by = Rocks, k = 4, bs = ""ts"") + s(Depth, by = Rocks, k = 4, bs = ""ts"") + Rocks",4.00235432607722,17.0739916374305,0,NA,7,5,2.002,8.537,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
"Dist_To_River.te.Latitude+Mud","Dist_To_River.te.Latitude+Mud","te(Dist_To_River, Latitude, k = 4, bs = c(""ts"", ""ts"")) + Mud",4.00235432607722,17.0739916374305,0,NA,3,1,2.002,8.537,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
"Depth.by.HA_PA+Dist_To_Shore+HA_PA+Temperature.Min","Depth.by.HA_PA+Dist_To_Shore+HA_PA+Temperature.Min","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + s(Depth, by = HA_PA, k = 4, bs = ""ts"") + HA_PA",4.00235432607722,17.0739916374305,0,NA,6,4,2.002,8.537,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"Dist_To_River+Dist_To_Shore.te.Latitude+Sand","Dist_To_River+Dist_To_Shore.te.Latitude+Sand","s(Dist_To_River, k = 4, bs = ""ts"") + te(Dist_To_Shore, Latitude, k = 4, bs = c(""ts"", ""ts"")) + Sand",4.00235432607722,17.0739916374305,0,NA,4,2,2.002,8.537,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
"BottomVegCover+Dist_To_Shore+Rocks+Temperature.Min.by.Rocks","BottomVegCover+Dist_To_Shore+Rocks+Temperature.Min.by.Rocks","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Temperature.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks",4.00235432607722,17.0739916374305,0,NA,6,4,2.002,8.537,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
"Depth.by.SY_PA+Dist_To_River+Salinity.Min+SY_PA","Depth.by.SY_PA+Dist_To_River+Salinity.Min+SY_PA","s(Dist_To_River, k = 4, bs = ""ts"") + s(Salinity.Min, k = 4, bs = ""ts"") + s(Depth, by = SY_PA, k = 4, bs = ""ts"") + SY_PA",4.00235432607722,17.0739916374305,0,NA,6,4,2.002,8.537,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
"BottomVegCover+Depth.by.Sand+Salinity.Min+Sand","BottomVegCover+Depth.by.Sand+Salinity.Min+Sand","s(BottomVegCover, k = 4, bs = ""ts"") + s(Salinity.Min, k = 4, bs = ""ts"") + s(Depth, by = Sand, k = 4, bs = ""ts"") + Sand",4.00235432607722,17.0739916374305,0,NA,6,4,2.002,8.537,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
"Depth.te.Latitude+Seagrass_PA","Depth.te.Latitude+Seagrass_PA","te(Depth, Latitude, k = 4, bs = c(""ts"", ""ts"")) + Seagrass_PA",4.00235432607722,17.0739916374305,0,NA,3,1,2.002,8.537,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"Depth.by.Sand+Dist_To_Shore+Sand+Temperature.Min","Depth.by.Sand+Dist_To_Shore+Sand+Temperature.Min","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + s(Depth, by = Sand, k = 4, bs = ""ts"") + Sand",4.00235432607722,17.0739916374305,0,NA,6,4,2.002,8.537,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"Dist_To_River+Dist_To_Shore+Rocks+Temperature.Min.by.Rocks","Dist_To_River+Dist_To_Shore+Rocks+Temperature.Min.by.Rocks","s(Dist_To_River, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Temperature.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks",4.00235432607722,17.0739916374305,0,NA,6,4,2.002,8.537,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"Depth.te.Latitude+Dist_To_River+Sand","Depth.te.Latitude+Dist_To_River+Sand","s(Dist_To_River, k = 4, bs = ""ts"") + te(Depth, Latitude, k = 4, bs = c(""ts"", ""ts"")) + Sand",4.00235432607722,17.0739916374305,0,NA,4,2,2.002,8.537,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
"Depth.by.Sand+Dist_To_River+Salinity.Min+Sand","Depth.by.Sand+Dist_To_River+Salinity.Min+Sand","s(Dist_To_River, k = 4, bs = ""ts"") + s(Salinity.Min, k = 4, bs = ""ts"") + s(Depth, by = Sand, k = 4, bs = ""ts"") + Sand",4.00235432607722,17.0739916374305,0,NA,6,4,2.002,8.537,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"BottomVegCover.by.Mud+Depth.by.Mud+Mud+Salinity.Min","BottomVegCover.by.Mud+Depth.by.Mud+Mud+Salinity.Min","s(Salinity.Min, k = 4, bs = ""ts"") + s(BottomVegCover, by = Mud, k = 4, bs = ""ts"") + s(Depth, by = Mud, k = 4, bs = ""ts"") + Mud",4.00235432607723,17.0739916374305,0,NA,7,5,2.002,8.537,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
"Depth.by.HA_PA+Dist_To_River+HA_PA+Salinity.Min","Depth.by.HA_PA+Dist_To_River+HA_PA+Salinity.Min","s(Dist_To_River, k = 4, bs = ""ts"") + s(Salinity.Min, k = 4, bs = ""ts"") + s(Depth, by = HA_PA, k = 4, bs = ""ts"") + HA_PA",4.00235432607723,17.0739916374305,0,NA,6,4,2.002,8.537,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
"BottomVegCover.by.SY_PA+Depth.by.SY_PA+Salinity.Min+SY_PA","BottomVegCover.by.SY_PA+Depth.by.SY_PA+Salinity.Min+SY_PA","s(Salinity.Min, k = 4, bs = ""ts"") + s(BottomVegCover, by = SY_PA, k = 4, bs = ""ts"") + s(Depth, by = SY_PA, k = 4, bs = ""ts"") + SY_PA",4.00235432607723,17.0739916374305,0,NA,7,5,2.002,8.537,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"BottomVegCover.by.Rocks+Depth.te.Salinity.Min+Rocks","BottomVegCover.by.Rocks+Depth.te.Salinity.Min+Rocks","s(BottomVegCover, by = Rocks, k = 4, bs = ""ts"") + te(Depth, Salinity.Min, k = 4, bs = c(""ts"", ""ts"")) + Rocks",4.00235432607723,17.0739916374305,0,NA,5,3,2.002,8.537,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
"Depth.by.Rocks+Dist_To_River.by.Rocks+Rocks+Salinity.Min","Depth.by.Rocks+Dist_To_River.by.Rocks+Rocks+Salinity.Min","s(Salinity.Min, k = 4, bs = ""ts"") + s(Depth, by = Rocks, k = 4, bs = ""ts"") + s(Dist_To_River, by = Rocks, k = 4, bs = ""ts"") + Rocks",4.00235432607723,17.0739916374305,0,NA,7,5,2.002,8.537,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"BottomVegCover+Dist_To_Shore+SY_PA+Temperature.Min.by.SY_PA","BottomVegCover+Dist_To_Shore+SY_PA+Temperature.Min.by.SY_PA","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Temperature.Min, by = SY_PA, k = 4, bs = ""ts"") + SY_PA",4.00235432607723,17.0739916374305,0,NA,6,4,2.002,8.537,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
"BottomVegCover.by.Sand+Dissolved.oxygen.Min.by.Sand+Dist_To_Shore+Sand","BottomVegCover.by.Sand+Dissolved.oxygen.Min.by.Sand+Dist_To_Shore+Sand","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(BottomVegCover, by = Sand, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Sand, k = 4, bs = ""ts"") + Sand",4.00235432607724,17.0739916374306,0,NA,7,5,2.002,8.537,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"Depth.by.Mud+Dist_To_River.by.Mud+Mud+Salinity.Min","Depth.by.Mud+Dist_To_River.by.Mud+Mud+Salinity.Min","s(Salinity.Min, k = 4, bs = ""ts"") + s(Depth, by = Mud, k = 4, bs = ""ts"") + s(Dist_To_River, by = Mud, k = 4, bs = ""ts"") + Mud",4.00235432607724,17.0739916374306,0,NA,7,5,2.002,8.537,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"Dist_To_River+Dist_To_Shore+SY_PA+Temperature.Min.by.SY_PA","Dist_To_River+Dist_To_Shore+SY_PA+Temperature.Min.by.SY_PA","s(Dist_To_River, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Temperature.Min, by = SY_PA, k = 4, bs = ""ts"") + SY_PA",4.00235432607724,17.0739916374306,0,NA,6,4,2.002,8.537,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"BottomVegCover.by.Mud+Dissolved.oxygen.Min.by.Mud+Dist_To_Shore+Mud","BottomVegCover.by.Mud+Dissolved.oxygen.Min.by.Mud+Dist_To_Shore+Mud","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(BottomVegCover, by = Mud, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Mud, k = 4, bs = ""ts"") + Mud",4.00235432607724,17.0739916374306,0,NA,7,5,2.002,8.537,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"Dissolved.oxygen.Min.by.HA_PA+Dist_To_River.by.HA_PA+Dist_To_Shore+HA_PA","Dissolved.oxygen.Min.by.HA_PA+Dist_To_River.by.HA_PA+Dist_To_Shore+HA_PA","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = HA_PA, k = 4, bs = ""ts"") + s(Dist_To_River, by = HA_PA, k = 4, bs = ""ts"") + HA_PA",4.00235432607724,17.0739916374306,0,NA,7,5,2.002,8.537,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"Dist_To_Shore+Mud+Temperature.Min.by.Mud","Dist_To_Shore+Mud+Temperature.Min.by.Mud","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Temperature.Min, by = Mud, k = 4, bs = ""ts"") + Mud",4.00235432607724,17.0739916374306,0,NA,5,3,2.002,8.537,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Depth.by.SY_PA+Dist_To_Shore+Primary.productivity.Max.by.SY_PA+SY_PA","Depth.by.SY_PA+Dist_To_Shore+Primary.productivity.Max.by.SY_PA+SY_PA","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Depth, by = SY_PA, k = 4, bs = ""ts"") + s(Primary.productivity.Max, by = SY_PA, k = 4, bs = ""ts"") + SY_PA",4.00235432607724,17.0739916374306,0,NA,7,5,2.002,8.537,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"BottomVegCover.by.Rocks+Dist_To_Shore+Rocks+Temperature.Min.by.Rocks","BottomVegCover.by.Rocks+Dist_To_Shore+Rocks+Temperature.Min.by.Rocks","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(BottomVegCover, by = Rocks, k = 4, bs = ""ts"") + s(Temperature.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks",4.00235432607724,17.0739916374306,0,NA,7,5,2.002,8.537,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
"Depth+Dissolved.oxygen.Min.by.HA_PA+Dist_To_Shore+HA_PA","Depth+Dissolved.oxygen.Min.by.HA_PA+Dist_To_Shore+HA_PA","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = HA_PA, k = 4, bs = ""ts"") + HA_PA",4.00235432607724,17.0739916374306,0,NA,6,4,2.002,8.537,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"Depth+Dissolved.oxygen.Min.by.Mud+Dist_To_Shore+Mud","Depth+Dissolved.oxygen.Min.by.Mud+Dist_To_Shore+Mud","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Mud, k = 4, bs = ""ts"") + Mud",4.00235432607724,17.0739916374306,0,NA,6,4,2.002,8.537,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Depth.by.Rocks+Dissolved.oxygen.Min.by.Rocks+Dist_To_Shore+Rocks","Depth.by.Rocks+Dissolved.oxygen.Min.by.Rocks+Dist_To_Shore+Rocks","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Depth, by = Rocks, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks",4.00235432607724,17.0739916374306,0,NA,7,5,2.002,8.537,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Dist_To_Shore.by.SY_PA+SY_PA","Dist_To_Shore.by.SY_PA+SY_PA","s(Dist_To_Shore, by = SY_PA, k = 4, bs = ""ts"") + SY_PA",4.00235432607725,17.0739916374306,0,NA,4,2,2.002,8.537,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Dist_To_Shore+HA_PA+Temperature.Min.by.HA_PA","Dist_To_Shore+HA_PA+Temperature.Min.by.HA_PA","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Temperature.Min, by = HA_PA, k = 4, bs = ""ts"") + HA_PA",4.00235432607725,17.0739916374306,0,NA,5,3,2.002,8.537,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"Depth+Dissolved.oxygen.Min.by.Sand+Dist_To_Shore+Sand","Depth+Dissolved.oxygen.Min.by.Sand+Dist_To_Shore+Sand","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Sand, k = 4, bs = ""ts"") + Sand",4.00235432607725,17.0739916374306,0,NA,6,4,2.002,8.537,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Depth.by.SY_PA+Dist_To_River.by.SY_PA+Salinity.Min+SY_PA","Depth.by.SY_PA+Dist_To_River.by.SY_PA+Salinity.Min+SY_PA","s(Salinity.Min, k = 4, bs = ""ts"") + s(Depth, by = SY_PA, k = 4, bs = ""ts"") + s(Dist_To_River, by = SY_PA, k = 4, bs = ""ts"") + SY_PA",4.00235432607725,17.0739916374306,0,NA,7,5,2.002,8.537,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
"Dissolved.oxygen.Min.by.Sand+Dist_To_River.by.Sand+Dist_To_Shore+Sand","Dissolved.oxygen.Min.by.Sand+Dist_To_River.by.Sand+Dist_To_Shore+Sand","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Sand, k = 4, bs = ""ts"") + s(Dist_To_River, by = Sand, k = 4, bs = ""ts"") + Sand",4.00235432607725,17.0739916374306,0,NA,7,5,2.002,8.537,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"Dissolved.oxygen.Min.by.Mud+Dist_To_River.by.Mud+Dist_To_Shore+Mud","Dissolved.oxygen.Min.by.Mud+Dist_To_River.by.Mud+Dist_To_Shore+Mud","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Mud, k = 4, bs = ""ts"") + s(Dist_To_River, by = Mud, k = 4, bs = ""ts"") + Mud",4.00235432607725,17.0739916374306,0,NA,7,5,2.002,8.537,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"BottomVegCover.by.SY_PA+Dist_To_Shore+SY_PA+Temperature.Min.by.SY_PA","BottomVegCover.by.SY_PA+Dist_To_Shore+SY_PA+Temperature.Min.by.SY_PA","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(BottomVegCover, by = SY_PA, k = 4, bs = ""ts"") + s(Temperature.Min, by = SY_PA, k = 4, bs = ""ts"") + SY_PA",4.00235432607725,17.0739916374306,0,NA,7,5,2.002,8.537,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
"BottomVegCover.by.Sand+Depth.by.Sand+Salinity.Min+Sand","BottomVegCover.by.Sand+Depth.by.Sand+Salinity.Min+Sand","s(Salinity.Min, k = 4, bs = ""ts"") + s(BottomVegCover, by = Sand, k = 4, bs = ""ts"") + s(Depth, by = Sand, k = 4, bs = ""ts"") + Sand",4.00235432607725,17.0739916374306,0,NA,7,5,2.002,8.537,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
"Depth+Dissolved.oxygen.Min.by.Seagrass_PA+Dist_To_Shore+Seagrass_PA","Depth+Dissolved.oxygen.Min.by.Seagrass_PA+Dist_To_Shore+Seagrass_PA","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Seagrass_PA, k = 4, bs = ""ts"") + Seagrass_PA",4.00235432607725,17.0739916374306,0,NA,6,4,2.002,8.537,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Dist_To_Shore+Sand+Temperature.Min.by.Sand","Dist_To_Shore+Sand+Temperature.Min.by.Sand","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Temperature.Min, by = Sand, k = 4, bs = ""ts"") + Sand",4.00235432607725,17.0739916374306,0,NA,5,3,2.002,8.537,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"Depth+Rocks+Temperature.Min.te.BottomVegCover","Depth+Rocks+Temperature.Min.te.BottomVegCover","s(Depth, k = 4, bs = ""ts"") + te(Temperature.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Rocks",4.00235432607726,17.0739916374306,0,NA,4,2,2.002,8.537,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
"Depth+Dist_To_Shore+Rocks+Temperature.Min.by.Rocks","Depth+Dist_To_Shore+Rocks+Temperature.Min.by.Rocks","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Temperature.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks",4.00235432607726,17.0739916374306,0,NA,6,4,2.002,8.537,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Dist_To_River.by.Rocks+Dist_To_Shore+Rocks+Temperature.Min.by.Rocks","Dist_To_River.by.Rocks+Dist_To_Shore+Rocks+Temperature.Min.by.Rocks","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Dist_To_River, by = Rocks, k = 4, bs = ""ts"") + s(Temperature.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks",4.00235432607726,17.0739916374306,0,NA,7,5,2.002,8.537,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"Depth.te.BottomVegCover+Mud","Depth.te.BottomVegCover+Mud","te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Mud",4.00235432607726,17.0739916374307,0,NA,3,1,2.002,8.537,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Depth+Mud+Temperature.Min.te.BottomVegCover","Depth+Mud+Temperature.Min.te.BottomVegCover","s(Depth, k = 4, bs = ""ts"") + te(Temperature.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Mud",4.00235432607726,17.0739916374307,0,NA,4,2,2.002,8.537,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
"Depth.by.Sand+Dist_To_River.by.Sand+Salinity.Min+Sand","Depth.by.Sand+Dist_To_River.by.Sand+Salinity.Min+Sand","s(Salinity.Min, k = 4, bs = ""ts"") + s(Depth, by = Sand, k = 4, bs = ""ts"") + s(Dist_To_River, by = Sand, k = 4, bs = ""ts"") + Sand",4.00235432607726,17.0739916374307,0,NA,7,5,2.002,8.537,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"Depth.by.HA_PA+Dist_To_River.by.HA_PA+HA_PA+Salinity.Min","Depth.by.HA_PA+Dist_To_River.by.HA_PA+HA_PA+Salinity.Min","s(Salinity.Min, k = 4, bs = ""ts"") + s(Depth, by = HA_PA, k = 4, bs = ""ts"") + s(Dist_To_River, by = HA_PA, k = 4, bs = ""ts"") + HA_PA",4.00235432607726,17.0739916374307,0,NA,7,5,2.002,8.537,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
"Dist_To_River.by.SY_PA+Dist_To_Shore+SY_PA+Temperature.Min.by.SY_PA","Dist_To_River.by.SY_PA+Dist_To_Shore+SY_PA+Temperature.Min.by.SY_PA","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Dist_To_River, by = SY_PA, k = 4, bs = ""ts"") + s(Temperature.Min, by = SY_PA, k = 4, bs = ""ts"") + SY_PA",4.00235432607727,17.0739916374307,0,NA,7,5,2.002,8.537,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"Depth+SY_PA+Temperature.Min.te.BottomVegCover","Depth+SY_PA+Temperature.Min.te.BottomVegCover","s(Depth, k = 4, bs = ""ts"") + te(Temperature.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",4.00235432607727,17.0739916374307,0,NA,4,2,2.002,8.537,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
"Depth+Sand+Temperature.Min.te.BottomVegCover","Depth+Sand+Temperature.Min.te.BottomVegCover","s(Depth, k = 4, bs = ""ts"") + te(Temperature.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Sand",4.00235432607727,17.0739916374307,0,NA,4,2,2.002,8.537,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
"BottomVegCover+Depth.te.Latitude+SY_PA","BottomVegCover+Depth.te.Latitude+SY_PA","s(BottomVegCover, k = 4, bs = ""ts"") + te(Depth, Latitude, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",4.00235432607727,17.0739916374307,0,NA,4,2,2.002,8.537,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
"Depth+Dist_To_Shore+SY_PA+Temperature.Min.by.SY_PA","Depth+Dist_To_Shore+SY_PA+Temperature.Min.by.SY_PA","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Temperature.Min, by = SY_PA, k = 4, bs = ""ts"") + SY_PA",4.00235432607727,17.0739916374307,0,NA,6,4,2.002,8.537,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"Depth.by.SY_PA+Dissolved.oxygen.Min.by.SY_PA+Dist_To_Shore+SY_PA","Depth.by.SY_PA+Dissolved.oxygen.Min.by.SY_PA+Dist_To_Shore+SY_PA","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Depth, by = SY_PA, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = SY_PA, k = 4, bs = ""ts"") + SY_PA",4.00235432607727,17.0739916374307,0,NA,7,5,2.002,8.537,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"BottomVegCover+Dist_To_Shore+Mud+Temperature.Min.by.Mud","BottomVegCover+Dist_To_Shore+Mud+Temperature.Min.by.Mud","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Temperature.Min, by = Mud, k = 4, bs = ""ts"") + Mud",4.00235432607727,17.0739916374307,0,NA,6,4,2.002,8.537,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
"Depth.by.Mud+Dist_To_Shore+Mud+Primary.productivity.Max.by.Mud","Depth.by.Mud+Dist_To_Shore+Mud+Primary.productivity.Max.by.Mud","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Depth, by = Mud, k = 4, bs = ""ts"") + s(Primary.productivity.Max, by = Mud, k = 4, bs = ""ts"") + Mud",4.00235432607728,17.0739916374307,0,NA,7,5,2.002,8.537,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Dist_To_River+Dist_To_Shore+Mud+Temperature.Min.by.Mud","Dist_To_River+Dist_To_Shore+Mud+Temperature.Min.by.Mud","s(Dist_To_River, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Temperature.Min, by = Mud, k = 4, bs = ""ts"") + Mud",4.00235432607728,17.0739916374307,0,NA,6,4,2.002,8.537,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
"BottomVegCover+Dist_To_Shore.by.SY_PA+SY_PA","BottomVegCover+Dist_To_Shore.by.SY_PA+SY_PA","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = SY_PA, k = 4, bs = ""ts"") + SY_PA",4.00235432607728,17.0739916374307,0,NA,5,3,2.002,8.537,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"Depth.by.Sand+Dist_To_Shore+Primary.productivity.Max.by.Sand+Sand","Depth.by.Sand+Dist_To_Shore+Primary.productivity.Max.by.Sand+Sand","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Depth, by = Sand, k = 4, bs = ""ts"") + s(Primary.productivity.Max, by = Sand, k = 4, bs = ""ts"") + Sand",4.00235432607728,17.0739916374307,0,NA,7,5,2.002,8.537,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"Depth.by.Seagrass_PA+Dist_To_Shore+Primary.productivity.Max.by.Seagrass_PA+Seagrass_PA","Depth.by.Seagrass_PA+Dist_To_Shore+Primary.productivity.Max.by.Seagrass_PA+Seagrass_PA","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Depth, by = Seagrass_PA, k = 4, bs = ""ts"") + s(Primary.productivity.Max, by = Seagrass_PA, k = 4, bs = ""ts"") + Seagrass_PA",4.00235432607728,17.0739916374307,0,NA,7,5,2.002,8.537,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
