"","modname","formula","AICc","BIC","r2.vals","r2.vals.unique","edf","edf.less.1","delta.AICc","delta.BIC","wi.AICc","wi.BIC","Depth","Dist_To_Shore","Dist_To_River","Primary.productivity.Max","Dissolved.oxygen.Min","Temperature.Min","Salinity.Min","BottomVegCover","Latitude","Sand","Mud","Rocks","Seagrass_PA","TH_PA","SY_PA","HA_PA"
"Dissolved.oxygen.Min+Temperature.Min.te.BottomVegCover","Dissolved.oxygen.Min+Temperature.Min.te.BottomVegCover","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + te(Temperature.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",693.197524419251,750.31953855667,0.01484,NA,6.23,0,8.403,27.721,0.001,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"Depth+Dissolved.oxygen.Min+Temperature.Min.te.BottomVegCover","Depth+Dissolved.oxygen.Min+Temperature.Min.te.BottomVegCover","s(Depth, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + te(Temperature.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",693.197636310283,750.319739499154,0.01484,NA,7.23,1,8.403,27.721,0.001,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"Dissolved.oxygen.Min+Dist_To_Shore+Temperature.Min.te.BottomVegCover","Dissolved.oxygen.Min+Dist_To_Shore+Temperature.Min.te.BottomVegCover","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + te(Temperature.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",693.198475034423,750.324722690068,0.01483,NA,7.23,1,8.404,27.726,0.001,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"BottomVegCover.by.Mud+Mud+Primary.productivity.Max+SY_PA","BottomVegCover.by.Mud+Mud+Primary.productivity.Max+SY_PA","s(Primary.productivity.Max, k = 4, bs = ""ts"") + s(BottomVegCover, by = Mud, k = 4, bs = ""ts"") + Mud + SY_PA",693.216098708372,743.058626585228,0.01543,NA,6.18,0,8.421,20.46,0.001,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
"BottomVegCover.by.SY_PA+Mud+Primary.productivity.Max.by.Mud+SY_PA","BottomVegCover.by.SY_PA+Mud+Primary.productivity.Max.by.Mud+SY_PA","s(BottomVegCover, by = SY_PA, k = 4, bs = ""ts"") + s(Primary.productivity.Max, by = Mud, k = 4, bs = ""ts"") + Mud + SY_PA",693.247354749823,742.321733638072,0.01624,NA,7.19,1,8.453,19.723,0.001,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
"Depth.te.BottomVegCover+Latitude","Depth.te.BottomVegCover+Latitude","s(Latitude, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",693.267758646147,744.892452561885,0.01709,NA,5.74,0,8.473,22.294,0.001,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"Depth.te.BottomVegCover+Dist_To_Shore+Latitude","Depth.te.BottomVegCover+Dist_To_Shore+Latitude","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Latitude, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",693.269300019075,744.899574690748,0.01709,NA,6.74,1,8.475,22.301,0.001,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"BottomVegCover.by.SY_PA+Mud+Primary.productivity.Max.by.SY_PA+SY_PA","BottomVegCover.by.SY_PA+Mud+Primary.productivity.Max.by.SY_PA+SY_PA","s(BottomVegCover, by = SY_PA, k = 4, bs = ""ts"") + s(Primary.productivity.Max, by = SY_PA, k = 4, bs = ""ts"") + Mud + SY_PA",693.275397294336,735.64921679624,0.01622,NA,7.2,2,8.481,13.05,0.001,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
"BottomVegCover.by.SY_PA+Primary.productivity.Max+Sand+SY_PA","BottomVegCover.by.SY_PA+Primary.productivity.Max+Sand+SY_PA","s(Primary.productivity.Max, k = 4, bs = ""ts"") + s(BottomVegCover, by = SY_PA, k = 4, bs = ""ts"") + Sand + SY_PA",693.322662709943,735.688296877929,0.01586,NA,6.2,1,8.528,13.09,0.001,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"Dissolved.oxygen.Min.by.SY_PA+Dist_To_Shore.by.TH_PA+SY_PA+TH_PA","Dissolved.oxygen.Min.by.SY_PA+Dist_To_Shore.by.TH_PA+SY_PA+TH_PA","s(Dissolved.oxygen.Min, by = SY_PA, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = TH_PA, k = 4, bs = ""ts"") + SY_PA + TH_PA",693.336799611019,744.782302237472,0.01381,NA,8.54,2,8.542,22.184,0.001,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
"BottomVegCover+Mud+Primary.productivity.Max+SY_PA","BottomVegCover+Mud+Primary.productivity.Max+SY_PA","s(BottomVegCover, k = 4, bs = ""ts"") + s(Primary.productivity.Max, k = 4, bs = ""ts"") + Mud + SY_PA",693.383496558038,735.784118512424,0.0158,NA,5.2,0,8.589,13.185,0.001,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
"BottomVegCover+Primary.productivity.Max","BottomVegCover+Primary.productivity.Max","s(BottomVegCover, k = 4, bs = ""ts"") + s(Primary.productivity.Max, k = 4, bs = ""ts"")",693.399366952779,722.598735264198,0.01513,NA,3.18,0,8.605,0,0.001,0.092,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"BottomVegCover+Dist_To_Shore+Primary.productivity.Max","BottomVegCover+Dist_To_Shore+Primary.productivity.Max","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Primary.productivity.Max, k = 4, bs = ""ts"")",693.399838449669,722.601079603701,0.01513,NA,4.18,1,8.605,0.002,0.001,0.092,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"BottomVegCover+Depth+Primary.productivity.Max","BottomVegCover+Depth+Primary.productivity.Max","s(BottomVegCover, k = 4, bs = ""ts"") + s(Depth, k = 4, bs = ""ts"") + s(Primary.productivity.Max, k = 4, bs = ""ts"")",693.400533893595,722.603984673822,0.01513,NA,4.18,1,8.606,0.005,0.001,0.092,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"BottomVegCover+Depth.te.Dist_To_Shore+Primary.productivity.Max","BottomVegCover+Depth.te.Dist_To_Shore+Primary.productivity.Max","s(BottomVegCover, k = 4, bs = ""ts"") + s(Primary.productivity.Max, k = 4, bs = ""ts"") + te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts""))",693.400741106413,722.605532873979,0.01513,NA,4.18,1,8.606,0.007,0.001,0.091,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"BottomVegCover+Depth+Dist_To_Shore+Primary.productivity.Max","BottomVegCover+Depth+Dist_To_Shore+Primary.productivity.Max","s(BottomVegCover, k = 4, bs = ""ts"") + s(Depth, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Primary.productivity.Max, k = 4, bs = ""ts"")",693.40093105558,722.606021420225,0.01513,NA,5.18,2,8.606,0.007,0.001,0.091,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"BottomVegCover.by.Sand+Dissolved.oxygen.Min.by.SY_PA+Sand+SY_PA","BottomVegCover.by.Sand+Dissolved.oxygen.Min.by.SY_PA+Sand+SY_PA","s(BottomVegCover, by = Sand, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = SY_PA, k = 4, bs = ""ts"") + Sand + SY_PA",693.447637115816,736.213294731197,0.01388,NA,7.23,2,8.653,13.615,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"BottomVegCover+Dissolved.oxygen.Min+Rocks+Temperature.Min.by.Rocks","BottomVegCover+Dissolved.oxygen.Min+Rocks+Temperature.Min.by.Rocks","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Temperature.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks",693.449729353839,735.519603755704,0.0024,NA,6.17,1,8.655,12.921,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
"BottomVegCover.by.Rocks+Dissolved.oxygen.Min+Rocks+Temperature.Min.by.Rocks","BottomVegCover.by.Rocks+Dissolved.oxygen.Min+Rocks+Temperature.Min.by.Rocks","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(BottomVegCover, by = Rocks, k = 4, bs = ""ts"") + s(Temperature.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks",693.449729354793,735.519603779221,0.00243,NA,7.17,2,8.655,12.921,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
"BottomVegCover+Dissolved.oxygen.Min+Rocks+Temperature.Min","BottomVegCover+Dissolved.oxygen.Min+Rocks+Temperature.Min","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + Rocks",693.449729361894,735.519603961464,0.0024,NA,5.17,0,8.655,12.921,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
"BottomVegCover.by.Rocks+Dissolved.oxygen.Min+Rocks+Temperature.Min","BottomVegCover.by.Rocks+Dissolved.oxygen.Min+Rocks+Temperature.Min","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + s(BottomVegCover, by = Rocks, k = 4, bs = ""ts"") + Rocks",693.449729362812,735.519603983532,0.00244,NA,6.17,1,8.655,12.921,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
"BottomVegCover+Dissolved.oxygen.Min.by.Rocks+Rocks+Temperature.Min.by.Rocks","BottomVegCover+Dissolved.oxygen.Min.by.Rocks+Rocks+Temperature.Min.by.Rocks","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Rocks, k = 4, bs = ""ts"") + s(Temperature.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks",693.449729364377,735.519603992527,0.00241,NA,7.17,2,8.655,12.921,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
"BottomVegCover.by.Rocks+Dissolved.oxygen.Min.by.Rocks+Rocks+Temperature.Min.by.Rocks","BottomVegCover.by.Rocks+Dissolved.oxygen.Min.by.Rocks+Rocks+Temperature.Min.by.Rocks","s(BottomVegCover, by = Rocks, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Rocks, k = 4, bs = ""ts"") + s(Temperature.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks",693.449729365234,735.519604013909,0.00245,NA,8.17,3,8.655,12.921,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
"BottomVegCover+Dissolved.oxygen.Min.by.Rocks+Rocks+Temperature.Min","BottomVegCover+Dissolved.oxygen.Min.by.Rocks+Rocks+Temperature.Min","s(BottomVegCover, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks",693.449729372037,735.519604190226,0.00241,NA,6.17,1,8.655,12.921,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
"BottomVegCover.by.Rocks+Dissolved.oxygen.Min.by.Rocks+Rocks+Temperature.Min","BottomVegCover.by.Rocks+Dissolved.oxygen.Min.by.Rocks+Rocks+Temperature.Min","s(Temperature.Min, k = 4, bs = ""ts"") + s(BottomVegCover, by = Rocks, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks",693.449729372862,735.519604210216,0.00245,NA,7.17,2,8.655,12.921,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
"BottomVegCover.by.SY_PA+Depth.by.SY_PA+Dissolved.oxygen.Min.by.SY_PA+SY_PA","BottomVegCover.by.SY_PA+Depth.by.SY_PA+Dissolved.oxygen.Min.by.SY_PA+SY_PA","s(BottomVegCover, by = SY_PA, k = 4, bs = ""ts"") + s(Depth, by = SY_PA, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = SY_PA, k = 4, bs = ""ts"") + SY_PA",693.456413261946,729.424440105073,0.01515,NA,8.2,4,8.662,6.826,0,0.003,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"BottomVegCover.by.SY_PA+Dissolved.oxygen.Min.by.SY_PA+SY_PA","BottomVegCover.by.SY_PA+Dissolved.oxygen.Min.by.SY_PA+SY_PA","s(BottomVegCover, by = SY_PA, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = SY_PA, k = 4, bs = ""ts"") + SY_PA",693.456539326152,729.425001644289,0.01515,NA,6.2,2,8.662,6.826,0,0.003,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"BottomVegCover.by.SY_PA+Depth+Dissolved.oxygen.Min.by.SY_PA+SY_PA","BottomVegCover.by.SY_PA+Depth+Dissolved.oxygen.Min.by.SY_PA+SY_PA","s(Depth, k = 4, bs = ""ts"") + s(BottomVegCover, by = SY_PA, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = SY_PA, k = 4, bs = ""ts"") + SY_PA",693.456937461668,729.426784942668,0.01515,NA,7.2,3,8.662,6.828,0,0.003,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"Depth.te.BottomVegCover+Dist_To_Shore.te.Dissolved.oxygen.Min","Depth.te.BottomVegCover+Dist_To_Shore.te.Dissolved.oxygen.Min","te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + te(Dist_To_Shore, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts""))",693.515567019345,759.221193279489,0.01556,NA,7.23,0,8.721,36.622,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"BottomVegCover+Dissolved.oxygen.Min.by.Sand+Sand","BottomVegCover+Dissolved.oxygen.Min.by.Sand+Sand","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Sand, k = 4, bs = ""ts"") + Sand",693.549249751512,735.958984042004,0.01245,NA,5.18,0,8.755,13.36,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"BottomVegCover+Depth.by.Sand+Dissolved.oxygen.Min.by.Sand+Sand","BottomVegCover+Depth.by.Sand+Dissolved.oxygen.Min.by.Sand+Sand","s(BottomVegCover, k = 4, bs = ""ts"") + s(Depth, by = Sand, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Sand, k = 4, bs = ""ts"") + Sand",693.549777562208,735.962294775315,0.01245,NA,7.18,2,8.755,13.364,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"BottomVegCover+Depth+Dissolved.oxygen.Min.by.Sand+Sand","BottomVegCover+Depth+Dissolved.oxygen.Min.by.Sand+Sand","s(BottomVegCover, k = 4, bs = ""ts"") + s(Depth, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Sand, k = 4, bs = ""ts"") + Sand",693.550190908065,735.964233167629,0.01245,NA,6.18,1,8.756,13.365,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"BottomVegCover.by.Sand+Depth.te.Latitude+Sand","BottomVegCover.by.Sand+Depth.te.Latitude+Sand","s(BottomVegCover, by = Sand, k = 4, bs = ""ts"") + te(Depth, Latitude, k = 4, bs = c(""ts"", ""ts"")) + Sand",693.574283864485,763.293062260071,0.01452,NA,9.45,1,8.78,40.694,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"BottomVegCover.by.Sand+Dissolved.oxygen.Min.by.Sand+Sand+SY_PA","BottomVegCover.by.Sand+Dissolved.oxygen.Min.by.Sand+Sand+SY_PA","s(BottomVegCover, by = Sand, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Sand, k = 4, bs = ""ts"") + Sand + SY_PA",693.587117517903,742.60871790083,0.01414,NA,7.19,1,8.793,20.01,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"BottomVegCover+Dissolved.oxygen.Min+SY_PA","BottomVegCover+Dissolved.oxygen.Min+SY_PA","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + SY_PA",693.603938864616,729.585433849444,0.01484,NA,4.21,0,8.809,6.987,0,0.003,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"BottomVegCover+Depth+Dissolved.oxygen.Min+SY_PA","BottomVegCover+Depth+Dissolved.oxygen.Min+SY_PA","s(BottomVegCover, k = 4, bs = ""ts"") + s(Depth, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + SY_PA",693.605016487437,729.590713264147,0.01484,NA,5.21,1,8.81,6.992,0,0.003,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"BottomVegCover+Depth.by.SY_PA+Dissolved.oxygen.Min+SY_PA","BottomVegCover+Depth.by.SY_PA+Dissolved.oxygen.Min+SY_PA","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Depth, by = SY_PA, k = 4, bs = ""ts"") + SY_PA",693.605812227132,729.594086379053,0.01484,NA,6.21,2,8.811,6.995,0,0.003,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"BottomVegCover.by.Sand+Primary.productivity.Max.by.Sand+Rocks+Sand","BottomVegCover.by.Sand+Primary.productivity.Max.by.Sand+Rocks+Sand","s(BottomVegCover, by = Sand, k = 4, bs = ""ts"") + s(Primary.productivity.Max, by = Sand, k = 4, bs = ""ts"") + Rocks + Sand",693.61784704776,742.364037347519,0.00176,NA,7.17,1,8.823,19.765,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
"BottomVegCover+Dist_To_Shore.te.Primary.productivity.Max+SY_PA","BottomVegCover+Dist_To_Shore.te.Primary.productivity.Max+SY_PA","s(BottomVegCover, k = 4, bs = ""ts"") + te(Dist_To_Shore, Primary.productivity.Max, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",693.625483778148,739.327691883923,0.01553,NA,5.14,0,8.831,16.729,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"BottomVegCover+Dissolved.oxygen.Min.by.Sand+Dist_To_Shore.by.Sand+Sand","BottomVegCover+Dissolved.oxygen.Min.by.Sand+Dist_To_Shore.by.Sand+Sand","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Sand, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Sand, k = 4, bs = ""ts"") + Sand",693.652151649788,740.420502813131,0.0126,NA,7.19,1,8.858,17.822,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"Dissolved.oxygen.Min.te.BottomVegCover+Dist_To_Shore+SY_PA","Dissolved.oxygen.Min.te.BottomVegCover+Dist_To_Shore+SY_PA","s(Dist_To_Shore, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",693.65673762082,767.75490325642,0.01492,NA,8.76,0,8.862,45.156,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"BottomVegCover.by.Mud+Mud+Primary.productivity.Max.by.Mud+SY_PA","BottomVegCover.by.Mud+Mud+Primary.productivity.Max.by.Mud+SY_PA","s(BottomVegCover, by = Mud, k = 4, bs = ""ts"") + s(Primary.productivity.Max, by = Mud, k = 4, bs = ""ts"") + Mud + SY_PA",693.658187811305,750.421661491952,0.01631,NA,7.2,0,8.864,27.823,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
"BottomVegCover.by.Sand+Dist_To_Shore.te.Latitude+Sand","BottomVegCover.by.Sand+Dist_To_Shore.te.Latitude+Sand","s(BottomVegCover, by = Sand, k = 4, bs = ""ts"") + te(Dist_To_Shore, Latitude, k = 4, bs = c(""ts"", ""ts"")) + Sand",693.670791901916,755.53002986496,0.01538,NA,8.42,1,8.876,32.931,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"Dissolved.oxygen.Min+Dist_To_Shore.by.TH_PA+TH_PA","Dissolved.oxygen.Min+Dist_To_Shore.by.TH_PA+TH_PA","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = TH_PA, k = 4, bs = ""ts"") + TH_PA",693.694874390289,738.555431583876,0.01337,NA,6.53,1,8.9,15.957,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"Dissolved.oxygen.Min+Dist_To_River.by.TH_PA+Dist_To_Shore.by.TH_PA+TH_PA","Dissolved.oxygen.Min+Dist_To_River.by.TH_PA+Dist_To_Shore.by.TH_PA+TH_PA","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_River, by = TH_PA, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = TH_PA, k = 4, bs = ""ts"") + TH_PA",693.695599286839,738.558775360868,0.01337,NA,8.53,3,8.901,15.96,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"Depth+Dissolved.oxygen.Min+Dist_To_Shore.by.TH_PA+TH_PA","Depth+Dissolved.oxygen.Min+Dist_To_Shore.by.TH_PA+TH_PA","s(Depth, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = TH_PA, k = 4, bs = ""ts"") + TH_PA",693.695905119579,738.560278084515,0.01337,NA,7.53,2,8.901,15.962,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"Dissolved.oxygen.Min+Dist_To_River+Dist_To_Shore.by.TH_PA+TH_PA","Dissolved.oxygen.Min+Dist_To_River+Dist_To_Shore.by.TH_PA+TH_PA","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_River, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = TH_PA, k = 4, bs = ""ts"") + TH_PA",693.696234093787,738.561337649673,0.01337,NA,7.53,2,8.902,15.963,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"BottomVegCover+Dissolved.oxygen.Min.by.Sand+Dist_To_Shore+Sand","BottomVegCover+Dissolved.oxygen.Min.by.Sand+Dist_To_Shore+Sand","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Sand, k = 4, bs = ""ts"") + Sand",693.718487708954,739.977996893673,0.01253,NA,6.18,0,8.924,17.379,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"Depth+Dist_To_Shore.te.BottomVegCover+Latitude","Depth+Dist_To_Shore.te.BottomVegCover+Latitude","s(Depth, k = 4, bs = ""ts"") + s(Latitude, k = 4, bs = ""ts"") + te(Dist_To_Shore, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",693.723326372681,744.186569192576,0.01724,NA,6.55,1,8.929,21.588,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"Dist_To_Shore.te.BottomVegCover+Latitude","Dist_To_Shore.te.BottomVegCover+Latitude","s(Latitude, k = 4, bs = ""ts"") + te(Dist_To_Shore, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",693.723411067855,744.186320402399,0.01724,NA,5.55,0,8.929,21.588,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"BottomVegCover.by.SY_PA+Mud+Primary.productivity.Max+SY_PA","BottomVegCover.by.SY_PA+Mud+Primary.productivity.Max+SY_PA","s(Primary.productivity.Max, k = 4, bs = ""ts"") + s(BottomVegCover, by = SY_PA, k = 4, bs = ""ts"") + Mud + SY_PA",693.727733552908,736.084110637222,0.016,NA,6.2,1,8.933,13.485,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
"BottomVegCover+Dissolved.oxygen.Min.te.Temperature.Min+Mud","BottomVegCover+Dissolved.oxygen.Min.te.Temperature.Min+Mud","s(BottomVegCover, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Mud",693.730731744003,751.801367373701,0.01656,NA,6.7,0,8.936,29.203,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
"BottomVegCover.by.Sand+Dist_To_Shore+Primary.productivity.Max+Sand","BottomVegCover.by.Sand+Dist_To_Shore+Primary.productivity.Max+Sand","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Primary.productivity.Max, k = 4, bs = ""ts"") + s(BottomVegCover, by = Sand, k = 4, bs = ""ts"") + Sand",693.762122482853,729.701200728504,0.01368,NA,6.2,2,8.968,7.102,0,0.003,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"BottomVegCover.by.Sand+Dist_To_Shore.by.Sand+Primary.productivity.Max+Sand","BottomVegCover.by.Sand+Dist_To_Shore.by.Sand+Primary.productivity.Max+Sand","s(Primary.productivity.Max, k = 4, bs = ""ts"") + s(BottomVegCover, by = Sand, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Sand, k = 4, bs = ""ts"") + Sand",693.762273961749,729.700602878306,0.01368,NA,7.2,3,8.968,7.102,0,0.003,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"BottomVegCover.by.Sand+Primary.productivity.Max+Sand","BottomVegCover.by.Sand+Primary.productivity.Max+Sand","s(Primary.productivity.Max, k = 4, bs = ""ts"") + s(BottomVegCover, by = Sand, k = 4, bs = ""ts"") + Sand",693.76232886614,729.702947044819,0.01368,NA,5.2,1,8.968,7.104,0,0.003,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"BottomVegCover.by.Sand+Depth+Primary.productivity.Max+Sand","BottomVegCover.by.Sand+Depth+Primary.productivity.Max+Sand","s(Depth, k = 4, bs = ""ts"") + s(Primary.productivity.Max, k = 4, bs = ""ts"") + s(BottomVegCover, by = Sand, k = 4, bs = ""ts"") + Sand",693.762604311229,729.704143417347,0.01368,NA,6.2,2,8.968,7.105,0,0.003,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"BottomVegCover.by.Sand+Depth.by.Sand+Primary.productivity.Max+Sand","BottomVegCover.by.Sand+Depth.by.Sand+Primary.productivity.Max+Sand","s(Primary.productivity.Max, k = 4, bs = ""ts"") + s(BottomVegCover, by = Sand, k = 4, bs = ""ts"") + s(Depth, by = Sand, k = 4, bs = ""ts"") + Sand",693.762916385622,729.704788083587,0.01368,NA,7.2,3,8.968,7.106,0,0.003,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"BottomVegCover.by.Sand+Mud+Primary.productivity.Max.by.Sand+Sand","BottomVegCover.by.Sand+Mud+Primary.productivity.Max.by.Sand+Sand","s(BottomVegCover, by = Sand, k = 4, bs = ""ts"") + s(Primary.productivity.Max, by = Sand, k = 4, bs = ""ts"") + Mud + Sand",693.816800859378,742.620958173992,0.01407,NA,7.17,1,9.022,20.022,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0
"BottomVegCover+Dist_To_Shore.te.Latitude+SY_PA","BottomVegCover+Dist_To_Shore.te.Latitude+SY_PA","s(BottomVegCover, k = 4, bs = ""ts"") + te(Dist_To_Shore, Latitude, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",693.822343836271,755.274200677817,0.01776,NA,7.35,0,9.028,32.675,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
