"","modname","formula","AICc","BIC","r2.vals","r2.vals.unique","edf","edf.less.1","delta.AICc","delta.BIC","wi.AICc","wi.BIC","Depth","Dist_To_Shore","Dist_To_River","Primary.productivity.Max","Dissolved.oxygen.Min","Temperature.Min","Salinity.Min","BottomVegCover","Latitude","Sand","Mud","Rocks","Seagrass_PA","TH_PA","SY_PA","HA_PA","ST_Mangroves","ST_Oysters"
"Dist_To_River.te.Primary.productivity.Max+Dist_To_Shore.te.BottomVegCover","Dist_To_River.te.Primary.productivity.Max+Dist_To_Shore.te.BottomVegCover","te(Dist_To_River, Primary.productivity.Max, k = 4, bs = c(""ts"", ""ts"")) + te(Dist_To_Shore, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",2645.66282425705,2747.64155671037,0.01048,NA,10.66,0,56.219,85.478,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Dissolved.oxygen.Min.by.Seagrass_PA+Rocks+Seagrass_PA+Temperature.Min.by.Rocks","Dissolved.oxygen.Min.by.Seagrass_PA+Rocks+Seagrass_PA+Temperature.Min.by.Rocks","s(Dissolved.oxygen.Min, by = Seagrass_PA, k = 4, bs = ""ts"") + s(Temperature.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks + Seagrass_PA",2645.66861687829,2709.27569310373,0.01054,NA,8.78,1,56.225,47.112,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
"Depth.by.Mud+Dissolved.oxygen.Min+Mud+Temperature.Min","Depth.by.Mud+Dissolved.oxygen.Min+Mud+Temperature.Min","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + s(Depth, by = Mud, k = 4, bs = ""ts"") + Mud",2645.72095397758,2716.86936473445,0.00961,NA,9.47,1,56.277,54.706,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"Depth.by.Rocks+Mud+Rocks+Temperature.Min.by.Rocks","Depth.by.Rocks+Mud+Rocks+Temperature.Min.by.Rocks","s(Depth, by = Rocks, k = 4, bs = ""ts"") + s(Temperature.Min, by = Rocks, k = 4, bs = ""ts"") + Mud + Rocks",2645.78958385111,2716.92598285469,0.00948,NA,10.56,2,56.346,54.763,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
"BottomVegCover+Dist_To_River.te.Dissolved.oxygen.Min+Dist_To_Shore","BottomVegCover+Dist_To_River.te.Dissolved.oxygen.Min+Dist_To_Shore","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + te(Dist_To_River, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts""))",2645.85200870828,2715.62684203473,0.011,NA,7.71,0,56.408,53.464,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Dist_To_Shore+Seagrass_PA+Temperature.Min","Dist_To_Shore+Seagrass_PA+Temperature.Min","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + Seagrass_PA",2645.88983401321,2693.40844250866,0.00972,NA,5.73,0,56.446,31.245,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"BottomVegCover.by.Rocks+Rocks+Temperature.Min.by.Rocks","BottomVegCover.by.Rocks+Rocks+Temperature.Min.by.Rocks","s(BottomVegCover, by = Rocks, k = 4, bs = ""ts"") + s(Temperature.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks",2646.00538291504,2708.71901747339,0.01047,NA,9.01,2,56.562,46.556,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"Depth.by.Mud+Dist_To_Shore.by.Mud+Latitude.by.Mud+Mud","Depth.by.Mud+Dist_To_Shore.by.Mud+Latitude.by.Mud+Mud","s(Depth, by = Mud, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Mud, k = 4, bs = ""ts"") + s(Latitude, by = Mud, k = 4, bs = ""ts"") + Mud",2646.01104065259,2734.61022357803,0.01074,NA,11.57,1,56.567,72.447,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"Dist_To_Shore.by.Seagrass_PA+Salinity.Min.by.Sand+Sand+Seagrass_PA","Dist_To_Shore.by.Seagrass_PA+Salinity.Min.by.Sand+Sand+Seagrass_PA","s(Dist_To_Shore, by = Seagrass_PA, k = 4, bs = ""ts"") + s(Salinity.Min, by = Sand, k = 4, bs = ""ts"") + Sand + Seagrass_PA",2646.05354851712,2704.77279781833,0.00651,NA,7.94,1,56.61,42.61,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"Dissolved.oxygen.Min+Dist_To_Shore.te.BottomVegCover+ST_Mangroves","Dissolved.oxygen.Min+Dist_To_Shore.te.BottomVegCover+ST_Mangroves","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + te(Dist_To_Shore, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + ST_Mangroves",2646.08320278835,2733.47093750762,0.01033,NA,9.55,0,56.639,71.308,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"Latitude+Seagrass_PA","Latitude+Seagrass_PA","s(Latitude, k = 4, bs = ""ts"") + Seagrass_PA",2646.08419227882,2685.55921397319,0.01155,NA,4.79,0,56.64,23.396,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Dist_To_Shore+Seagrass_PA+Temperature.Min.by.Seagrass_PA","Dist_To_Shore+Seagrass_PA+Temperature.Min.by.Seagrass_PA","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Temperature.Min, by = Seagrass_PA, k = 4, bs = ""ts"") + Seagrass_PA",2646.12070646346,2715.94512214412,0.00895,NA,8.09,0,56.677,53.782,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"BottomVegCover.by.Rocks+Depth.by.Rocks+Rocks+Temperature.Min.by.Rocks","BottomVegCover.by.Rocks+Depth.by.Rocks+Rocks+Temperature.Min.by.Rocks","s(BottomVegCover, by = Rocks, k = 4, bs = ""ts"") + s(Depth, by = Rocks, k = 4, bs = ""ts"") + s(Temperature.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks",2646.13359277046,2715.14965893631,0.01048,NA,10.98,3,56.69,52.986,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"BottomVegCover.by.Rocks+Depth+Rocks+Temperature.Min.by.Rocks","BottomVegCover.by.Rocks+Depth+Rocks+Temperature.Min.by.Rocks","s(Depth, k = 4, bs = ""ts"") + s(BottomVegCover, by = Rocks, k = 4, bs = ""ts"") + s(Temperature.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks",2646.13708328866,2715.44761108736,0.01048,NA,9.98,2,56.693,53.284,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"Dissolved.oxygen.Min+Dist_To_Shore.te.BottomVegCover+Rocks","Dissolved.oxygen.Min+Dist_To_Shore.te.BottomVegCover+Rocks","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + te(Dist_To_Shore, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Rocks",2646.14102032733,2733.5822963529,0.01032,NA,9.56,0,56.697,71.419,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"Depth.by.TH_PA+Latitude+Mud+TH_PA","Depth.by.TH_PA+Latitude+Mud+TH_PA","s(Latitude, k = 4, bs = ""ts"") + s(Depth, by = TH_PA, k = 4, bs = ""ts"") + Mud + TH_PA",2646.15354894365,2723.62191874042,0.01073,NA,9.56,0,56.71,61.459,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
"Dist_To_River.te.BottomVegCover+Dist_To_Shore.te.Primary.productivity.Max","Dist_To_River.te.BottomVegCover+Dist_To_Shore.te.Primary.productivity.Max","te(Dist_To_River, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + te(Dist_To_Shore, Primary.productivity.Max, k = 4, bs = c(""ts"", ""ts""))",2646.16694744187,2764.3900893811,0.01134,NA,12.52,0,56.723,102.227,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Dissolved.oxygen.Min+Dist_To_Shore.te.BottomVegCover+ST_Oysters","Dissolved.oxygen.Min+Dist_To_Shore.te.BottomVegCover+ST_Oysters","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + te(Dist_To_Shore, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + ST_Oysters",2646.18168810602,2733.61670851683,0.01032,NA,9.56,0,56.738,71.453,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"Depth.by.Rocks+Mud+Rocks+Temperature.Min.by.Mud","Depth.by.Rocks+Mud+Rocks+Temperature.Min.by.Mud","s(Depth, by = Rocks, k = 4, bs = ""ts"") + s(Temperature.Min, by = Mud, k = 4, bs = ""ts"") + Mud + Rocks",2646.18170225341,2737.53106078143,0.00962,NA,11.7,1,56.738,75.368,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
"BottomVegCover.by.Rocks+Rocks+ST_Oysters+Temperature.Min.by.ST_Oysters","BottomVegCover.by.Rocks+Rocks+ST_Oysters+Temperature.Min.by.ST_Oysters","s(BottomVegCover, by = Rocks, k = 4, bs = ""ts"") + s(Temperature.Min, by = ST_Oysters, k = 4, bs = ""ts"") + Rocks + ST_Oysters",2646.22211876928,2724.07849109472,0.0105,NA,10.01,0,56.778,61.915,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
"BottomVegCover.by.ST_Oysters+Rocks+ST_Oysters+Temperature.Min.by.Rocks","BottomVegCover.by.ST_Oysters+Rocks+ST_Oysters+Temperature.Min.by.Rocks","s(BottomVegCover, by = ST_Oysters, k = 4, bs = ""ts"") + s(Temperature.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks + ST_Oysters",2646.23762115666,2714.26829394051,0.01051,NA,10.02,2,56.794,52.105,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
"Dist_To_Shore.by.Mud+Mud+Primary.productivity.Max.te.BottomVegCover","Dist_To_Shore.by.Mud+Mud+Primary.productivity.Max.te.BottomVegCover","s(Dist_To_Shore, by = Mud, k = 4, bs = ""ts"") + te(Primary.productivity.Max, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Mud",2646.25121258031,2729.58765769007,0.01128,NA,9.37,0,56.807,67.424,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Dist_To_Shore.te.BottomVegCover+Salinity.Min+ST_Oysters","Dist_To_Shore.te.BottomVegCover+Salinity.Min+ST_Oysters","s(Salinity.Min, k = 4, bs = ""ts"") + te(Dist_To_Shore, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + ST_Oysters",2646.32044171654,2742.45959970564,0.00994,NA,10.43,0,56.877,80.296,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"BottomVegCover+Dist_To_River+Dist_To_Shore.te.Salinity.Min","BottomVegCover+Dist_To_River+Dist_To_Shore.te.Salinity.Min","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dist_To_River, k = 4, bs = ""ts"") + te(Dist_To_Shore, Salinity.Min, k = 4, bs = c(""ts"", ""ts""))",2646.37054797477,2733.20953026774,0.00899,NA,9.87,0,56.927,71.046,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"BottomVegCover+Dissolved.oxygen.Min+Dist_To_Shore.te.Dist_To_River","BottomVegCover+Dissolved.oxygen.Min+Dist_To_Shore.te.Dist_To_River","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + te(Dist_To_Shore, Dist_To_River, k = 4, bs = c(""ts"", ""ts""))",2646.38616300521,2723.32395325568,0.01114,NA,8.43,0,56.942,61.161,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"BottomVegCover.by.Sand+Dissolved.oxygen.Min.by.Sand+Dist_To_Shore+Sand","BottomVegCover.by.Sand+Dissolved.oxygen.Min.by.Sand+Dist_To_Shore+Sand","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(BottomVegCover, by = Sand, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Sand, k = 4, bs = ""ts"") + Sand",2646.39414831916,2706.56663322857,0.0109,NA,8.34,1,56.95,44.403,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"Dist_To_Shore.te.BottomVegCover+Rocks+Salinity.Min","Dist_To_Shore.te.BottomVegCover+Rocks+Salinity.Min","s(Salinity.Min, k = 4, bs = ""ts"") + te(Dist_To_Shore, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Rocks",2646.45561724267,2742.65529224426,0.00993,NA,10.44,0,57.012,80.492,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
"BottomVegCover+Rocks+ST_Oysters+Temperature.Min.by.Rocks","BottomVegCover+Rocks+ST_Oysters+Temperature.Min.by.Rocks","s(BottomVegCover, k = 4, bs = ""ts"") + s(Temperature.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks + ST_Oysters",2646.5898774765,2714.51028221112,0.01053,NA,9.01,1,57.146,52.347,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
"BottomVegCover+Rocks+Sand+Temperature.Min.by.Rocks","BottomVegCover+Rocks+Sand+Temperature.Min.by.Rocks","s(BottomVegCover, k = 4, bs = ""ts"") + s(Temperature.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks + Sand",2646.66391894093,2714.55566021807,0.01054,NA,9.01,1,57.22,52.392,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
"Dist_To_Shore.by.Seagrass_PA+Seagrass_PA+ST_Oysters+Temperature.Min.by.Seagrass_PA","Dist_To_Shore.by.Seagrass_PA+Seagrass_PA+ST_Oysters+Temperature.Min.by.Seagrass_PA","s(Dist_To_Shore, by = Seagrass_PA, k = 4, bs = ""ts"") + s(Temperature.Min, by = Seagrass_PA, k = 4, bs = ""ts"") + Seagrass_PA + ST_Oysters",2646.68320096933,2717.91748421461,0.00687,NA,8.66,0,57.239,55.754,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"Dist_To_Shore.te.BottomVegCover+Primary.productivity.Max","Dist_To_Shore.te.BottomVegCover+Primary.productivity.Max","s(Primary.productivity.Max, k = 4, bs = ""ts"") + te(Dist_To_Shore, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",2646.69164070162,2729.7608821982,0.01038,NA,8.85,0,57.248,67.598,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Depth+Dist_To_Shore.te.BottomVegCover+Primary.productivity.Max","Depth+Dist_To_Shore.te.BottomVegCover+Primary.productivity.Max","s(Depth, k = 4, bs = ""ts"") + s(Primary.productivity.Max, k = 4, bs = ""ts"") + te(Dist_To_Shore, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",2646.69607566964,2729.78813081268,0.01038,NA,9.85,1,57.252,67.625,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Dist_To_River+Dist_To_Shore.te.BottomVegCover+Primary.productivity.Max","Dist_To_River+Dist_To_Shore.te.BottomVegCover+Primary.productivity.Max","s(Dist_To_River, k = 4, bs = ""ts"") + s(Primary.productivity.Max, k = 4, bs = ""ts"") + te(Dist_To_Shore, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",2646.70344265955,2729.85932023613,0.01038,NA,9.85,1,57.26,67.696,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Sand+ST_Oysters+Temperature.Min.te.BottomVegCover","Sand+ST_Oysters+Temperature.Min.te.BottomVegCover","te(Temperature.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Sand + ST_Oysters",2646.75941729278,2741.46062737513,0.01069,NA,11.23,0,57.316,79.297,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
"Dist_To_Shore.by.Seagrass_PA+Rocks+Seagrass_PA+Temperature.Min.by.Seagrass_PA","Dist_To_Shore.by.Seagrass_PA+Rocks+Seagrass_PA+Temperature.Min.by.Seagrass_PA","s(Dist_To_Shore, by = Seagrass_PA, k = 4, bs = ""ts"") + s(Temperature.Min, by = Seagrass_PA, k = 4, bs = ""ts"") + Rocks + Seagrass_PA",2646.78698212649,2717.99452493758,0.00685,NA,8.66,0,57.343,55.831,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
"Rocks+ST_Oysters+Temperature.Min.te.BottomVegCover","Rocks+ST_Oysters+Temperature.Min.te.BottomVegCover","te(Temperature.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Rocks + ST_Oysters",2646.82220545875,2741.70339645982,0.01068,NA,11.26,0,57.378,79.54,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
"Depth.by.Rocks+Rocks+Temperature.Min.te.BottomVegCover","Depth.by.Rocks+Rocks+Temperature.Min.te.BottomVegCover","s(Depth, by = Rocks, k = 4, bs = ""ts"") + te(Temperature.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Rocks",2646.82425211239,2745.69159837598,0.01072,NA,12.2,1,57.38,83.528,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"Depth.by.Mud+Dist_To_Shore+Latitude.by.Mud+Mud","Depth.by.Mud+Dist_To_Shore+Latitude.by.Mud+Mud","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Depth, by = Mud, k = 4, bs = ""ts"") + s(Latitude, by = Mud, k = 4, bs = ""ts"") + Mud",2646.8380932838,2727.93399387187,0.01081,NA,10.57,1,57.394,65.771,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"Dist_To_Shore.te.Salinity.Min+Mud+Seagrass_PA","Dist_To_Shore.te.Salinity.Min+Mud+Seagrass_PA","te(Dist_To_Shore, Salinity.Min, k = 4, bs = c(""ts"", ""ts"")) + Mud + Seagrass_PA",2646.85349113028,2722.6314603669,0.00899,NA,8.64,0,57.41,60.468,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
"Depth+Rocks+Temperature.Min.te.BottomVegCover","Depth+Rocks+Temperature.Min.te.BottomVegCover","s(Depth, k = 4, bs = ""ts"") + te(Temperature.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Rocks",2646.89829207388,2745.44174578682,0.01071,NA,11.21,0,57.454,83.278,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"Dissolved.oxygen.Min+Sand+Seagrass_PA+Temperature.Min.by.Sand","Dissolved.oxygen.Min+Sand+Seagrass_PA+Temperature.Min.by.Sand","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Temperature.Min, by = Sand, k = 4, bs = ""ts"") + Sand + Seagrass_PA",2646.90138274584,2709.26729188584,0.01061,NA,7.75,0,57.458,47.104,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
"Rocks+Sand+Temperature.Min.te.BottomVegCover","Rocks+Sand+Temperature.Min.te.BottomVegCover","te(Temperature.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Rocks + Sand",2646.90165080216,2741.7133810273,0.01069,NA,11.24,0,57.458,79.55,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
"BottomVegCover+Depth+Dist_To_Shore.te.Salinity.Min","BottomVegCover+Depth+Dist_To_Shore.te.Salinity.Min","s(BottomVegCover, k = 4, bs = ""ts"") + s(Depth, k = 4, bs = ""ts"") + te(Dist_To_Shore, Salinity.Min, k = 4, bs = c(""ts"", ""ts""))",2646.93399137721,2726.99203503716,0.00901,NA,9.84,1,57.49,64.829,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"BottomVegCover+Dist_To_Shore.te.Salinity.Min","BottomVegCover+Dist_To_Shore.te.Salinity.Min","s(BottomVegCover, k = 4, bs = ""ts"") + te(Dist_To_Shore, Salinity.Min, k = 4, bs = c(""ts"", ""ts""))",2646.9347742299,2726.99109715357,0.00901,NA,8.84,0,57.491,64.828,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Dissolved.oxygen.Min.by.Rocks+Dist_To_Shore.te.BottomVegCover+Rocks","Dissolved.oxygen.Min.by.Rocks+Dist_To_Shore.te.BottomVegCover+Rocks","s(Dissolved.oxygen.Min, by = Rocks, k = 4, bs = ""ts"") + te(Dist_To_Shore, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Rocks",2646.96519921883,2740.83593431754,0.01033,NA,10.56,0,57.521,78.673,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"Latitude.by.Seagrass_PA+Seagrass_PA","Latitude.by.Seagrass_PA+Seagrass_PA","s(Latitude, by = Seagrass_PA, k = 4, bs = ""ts"") + Seagrass_PA",2646.97775871718,2704.27871852709,0.01065,NA,6.76,0,57.534,42.115,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"BottomVegCover.by.Sand+Dissolved.oxygen.Min.by.Sand+Dist_To_Shore.by.Sand+Sand","BottomVegCover.by.Sand+Dissolved.oxygen.Min.by.Sand+Dist_To_Shore.by.Sand+Sand","s(BottomVegCover, by = Sand, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Sand, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Sand, k = 4, bs = ""ts"") + Sand",2646.97792856543,2714.45543280079,0.0108,NA,9.34,1,57.534,52.292,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"Dissolved.oxygen.Min.by.ST_Oysters+Dist_To_Shore.te.BottomVegCover+ST_Oysters","Dissolved.oxygen.Min.by.ST_Oysters+Dist_To_Shore.te.BottomVegCover+ST_Oysters","s(Dissolved.oxygen.Min, by = ST_Oysters, k = 4, bs = ""ts"") + te(Dist_To_Shore, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + ST_Oysters",2647.1388042299,2734.69647341346,0.01029,NA,10.57,1,57.695,72.533,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"BottomVegCover.by.ST_Mangroves+Dissolved.oxygen.Min+Dist_To_Shore+ST_Mangroves","BottomVegCover.by.ST_Mangroves+Dissolved.oxygen.Min+Dist_To_Shore+ST_Mangroves","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + s(BottomVegCover, by = ST_Mangroves, k = 4, bs = ""ts"") + ST_Mangroves",2647.14215878633,2715.76662382005,0.01039,NA,7.81,0,57.698,53.603,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"Dissolved.oxygen.Min.by.Mud+Dist_To_Shore.by.Seagrass_PA+Mud+Seagrass_PA","Dissolved.oxygen.Min.by.Mud+Dist_To_Shore.by.Seagrass_PA+Mud+Seagrass_PA","s(Dissolved.oxygen.Min, by = Mud, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Seagrass_PA, k = 4, bs = ""ts"") + Mud + Seagrass_PA",2647.24422699866,2704.54220498645,0.00686,NA,7.02,0,57.8,42.379,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
"BottomVegCover.by.Mud+Dist_To_Shore.by.Mud+Mud+Primary.productivity.Max.by.Mud","BottomVegCover.by.Mud+Dist_To_Shore.by.Mud+Mud+Primary.productivity.Max.by.Mud","s(BottomVegCover, by = Mud, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Mud, k = 4, bs = ""ts"") + s(Primary.productivity.Max, by = Mud, k = 4, bs = ""ts"") + Mud",2647.35634696489,2730.43754958355,0.01097,NA,9.57,0,57.913,68.274,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"BottomVegCover+Depth.by.Sand+Salinity.Min.by.Sand+Sand","BottomVegCover+Depth.by.Sand+Salinity.Min.by.Sand+Sand","s(BottomVegCover, k = 4, bs = ""ts"") + s(Depth, by = Sand, k = 4, bs = ""ts"") + s(Salinity.Min, by = Sand, k = 4, bs = ""ts"") + Sand",2647.44006407066,2723.95303264878,0.00862,NA,10.79,2,57.996,61.79,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"Dist_To_Shore+Seagrass_PA+ST_Oysters+Temperature.Min","Dist_To_Shore+Seagrass_PA+ST_Oysters+Temperature.Min","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + Seagrass_PA + ST_Oysters",2647.46300053058,2702.93541703276,0.00972,NA,6.73,0,58.019,40.772,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"BottomVegCover+Depth.by.Sand+Sand+Temperature.Min.by.Sand","BottomVegCover+Depth.by.Sand+Sand+Temperature.Min.by.Sand","s(BottomVegCover, k = 4, bs = ""ts"") + s(Depth, by = Sand, k = 4, bs = ""ts"") + s(Temperature.Min, by = Sand, k = 4, bs = ""ts"") + Sand",2647.477031778,2721.16109170768,0.01058,NA,9.98,1,58.033,58.998,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"BottomVegCover+Sand+Temperature.Min.by.Sand","BottomVegCover+Sand+Temperature.Min.by.Sand","s(BottomVegCover, k = 4, bs = ""ts"") + s(Temperature.Min, by = Sand, k = 4, bs = ""ts"") + Sand",2647.47726190512,2714.44859680768,0.01058,NA,8,0,58.033,52.285,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"Dissolved.oxygen.Min.by.Seagrass_PA+Dist_To_Shore.by.Seagrass_PA+Mud+Seagrass_PA","Dissolved.oxygen.Min.by.Seagrass_PA+Dist_To_Shore.by.Seagrass_PA+Mud+Seagrass_PA","s(Dissolved.oxygen.Min, by = Seagrass_PA, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Seagrass_PA, k = 4, bs = ""ts"") + Mud + Seagrass_PA",2647.50118252543,2704.72630060699,0.00682,NA,7.03,0,58.057,42.563,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
"BottomVegCover.by.Sand+Sand+ST_Oysters+Temperature.Min.by.ST_Oysters","BottomVegCover.by.Sand+Sand+ST_Oysters+Temperature.Min.by.ST_Oysters","s(BottomVegCover, by = Sand, k = 4, bs = ""ts"") + s(Temperature.Min, by = ST_Oysters, k = 4, bs = ""ts"") + Sand + ST_Oysters",2647.5260773512,2727.04178321813,0.01047,NA,9.98,0,58.082,64.879,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
"BottomVegCover+Depth+Sand+Temperature.Min.by.Sand","BottomVegCover+Depth+Sand+Temperature.Min.by.Sand","s(BottomVegCover, k = 4, bs = ""ts"") + s(Depth, k = 4, bs = ""ts"") + s(Temperature.Min, by = Sand, k = 4, bs = ""ts"") + Sand",2647.59811604711,2720.88495313726,0.01058,NA,8.98,0,58.154,58.722,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
