"","modname","formula","AICc","BIC","r2.vals","r2.vals.unique","edf","edf.less.1","delta.AICc","delta.BIC","wi.AICc","wi.BIC","Depth","Dist_To_Shore","Dist_To_River","Primary.productivity.Max","Dissolved.oxygen.Min","Temperature.Min","Salinity.Min","BottomVegCover","Latitude","Sand","Mud","Rocks","Seagrass_PA","TH_PA","SY_PA","HA_PA","ST_Mangroves","ST_Oysters"
"Depth.by.ST_Oysters+Dist_To_River.by.ST_Oysters+Mud+ST_Oysters","Depth.by.ST_Oysters+Dist_To_River.by.ST_Oysters+Mud+ST_Oysters","s(Depth, by = ST_Oysters, k = 4, bs = ""ts"") + s(Dist_To_River, by = ST_Oysters, k = 4, bs = ""ts"") + Mud + ST_Oysters",114.007972346282,151.545598492792,0.00053,NA,7.05,2,7.153,13.726,0.001,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"Depth+Dist_To_River+Mud+ST_Oysters","Depth+Dist_To_River+Mud+ST_Oysters","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_River, k = 4, bs = ""ts"") + Mud + ST_Oysters",114.007982293007,151.545575621527,7e-04,NA,5.05,0,7.153,13.726,0.001,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"Depth.by.ST_Oysters+Dist_To_River+Mud+ST_Oysters","Depth.by.ST_Oysters+Dist_To_River+Mud+ST_Oysters","s(Dist_To_River, k = 4, bs = ""ts"") + s(Depth, by = ST_Oysters, k = 4, bs = ""ts"") + Mud + ST_Oysters",114.007983376539,151.545571592718,7e-04,NA,6.05,1,7.153,13.726,0.001,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"Depth.te.Temperature.Min+Dist_To_River.by.Rocks+Rocks","Depth.te.Temperature.Min+Dist_To_River.by.Rocks+Rocks","s(Dist_To_River, by = Rocks, k = 4, bs = ""ts"") + te(Depth, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Rocks",114.018688105336,159.884816097826,0.00362,NA,6.01,0,7.164,22.066,0.001,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"Depth.te.Dissolved.oxygen.Min+Dist_To_River.te.Temperature.Min","Depth.te.Dissolved.oxygen.Min+Dist_To_River.te.Temperature.Min","te(Depth, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts"")) + te(Dist_To_River, Temperature.Min, k = 4, bs = c(""ts"", ""ts""))",114.036997487284,150.891689437441,0.00399,NA,3.94,0,7.182,13.072,0.001,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Depth.by.Mud+Dist_To_River.by.Mud+Mud+ST_Mangroves","Depth.by.Mud+Dist_To_River.by.Mud+Mud+ST_Mangroves","s(Depth, by = Mud, k = 4, bs = ""ts"") + s(Dist_To_River, by = Mud, k = 4, bs = ""ts"") + Mud + ST_Mangroves",114.040317913985,163.765215420996,0.003,NA,7,0,7.185,25.946,0.001,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"Depth.by.TH_PA+Dist_To_River.te.Dissolved.oxygen.Min+TH_PA","Depth.by.TH_PA+Dist_To_River.te.Dissolved.oxygen.Min+TH_PA","s(Depth, by = TH_PA, k = 4, bs = ""ts"") + te(Dist_To_River, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts"")) + TH_PA",114.095287278274,157.789009468427,0.00086,NA,6.33,1,7.24,19.97,0.001,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Depth+Dist_To_River.te.Dissolved.oxygen.Min+TH_PA","Depth+Dist_To_River.te.Dissolved.oxygen.Min+TH_PA","s(Depth, k = 4, bs = ""ts"") + te(Dist_To_River, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts"")) + TH_PA",114.095289658846,157.789006512317,0.00085,NA,5.33,0,7.24,19.97,0.001,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Depth.by.ST_Mangroves+Dist_To_River.by.ST_Mangroves+Rocks+ST_Mangroves","Depth.by.ST_Mangroves+Dist_To_River.by.ST_Mangroves+Rocks+ST_Mangroves","s(Depth, by = ST_Mangroves, k = 4, bs = ""ts"") + s(Dist_To_River, by = ST_Mangroves, k = 4, bs = ""ts"") + Rocks + ST_Mangroves",114.135519380941,163.558892388144,0.00308,NA,7,0,7.28,25.74,0.001,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"Depth.by.Sand+Dist_To_River.by.Sand+Sand+TH_PA","Depth.by.Sand+Dist_To_River.by.Sand+Sand+TH_PA","s(Depth, by = Sand, k = 4, bs = ""ts"") + s(Dist_To_River, by = Sand, k = 4, bs = ""ts"") + Sand + TH_PA",114.170045868581,151.328726501019,0.00088,NA,7,2,7.315,13.51,0.001,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Depth.by.Sand+Dist_To_River.by.TH_PA+Sand+TH_PA","Depth.by.Sand+Dist_To_River.by.TH_PA+Sand+TH_PA","s(Depth, by = Sand, k = 4, bs = ""ts"") + s(Dist_To_River, by = TH_PA, k = 4, bs = ""ts"") + Sand + TH_PA",114.170045868727,151.328726500679,0.00087,NA,7,2,7.315,13.51,0.001,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Depth+Dist_To_River.by.TH_PA+Sand+TH_PA","Depth+Dist_To_River.by.TH_PA+Sand+TH_PA","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_River, by = TH_PA, k = 4, bs = ""ts"") + Sand + TH_PA",114.170045872303,151.328726890025,0.00087,NA,6,1,7.315,13.51,0.001,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Depth+Dist_To_River.by.Sand+Sand+TH_PA","Depth+Dist_To_River.by.Sand+Sand+TH_PA","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_River, by = Sand, k = 4, bs = ""ts"") + Sand + TH_PA",114.170045905997,151.328726865964,0.00088,NA,6,1,7.315,13.51,0.001,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Depth+Dist_To_River+Sand+TH_PA","Depth+Dist_To_River+Sand+TH_PA","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_River, k = 4, bs = ""ts"") + Sand + TH_PA",114.170045996281,151.328726173606,0.00088,NA,5,0,7.315,13.51,0.001,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Depth.by.TH_PA+Dist_To_River.by.TH_PA+Sand+TH_PA","Depth.by.TH_PA+Dist_To_River.by.TH_PA+Sand+TH_PA","s(Depth, by = TH_PA, k = 4, bs = ""ts"") + s(Dist_To_River, by = TH_PA, k = 4, bs = ""ts"") + Sand + TH_PA",114.170046314391,151.328725357322,0.00087,NA,7,2,7.315,13.51,0.001,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Depth.by.TH_PA+Dist_To_River.by.Sand+Sand+TH_PA","Depth.by.TH_PA+Dist_To_River.by.Sand+Sand+TH_PA","s(Depth, by = TH_PA, k = 4, bs = ""ts"") + s(Dist_To_River, by = Sand, k = 4, bs = ""ts"") + Sand + TH_PA",114.170046316347,151.328725352303,0.00089,NA,7,2,7.315,13.51,0.001,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Depth.by.Sand+Dist_To_River+Sand+TH_PA","Depth.by.Sand+Dist_To_River+Sand+TH_PA","s(Dist_To_River, k = 4, bs = ""ts"") + s(Depth, by = Sand, k = 4, bs = ""ts"") + Sand + TH_PA",114.170046528658,151.328724807454,0.00088,NA,6,1,7.315,13.51,0.001,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Depth.by.TH_PA+Dist_To_River+Sand+TH_PA","Depth.by.TH_PA+Dist_To_River+Sand+TH_PA","s(Dist_To_River, k = 4, bs = ""ts"") + s(Depth, by = TH_PA, k = 4, bs = ""ts"") + Sand + TH_PA",114.170046535399,151.328724790145,0.00088,NA,6,1,7.315,13.51,0.001,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Depth.te.Dist_To_River+Dissolved.oxygen.Min+Sand","Depth.te.Dist_To_River+Dissolved.oxygen.Min+Sand","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + te(Depth, Dist_To_River, k = 4, bs = c(""ts"", ""ts"")) + Sand",114.18392136949,163.176414920664,0.00038,NA,5.99,0,7.329,25.357,0.001,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Depth.te.Dist_To_River+Dissolved.oxygen.Min.by.Sand+Sand","Depth.te.Dist_To_River+Dissolved.oxygen.Min.by.Sand+Sand","s(Dissolved.oxygen.Min, by = Sand, k = 4, bs = ""ts"") + te(Depth, Dist_To_River, k = 4, bs = c(""ts"", ""ts"")) + Sand",114.183922011338,163.176414065324,0.00061,NA,6.99,1,7.329,25.357,0.001,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Depth.by.Rocks+Dist_To_River.by.ST_Mangroves+Rocks+ST_Mangroves","Depth.by.Rocks+Dist_To_River.by.ST_Mangroves+Rocks+ST_Mangroves","s(Depth, by = Rocks, k = 4, bs = ""ts"") + s(Dist_To_River, by = ST_Mangroves, k = 4, bs = ""ts"") + Rocks + ST_Mangroves",114.198749130045,157.452126284857,0.00267,NA,7,1,7.344,19.633,0.001,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"Depth.te.Dissolved.oxygen.Min+Dist_To_River","Depth.te.Dissolved.oxygen.Min+Dist_To_River","s(Dist_To_River, k = 4, bs = ""ts"") + te(Depth, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts""))",114.246391167681,149.459697123951,0.00386,NA,3.98,0,7.391,11.64,0.001,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Depth.te.Dissolved.oxygen.Min+Dist_To_River+Temperature.Min","Depth.te.Dissolved.oxygen.Min+Dist_To_River+Temperature.Min","s(Dist_To_River, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + te(Depth, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts""))",114.24664247732,149.460952705359,0.00386,NA,4.98,1,7.392,11.642,0.001,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Depth.by.TH_PA+Dist_To_River.by.TH_PA+Mud+TH_PA","Depth.by.TH_PA+Dist_To_River.by.TH_PA+Mud+TH_PA","s(Depth, by = TH_PA, k = 4, bs = ""ts"") + s(Dist_To_River, by = TH_PA, k = 4, bs = ""ts"") + Mud + TH_PA",114.252748810407,151.421800677326,0.00079,NA,7,2,7.398,13.603,0.001,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Depth.by.TH_PA+Dist_To_River+Mud+TH_PA","Depth.by.TH_PA+Dist_To_River+Mud+TH_PA","s(Dist_To_River, k = 4, bs = ""ts"") + s(Depth, by = TH_PA, k = 4, bs = ""ts"") + Mud + TH_PA",114.252748843315,151.421800585084,0.00083,NA,6,1,7.398,13.603,0.001,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Depth+Dist_To_River+Mud+TH_PA","Depth+Dist_To_River+Mud+TH_PA","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_River, k = 4, bs = ""ts"") + Mud + TH_PA",114.252748942686,151.421800455822,0.00082,NA,5,0,7.398,13.603,0.001,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Depth+Dist_To_River.by.TH_PA+Mud+TH_PA","Depth+Dist_To_River.by.TH_PA+Mud+TH_PA","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_River, by = TH_PA, k = 4, bs = ""ts"") + Mud + TH_PA",114.252749820918,151.421798418453,8e-04,NA,6,1,7.398,13.603,0.001,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Depth.te.Dist_To_River+Dissolved.oxygen.Min.by.ST_Oysters+ST_Oysters","Depth.te.Dist_To_River+Dissolved.oxygen.Min.by.ST_Oysters+ST_Oysters","s(Dissolved.oxygen.Min, by = ST_Oysters, k = 4, bs = ""ts"") + te(Depth, Dist_To_River, k = 4, bs = c(""ts"", ""ts"")) + ST_Oysters",114.276828857601,163.485829722532,0.00085,NA,7.01,1,7.422,25.667,0.001,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Depth.te.Dist_To_River+Dissolved.oxygen.Min+ST_Oysters","Depth.te.Dist_To_River+Dissolved.oxygen.Min+ST_Oysters","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + te(Depth, Dist_To_River, k = 4, bs = c(""ts"", ""ts"")) + ST_Oysters",114.276906664382,163.486065198955,0.00089,NA,6.01,0,7.422,25.667,0.001,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Depth+Dissolved.oxygen.Min.te.Temperature.Min","Depth+Dissolved.oxygen.Min.te.Temperature.Min","s(Depth, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts""))",114.285122011272,147.131011007223,0.00134,NA,3.89,0,7.43,9.312,0.001,0.001,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Depth.by.Mud+Dist_To_River.by.Mud+Mud+SY_PA","Depth.by.Mud+Dist_To_River.by.Mud+Mud+SY_PA","s(Depth, by = Mud, k = 4, bs = ""ts"") + s(Dist_To_River, by = Mud, k = 4, bs = ""ts"") + Mud + SY_PA",114.366362623407,163.786654461837,4e-04,NA,7,0,7.511,25.967,0.001,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"Dist_To_River.by.Mud+Dist_To_Shore.by.Mud+Mud+Rocks","Dist_To_River.by.Mud+Dist_To_Shore.by.Mud+Mud+Rocks","s(Dist_To_River, by = Mud, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Mud, k = 4, bs = ""ts"") + Mud + Rocks",114.395618619123,156.823760888839,0.00103,NA,7,1,7.541,19.005,0.001,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Depth+Dissolved.oxygen.Min.te.Temperature.Min+ST_Oysters","Depth+Dissolved.oxygen.Min.te.Temperature.Min+ST_Oysters","s(Depth, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + ST_Oysters",114.395882198791,154.635691050846,0.00065,NA,4.9,0,7.541,16.816,0.001,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"Depth.by.ST_Oysters+Dissolved.oxygen.Min.te.Temperature.Min+ST_Oysters","Depth.by.ST_Oysters+Dissolved.oxygen.Min.te.Temperature.Min+ST_Oysters","s(Depth, by = ST_Oysters, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + ST_Oysters",114.39588926497,154.63570789574,0.00066,NA,5.9,1,7.541,16.816,0.001,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"Dissolved.oxygen.Min+Dist_To_River+Dist_To_Shore.by.Rocks+Rocks","Dissolved.oxygen.Min+Dist_To_River+Dist_To_Shore.by.Rocks+Rocks","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_River, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Rocks, k = 4, bs = ""ts"") + Rocks",114.399354215821,149.320630296295,0.00099,NA,6,1,7.544,11.501,0.001,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"Depth+Dissolved.oxygen.Min.te.Temperature.Min+Mud","Depth+Dissolved.oxygen.Min.te.Temperature.Min+Mud","s(Depth, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Mud",114.403460445967,154.473569611718,0.00137,NA,4.88,0,7.548,16.654,0.001,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"Dist_To_River.by.Mud+Dist_To_Shore.by.Mud+HA_PA+Mud","Dist_To_River.by.Mud+Dist_To_Shore.by.Mud+HA_PA+Mud","s(Dist_To_River, by = Mud, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Mud, k = 4, bs = ""ts"") + HA_PA + Mud",114.405047799661,156.520317250268,0.00085,NA,7,1,7.55,18.701,0.001,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"Depth.by.Sand+Dist_To_River+Sand","Depth.by.Sand+Dist_To_River+Sand","s(Dist_To_River, k = 4, bs = ""ts"") + s(Depth, by = Sand, k = 4, bs = ""ts"") + Sand",114.46393039618,144.569956023802,0.00036,NA,5.03,1,7.609,6.751,0.001,0.002,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Depth+Dist_To_River+Sand","Depth+Dist_To_River+Sand","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_River, k = 4, bs = ""ts"") + Sand",114.463937509777,144.569950791506,0.00033,NA,4.03,0,7.609,6.751,0.001,0.002,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Depth+Dist_To_River.by.Sand+Sand","Depth+Dist_To_River.by.Sand+Sand","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_River, by = Sand, k = 4, bs = ""ts"") + Sand",114.463939545661,144.569945863561,0.00035,NA,5.03,1,7.609,6.751,0.001,0.002,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Depth.by.Sand+Dist_To_River.by.Sand+Sand","Depth.by.Sand+Dist_To_River.by.Sand+Sand","s(Depth, by = Sand, k = 4, bs = ""ts"") + s(Dist_To_River, by = Sand, k = 4, bs = ""ts"") + Sand",114.463944633133,144.569895142352,0.00042,NA,6.03,2,7.609,6.751,0.001,0.002,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Depth.by.Sand+Dist_To_River.by.Sand+Sand+Temperature.Min.by.Sand","Depth.by.Sand+Dist_To_River.by.Sand+Sand+Temperature.Min.by.Sand","s(Depth, by = Sand, k = 4, bs = ""ts"") + s(Dist_To_River, by = Sand, k = 4, bs = ""ts"") + s(Temperature.Min, by = Sand, k = 4, bs = ""ts"") + Sand",114.464117321701,144.570905112305,0.00029,NA,8.03,4,7.609,6.752,0.001,0.002,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"Depth.by.Sand+Dist_To_River.by.Sand+Sand+Temperature.Min","Depth.by.Sand+Dist_To_River.by.Sand+Sand+Temperature.Min","s(Temperature.Min, k = 4, bs = ""ts"") + s(Depth, by = Sand, k = 4, bs = ""ts"") + s(Dist_To_River, by = Sand, k = 4, bs = ""ts"") + Sand",114.464124993646,144.570944064925,0.00028,NA,7.03,3,7.609,6.752,0.001,0.002,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"Depth.by.Sand+Dist_To_River+Sand+Temperature.Min.by.Sand","Depth.by.Sand+Dist_To_River+Sand+Temperature.Min.by.Sand","s(Dist_To_River, k = 4, bs = ""ts"") + s(Depth, by = Sand, k = 4, bs = ""ts"") + s(Temperature.Min, by = Sand, k = 4, bs = ""ts"") + Sand",114.464158186282,144.571112593278,3e-04,NA,7.03,3,7.609,6.752,0.001,0.002,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"Depth.by.Sand+Dist_To_River+Sand+Temperature.Min","Depth.by.Sand+Dist_To_River+Sand+Temperature.Min","s(Dist_To_River, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + s(Depth, by = Sand, k = 4, bs = ""ts"") + Sand",114.46416582619,144.571151379304,3e-04,NA,6.03,2,7.609,6.752,0.001,0.002,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"Depth+Dist_To_River+Sand+Temperature.Min.by.Sand","Depth+Dist_To_River+Sand+Temperature.Min.by.Sand","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_River, k = 4, bs = ""ts"") + s(Temperature.Min, by = Sand, k = 4, bs = ""ts"") + Sand",114.46416629376,144.57115375723,0.00029,NA,6.03,2,7.609,6.752,0.001,0.002,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"Depth+Dist_To_River+Sand+Temperature.Min","Depth+Dist_To_River+Sand+Temperature.Min","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_River, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + Sand",114.464173953473,144.571192647756,0.00029,NA,5.03,1,7.609,6.752,0.001,0.002,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"Depth+Dist_To_River.by.Sand+Sand+Temperature.Min.by.Sand","Depth+Dist_To_River.by.Sand+Sand+Temperature.Min.by.Sand","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_River, by = Sand, k = 4, bs = ""ts"") + s(Temperature.Min, by = Sand, k = 4, bs = ""ts"") + Sand",114.464216342461,144.571407868638,0.00031,NA,7.03,3,7.609,6.752,0.001,0.002,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"Depth+Dist_To_River.by.Sand+Sand+Temperature.Min","Depth+Dist_To_River.by.Sand+Sand+Temperature.Min","s(Depth, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + s(Dist_To_River, by = Sand, k = 4, bs = ""ts"") + Sand",114.46422924001,144.571473353171,0.00031,NA,6.03,2,7.609,6.752,0.001,0.002,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"Dist_To_River.by.Mud+Dist_To_Shore.by.Mud+Mud+ST_Mangroves","Dist_To_River.by.Mud+Dist_To_Shore.by.Mud+Mud+ST_Mangroves","s(Dist_To_River, by = Mud, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Mud, k = 4, bs = ""ts"") + Mud + ST_Mangroves",114.468080122079,156.884586233215,0.00093,NA,7,1,7.613,19.065,0.001,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"Depth.te.Dissolved.oxygen.Min+Dist_To_River.by.TH_PA+TH_PA","Depth.te.Dissolved.oxygen.Min+Dist_To_River.by.TH_PA+TH_PA","s(Dist_To_River, by = TH_PA, k = 4, bs = ""ts"") + te(Depth, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts"")) + TH_PA",114.478080021918,155.594770887363,0.00082,NA,5.84,1,7.623,17.776,0.001,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Depth.te.Dissolved.oxygen.Min+Dist_To_River+TH_PA","Depth.te.Dissolved.oxygen.Min+Dist_To_River+TH_PA","s(Dist_To_River, k = 4, bs = ""ts"") + te(Depth, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts"")) + TH_PA",114.478082648186,155.594798121502,0.00082,NA,4.84,0,7.623,17.776,0.001,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"BottomVegCover+Dissolved.oxygen.Min+Dist_To_Shore.by.Rocks+Rocks","BottomVegCover+Dissolved.oxygen.Min+Dist_To_Shore.by.Rocks+Rocks","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Rocks, k = 4, bs = ""ts"") + Rocks",114.511652353945,150.498057409085,0.00103,NA,6,1,7.657,12.679,0.001,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"Depth.by.TH_PA+Dist_To_River.by.ST_Oysters+ST_Oysters+TH_PA","Depth.by.TH_PA+Dist_To_River.by.ST_Oysters+ST_Oysters+TH_PA","s(Depth, by = TH_PA, k = 4, bs = ""ts"") + s(Dist_To_River, by = ST_Oysters, k = 4, bs = ""ts"") + ST_Oysters + TH_PA",114.526189512368,151.716833897684,0.00076,NA,7,2,7.671,13.898,0.001,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Depth+Dist_To_River.by.TH_PA+ST_Oysters+TH_PA","Depth+Dist_To_River.by.TH_PA+ST_Oysters+TH_PA","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_River, by = TH_PA, k = 4, bs = ""ts"") + ST_Oysters + TH_PA",114.52619014048,151.716832382648,0.00079,NA,6,1,7.671,13.898,0.001,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Depth.by.ST_Oysters+Dist_To_River.by.TH_PA+ST_Oysters+TH_PA","Depth.by.ST_Oysters+Dist_To_River.by.TH_PA+ST_Oysters+TH_PA","s(Depth, by = ST_Oysters, k = 4, bs = ""ts"") + s(Dist_To_River, by = TH_PA, k = 4, bs = ""ts"") + ST_Oysters + TH_PA",114.526190244401,151.716832132613,0.00079,NA,7,2,7.671,13.898,0.001,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Depth.by.TH_PA+Dist_To_River.by.TH_PA+ST_Oysters+TH_PA","Depth.by.TH_PA+Dist_To_River.by.TH_PA+ST_Oysters+TH_PA","s(Depth, by = TH_PA, k = 4, bs = ""ts"") + s(Dist_To_River, by = TH_PA, k = 4, bs = ""ts"") + ST_Oysters + TH_PA",114.526190267136,151.716832078376,8e-04,NA,7,2,7.671,13.898,0.001,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Depth+Dist_To_River.by.ST_Oysters+ST_Oysters+TH_PA","Depth+Dist_To_River.by.ST_Oysters+ST_Oysters+TH_PA","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_River, by = ST_Oysters, k = 4, bs = ""ts"") + ST_Oysters + TH_PA",114.526190477159,151.716831572287,8e-04,NA,6,1,7.671,13.898,0.001,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Depth.by.ST_Oysters+Dist_To_River+ST_Oysters+TH_PA","Depth.by.ST_Oysters+Dist_To_River+ST_Oysters+TH_PA","s(Dist_To_River, k = 4, bs = ""ts"") + s(Depth, by = ST_Oysters, k = 4, bs = ""ts"") + ST_Oysters + TH_PA",114.526190529743,151.716831445548,8e-04,NA,6,1,7.671,13.898,0.001,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Depth.by.ST_Oysters+Dist_To_River.by.ST_Oysters+ST_Oysters+TH_PA","Depth.by.ST_Oysters+Dist_To_River.by.ST_Oysters+ST_Oysters+TH_PA","s(Depth, by = ST_Oysters, k = 4, bs = ""ts"") + s(Dist_To_River, by = ST_Oysters, k = 4, bs = ""ts"") + ST_Oysters + TH_PA",114.526190544844,151.716831409182,8e-04,NA,7,2,7.671,13.898,0.001,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Depth+Dist_To_River+ST_Oysters+TH_PA","Depth+Dist_To_River+ST_Oysters+TH_PA","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_River, k = 4, bs = ""ts"") + ST_Oysters + TH_PA",114.526190619289,151.716831229761,8e-04,NA,5,0,7.671,13.898,0.001,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Depth.by.TH_PA+Dist_To_River+ST_Oysters+TH_PA","Depth.by.TH_PA+Dist_To_River+ST_Oysters+TH_PA","s(Dist_To_River, k = 4, bs = ""ts"") + s(Depth, by = TH_PA, k = 4, bs = ""ts"") + ST_Oysters + TH_PA",114.526199860269,151.716809026133,0.00083,NA,6,1,7.671,13.898,0.001,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
