"","modname","formula","AICc","BIC","r2.vals","r2.vals.unique","edf","edf.less.1","delta.AICc","delta.BIC","wi.AICc","wi.BIC","Depth","Dist_To_Shore","Dist_To_River","Primary.productivity.Max","Dissolved.oxygen.Min","Temperature.Min","Salinity.Min","BottomVegCover","Latitude","Sand","Mud","Rocks","Seagrass_PA","TH_PA","SY_PA","HA_PA","ST_Mangroves","ST_Oysters"
"BottomVegCover.by.Mud+Mud+Rocks+Salinity.Min","BottomVegCover.by.Mud+Mud+Rocks+Salinity.Min","s(Salinity.Min, k = 4, bs = ""ts"") + s(BottomVegCover, by = Mud, k = 4, bs = ""ts"") + Mud + Rocks",681.643325066996,738.600318121799,0.00069,NA,7.82,0,27.974,42.661,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
"Depth.by.ST_Oysters+ST_Oysters+SY_PA+Temperature.Min","Depth.by.ST_Oysters+ST_Oysters+SY_PA+Temperature.Min","s(Temperature.Min, k = 4, bs = ""ts"") + s(Depth, by = ST_Oysters, k = 4, bs = ""ts"") + ST_Oysters + SY_PA",681.659025551327,717.466541174565,0.00169,NA,6.04,1,27.99,21.527,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"Depth+ST_Oysters+SY_PA+Temperature.Min","Depth+ST_Oysters+SY_PA+Temperature.Min","s(Depth, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + ST_Oysters + SY_PA",681.659026270096,717.466523704856,0.00169,NA,5.04,0,27.99,21.527,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"Depth.by.ST_Oysters+ST_Oysters+SY_PA+Temperature.Min.by.ST_Oysters","Depth.by.ST_Oysters+ST_Oysters+SY_PA+Temperature.Min.by.ST_Oysters","s(Depth, by = ST_Oysters, k = 4, bs = ""ts"") + s(Temperature.Min, by = ST_Oysters, k = 4, bs = ""ts"") + ST_Oysters + SY_PA",681.659031349829,717.466463052718,0.00171,NA,7.04,2,27.99,21.527,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"Depth+ST_Oysters+SY_PA+Temperature.Min.by.ST_Oysters","Depth+ST_Oysters+SY_PA+Temperature.Min.by.ST_Oysters","s(Depth, k = 4, bs = ""ts"") + s(Temperature.Min, by = ST_Oysters, k = 4, bs = ""ts"") + ST_Oysters + SY_PA",681.659032154115,717.466446430981,0.00171,NA,6.04,1,27.99,21.527,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"Mud+Temperature.Min.by.TH_PA+TH_PA","Mud+Temperature.Min.by.TH_PA+TH_PA","s(Temperature.Min, by = TH_PA, k = 4, bs = ""ts"") + Mud + TH_PA",681.673089090377,718.962346239906,0.00803,NA,5.01,0,28.004,23.023,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
"Dist_To_River.by.Mud+Mud+Temperature.Min.by.TH_PA+TH_PA","Dist_To_River.by.Mud+Mud+Temperature.Min.by.TH_PA+TH_PA","s(Dist_To_River, by = Mud, k = 4, bs = ""ts"") + s(Temperature.Min, by = TH_PA, k = 4, bs = ""ts"") + Mud + TH_PA",681.673944380361,718.967141380489,0.00803,NA,7.01,2,28.004,23.027,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
"Depth.by.Mud+Mud+Temperature.Min.by.TH_PA+TH_PA","Depth.by.Mud+Mud+Temperature.Min.by.TH_PA+TH_PA","s(Depth, by = Mud, k = 4, bs = ""ts"") + s(Temperature.Min, by = TH_PA, k = 4, bs = ""ts"") + Mud + TH_PA",681.674178131761,718.968705550395,0.00803,NA,7.01,2,28.005,23.029,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
"Dist_To_River+Mud+Temperature.Min.by.TH_PA+TH_PA","Dist_To_River+Mud+Temperature.Min.by.TH_PA+TH_PA","s(Dist_To_River, k = 4, bs = ""ts"") + s(Temperature.Min, by = TH_PA, k = 4, bs = ""ts"") + Mud + TH_PA",681.674293296286,718.969334976285,0.00803,NA,6.01,1,28.005,23.03,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
"Dissolved.oxygen.Min.by.Mud+Mud+Temperature.Min.by.TH_PA+TH_PA","Dissolved.oxygen.Min.by.Mud+Mud+Temperature.Min.by.TH_PA+TH_PA","s(Dissolved.oxygen.Min, by = Mud, k = 4, bs = ""ts"") + s(Temperature.Min, by = TH_PA, k = 4, bs = ""ts"") + Mud + TH_PA",681.67430736021,718.969464625926,0.00803,NA,7.01,2,28.005,23.03,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
"Depth+Mud+Temperature.Min.by.TH_PA+TH_PA","Depth+Mud+Temperature.Min.by.TH_PA+TH_PA","s(Depth, k = 4, bs = ""ts"") + s(Temperature.Min, by = TH_PA, k = 4, bs = ""ts"") + Mud + TH_PA",681.674662218678,718.972441525363,0.00803,NA,6.01,1,28.005,23.033,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
"Depth.by.TH_PA+Mud+Temperature.Min.by.TH_PA+TH_PA","Depth.by.TH_PA+Mud+Temperature.Min.by.TH_PA+TH_PA","s(Depth, by = TH_PA, k = 4, bs = ""ts"") + s(Temperature.Min, by = TH_PA, k = 4, bs = ""ts"") + Mud + TH_PA",681.674751896724,718.971677055603,0.00803,NA,7.01,2,28.005,23.032,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
"Dissolved.oxygen.Min+Mud+Temperature.Min.by.TH_PA+TH_PA","Dissolved.oxygen.Min+Mud+Temperature.Min.by.TH_PA+TH_PA","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Temperature.Min, by = TH_PA, k = 4, bs = ""ts"") + Mud + TH_PA",681.678402347789,719.003085078708,0.00803,NA,6.01,1,28.009,23.063,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
"Mud+ST_Oysters+Temperature.Min.by.Mud+TH_PA","Mud+ST_Oysters+Temperature.Min.by.Mud+TH_PA","s(Temperature.Min, by = Mud, k = 4, bs = ""ts"") + Mud + ST_Oysters + TH_PA",681.683834840211,726.306005496306,0.00153,NA,6.02,0,28.014,30.366,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
"Dist_To_River.te.Latitude+SY_PA","Dist_To_River.te.Latitude+SY_PA","te(Dist_To_River, Latitude, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",681.688197334546,740.564919703273,0.01013,NA,6.8,0,28.019,44.625,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Mud+Rocks+Temperature.Min+TH_PA","Mud+Rocks+Temperature.Min+TH_PA","s(Temperature.Min, k = 4, bs = ""ts"") + Mud + Rocks + TH_PA",681.725392734253,719.088255977082,0.00802,NA,5.05,0,28.056,23.149,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0
"ST_Oysters+SY_PA+Temperature.Min","ST_Oysters+SY_PA+Temperature.Min","s(Temperature.Min, k = 4, bs = ""ts"") + ST_Oysters + SY_PA",681.728107604756,711.773352285512,0.00143,NA,4.04,0,28.059,15.834,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"ST_Oysters+SY_PA+Temperature.Min.by.ST_Oysters","ST_Oysters+SY_PA+Temperature.Min.by.ST_Oysters","s(Temperature.Min, by = ST_Oysters, k = 4, bs = ""ts"") + ST_Oysters + SY_PA",681.728107622372,711.77335201256,0.00144,NA,5.04,1,28.059,15.834,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"Dist_To_River.by.ST_Oysters+ST_Oysters+SY_PA+Temperature.Min.by.ST_Oysters","Dist_To_River.by.ST_Oysters+ST_Oysters+SY_PA+Temperature.Min.by.ST_Oysters","s(Dist_To_River, by = ST_Oysters, k = 4, bs = ""ts"") + s(Temperature.Min, by = ST_Oysters, k = 4, bs = ""ts"") + ST_Oysters + SY_PA",681.729771122159,711.784523373036,0.001,NA,7.04,3,28.06,15.845,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"Dist_To_River.by.ST_Oysters+ST_Oysters+SY_PA+Temperature.Min","Dist_To_River.by.ST_Oysters+ST_Oysters+SY_PA+Temperature.Min","s(Temperature.Min, k = 4, bs = ""ts"") + s(Dist_To_River, by = ST_Oysters, k = 4, bs = ""ts"") + ST_Oysters + SY_PA",681.729781702746,711.784594429099,0.001,NA,6.04,2,28.06,15.845,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"Dist_To_River+ST_Oysters+SY_PA+Temperature.Min.by.ST_Oysters","Dist_To_River+ST_Oysters+SY_PA+Temperature.Min.by.ST_Oysters","s(Dist_To_River, k = 4, bs = ""ts"") + s(Temperature.Min, by = ST_Oysters, k = 4, bs = ""ts"") + ST_Oysters + SY_PA",681.72989321536,711.785343320963,0.00101,NA,6.04,2,28.06,15.846,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"Dist_To_River+ST_Oysters+SY_PA+Temperature.Min","Dist_To_River+ST_Oysters+SY_PA+Temperature.Min","s(Dist_To_River, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + ST_Oysters + SY_PA",681.729905229649,711.785424006767,0.001,NA,5.04,1,28.06,15.846,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"Dissolved.oxygen.Min.by.ST_Oysters+ST_Oysters+SY_PA+Temperature.Min.by.ST_Oysters","Dissolved.oxygen.Min.by.ST_Oysters+ST_Oysters+SY_PA+Temperature.Min.by.ST_Oysters","s(Dissolved.oxygen.Min, by = ST_Oysters, k = 4, bs = ""ts"") + s(Temperature.Min, by = ST_Oysters, k = 4, bs = ""ts"") + ST_Oysters + SY_PA",681.730434337014,711.787612668675,0.001,NA,7.04,3,28.061,15.848,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
"Dissolved.oxygen.Min+ST_Oysters+SY_PA+Temperature.Min.by.ST_Oysters","Dissolved.oxygen.Min+ST_Oysters+SY_PA+Temperature.Min.by.ST_Oysters","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Temperature.Min, by = ST_Oysters, k = 4, bs = ""ts"") + ST_Oysters + SY_PA",681.730441770616,711.787658229971,0.001,NA,6.04,2,28.061,15.848,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
"Dissolved.oxygen.Min.by.ST_Oysters+ST_Oysters+SY_PA+Temperature.Min","Dissolved.oxygen.Min.by.ST_Oysters+ST_Oysters+SY_PA+Temperature.Min","s(Temperature.Min, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = ST_Oysters, k = 4, bs = ""ts"") + ST_Oysters + SY_PA",681.730452704277,711.787725243686,0.001,NA,6.04,2,28.061,15.848,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
"Dissolved.oxygen.Min+ST_Oysters+SY_PA+Temperature.Min","Dissolved.oxygen.Min+ST_Oysters+SY_PA+Temperature.Min","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + ST_Oysters + SY_PA",681.730460272618,711.787771630604,0.001,NA,5.04,1,28.061,15.848,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
"Mud+ST_Oysters+Temperature.Min.by.TH_PA+TH_PA","Mud+ST_Oysters+Temperature.Min.by.TH_PA+TH_PA","s(Temperature.Min, by = TH_PA, k = 4, bs = ""ts"") + Mud + ST_Oysters + TH_PA",681.736698642892,726.313157173283,0.00122,NA,6.01,0,28.067,30.373,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
"HA_PA+Mud+ST_Oysters+Temperature.Min.by.Mud","HA_PA+Mud+ST_Oysters+Temperature.Min.by.Mud","s(Temperature.Min, by = Mud, k = 4, bs = ""ts"") + HA_PA + Mud + ST_Oysters",681.748428645643,726.73902418105,0.00192,NA,6.05,0,28.079,30.799,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
"Dissolved.oxygen.Min.by.HA_PA+HA_PA+Mud+Temperature.Min.by.Mud","Dissolved.oxygen.Min.by.HA_PA+HA_PA+Mud+Temperature.Min.by.Mud","s(Dissolved.oxygen.Min, by = HA_PA, k = 4, bs = ""ts"") + s(Temperature.Min, by = Mud, k = 4, bs = ""ts"") + HA_PA + Mud",681.764188058732,725.390059709425,0.00675,NA,7.06,1,28.095,29.45,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
"Rocks+ST_Oysters+SY_PA+Temperature.Min.by.Rocks","Rocks+ST_Oysters+SY_PA+Temperature.Min.by.Rocks","s(Temperature.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks + ST_Oysters + SY_PA",681.770734363977,725.823966973826,0.00114,NA,6.03,0,28.101,29.884,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
"HA_PA+Rocks+Sand+Temperature.Min.by.Sand","HA_PA+Rocks+Sand+Temperature.Min.by.Sand","s(Temperature.Min, by = Sand, k = 4, bs = ""ts"") + HA_PA + Rocks + Sand",681.777357408335,729.352724105003,0.00543,NA,6.35,0,28.108,33.413,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
"Dist_To_River.by.SY_PA+Rocks+SY_PA+Temperature.Min.by.SY_PA","Dist_To_River.by.SY_PA+Rocks+SY_PA+Temperature.Min.by.SY_PA","s(Dist_To_River, by = SY_PA, k = 4, bs = ""ts"") + s(Temperature.Min, by = SY_PA, k = 4, bs = ""ts"") + Rocks + SY_PA",681.78242233918,732.566687161327,0.00906,NA,7,0,28.113,36.627,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"SY_PA+Temperature.Min","SY_PA+Temperature.Min","s(Temperature.Min, k = 4, bs = ""ts"") + SY_PA",681.788775902808,704.549798936018,0.00782,NA,3.04,0,28.119,8.61,0,0.004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Dissolved.oxygen.Min+SY_PA+Temperature.Min","Dissolved.oxygen.Min+SY_PA+Temperature.Min","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + SY_PA",681.790578340827,704.560866804457,0.00782,NA,4.04,1,28.121,8.621,0,0.003,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
"Dissolved.oxygen.Min+Dist_To_River+SY_PA+Temperature.Min","Dissolved.oxygen.Min+Dist_To_River+SY_PA+Temperature.Min","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_River, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + SY_PA",681.79090837138,704.565062165801,0.00782,NA,5.04,2,28.121,8.625,0,0.003,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
"Dist_To_River+SY_PA+Temperature.Min","Dist_To_River+SY_PA+Temperature.Min","s(Dist_To_River, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + SY_PA",681.791496043769,704.570676491102,0.00782,NA,4.04,1,28.122,8.631,0,0.003,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Depth+Rocks+SY_PA+Temperature.Min.by.Rocks","Depth+Rocks+SY_PA+Temperature.Min.by.Rocks","s(Depth, k = 4, bs = ""ts"") + s(Temperature.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks + SY_PA",681.808389580102,723.993548179794,0.00712,NA,6.04,0,28.139,28.054,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"Dissolved.oxygen.Min.by.TH_PA+Mud+Temperature.Min.by.TH_PA+TH_PA","Dissolved.oxygen.Min.by.TH_PA+Mud+Temperature.Min.by.TH_PA+TH_PA","s(Dissolved.oxygen.Min, by = TH_PA, k = 4, bs = ""ts"") + s(Temperature.Min, by = TH_PA, k = 4, bs = ""ts"") + Mud + TH_PA",681.810630238867,724.452067582994,0.00798,NA,7.01,1,28.141,28.512,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
"Rocks+SY_PA+Temperature.Min.by.Rocks","Rocks+SY_PA+Temperature.Min.by.Rocks","s(Temperature.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks + SY_PA",681.811149170494,718.588008677831,0.00714,NA,5.03,0,28.142,22.648,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"Dissolved.oxygen.Min.by.Rocks+Rocks+SY_PA+Temperature.Min.by.Rocks","Dissolved.oxygen.Min.by.Rocks+Rocks+SY_PA+Temperature.Min.by.Rocks","s(Dissolved.oxygen.Min, by = Rocks, k = 4, bs = ""ts"") + s(Temperature.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks + SY_PA",681.812035570289,718.593037555217,0.00714,NA,7.03,2,28.143,22.653,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
"Dissolved.oxygen.Min+Rocks+SY_PA+Temperature.Min.by.Rocks","Dissolved.oxygen.Min+Rocks+SY_PA+Temperature.Min.by.Rocks","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Temperature.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks + SY_PA",681.813057801575,718.599271636984,0.00714,NA,6.03,1,28.144,22.66,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
"Dist_To_River+Rocks+SY_PA+Temperature.Min.by.Rocks","Dist_To_River+Rocks+SY_PA+Temperature.Min.by.Rocks","s(Dist_To_River, k = 4, bs = ""ts"") + s(Temperature.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks + SY_PA",681.814239380751,718.611132045669,0.00714,NA,6.03,1,28.145,22.671,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"Dist_To_River.by.Rocks+Rocks+SY_PA+Temperature.Min.by.Rocks","Dist_To_River.by.Rocks+Rocks+SY_PA+Temperature.Min.by.Rocks","s(Dist_To_River, by = Rocks, k = 4, bs = ""ts"") + s(Temperature.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks + SY_PA",681.833053352639,718.781848733209,0.00715,NA,7.03,2,28.164,22.842,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"Depth.by.SY_PA+ST_Oysters+SY_PA+Temperature.Min","Depth.by.SY_PA+ST_Oysters+SY_PA+Temperature.Min","s(Temperature.Min, k = 4, bs = ""ts"") + s(Depth, by = SY_PA, k = 4, bs = ""ts"") + ST_Oysters + SY_PA",681.834176006089,717.257945602306,0.00121,NA,6.04,1,28.165,21.318,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"Depth.by.SY_PA+ST_Oysters+SY_PA+Temperature.Min.by.ST_Oysters","Depth.by.SY_PA+ST_Oysters+SY_PA+Temperature.Min.by.ST_Oysters","s(Depth, by = SY_PA, k = 4, bs = ""ts"") + s(Temperature.Min, by = ST_Oysters, k = 4, bs = ""ts"") + ST_Oysters + SY_PA",681.834179175523,717.257962077125,0.00122,NA,7.04,2,28.165,21.318,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"Dist_To_Shore.te.Dist_To_River+HA_PA+Salinity.Min.by.HA_PA","Dist_To_Shore.te.Dist_To_River+HA_PA+Salinity.Min.by.HA_PA","s(Salinity.Min, by = HA_PA, k = 4, bs = ""ts"") + te(Dist_To_Shore, Dist_To_River, k = 4, bs = c(""ts"", ""ts"")) + HA_PA",681.836588826617,766.805085868094,0.00091,NA,10.23,0,28.167,70.865,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"Dissolved.oxygen.Min.te.Temperature.Min+Rocks+SY_PA","Dissolved.oxygen.Min.te.Temperature.Min+Rocks+SY_PA","te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Rocks + SY_PA",681.846916879218,740.616485170625,0.01173,NA,7.03,0,28.177,44.677,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
"HA_PA+Mud+Temperature.Min.by.Mud","HA_PA+Mud+Temperature.Min.by.Mud","s(Temperature.Min, by = Mud, k = 4, bs = ""ts"") + HA_PA + Mud",681.849623896951,719.564569645584,0.00658,NA,5.06,0,28.18,23.625,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"Dist_To_River.by.Mud+HA_PA+Mud+Temperature.Min.by.Mud","Dist_To_River.by.Mud+HA_PA+Mud+Temperature.Min.by.Mud","s(Dist_To_River, by = Mud, k = 4, bs = ""ts"") + s(Temperature.Min, by = Mud, k = 4, bs = ""ts"") + HA_PA + Mud",681.850647329335,719.57028067789,0.00658,NA,7.06,2,28.181,23.631,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"Dist_To_River.by.HA_PA+HA_PA+Mud+Temperature.Min.by.Mud","Dist_To_River.by.HA_PA+HA_PA+Mud+Temperature.Min.by.Mud","s(Dist_To_River, by = HA_PA, k = 4, bs = ""ts"") + s(Temperature.Min, by = Mud, k = 4, bs = ""ts"") + HA_PA + Mud",681.851500876381,719.577606308451,0.00658,NA,7.06,2,28.182,23.638,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"Dist_To_River+HA_PA+Mud+Temperature.Min.by.Mud","Dist_To_River+HA_PA+Mud+Temperature.Min.by.Mud","s(Dist_To_River, k = 4, bs = ""ts"") + s(Temperature.Min, by = Mud, k = 4, bs = ""ts"") + HA_PA + Mud",681.852331406021,719.583166635421,0.00658,NA,6.06,1,28.183,23.643,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"Dist_To_River.by.SY_PA+Sand+SY_PA+Temperature.Min.by.SY_PA","Dist_To_River.by.SY_PA+Sand+SY_PA+Temperature.Min.by.SY_PA","s(Dist_To_River, by = SY_PA, k = 4, bs = ""ts"") + s(Temperature.Min, by = SY_PA, k = 4, bs = ""ts"") + Sand + SY_PA",681.858711274571,732.69503827007,0.00907,NA,7,0,28.189,36.755,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"BottomVegCover.by.Mud+Dist_To_Shore.te.Primary.productivity.Max+Mud","BottomVegCover.by.Mud+Dist_To_Shore.te.Primary.productivity.Max+Mud","s(BottomVegCover, by = Mud, k = 4, bs = ""ts"") + te(Dist_To_Shore, Primary.productivity.Max, k = 4, bs = c(""ts"", ""ts"")) + Mud",681.870720603465,767.349606553218,0.0106,NA,10.62,0,28.201,71.41,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Dissolved.oxygen.Min.by.Mud+HA_PA+Mud+Temperature.Min.by.Mud","Dissolved.oxygen.Min.by.Mud+HA_PA+Mud+Temperature.Min.by.Mud","s(Dissolved.oxygen.Min, by = Mud, k = 4, bs = ""ts"") + s(Temperature.Min, by = Mud, k = 4, bs = ""ts"") + HA_PA + Mud",681.9377365858,720.405483422671,0.00659,NA,7.06,2,28.268,24.466,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
"Dissolved.oxygen.Min.by.TH_PA+Mud+Temperature.Min.by.Mud+TH_PA","Dissolved.oxygen.Min.by.TH_PA+Mud+Temperature.Min.by.Mud+TH_PA","s(Dissolved.oxygen.Min, by = TH_PA, k = 4, bs = ""ts"") + s(Temperature.Min, by = Mud, k = 4, bs = ""ts"") + Mud + TH_PA",681.938508749028,723.730523299922,0.00747,NA,7.02,1,28.269,27.791,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
"Depth.by.ST_Oysters+Mud+ST_Oysters+Temperature.Min.by.ST_Oysters","Depth.by.ST_Oysters+Mud+ST_Oysters+Temperature.Min.by.ST_Oysters","s(Depth, by = ST_Oysters, k = 4, bs = ""ts"") + s(Temperature.Min, by = ST_Oysters, k = 4, bs = ""ts"") + Mud + ST_Oysters",681.939581026667,722.632047871671,0.00087,NA,7.52,2,28.27,26.692,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
"Depth+Mud+ST_Oysters+Temperature.Min.by.ST_Oysters","Depth+Mud+ST_Oysters+Temperature.Min.by.ST_Oysters","s(Depth, k = 4, bs = ""ts"") + s(Temperature.Min, by = ST_Oysters, k = 4, bs = ""ts"") + Mud + ST_Oysters",681.939627418032,722.631949840347,9e-04,NA,6.52,1,28.27,26.692,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
"Depth+Mud+ST_Oysters+Temperature.Min","Depth+Mud+ST_Oysters+Temperature.Min","s(Depth, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + Mud + ST_Oysters",681.939889510459,722.631397553984,0.00089,NA,5.52,0,28.27,26.692,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
"Depth.by.ST_Oysters+Mud+ST_Oysters+Temperature.Min","Depth.by.ST_Oysters+Mud+ST_Oysters+Temperature.Min","s(Temperature.Min, k = 4, bs = ""ts"") + s(Depth, by = ST_Oysters, k = 4, bs = ""ts"") + Mud + ST_Oysters",681.939890655679,722.631395089453,0.00089,NA,6.52,1,28.27,26.692,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
"Mud+Temperature.Min","Mud+Temperature.Min","s(Temperature.Min, k = 4, bs = ""ts"") + Mud",681.943453400983,709.70917276774,0.0086,NA,3.53,0,28.274,13.769,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"Dissolved.oxygen.Min+Dist_To_River.by.Mud+Mud+Temperature.Min","Dissolved.oxygen.Min+Dist_To_River.by.Mud+Mud+Temperature.Min","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + s(Dist_To_River, by = Mud, k = 4, bs = ""ts"") + Mud",681.945314505334,709.718420384651,0.0086,NA,6.53,3,28.276,13.779,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"Dissolved.oxygen.Min.by.Mud+Dist_To_River.by.Mud+Mud+Temperature.Min","Dissolved.oxygen.Min.by.Mud+Dist_To_River.by.Mud+Mud+Temperature.Min","s(Temperature.Min, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Mud, k = 4, bs = ""ts"") + s(Dist_To_River, by = Mud, k = 4, bs = ""ts"") + Mud",681.94539871943,709.718789350031,0.0086,NA,7.53,4,28.276,13.779,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"Dissolved.oxygen.Min+Mud+Temperature.Min","Dissolved.oxygen.Min+Mud+Temperature.Min","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + Mud",681.94550097188,709.717933096608,0.0086,NA,4.53,1,28.276,13.778,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"Dissolved.oxygen.Min.by.Mud+Mud+Temperature.Min","Dissolved.oxygen.Min.by.Mud+Mud+Temperature.Min","s(Temperature.Min, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Mud, k = 4, bs = ""ts"") + Mud",681.945612567898,709.717910213711,0.0086,NA,5.53,2,28.276,13.778,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
