"","Site","Quadrat","Compaction_Ratio","Core_Length_Corrected_cm","Bagged_Slice_Number","Slice_Number","Analysis","Rhyzome_Removed","Slice_Height_Corrected_cm","Slice_Volume","Sample_Density_g_per_ml","Sediment_Density_g_per_ml","Rhizome_Density_g_per_ml","Factor","Percent_Shell","Percent_Gravel","Percent_Coarse","Percent_Medium","Percent_Fine","Percent_Silt","Percent_Sands"
"144","SJB10",1,0.774,50,16,4,"grainsize ","Y",2.58397932816537,52.3728660565889,0.817285805091337,0.81321690422634,0.00400016298083888,"Seagrass",1.15,2.65,11.67,52.14,31.31,0.05,95.12
"145","SJB10",1,0.774,50,11,9,"grainsize ","N",2.58397932816537,52.3728660565889,0.903924179914995,0.903924179914995,0,"Seagrass",0,1.24,11.26,29.74,57.26,0.17,98.26
"146","SJB10",1,0.774,50,6,14,"grainsize ","N",2.58397932816537,52.3728660565889,1.02136858315529,1.02136858315529,0,"Seagrass",5.32,4.89,12.66,37.66,46.64,0.07,96.96
"147","SJB13",1,1,40.4,6,14,"grainsize ","N",2,40.5365983277998,1.30261546795325,1.30261546795325,0,"Seagrass",0.17,0.26,1.4,44.19,53.7,0.01,99.29
"148","SJB13",1,1,40.4,11,9,"grainsize ","N",2,40.5365983277998,1.30105638301255,1.30105638301255,0,"Seagrass",0.37,0.5,1.96,40.7,56.21,0.01,98.87
"149","SJB13",1,1,40.4,16,4,"grainsize ","Y",2,40.5365983277998,1.45597811446167,1.45037083586957,0.0056072785920993,"Seagrass",0,0.19,4,54.25,40.98,0,99.23
"150","SJB14",1,0.74,50,15,4,"grain size","Y",2.7027027027027,54.7791869294592,1.08569884537691,1.07313933074071,0.0113199927702199,"Seagrass",0,0.46,5.64,55.7,36.92,0.03,98.26
"151","SJB14",1,0.74,50,10,9,"grainsize","N",2.7027027027027,54.7791869294592,0.87834637016353,0.87834637016353,0,"Seagrass",0.3,0.68,3.9,32.05,62.85,0.01,98.8
"152","SJB14",1,0.74,50,5,14,"grainsize","N",2.7027027027027,54.7791869294592,0.94555255204317,0.94555255204317,0,"Seagrass",0.48,1.56,3.44,25.45,68.83,0.02,97.72
"153","SJB16",1,0.8475,40,12,4,"grain size","Y",2.3598820058997,47.8307944870794,1.10498687230205,1.10195117110668,0.00344547904268071,"Seagrass",0,0,3.53,28.21,67.11,0.19,98.85
"154","SJB16",1,0.8475,40,7,9,"grainsize","N",2.3598820058997,47.8307944870794,0.924550814474673,0.924550814474673,0,"Seagrass",0,0.37,3.59,32.74,62.67,0.06,99
"155","SJB16",1,0.8475,40,2,14,"grainsize","N",2.3598820058997,47.8307944870794,0.855501156499785,0.855501156499785,0,"Seagrass",0,0.25,3.67,35.26,60.56,0.03,99.49
"156","SJB17",1,0.722,50,5,14,"grainsize ","N",2.77008310249307,56.1448730301937,0.717440397065959,0.717440397065959,0,"Seagrass",2.37,2.59,13.57,39.92,39.96,0.12,93.45
"157","SJB17",1,0.722,50,10,9,"grainsize ","N",2.77008310249307,56.1448730301937,0.758735351972227,0.758735351972227,0,"Seagrass",0.97,0.77,4.94,37.55,55.27,0.14,97.76
"158","SJB17",1,0.722,50,15,4,"grainsize ","Y",2.77008310249307,56.1448730301937,0.631858228282427,0.630778877725033,0.00124677457124812,"Seagrass",0,0.73,2.76,27.15,68.61,0.21,98.52
"159","SJB24",1,0.915254237,29.500000009287,6,9,"grainsize ","N",2.18518518587311,44.2899870757985,0.899774477960412,0.899774477960412,0,"Seagrass",1.81,0.92,2.07,36.99,57.62,0.09,96.68
"160","SJB24",1,0.915254237,29.500000009287,11,4,"grainsize ","Y",2.18518518587311,44.2899870757985,0.996640615958098,0.987830498237083,0.00895687775480905,"Seagrass",0,0.16,2.29,68.37,27.23,0.09,97.89
"161","SJBA",1,0.928205128,39.0000000086188,15,4,"grainsize ","Y",2.15469613307286,43.672025832419,1.16973964514552,1.16973964514552,0,"Control",0,0,1.53,43.54,54.6,0,99.67
"162","SJBA",1,0.928205128,39.0000000086188,10,9,"grainsize ","N",2.15469613307286,43.672025832419,1.32235679246028,1.32235679246028,0,"Control",0,0.54,3.72,74.17,21.46,0,99.35
"163","SJBA",1,0.928205128,39.0000000086188,5,14,"grainsize ","N",2.15469613307286,43.672025832419,1.22691354428135,1.22691354428135,0,"Control",0,0.34,2.29,48.96,48.24,0,99.49
"164","SJBB",1,0.847222222,36.0000000094426,11,4,"grain size","Y",2.36065573832411,47.84647672733,1.26139277389104,1.26139277389104,0,"Control",0.15,0.16,1.07,20.47,78.13,0.01,99.67
"165","SJBB",1,0.847222222,36.0000000094426,6,9,"grainsize","N",2.36065573832411,47.84647672733,1.16421529462758,1.16421529462758,0,"Control",0.09,0.61,2.58,32.36,64.35,0,99.29
"166","SJBC",1,0.7475,40,11,4,"grainsize ","Y",2.67558528428094,54.2295629803342,1.08258663307484,1.08258663307484,0,"Control",0,0.3,2.62,75.5,21.68,0,99.8
"167","SJBC",1,0.7475,40,6,9,"grainsize ","N",2.67558528428094,54.2295629803342,1.08992764742423,1.08992764742423,0,"Control",0.05,0.26,1.82,71.48,26.4,0,99.7
"168","SMAR03",1,0.94,50,4,14,"grainsize ","N",2.12765957446809,43.1240407742551,1.05219731697983,1.05219731697983,0,"Seagrass",0,0.11,15.95,31.48,50.2,1.97,97.63
"169","SMAR03",1,0.94,50,14,9,"grainsize ","N",2.12765957446809,43.1240407742551,1.09004163700872,1.09004163700872,0,"Seagrass",0,0.1,8.83,30.61,58.62,1.49,98.06
"170","SMAR03",1,0.94,50,19,4,"grainsize ","Y",2.12765957446809,43.1240407742551,0.948941686940209,0.948941686940209,0,"Seagrass",0.58,0.16,6.67,33.36,57.1,1.71,97.13
"171","SMAR04",1,0.656,50,2,14,"grainsize ","N",3.04878048780488,61.79359501189,0.748420608820401,0.748420608820401,0,"Seagrass",0,0.13,28.44,41.6,28.81,0.64,98.85
"172","SMAR04",1,0.656,50,7,9,"grainsize ","N",3.04878048780488,61.79359501189,0.758724265694184,0.758135207880134,0.000415900709370525,"Seagrass",0,0.36,21.11,44.69,32.97,0.58,98.77
"173","SMAR04",1,0.656,50,12,4,"grainsize ","Y",3.04878048780488,61.79359501189,0.405841414392132,0.405687676775827,0.000281582581441523,"Seagrass",0.11,1.05,21.72,42.42,32.94,1.01,97.08
"174","SMAR12",1,0.826,50,6,14,"grainsize ","N",2.42130750605327,49.075784900484,1.06023367951241,1.06023367951241,0,"Seagrass",0,0.04,22.05,48.76,27.65,0.76,98.46
"175","SMAR12",1,0.826,50,11,9,"grainsize ","N",2.42130750605327,49.075784900484,1.06210425580959,1.0611159883759,0.000988267433691552,"Seagrass",0,0.03,21.22,46.56,31.33,0.97,99.11
"176","SMAR12",1,0.826,50,16,4,"grainsize ","Y",2.42130750605327,49.075784900484,0.923832397014863,0.921059135206092,0.00277326180877155,"Seagrass",0.02,0.11,16.15,45.59,35.99,1.66,97.73
"177","SMAR14",1,0.564,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA
"178","SMAR23",1,0.898,50,2,19,"gainsize","N",2.2271714922049,45.1409780933183,1.11286024631876,1.11286024631876,0,"Seagrass",0,0.66,24.75,45.04,29.14,0.3,98.93
"179","SMAR23",1,0.898,50,7,14,"grainsize","N",2.2271714922049,45.1409780933183,1.10906768339188,1.10906768339188,0,"Seagrass",0.46,0.86,25.97,44.91,27.65,0.57,98.53
"180","SMAR23",1,0.898,50,12,9,"grainsize","N",2.2271714922049,45.1409780933183,1.06447405505182,1.06447405505182,0,"Seagrass",0,0.34,18.48,45.04,34.81,0.86,98.33
"181","SMAR23",1,0.898,50,17,4,"grainsize","Y",2.2271714922049,45.1409780933183,0.652679699121562,0.652679699121562,0,"Seagrass",0.24,0.54,22.41,43.13,32,1.02,97.54
"182","SMAR24",1,0.756,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA
"183","SMAR25",1,0.742,50,6,14,"grainsize ","N",2.69541778975741,54.6315341345011,0.792456237699893,0.792456237699893,0,"Seagrass",0,0.47,24.99,40.31,31.84,1.76,97.14
"184","SMAR25",1,0.742,50,11,9,"grainsize ","N",2.69541778975741,54.6315341345011,0.816654716123458,0.816654716123458,0,"Seagrass",0,1.06,23.78,42,31.56,1.32,97.34
"185","SMAR25",1,0.742,50,16,4,"grainsize ","Y",2.69541778975741,54.6315341345011,0.71257929356619,0.711817828587052,0.000761464979137912,"Seagrass",0,0.17,15.47,37.68,36.81,1.93,89.96
"186","SMARA",1,0.829411765,33.9999999879433,4,9,"grainsize ","N",2.41134751687541,48.873912860158,1.01159078753246,1.01159078753246,0,"Control",0,0.14,16.48,29.08,52.4,1.92,97.96
"187","SMARA",1,0.829411765,33.9999999879433,9,4,"grainsize ","Y",2.41134751687541,48.873912860158,1.24068232829034,1.24068232829034,0,"Control",0,0.07,8.42,27.19,63.04,1.13,98.65
"188","SMARB",1,0.904,50,4,19,"grainsize ","N",2.21238938053097,44.841369831637,1.07449661285785,1.07449661285785,0,"Control",0,0.08,18.26,32.17,47.7,1.75,98.13
"189","SMARB",1,0.904,50,9,14,"grainsize ","N",2.21238938053097,44.841369831637,0.915480507266684,0.915480507266684,0,"Control",0,3.34,18.55,38.18,41.27,1.6,98
"190","SMARB",1,0.904,50,14,9,"grainsize ","N",2.21238938053097,44.841369831637,0.995139090700053,0.995139090700053,0,"Control",17.55,1.08,19.72,31.5,44.99,1.25,96.21
"191","SMARB",1,0.904,50,19,4,"grainsize ","Y",2.21238938053097,44.841369831637,0.763210404331902,0.763210404331902,0,"Control",0.35,0,8.3,27.26,61.12,2.85,96.68
"192","SMARC",1,0.850793651,31.4999999923601,8,4,"grainsize ","Y",2.35074626808657,47.6456286199999,1.1409693097675,1.1409693097675,0,"Control",0.41,0.86,33.43,56.11,8.8,0.11,98.34
"193","SMARC",1,0.850793651,31.4999999923601,3,9,"grainsize ","N",2.35074626808657,47.6456286199999,1.3025392212781,1.3025392212781,0,"Control",0,1.5,35.89,45.81,15.97,0.54,97.67
"194","STCH01",1,0.642857143,27.9999999937778,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA
"195","STCH02",1,0.54,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA
"196","STCH04",1,0.924,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA
"197","STCH05",1,0.76,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA
"198","STCH12",1,0.74,25,6,4,"grain size","Y",2.7027027027027,54.7791869294592,0.509138626608588,0.507366055574903,0.00207012930195602,"Seagrass",1.19,2.92,19.97,51.33,23.1,0.37,94.4
"199","STCH21",1,0.836363636,44.0000000191304,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA
"200","STCHA",1,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA
"201","STCHB",1,0.469387755,24.5000000053261,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA
"202","STCHC",1,0.834782609,22.9999999916146,8,4,"grainsize","Y",2.39583333245985,48.5594667291396,0.900073722880739,0.900073722880739,0,"Control",3.5,8.63,22.2,22.97,41.13,0.97,86.3
"203","STCHC",1,0.834782609,22.9999999916146,3,9,"grainsize","N",2.39583333245985,48.5594667291396,0.69079630110251,0.69079630110251,0,"Control",0.65,0.41,10.12,20.66,64.94,2.8,95.72
