"","Site","Quadrat","Compaction_Ratio","Core_Length_Corrected_cm","Bagged_Slice_Number","Slice_Number","Analysis","Rhyzome_Removed","Slice_Height_Corrected_cm","Slice_Area_cm2","Slice_Volume_cm3","Sediment_Depth_cm","Sample_Density_g_per_ml","Sediment_Density_g_per_ml","Frac_Rhizome","Rhizome_Density_g_per_ml","Factor","Percent_Shell","Percent_Gravel","Percent_Coarse","Percent_Medium","Percent_Fine","Percent_Silt"
"122","SJB07",2,0.828947368,26.111842092,6,9,"grainsize ","N",1.657894736,20.2682991638999,33.6027064915029,14.921052624,1.58819647499213,1.58819647499213,0,0,"Seagrass",0.05,0.7,2.43,29.83,66.58,0.02
"123","SJB07",2,0.828947368,26.111842092,11,4,"grainsize ","Y",1.657894736,20.2682991638999,33.6027064915029,6.631578944,1.48216037337927,1.46304881758354,0.00932042421784333,0.0138143634387719,"Seagrass",0.56,0.83,3.4,13.76,79.88,0.01
"124","SJB10",2,0.922222222,30.6177777704,13,4,"grain size","Y",1.844444444,20.2682991638999,37.383751782185,7.377777776,1.16135481138866,1.16056302355066,0.000278700380967298,0.000323670028372224,"Seagrass",0.86,0.54,5.43,63.13,29.56,0.14
"125","SJB10",2,0.922222222,30.6177777704,3,14,"grainsize","N",1.844444444,20.2682991638999,37.383751782185,25.822222216,1.13783389767397,1.13783389767397,0,0,"Seagrass",2.9,3.51,11.18,46.08,35.83,0.15
"126","SJB10",2,0.922222222,30.6177777704,8,9,"grainsize","N",1.844444444,20.2682991638999,37.383751782185,16.599999996,1.16993340461998,1.16993340461998,0,0,"Seagrass",0,0.43,8.49,46.87,43.54,0.24
"127","SJB13",2,0.941463415,36.340487819,6,14,"grainsize","N",1.88292683,20.2682991638999,38.1637242941737,26.36097562,1.69953014805481,1.69953014805481,0,0,"Seagrass",0,0.14,1.48,13.45,84.72,0.05
"128","SJB13",2,0.941463415,36.340487819,11,9,"grainsize","N",1.88292683,20.2682991638999,38.1637242941737,16.94634147,1.32674420372883,1.32674420372883,0,0,"Seagrass",0.05,0.08,1.27,18.16,80.12,0.04
"129","SJB13",2,0.941463415,36.340487819,16,4,"grainsize","Y",1.88292683,20.2682991638999,38.1637242941737,7.53170732,1.59771618540145,1.59422071941989,0.00218778905383863,0.00349546598156212,"Seagrass",0.05,0.06,1.16,10.94,87.36,0.1
"130","SJB14",2,0.78,30.42,15,4,"grainsize","Y",1.56,20.2682991638999,31.6185466956839,6.24,1.60726868597465,1.59001299091532,0.0107360363639941,0.0172556950593329,"Seagrass",1.07,1.25,4.88,67.56,25.22,0.02
"131","SJB14",2,0.78,30.42,5,15,"grainsize","N",1.56,20.2682991638999,31.6185466956839,23.4,1.55047923207337,1.55047923207337,0,0,"Seagrass",0,0.62,4.9,78.75,15.66,0.01
"132","SJB14",2,0.78,30.42,10,9,"grainsize","N",1.56,20.2682991638999,31.6185466956839,14.04,1.70315544602026,1.70315544602026,0,0,"Seagrass",1.14,1,5.26,65.93,26.44,0.02
"133","SJB16",2,0.841191067,28.5163771713,2,14,"grainsize","N",1.682382134,20.2682991638999,34.0990243999123,23.553349876,1.4001426973413,1.4001426973413,0,0,"Seagrass",0,0.26,6.54,45.48,47.71,0.02
"134","SJB16",2,0.841191067,28.5163771713,7,9,"grainsize","N",1.682382134,20.2682991638999,34.0990243999123,15.141439206,1.47702172969293,1.47702172969293,0,0,"Seagrass",0.18,0.56,5.94,44.92,48.32,0.02
"135","SJB16",2,0.841191067,28.5163771713,12,4,"grain size","Y",1.682382134,20.2682991638999,34.0990243999123,6.729528536,1.43568037096469,1.42967140139427,0.00470837682538969,0.006759724187317,"Seagrass",0.47,0.82,7.32,48.45,42.48,0.02
"136","SJB17",2,0.676,22.8488,14,4,"grainsize","Y",1.352,20.2682991638999,27.4027404695927,5.408,1.44207839518276,1.43845467002614,0.0019333500350483,0.00278804231586899,"Seagrass",0,0.08,2.04,16.78,80.38,0.07
"137","SJB17",2,0.676,22.8488,4,14,"grainsize","N",1.352,20.2682991638999,27.4027404695927,18.928,1.24990053597034,1.24990053597034,0,0,"Seagrass",0.47,0.61,7.17,23.58,67.15,0.33
"138","SJB17",2,0.676,22.8488,9,9,"grainsize","N",1.352,20.2682991638999,27.4027404695927,12.168,1.08242093643567,1.08242093643567,0,0,"Seagrass",0.5,1.12,7.51,19.96,69.74,0.35
"139","SJB24",2,0.826666667,25.626666677,2,14,"grainsize","N",1.653333334,20.2682991638999,33.51025463116,23.146666676,1.6176839178534,1.6176839178534,0,0,"Seagrass",0,0.15,2.77,44.48,52.57,0.04
"140","SJB24",2,0.826666667,25.626666677,7,9,"grainsize","N",1.653333334,20.2682991638999,33.51025463116,14.880000006,1.62097544760195,1.62097544760195,0,0,"Seagrass",0,0.41,3.06,44.75,51.56,0.04
"141","SJB24",2,0.826666667,25.626666677,12,4,"grainsize","Y",1.653333334,20.2682991638999,33.51025463116,6.613333336,0.981908384826288,0.944791388441443,0.037998419645028,0.0373109668596009,"Seagrass",0,0.07,2.31,38.94,54.73,0.02
"142","SJBA",2,0.726315789,20.0463157764,10,4,"grain size","Y",1.452631578,20.2682991638999,29.442371397832,5.810526312,1.89757133503567,1.89757133503567,0,0,"Control",0,0.01,0.92,36.17,63.06,0
"143","SJBA",2,0.726315789,20.0463157764,5,9,"grainsize","N",1.452631578,20.2682991638999,29.442371397832,13.073684202,1.81400130031417,1.81400130031417,0,0,"Control",0.07,0.07,1.66,28.95,68.73,0.07
"144","SJBB",2,0.805,25.921,8,9,"grainsize ","N",1.61,20.2682991638999,32.6319616538789,14.49,1.58296030584664,1.58296030584664,0,0,"Control",0.17,0.17,3.08,48.27,48.25,0
"145","SJBB",2,0.805,25.921,3,14,"grainsize ","N",1.61,20.2682991638999,32.6319616538789,22.54,1.58141580783164,1.58141580783164,0,0,"Control",1.4,1.35,3.62,45.14,48.36,0.01
"146","SJBB",2,0.805,25.921,13,4,"grainsize ","Y",1.61,20.2682991638999,32.6319616538789,6.44,1.72742603089262,1.72742603089262,0,0,"Control",0.16,0.49,2.52,52.54,44.14,0
"147","SJBC",2,0.816666667,20.0083333415,2,9,"grainsize","N",1.633333334,20.2682991638999,33.104888647882,14.700000006,1.67311240914093,1.67311240914093,0,0,"Control",0,0.5,2.58,61.25,35.64,0
"148","SJBC",2,0.816666667,20.0083333415,7,4,"grain size","Y",1.633333334,20.2682991638999,33.104888647882,6.533333336,1.78243161086044,1.78243161086044,0,0,"Control",0,0.77,2.37,63.61,33.18,0
"149","SMAR03",2,0.822,33.7842,6,14,"grainsize","N",1.644,20.2682991638999,33.3210838254514,23.016,1.6409640300546,1.6409640300546,0,0,"Seagrass",0,0.22,15.95,41.02,41.91,0.81
"150","SMAR03",2,0.822,33.7842,11,9,"grainsize","N",1.644,20.2682991638999,33.3210838254514,14.796,1.56089460572327,1.56089460572327,0,0,"Seagrass",0,0.08,14.95,41.16,42.82,0.78
"151","SMAR03",2,0.822,33.7842,16,4,"grainsize","Y",1.644,20.2682991638999,33.3210838254514,6.576,1.14104631767586,1.13712987844226,0.00343232274880395,0.00391643923359783,"Seagrass",0,0.04,15.48,43.87,39.09,0.73
"152","SMAR04",2,0.762962963,15.7170370378,6,4,"grain size","Y",1.525925926,20.2682991638999,30.927923170119,6.103703704,0.960410430296789,0.959304633447389,0.00115137946706617,0.00110579684939991,"Seagrass",0.85,0.92,23.46,49.23,23.49,0.75
"153","SMAR12",2,0.472,11.1392,7,4,"grainsize ","Y",0.944,20.2682991638999,19.1332744107215,3.776,1.95775690014721,1.94491017068922,0.00656196357015668,0.0128467294579888,"Seagrass",0.49,0.26,17.15,41.64,37.26,2.73
"154","SMAR12",2,0.472,11.1392,2,9,"grainsize ","N",0.944,20.2682991638999,19.1332744107215,8.496,2.74535862876485,2.74498232098577,0.000137070536117134,0.000376307779078599,"Seagrass",0,0,16.07,48.47,33.95,0.92
"155","SMAR14",2,0.91,41.405,9,14,"grainsize","N",1.82,20.2682991638999,36.8883044782978,25.48,1.1568897135163,1.1568897135163,0,0,"Seagrass",0,0.65,33.78,45.07,19.86,0.36
"156","SMAR14",2,0.91,41.405,4,19,"grainsize","N",1.82,20.2682991638999,36.8883044782978,34.58,1.31519734197983,1.31519734197983,0,0,"Seagrass",0,0.21,37.35,42.47,19.39,0.29
"157","SMAR14",2,0.91,41.405,14,9,"grainsize","N",1.82,20.2682991638999,36.8883044782978,16.38,1.38974400490975,1.38974400490975,0,0,"Seagrass",0,0.55,27.78,48.77,22.11,0.41
"158","SMAR14",2,0.91,41.405,19,4,"grainsize","Y",1.82,20.2682991638999,36.8883044782978,7.28,1.11172092564262,1.10924046465928,0.00176788305148807,0.00196539258242821,"Seagrass",0,0.25,21.74,46.75,30.09,0.63
"159","SMAR23",2,0.85,36.125,11,9,"grainsize","N",1.7,20.2682991638999,34.4561085786298,15.3,1.48201587777881,1.48201587777881,0,0,"Seagrass",0.07,0.95,24.57,58.43,15.69,0.13
"160","SMAR23",2,0.85,36.125,6,14,"grainsize","N",1.7,20.2682991638999,34.4561085786298,23.8,1.42072921230464,1.42072921230464,0,0,"Seagrass",0.19,0.46,22.88,49.03,27.05,0.21
"161","SMAR23",2,0.85,36.125,16,4,"grainsize","Y",1.7,20.2682991638999,34.4561085786298,6.8,1.18177883921735,1.17964859285385,0.00197202814376404,0.00233050113064141,"Seagrass",2.03,2.46,17.96,48.89,28.06,0.2
"162","SMAR24",2,0.996875,31.8003125,11,4,"grain size","Y",1.99375,20.2682991638999,40.4099214580254,7.975,1.06451827788586,1.06341458853456,0.000546294380606782,0.000581540353262253,"Seagrass",0,0.37,15.87,38.11,44.72,0.5
"163","SMAR24",2,0.996875,31.8003125,6,9,"grainsize","N",1.99375,20.2682991638999,40.4099214580254,17.94375,1.00735904775968,1.00735904775968,0,0,"Seagrass",0,3.3,25.3,40.1,30.53,0.25
"164","SMAR25",2,0.75,28.125,3,14,"grainsize","N",1.5,20.2682991638999,30.4024487458499,21,1.72762728552153,1.72762728552153,0,0,"Seagrass",0,0.32,36.89,40.13,21.95,0.48
"165","SMAR25",2,0.75,28.125,8,9,"grainsize","N",1.5,20.2682991638999,30.4024487458499,13.5,1.64678840242546,1.64678840242546,0,0,"Seagrass",0.05,0.74,29.15,45.68,23.72,0.33
"166","SMAR25",2,0.75,28.125,13,4,"grainsize","Y",1.5,20.2682991638999,30.4024487458499,6,1.54078378329293,1.54078378329293,0,0,"Seagrass",0.47,1.02,27,46.41,24.09,0.67
"167","SMARA",2,0.584,17.0528,10,4,"grainsize ","Y",1.168,20.2682991638999,23.6733734234351,4.672,2.20559609592065,2.20559609592065,0,0,"Control",0,0.19,5.89,26.92,64.86,1.66
"168","SMARA",2,0.584,17.0528,5,9,"grainsize ","N",1.168,20.2682991638999,23.6733734234351,10.512,2.04268310793972,2.04268310793972,0,0,"Control",0,0.09,13.11,29.32,53.95,2.5
"169","SMARB",2,0.87,37.845,16,4,"grainsize","Y",1.74,20.2682991638999,35.2668405451858,6.96,1.13878928135178,1.13878928135178,0,0,"Control",0,0.78,16,38.44,44.17,0.43
"170","SMARB",2,0.87,37.845,11,9,"grainsize","N",1.74,20.2682991638999,35.2668405451858,15.66,1.33131857785342,1.33131857785342,0,0,"Control",0,1.39,29.87,40.51,27.76,0.25
"171","SMARB",2,0.87,37.845,6,14,"grainsize","N",1.74,20.2682991638999,35.2668405451858,24.36,1.20370578548451,1.20370578548451,0,0,"Control",0.22,1.1,22.63,40.36,34.86,0.43
"172","SMARC",2,0.974193548,29.4206451496,7,9,"grainsize ","N",1.948387096,20.2682991638999,39.4904925488102,17.535483864,1.22085334692673,1.22085334692673,0,0,"Control",0.14,2.02,37.17,48.81,11.38,0.14
"173","SMARC",2,0.974193548,29.4206451496,2,14,"grainsize ","N",1.948387096,20.2682991638999,39.4904925488102,27.277419344,1.28375456288219,1.28375456288219,0,0,"Control",0,1.2,41.1,42.34,14.61,0.38
"174","SMARC",2,0.974193548,29.4206451496,12,4,"grainsize ","Y",1.948387096,20.2682991638999,39.4904925488102,7.793548384,1.18996996408483,1.18996996408483,0,0,"Control",0.4,1.29,36.35,52.92,8.3,0.12
"175","STCH01",2,0.803571429,18.0803571525,3,9,"grainsize","N",1.607142858,20.2682991638999,32.5740522450691,14.464285722,1.4558612371348,1.4558612371348,0,0,"Seagrass",0.68,0.74,9.71,42.88,45.39,0.27
"176","STCH01",2,0.803571429,18.0803571525,8,4,"grain size","Y",1.607142858,20.2682991638999,32.5740522450691,6.428571432,1.04326289355492,1.04326289355492,0,0,"Seagrass",0,0.91,11.39,28.92,57.27,1.16
"177","STCH02",2,0.4,8,2,9,"grainsize ","N",0.8,20.2682991638999,16.2146393311199,7.2,1.46047035129238,1.46047035129238,0,0,"Seagrass",0.26,2.48,22.76,31.3,41.79,0.39
"178","STCH02",2,0.4,8,7,4,"grainsize ","Y",0.8,20.2682991638999,16.2146393311199,3.2,1.82303777446762,1.80308666773044,0.0105074780361233,0.0191555293742415,"Seagrass",2.53,3.59,14.25,26.7,50.85,0.34
"179","STCH04",2,0.86,36.98,11,9,"grainsize ","N",1.72,20.2682991638999,34.8614745619078,15.48,1.61457312713624,1.61457312713624,0,0,"Seagrass",0.17,0.79,12.73,32.5,52.67,0.81
"180","STCH04",2,0.86,36.98,6,14,"grainsize ","N",1.72,20.2682991638999,34.8614745619078,24.08,1.264427295573,1.264427295573,0,0,"Seagrass",0,0.38,9.29,29.65,59.29,0.99
"181","STCH04",2,0.86,36.98,16,4,"grainsize ","Y",1.72,20.2682991638999,34.8614745619078,6.88,1.42082343396117,1.41953547926149,0.000159492853105063,0.000226611183241001,"Seagrass",0.66,0.72,11.8,32.09,53.81,0.5
"182","STCH05",2,0.5,12.5,9,4,"grainsize","Y",1,20.2682991638999,20.2682991638999,4,2.34303330614854,2.34303330614854,0,0,"Seagrass",0,0.03,4.83,24.48,69.74,0.81
"183","STCH05",2,0.5,12.5,4,9,"grainsize","N",1,20.2682991638999,20.2682991638999,9,1.36208271728944,1.36208271728944,0,0,"Seagrass",0.3,0.77,9.27,20.67,68.18,0.42
"184","STCH12",2,0.887892377,17.5802690646,7,4,"grain size","Y",1.775784754,20.2682991638999,35.9921366447644,7.103139016,0.945956622026568,0.945662113253593,0.000311334331952889,0.000294508772975053,"Seagrass",0.41,1.98,14.42,26.47,54.71,1.85
"185","STCH12",2,0.887892377,17.5802690646,2,9,"grainsize","N",1.775784754,20.2682991638999,35.9921366447644,15.982062786,0.96487742149789,0.96487742149789,0,0,"Seagrass",0.24,0.49,10.72,24.99,62.24,1.03
"186","STCH21",2,0.705882353,21.17647059,2,14,"grainsize","N",1.411764706,20.2682991638999,28.6140694102432,19.764705884,1.66308745944974,1.66308745944974,0,0,"Seagrass",0,0.37,15.1,46.9,37.35,0.12
"187","STCH21",2,0.705882353,21.17647059,7,9,"grainsize","N",1.411764706,20.2682991638999,28.6140694102432,12.705882354,1.2165658613919,1.2165658613919,0,0,"Seagrass",0,0.64,15.4,44.78,38.66,0.34
"188","STCH21",2,0.705882353,21.17647059,12,4,"grain size","Y",1.411764706,20.2682991638999,28.6140694102432,5.647058824,0.591376911734981,0.580777231009686,0.0159853915386752,0.00945339148101623,"Seagrass",4.03,4.12,24.12,38.13,26.55,0.47
"189","STCHA",2,1,13,3,4,"grain size","Y",2,20.2682991638999,40.5365983277998,8,1.28281854287556,1.28225855508831,0.000436529227266346,0.000559987787244408,"Control",0.49,3.69,29.45,34.06,31.71,0.35
"190","STCHB",2,0.4,5.6,3,4,"grain size","Y",0.8,20.2682991638999,16.2146393311199,3.2,2.16743026362293,2.16743026362293,0,0,"Control",0.16,1.15,12.74,32.37,51.81,0.96
"191","STCHC",2,0.738709677,16.9164516033,6,4,"grain size","Y",1.477419354,20.2682991638999,29.9447774574077,5.909677416,0.911701549254504,0.911344224842419,0.000391931342419791,0.000357324412085521,"Control",0,0.84,30.61,2.73,59.59,5.29
"192","SJB02",1,0.85,36.125,3,19,"grainsize ","N",1.7,20.2682991638999,34.4561085786298,32.3,1.37695468110481,1.37695468110481,0,0,"Seagrass",0.61,0.41,6,57.46,34.74,0.17
"193","SJB02",1,0.85,36.125,13,9,"grainsize ","N",1.7,20.2682991638999,34.4561085786298,15.3,1.04809281981419,1.04809281981419,0,0,"Seagrass",1.44,0.98,16.69,66.54,13.73,0.01
"194","SJB02",1,0.85,36.125,8,14,"grainsize ","N",1.7,20.2682991638999,34.4561085786298,23.8,1.08008714666872,1.08008714666872,0,0,"Seagrass",0.74,0.99,5,71.2,21.42,0.03
"195","SJB02",1,0.85,36.125,18,4,"grainsize ","Y",1.7,20.2682991638999,34.4561085786298,6.8,0.90192425325924,0.896395480340345,0.00650646141172836,0.00586833535013316,"Seagrass",0.87,0.97,16.27,65.64,14.84,0.02
"196","SJB06",1,0.857142857,30.857142852,9,9,"grainsize ","N",1.714285714,20.2682991638999,34.7456557037518,15.428571426,1.76234118366021,1.76234118366021,0,0,"Seagrass",0,0.2,2.19,30.93,66.33,0
"197","SJB06",1,0.857142857,30.857142852,14,4,"grainsize ","Y",1.714285714,20.2682991638999,34.7456557037518,6.857142856,1.59097299735319,1.5837807313004,0.00433434516293592,0.00689582611543948,"Seagrass",0,0,1.78,21.02,76.36,0.02
"198","SJB06",1,0.857142857,30.857142852,4,14,"grainsize ","N",1.714285714,20.2682991638999,34.7456557037518,23.999999996,1.67043329085118,1.67043329085118,0,0,"Seagrass",0,0.7,2.42,38.42,53.69,0.01
"199","SJB07",1,0.827027027,25.3070270262,6,9,"grainsize","N",1.654054054,20.2682991638999,33.5248623997335,14.886486486,1.76279023297259,1.76279023297259,0,0,"Seagrass",5.35,2.42,3.72,51.65,36.75,0.02
"200","SJB07",1,0.827027027,25.3070270262,11,4,"grain size","Y",1.654054054,20.2682991638999,33.5248623997335,6.616216216,1.6619068957146,1.6557771166405,0.00345148182183677,0.00573604144014411,"Seagrass",3.78,2.06,2.42,62.68,28.56,0.01
"201","SJB10",1,0.774,29.9538,6,14,"grainsize ","N",1.548,20.2682991638999,31.3753271057171,21.672,1.70490652797857,1.70490652797857,0,0,"Seagrass",NA,NA,NA,NA,NA,NA
"202","SJB10",1,0.774,29.9538,11,9,"grainsize ","N",1.548,20.2682991638999,31.3753271057171,13.932,1.50886395034185,1.50886395034185,0,0,"Seagrass",0,1.24,11.26,29.74,57.26,0.17
"203","SJB10",1,0.774,29.9538,16,4,"grainsize ","Y",1.548,20.2682991638999,31.3753271057171,6.192,1.36424394415957,1.35745198309787,0.00489444813053108,0.00667722122208013,"Seagrass",1.15,2.65,11.67,52.14,31.31,0.05
"204","SJB13",1,1,40.4,6,14,"grainsize ","Y",2,20.2682991638999,40.5365983277998,28,1.30261546795325,1.30261546795325,0,0,"Seagrass",0.17,0.26,1.4,44.19,53.7,0.01
"205","SJB13",1,1,40.4,11,9,"grainsize ","N",2,20.2682991638999,40.5365983277998,18,1.30105638301255,1.30105638301255,0,0,"Seagrass",0.37,0.5,1.96,40.7,56.21,0.01
"206","SJB13",1,1,40.4,16,4,"grainsize ","Y",2,20.2682991638999,40.5365983277998,8,1.45597811446167,1.45037083586957,0.00385121076780232,0.0056072785920993,"Seagrass",0,0.19,4,54.25,40.98,0
"207","SJB14",1,0.74,27.38,5,14,"grainsize","N",1.48,20.2682991638999,29.9970827625719,20.72,1.72672124186116,1.72672124186116,0,0,"Seagrass",0.48,1.56,3.44,25.45,68.83,0.02
"208","SJB14",1,0.74,27.38,10,9,"grainsize","N",1.48,20.2682991638999,29.9970827625719,13.32,1.60399264091222,1.60399264091222,0,0,"Seagrass",0.3,0.68,3.9,32.05,62.85,0.01
"209","SJB14",1,0.74,27.38,15,4,"grain size","Y",1.48,20.2682991638999,29.9970827625719,5.92,1.98264946197391,1.95971389835776,0.0104264574089051,0.0206720101720596,"Seagrass",0,0.46,5.64,55.7,36.92,0.03
"210","SJB16",1,0.8475,28.73025,2,14,"grainsize","N",1.695,20.2682991638999,34.3547670828103,23.73,1.19108069926267,1.19108069926267,0,0,"Seagrass",0,0.25,3.67,35.26,60.56,0.03
"211","SJB16",1,0.8475,28.73025,7,9,"grainsize","N",1.695,20.2682991638999,34.3547670828103,15.255,1.28721582927357,1.28721582927357,0,0,"Seagrass",0,0.37,3.59,32.74,62.67,0.06
"212","SJB16",1,0.8475,28.73025,12,4,"grain size","Y",1.695,20.2682991638999,34.3547670828103,6.78,1.53842987415988,1.53420338647478,0.00311811762568966,0.00479700530650545,"Seagrass",0,0,3.53,28.21,67.11,0.19
"213","SJB17",1,0.722,26.0642,10,9,"grainsize ","N",1.444,20.2682991638999,29.2674239926715,12.996,1.45551244997396,1.45551244997396,0,0,"Seagrass",0.97,0.77,4.94,37.55,55.27,0.14
"214","SJB17",1,0.722,26.0642,15,4,"grainsize ","Y",1.444,20.2682991638999,29.2674239926715,5.776,1.21211897599471,1.21004841453993,0.00197318720472663,0.00239173765403911,"Seagrass",0,0.73,2.76,27.15,68.61,0.21
"215","SJB17",1,0.722,26.0642,5,14,"grainsize ","N",1.444,20.2682991638999,29.2674239926715,20.216,1.37629468210411,1.37629468210411,0,0,"Seagrass",2.37,2.59,13.57,39.92,39.96,0.12
"216","SJB24",1,0.915254237,24.711864399,6,9,"grainsize ","N",1.830508474,20.2682991638999,37.1012933730859,16.474576266,1.07411349785743,1.07411349785743,0,0,"Seagrass",1.81,0.92,2.07,36.99,57.62,0.09
"217","SJB24",1,0.915254237,24.711864399,11,4,"grainsize ","Y",1.830508474,20.2682991638999,37.1012933730859,7.322033896,1.18974828063598,1.17923112706734,0.00898706877021921,0.0106923496173256,"Seagrass",0,0.16,2.29,68.37,27.23,0.09
"218","SJBA",1,0.928205128,33.6010256336,10,9,"grainsize ","N",1.856410256,20.2682991638999,37.62627843954,16.707692304,1.53483156971785,1.53483156971785,0,0,"Control",0,0.54,3.72,74.17,21.46,0
"219","SJBA",1,0.928205128,33.6010256336,5,14,"grainsize ","N",1.856410256,20.2682991638999,37.62627843954,25.989743584,1.42405260956377,1.42405260956377,0,0,"Control",0,0.34,2.29,48.96,48.24,0
"220","SJBA",1,0.928205128,33.6010256336,15,4,"grainsize ","Y",1.856410256,20.2682991638999,37.62627843954,7.425641024,1.35769207369488,1.35769207369488,0,0,"Control",0,0,1.53,43.54,54.6,0
"221","SJBB",1,0.847222222,25.840277771,6,9,"grainsize","N",1.694444444,20.2682991638999,34.3435069076,15.249999996,1.62195433768219,1.62195433768219,0,0,"Control",0.09,0.61,2.58,32.36,64.35,0
"222","SJBB",1,0.847222222,25.840277771,11,4,"grain size","Y",1.694444444,20.2682991638999,34.3435069076,6.777777776,1.75733946339196,1.75733946339196,0,0,"Control",0.15,0.16,1.07,20.47,78.13,0.01
"223","SJBC",1,0.7475,22.35025,11,4,"grainsize ","Y",1.495,20.2682991638999,30.3011072500304,5.98,1.93749355479217,1.93749355479217,0,0,"Control",0,0.3,2.62,75.5,21.68,0
"224","SJBC",1,0.7475,22.35025,6,9,"grainsize ","N",1.495,20.2682991638999,30.3011072500304,13.455,1.95063168854797,1.95063168854797,0,0,"Control",0.05,0.26,1.82,71.48,26.4,0
"225","SMAR03",1,0.94,44.18,4,14,"grainsize ","N",1.88,20.2682991638999,38.1044024281318,26.32,1.19080728494775,1.19080728494775,0,0,"Seagrass",0,0.11,15.95,31.48,50.2,1.97
"226","SMAR03",1,0.94,44.18,14,9,"grainsize ","N",1.88,20.2682991638999,38.1044024281318,16.92,1.23363698167578,1.23363698167578,0,0,"Seagrass",0,0.1,8.83,30.61,58.62,1.49
"227","SMAR03",1,0.94,44.18,19,4,"grainsize ","Y",1.88,20.2682991638999,38.1044024281318,7.52,1.07394939671821,1.07394939671821,0,0,"Seagrass",0.58,0.16,6.67,33.36,57.1,1.71
"228","SMAR04",1,0.656,21.5168,7,9,"grainsize ","N",1.312,20.2682991638999,26.5920085030367,11.808,1.76309736042112,1.76172852812717,0.000548157912136899,0.000966455767982519,"Seagrass",0,0.36,21.11,44.69,32.97,0.58
"229","SMAR04",1,0.656,21.5168,2,14,"grainsize ","N",1.312,20.2682991638999,26.5920085030367,18.368,1.7391540768618,1.7391540768618,0,0,"Seagrass",0,0.13,28.44,41.6,28.81,0.64
"230","SMAR04",1,0.656,21.5168,12,4,"grainsize ","Y",1.312,20.2682991638999,26.5920085030367,5.248,0.943080324193495,0.942723074006886,0.000693824167410999,0.000654331920735247,"Seagrass",0.11,1.05,21.72,42.42,32.94,1.01
"231","SMAR12",1,0.826,34.1138,11,9,"grainsize ","N",1.652,20.2682991638999,33.4832302187626,14.868,1.55670763123661,1.55525914494412,0.000930480626817795,0.00144848629248508,"Seagrass",0,0.03,21.22,46.56,31.33,0.97
"232","SMAR12",1,0.826,34.1138,16,4,"grainsize ","Y",1.652,20.2682991638999,33.4832302187626,6.608,1.35404498621506,1.34998026488707,0.00300191010591603,0.00406472132798391,"Seagrass",0.02,0.11,16.15,45.59,35.99,1.66
"233","SMAR12",1,0.826,34.1138,6,14,"grainsize ","N",1.652,20.2682991638999,33.4832302187626,23.128,1.55396596027475,1.55396596027475,0,0,"Seagrass",0,0.04,22.05,48.76,27.65,0.76
"234","SMAR14",1,0.564,15.9048,10,4,"grainsize","Y",1.128,20.2682991638999,22.8626414568791,4.512,1.95347506473544,1.93169717870512,0.010823615813137,0.0211436636012393,"Seagrass",0,0.37,31.25,48.47,18.02,0.18
"235","SMAR14",1,0.564,15.9048,5,9,"grainsize","N",1.128,20.2682991638999,22.8626414568791,10.152,1.93278191775624,1.9297201543055,0,0,"Seagrass",0,0.27,38.16,58.43,0.31,0.13
"236","SMAR23",1,0.898,40.3202,7,14,"grainsize","N",1.796,20.2682991638999,36.4018652983642,25.144,1.3753251266014,1.3753251266014,0,0,"Seagrass",0.46,0.86,25.97,44.91,27.65,0.57
"237","SMAR23",1,0.898,40.3202,2,19,"gainsize","N",1.796,20.2682991638999,36.4018652983642,34.124,1.38002818229915,1.38002818229915,0,0,"Seagrass",0,0.66,24.75,45.04,29.14,0.3
"238","SMAR23",1,0.898,40.3202,12,9,"grainsize","N",1.796,20.2682991638999,36.4018652983642,16.164,1.32002576258528,1.32002576258528,0,0,"Seagrass",0,0.34,18.48,45.04,34.81,0.86
"239","SMAR23",1,0.898,40.3202,17,4,"grainsize","Y",1.796,20.2682991638999,36.4018652983642,7.184,0.809370612151678,0.809370612151678,0,0,"Seagrass",0.24,0.54,22.41,43.13,32,1.02
"240","SMAR24",1,0.756,28.5768,9,9,"grainsize","N",1.512,20.2682991638999,30.6456683358167,13.608,1.58968632911369,1.58968632911369,0,0,"Seagrass",0,0.67,21.34,37.7,38.71,1.16
"241","SMAR24",1,0.756,28.5768,4,14,"grainsize","N",1.512,20.2682991638999,30.6456683358167,21.168,1.47248542617883,1.47248542617883,0,0,"Seagrass",0.3,1.02,22.19,37.73,37.27,1.01
"242","SMAR24",1,0.756,28.5768,14,4,"grain size","Y",1.512,20.2682991638999,30.6456683358167,6.048,1.3662452892589,1.36009433839907,0.0041892069406131,0.00572348424834331,"Seagrass",0.03,0.19,15.44,36.82,45.34,1.16
"243","SMAR25",1,0.742,27.5282,11,9,"grainsize ","N",1.484,20.2682991638999,30.0781559592275,13.356,1.48330569402187,1.48330569402187,0,0,"Seagrass",0,1.06,23.78,42,31.56,1.32
"244","SMAR25",1,0.742,27.5282,6,14,"grainsize ","N",1.484,20.2682991638999,30.0781559592275,20.776,1.43935353146935,1.43935353146935,0,0,"Seagrass",0,0.47,24.99,40.31,31.84,1.76
"245","SMAR25",1,0.742,27.5282,16,4,"grainsize ","Y",1.484,20.2682991638999,30.0781559592275,5.936,1.29427149898321,1.29288843547172,0.00106860385365265,0.00138306351148624,"Seagrass",0,0.17,15.47,37.68,36.81,1.93
