"","Site","Sediment_Depth_Factor","Quadrat","OLOI","ILOI","OM_g_per_sqm","IOM_accum_per_sqm","Shell_accum_per_sqm","Rhizome_accum_per_sqm","OC_Stock_accum_per_sqm","IOC_Stock_accum_per_sqm","Total_C_accum_g_per_sqm","Region","month","year","Epiphite_Blade_Load","Epiphite_Shoot_Load","Seagrass_Health","SAV_Cover","Thalassia.testudinum","Syringodium.filiforme","Halodule.wrightii","Mean_Seagrass_Canopy_Height_cm","Mean_Macroalgae_Canopy_Height_cm","Thalassia_testudinum_CH","Syringodium_filiforme_CH","Halodule_wrighti_CH","Seagrass_Spp","Algal_Spp","Total_Seagrass_Cover","Total_Algae_Cover","Seagrass_Biomass_g_per_sqm","Macro_Algae_Biomass_g_per_sqm","Thalassia_testudinum_g_per_sqm","Syringodium_filiforme_g_per_sqm","Halodule_wrightii_g_per_sqm","Latitude","Longitude","Depth_m","Secchi_m","Temperature.Mean","Current.Velocity.Max","Salinity.Min","Chlorophyll.Mean","Nitrate.Mean","Phosphate.Mean","Light.bottom.Min","Par.Mean","Dist_To_River","Dist_To_Shore","Percent_Shell","Percent_Gravel","Percent_Coarse","Percent_Medium","Percent_Fine","Percent_Silt","Meadow.Structure","Cover_Level","TH_PA","SY_PA","HA_PA","Factor"
"89","SJB17","shallow",3,2.93433333333333,1.31275,533.786608297968,257.560215476686,256.492497205985,158.375400621546,193.157226862084,30.9072258572024,224.064452719286,"Saint Joe Bay",7,2019,50,25,80,100,99,0,0,8,1.5,48,0,0,99,1,99,1,86.8186666666667,8.496,86.8186666666667,0,0,29.7482,-85.31043,0.8,0.8,24.0061054229736,0.174691691994667,29.6298427581787,0.203239679336548,6.49149179458618,0.00155398179776967,14.1360054016113,39.8802070617676,10.360844,0.56425017118454,0.09,0.51,4.69,19.36,73.98,0.24,"Continuous","high",1,0,0,"Seagrass"
"90","SJB17","shallow",3,2.93433333333333,1.31275,533.786608297968,257.560215476686,256.492497205985,158.375400621546,193.157226862084,30.9072258572024,224.064452719286,"Saint Joe Bay",7,2019,50,25,80,100,99,0,0,8,1.5,48,0,0,99,1,99,1,86.8186666666667,8.496,86.8186666666667,0,0,29.7482,-85.31043,0.8,0.8,24.0061054229736,0.174691691994667,29.6298427581787,0.203239679336548,6.49149179458618,0.00155398179776967,14.1360054016113,39.8802070617676,10.360844,0.56425017118454,0.09,0.51,4.69,19.36,73.98,0.24,"Continuous","high",1,0,0,"Seagrass"
"91","SJB17","deep",1,4.41966666666667,2.873,709.642179824252,466.452393968293,559.198377147852,0,283.623298755567,55.9742872761952,339.597586031763,"Saint Joe Bay",7,2019,30,80,80,100,100,0,0,6,0,36,0,0,100,0,100,0,153.0344,0.188800000000001,153.0344,0,0,29.7482,-85.31043,0.8,0.8,24.0061054229736,0.174691691994667,29.6298427581787,0.203239679336548,6.49149179458618,0.00155398179776967,14.1360054016113,39.8802070617676,10.360844,0.56425017118454,1.67,1.68,9.255,38.735,47.615,0.13,"Continuous","high",1,0,0,"Seagrass"
"92","SJB17","deep",1,4.41966666666667,2.873,709.642179824252,466.452393968293,559.198377147852,0,283.623298755567,55.9742872761952,339.597586031763,"Saint Joe Bay",7,2019,30,80,80,100,100,0,0,6,0,36,0,0,100,0,100,0,153.0344,0.188800000000001,153.0344,0,0,29.7482,-85.31043,0.8,0.8,24.0061054229736,0.174691691994667,29.6298427581787,0.203239679336548,6.49149179458618,0.00155398179776967,14.1360054016113,39.8802070617676,10.360844,0.56425017118454,1.67,1.68,9.255,38.735,47.615,0.13,"Continuous","high",1,0,0,"Seagrass"
"93","SJB17","deep",2,4.56875,2.52575,751.463893286513,432.077695774199,310.731549256853,0,302.526797540627,51.8493234929039,354.376121033531,"Saint Joe Bay",7,2019,25,75,95,100,100,0,0,6.16666666666667,0,37,0,0,100,0,100,0,86.2528,3.7104,86.208,0,0.0447999999999951,29.7482,-85.31043,0.8,0.8,24.0061054229736,0.174691691994667,29.6298427581787,0.203239679336548,6.49149179458618,0.00155398179776967,14.1360054016113,39.8802070617676,10.360844,0.56425017118454,0.485,0.865,7.34,21.77,68.445,0.34,"Continuous","high",1,0,0,"Seagrass"
"94","SJB17","deep",2,4.56875,2.52575,751.463893286513,432.077695774199,310.731549256853,0,302.526797540627,51.8493234929039,354.376121033531,"Saint Joe Bay",7,2019,25,75,95,100,100,0,0,6.16666666666667,0,37,0,0,100,0,100,0,86.2528,3.7104,86.208,0,0.0447999999999951,29.7482,-85.31043,0.8,0.8,24.0061054229736,0.174691691994667,29.6298427581787,0.203239679336548,6.49149179458618,0.00155398179776967,14.1360054016113,39.8802070617676,10.360844,0.56425017118454,0.485,0.865,7.34,21.77,68.445,0.34,"Continuous","high",1,0,0,"Seagrass"
"95","SJB17","deep",3,3.77466666666667,3.28266666666667,733.219228041391,639.730705989759,1552.72032179461,0,284.434849341385,76.7676847187711,361.202534060157,"Saint Joe Bay",7,2019,50,25,80,100,99,0,0,8,1.5,48,0,0,99,1,99,1,86.8186666666667,8.496,86.8186666666667,0,0,29.7482,-85.31043,0.8,0.8,24.0061054229736,0.174691691994667,29.6298427581787,0.203239679336548,6.49149179458618,0.00155398179776967,14.1360054016113,39.8802070617676,10.360844,0.56425017118454,1.765,1.405,8.395,22.175,65.2,0.5,"Continuous","high",1,0,0,"Seagrass"
"96","SJB17","deep",3,3.77466666666667,3.28266666666667,733.219228041391,639.730705989759,1552.72032179461,0,284.434849341385,76.7676847187711,361.202534060157,"Saint Joe Bay",7,2019,50,25,80,100,99,0,0,8,1.5,48,0,0,99,1,99,1,86.8186666666667,8.496,86.8186666666667,0,0,29.7482,-85.31043,0.8,0.8,24.0061054229736,0.174691691994667,29.6298427581787,0.203239679336548,6.49149179458618,0.00155398179776967,14.1360054016113,39.8802070617676,10.360844,0.56425017118454,1.765,1.405,8.395,22.175,65.2,0.5,"Continuous","high",1,0,0,"Seagrass"
"97","SJB24","shallow",1,3.57666666666667,0.866,812.961817865869,183.786922780776,189.836682178038,265.981864408335,312.09429744414,22.0544307336931,334.148728177834,"Saint Joe Bay",7,2019,90,30,90,90,100,0,0,4.83333333333333,0,29,0,0,100,0,90,0,126.4416,0,126.4416,0,0,29.82092,-85.40592,0.8,0.8,23.861930847168,0.165825694799423,33.0433578491211,0.229298710823059,6.31046199798584,0.00175884598866105,9.51949501037598,39.787841796875,8.557037996,0.122561194002628,0.905,0.54,2.18,52.68,42.425,0.09,"Fragmented","high",1,0,0,"Seagrass"
"98","SJB24","shallow",1,3.57666666666667,0.866,812.961817865869,183.786922780776,189.836682178038,265.981864408335,312.09429744414,22.0544307336931,334.148728177834,"Saint Joe Bay",7,2019,90,30,90,90,100,0,0,4.83333333333333,0,29,0,0,100,0,90,0,126.4416,0,126.4416,0,0,29.82092,-85.40592,0.8,0.8,23.861930847168,0.165825694799423,33.0433578491211,0.229298710823059,6.31046199798584,0.00175884598866105,9.51949501037598,39.787841796875,8.557037996,0.122561194002628,0.905,0.54,2.18,52.68,42.425,0.09,"Fragmented","high",1,0,0,"Seagrass"
"99","SJB24","shallow",2,1.47133333333333,0.522666666666667,324.89142840339,115.6277749002,145.251457766303,278.217720904953,73.7019816344851,13.875332988024,87.5773146225091,"Saint Joe Bay",7,2019,70,70,60,80,100,0,0,5,0,30,0,0,100,0,80,0,138.2336,0,138.2336,0,0,29.82092,-85.40592,0.8,0.8,23.861930847168,0.165825694799423,33.0433578491211,0.229298710823059,6.31046199798584,0.00175884598866105,9.51949501037598,39.787841796875,8.557037996,0.122561194002628,0,0.07,2.31,38.94,54.73,0.02,"Fragmented","high",1,0,0,"Seagrass"
"100","SJB24","shallow",2,1.47133333333333,0.522666666666667,324.89142840339,115.6277749002,145.251457766303,278.217720904953,73.7019816344851,13.875332988024,87.5773146225091,"Saint Joe Bay",7,2019,70,70,60,80,100,0,0,5,0,30,0,0,100,0,80,0,138.2336,0,138.2336,0,0,29.82092,-85.40592,0.8,0.8,23.861930847168,0.165825694799423,33.0433578491211,0.229298710823059,6.31046199798584,0.00175884598866105,9.51949501037598,39.787841796875,8.557037996,0.122561194002628,0,0.07,2.31,38.94,54.73,0.02,"Fragmented","high",1,0,0,"Seagrass"
"101","SJB24","shallow",3,1.30433333333333,0.883166666666667,283.766287121121,193.789817696979,1368.69731605683,147.323659269762,59.5260820152535,23.2547781236375,82.780860138891,"Saint Joe Bay",7,2019,30,60,50,60,100,0,0,5.16666666666667,0,31,0,0,100,0,60,0,80.3248,0,80.3248,0,0,29.82092,-85.40592,0.8,0.8,23.861930847168,0.165825694799423,33.0433578491211,0.229298710823059,6.31046199798584,0.00175884598866105,9.51949501037598,39.787841796875,8.557037996,0.122561194002628,0.07,0.525,2.84,55.435,39.395,0.015,"Fragmented","high",1,0,0,"Seagrass"
"102","SJB24","shallow",3,1.30433333333333,0.883166666666667,283.766287121121,193.789817696979,1368.69731605683,147.323659269762,59.5260820152535,23.2547781236375,82.780860138891,"Saint Joe Bay",7,2019,30,60,50,60,100,0,0,5.16666666666667,0,31,0,0,100,0,60,0,80.3248,0,80.3248,0,0,29.82092,-85.40592,0.8,0.8,23.861930847168,0.165825694799423,33.0433578491211,0.229298710823059,6.31046199798584,0.00175884598866105,9.51949501037598,39.787841796875,8.557037996,0.122561194002628,0.07,0.525,2.84,55.435,39.395,0.015,"Fragmented","high",1,0,0,"Seagrass"
"103","SJB24","deep",1,2.801,0.651,646.82684491605,142.811193805324,226.042647335705,0,230.574053542872,17.1373432566389,247.711396799511,"Saint Joe Bay",7,2019,90,30,90,90,100,0,0,4.83333333333333,0,29,0,0,100,0,90,0,126.4416,0,126.4416,0,0,29.82092,-85.40592,0.8,0.8,23.861930847168,0.165825694799423,33.0433578491211,0.229298710823059,6.31046199798584,0.00175884598866105,9.51949501037598,39.787841796875,8.557037996,0.122561194002628,NA,NA,NA,NA,NA,NA,"Fragmented","high",1,0,0,"Seagrass"
"104","SJB24","deep",1,2.801,0.651,646.82684491605,142.811193805324,226.042647335705,0,230.574053542872,17.1373432566389,247.711396799511,"Saint Joe Bay",7,2019,90,30,90,90,100,0,0,4.83333333333333,0,29,0,0,100,0,90,0,126.4416,0,126.4416,0,0,29.82092,-85.40592,0.8,0.8,23.861930847168,0.165825694799423,33.0433578491211,0.229298710823059,6.31046199798584,0.00175884598866105,9.51949501037598,39.787841796875,8.557037996,0.122561194002628,NA,NA,NA,NA,NA,NA,"Fragmented","high",1,0,0,"Seagrass"
"105","SJB24","deep",2,1.241,0.4415,321.640456719291,119.148379470403,0,0,63.9505824007977,14.2978055364484,78.2483879372461,"Saint Joe Bay",7,2019,70,70,60,80,100,0,0,5,0,30,0,0,100,0,80,0,138.2336,0,138.2336,0,0,29.82092,-85.40592,0.8,0.8,23.861930847168,0.165825694799423,33.0433578491211,0.229298710823059,6.31046199798584,0.00175884598866105,9.51949501037598,39.787841796875,8.557037996,0.122561194002628,0,0.28,2.915,44.615,52.065,0.04,"Fragmented","high",1,0,0,"Seagrass"
"106","SJB24","deep",2,1.241,0.4415,321.640456719291,119.148379470403,0,0,63.9505824007977,14.2978055364484,78.2483879372461,"Saint Joe Bay",7,2019,70,70,60,80,100,0,0,5,0,30,0,0,100,0,80,0,138.2336,0,138.2336,0,0,29.82092,-85.40592,0.8,0.8,23.861930847168,0.165825694799423,33.0433578491211,0.229298710823059,6.31046199798584,0.00175884598866105,9.51949501037598,39.787841796875,8.557037996,0.122561194002628,0,0.28,2.915,44.615,52.065,0.04,"Fragmented","high",1,0,0,"Seagrass"
"107","SJB24","deep",3,1.102,0.562,256.306656912421,129.743743110116,0,0,37.865967105023,15.5692491732139,53.4352162782369,"Saint Joe Bay",7,2019,30,60,50,60,100,0,0,5.16666666666667,0,31,0,0,100,0,60,0,80.3248,0,80.3248,0,0,29.82092,-85.40592,0.8,0.8,23.861930847168,0.165825694799423,33.0433578491211,0.229298710823059,6.31046199798584,0.00175884598866105,9.51949501037598,39.787841796875,8.557037996,0.122561194002628,0.07,0.24,1.94,43.01,54.75,0.01,"Fragmented","high",1,0,0,"Seagrass"
"108","SJB24","deep",3,1.102,0.562,256.306656912421,129.743743110116,0,0,37.865967105023,15.5692491732139,53.4352162782369,"Saint Joe Bay",7,2019,30,60,50,60,100,0,0,5.16666666666667,0,31,0,0,100,0,60,0,80.3248,0,80.3248,0,0,29.82092,-85.40592,0.8,0.8,23.861930847168,0.165825694799423,33.0433578491211,0.229298710823059,6.31046199798584,0.00175884598866105,9.51949501037598,39.787841796875,8.557037996,0.122561194002628,0.07,0.24,1.94,43.01,54.75,0.01,"Fragmented","high",1,0,0,"Seagrass"
"109","SJBA","shallow",1,1.58733333333333,0.5925,456.898064893414,162.419729452683,0,0,133.287936980674,19.490367534322,152.778304514996,"Saint Joe Bay",7,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.8035,-85.303,0.65,0.65,23.897497177124,0.168936744332314,31.8445167541504,0.224218130111694,6.71790313720703,0.00158684002235532,10.5860967636108,39.7610321044922,4.508344301,0.161126255989075,0,0.27,2.625,58.855,38.03,0,"Fragmented","none",0,0,0,"Control"
"110","SJBA","shallow",1,1.58733333333333,0.5925,456.898064893414,162.419729452683,0,0,133.287936980674,19.490367534322,152.778304514996,"Saint Joe Bay",7,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.8035,-85.303,0.65,0.65,23.897497177124,0.168936744332314,31.8445167541504,0.224218130111694,6.71790313720703,0.00158684002235532,10.5860967636108,39.7610321044922,4.508344301,0.161126255989075,0,0.27,2.625,58.855,38.03,0,"Fragmented","none",0,0,0,"Control"
"111","SJBA","shallow",2,0.7835,1.01133333333333,267.985568139875,294.492643498731,0,0,56.7545968914934,35.3391172198477,92.0937141113411,"Saint Joe Bay",7,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.8035,-85.303,0.65,0.65,23.897497177124,0.168936744332314,31.8445167541504,0.224218130111694,6.71790313720703,0.00158684002235532,10.5860967636108,39.7610321044922,4.508344301,0.161126255989075,0,0.01,0.92,36.17,63.06,0,"Fragmented","none",0,0,0,"Control"
"112","SJBA","shallow",2,0.7835,1.01133333333333,267.985568139875,294.492643498731,0,0,56.7545968914934,35.3391172198477,92.0937141113411,"Saint Joe Bay",7,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.8035,-85.303,0.65,0.65,23.897497177124,0.168936744332314,31.8445167541504,0.224218130111694,6.71790313720703,0.00158684002235532,10.5860967636108,39.7610321044922,4.508344301,0.161126255989075,0,0.01,0.92,36.17,63.06,0,"Fragmented","none",0,0,0,"Control"
"113","SJBA","shallow",3,0.485833333333333,0.4135,145.913411024352,122.785504260066,0,0,4.04583111678762,14.734260511208,18.7800916279956,"Saint Joe Bay",7,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.8035,-85.303,0.65,0.65,23.897497177124,0.168936744332314,31.8445167541504,0.224218130111694,6.71790313720703,0.00158684002235532,10.5860967636108,39.7610321044922,4.508344301,0.161126255989075,0,0.06,1.89,37.87,60.13,0.01,"Fragmented","none",0,0,0,"Control"
"114","SJBA","shallow",3,0.485833333333333,0.4135,145.913411024352,122.785504260066,0,0,4.04583111678762,14.734260511208,18.7800916279956,"Saint Joe Bay",7,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.8035,-85.303,0.65,0.65,23.897497177124,0.168936744332314,31.8445167541504,0.224218130111694,6.71790313720703,0.00158684002235532,10.5860967636108,39.7610321044922,4.508344301,0.161126255989075,0,0.06,1.89,37.87,60.13,0.01,"Fragmented","none",0,0,0,"Control"
"115","SJBA","deep",1,1.08166666666667,0.471,270.327731450313,134.628135852337,0,0,57.9637088777448,16.1553763022805,74.1190851800253,"Saint Joe Bay",7,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.8035,-85.303,0.65,0.65,23.897497177124,0.168936744332314,31.8445167541504,0.224218130111694,6.71790313720703,0.00158684002235532,10.5860967636108,39.7610321044922,4.508344301,0.161126255989075,0,0.34,2.29,48.96,48.24,0,"Fragmented","none",0,0,0,"Control"
"116","SJBA","deep",1,1.08166666666667,0.471,270.327731450313,134.628135852337,0,0,57.9637088777448,16.1553763022805,74.1190851800253,"Saint Joe Bay",7,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.8035,-85.303,0.65,0.65,23.897497177124,0.168936744332314,31.8445167541504,0.224218130111694,6.71790313720703,0.00158684002235532,10.5860967636108,39.7610321044922,4.508344301,0.161126255989075,0,0.34,2.29,48.96,48.24,0,"Fragmented","none",0,0,0,"Control"
"117","SJBA","deep",2,0.5285,1.051,132.25628743306,290.560641145916,75.2159807624758,0,0.26552055288316,34.86727693751,35.1327974903931,"Saint Joe Bay",7,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.8035,-85.303,0.65,0.65,23.897497177124,0.168936744332314,31.8445167541504,0.224218130111694,6.71790313720703,0.00158684002235532,10.5860967636108,39.7610321044922,4.508344301,0.161126255989075,0.07,0.07,1.66,28.95,68.73,0.07,"Fragmented","none",0,0,0,"Control"
"118","SJBA","deep",2,0.5285,1.051,132.25628743306,290.560641145916,75.2159807624758,0,0.26552055288316,34.86727693751,35.1327974903931,"Saint Joe Bay",7,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.8035,-85.303,0.65,0.65,23.897497177124,0.168936744332314,31.8445167541504,0.224218130111694,6.71790313720703,0.00158684002235532,10.5860967636108,39.7610321044922,4.508344301,0.161126255989075,0.07,0.07,1.66,28.95,68.73,0.07,"Fragmented","none",0,0,0,"Control"
"119","SJBA","deep",3,0.322,0.49,96.6487115746262,137.745894582642,0,0,0.275491789165283,16.529507349917,16.8049991390823,"Saint Joe Bay",7,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.8035,-85.303,0.65,0.65,23.897497177124,0.168936744332314,31.8445167541504,0.224218130111694,6.71790313720703,0.00158684002235532,10.5860967636108,39.7610321044922,4.508344301,0.161126255989075,0,0.02,0.95,32.16,66.91,0,"Fragmented","none",0,0,0,"Control"
"120","SJBA","deep",3,0.322,0.49,96.6487115746262,137.745894582642,0,0,0.275491789165283,16.529507349917,16.8049991390823,"Saint Joe Bay",7,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.8035,-85.303,0.65,0.65,23.897497177124,0.168936744332314,31.8445167541504,0.224218130111694,6.71790313720703,0.00158684002235532,10.5860967636108,39.7610321044922,4.508344301,0.161126255989075,0,0.02,0.95,32.16,66.91,0,"Fragmented","none",0,0,0,"Control"
"121","SJBB","shallow",1,0.717333333333333,0.963166666666667,216.268599117285,286.396338426147,386.440911329677,0,12.2973550084855,34.3675606111376,46.6649156196231,"Saint Joe Bay",7,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.7986,-85.303,0.5,0.5,23.8968658447266,0.168823584914207,31.8869075775146,0.224317997694016,6.71570014953613,0.00158714933786541,10.5671377182007,39.7611236572266,5.016229157,0.241701394319534,0.15,0.16,1.07,20.47,78.13,0.01,"Fragmented","none",0,0,0,"Control"
"122","SJBB","shallow",1,0.717333333333333,0.963166666666667,216.268599117285,286.396338426147,386.440911329677,0,12.2973550084855,34.3675606111376,46.6649156196231,"Saint Joe Bay",7,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.7986,-85.303,0.5,0.5,23.8968658447266,0.168823584914207,31.8869075775146,0.224317997694016,6.71570014953613,0.00158714933786541,10.5671377182007,39.7611236572266,5.016229157,0.241701394319534,0.15,0.16,1.07,20.47,78.13,0.01,"Fragmented","none",0,0,0,"Control"
"123","SJBB","shallow",2,0.3875,0.694833333333333,109.199838728556,202.866553663442,53.8690160681075,0,0.284662925422459,24.3439864396131,24.6286493650355,"Saint Joe Bay",7,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.7986,-85.303,0.5,0.5,23.8968658447266,0.168823584914207,31.8869075775146,0.224317997694016,6.71570014953613,0.00158714933786541,10.5671377182007,39.7611236572266,5.016229157,0.241701394319534,0.16,0.49,2.52,52.54,44.14,0,"Fragmented","none",0,0,0,"Control"
"124","SJBB","shallow",2,0.3875,0.694833333333333,109.199838728556,202.866553663442,53.8690160681075,0,0.284662925422459,24.3439864396131,24.6286493650355,"Saint Joe Bay",7,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.7986,-85.303,0.5,0.5,23.8968658447266,0.168823584914207,31.8869075775146,0.224317997694016,6.71570014953613,0.00158714933786541,10.5671377182007,39.7611236572266,5.016229157,0.241701394319534,0.16,0.49,2.52,52.54,44.14,0,"Fragmented","none",0,0,0,"Control"
"125","SJBB","shallow",3,0.911666666666667,0.8255,258.131674379396,236.928694797431,182.312617195239,0,36.7208136870849,28.4314433756917,65.1522570627766,"Saint Joe Bay",7,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.7986,-85.303,0.5,0.5,23.8968658447266,0.168823584914207,31.8869075775146,0.224317997694016,6.71570014953613,0.00158714933786541,10.5671377182007,39.7611236572266,5.016229157,0.241701394319534,0.575,0.925,2.55,52.49,43.395,0.005,"Fragmented","none",0,0,0,"Control"
"126","SJBB","shallow",3,0.911666666666667,0.8255,258.131674379396,236.928694797431,182.312617195239,0,36.7208136870849,28.4314433756917,65.1522570627766,"Saint Joe Bay",7,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.7986,-85.303,0.5,0.5,23.8968658447266,0.168823584914207,31.8869075775146,0.224317997694016,6.71570014953613,0.00158714933786541,10.5671377182007,39.7611236572266,5.016229157,0.241701394319534,0.575,0.925,2.55,52.49,43.395,0.005,"Fragmented","none",0,0,0,"Control"
"127","SJBB","deep",1,0.4375,0.842,127.63404462707,240.330970083369,153.984306959454,0,0.28514232759568,28.8397164100043,29.1248587376,"Saint Joe Bay",7,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.7986,-85.303,0.5,0.5,23.8968658447266,0.168823584914207,31.8869075775146,0.224317997694016,6.71570014953613,0.00158714933786541,10.5671377182007,39.7611236572266,5.016229157,0.241701394319534,0.09,0.61,2.58,32.36,64.35,0,"Fragmented","none",0,0,0,"Control"
"128","SJBB","deep",1,0.4375,0.842,127.63404462707,240.330970083369,153.984306959454,0,0.28514232759568,28.8397164100043,29.1248587376,"Saint Joe Bay",7,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.7986,-85.303,0.5,0.5,23.8968658447266,0.168823584914207,31.8869075775146,0.224317997694016,6.71570014953613,0.00158714933786541,10.5671377182007,39.7611236572266,5.016229157,0.241701394319534,0.09,0.61,2.58,32.36,64.35,0,"Fragmented","none",0,0,0,"Control"
"129","SJBB","deep",2,0.426333333333333,0.949,106.073034674229,229.717351335174,935.549640680923,0,0.246378180343861,27.5660821602208,27.8124603405647,"Saint Joe Bay",7,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.7986,-85.303,0.5,0.5,23.8968658447266,0.168823584914207,31.8869075775146,0.224317997694016,6.71570014953613,0.00158714933786541,10.5671377182007,39.7611236572266,5.016229157,0.241701394319534,0.785,0.76,3.35,46.705,48.305,0.005,"Fragmented","none",0,0,0,"Control"
"130","SJBB","deep",2,0.426333333333333,0.949,106.073034674229,229.717351335174,935.549640680923,0,0.246378180343861,27.5660821602208,27.8124603405647,"Saint Joe Bay",7,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.7986,-85.303,0.5,0.5,23.8968658447266,0.168823584914207,31.8869075775146,0.224317997694016,6.71570014953613,0.00158714933786541,10.5671377182007,39.7611236572266,5.016229157,0.241701394319534,0.785,0.76,3.35,46.705,48.305,0.005,"Fragmented","none",0,0,0,"Control"
"131","SJBB","deep",3,0.448666666666667,2.10233333333333,121.750061350084,544.752172380878,111.093025046578,0,0.261209222532907,65.3702606857053,65.6314699082382,"Saint Joe Bay",7,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.7986,-85.303,0.5,0.5,23.8968658447266,0.168823584914207,31.8869075775146,0.224317997694016,6.71570014953613,0.00158714933786541,10.5671377182007,39.7611236572266,5.016229157,0.241701394319534,0,0.86,3.72,41.23,53.98,0,"Fragmented","none",0,0,0,"Control"
"132","SJBB","deep",3,0.448666666666667,2.10233333333333,121.750061350084,544.752172380878,111.093025046578,0,0.261209222532907,65.3702606857053,65.6314699082382,"Saint Joe Bay",7,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.7986,-85.303,0.5,0.5,23.8968658447266,0.168823584914207,31.8869075775146,0.224317997694016,6.71570014953613,0.00158714933786541,10.5671377182007,39.7611236572266,5.016229157,0.241701394319534,0,0.86,3.72,41.23,53.98,0,"Fragmented","none",0,0,0,"Control"
"133","SJBC","shallow",1,0.626166666666667,0.408166666666667,184.660372160528,119.35864213883,14.4478493713425,0,16.1706829762228,14.3230370566595,30.4937200328823,"Saint Joe Bay",8,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.8256,-85.4084,1.05,1.05,23.8636779785156,0.166032731533051,32.943058013916,0.229350090026855,6.31030941009521,0.00176790961995721,9.55621910095215,39.7932815551758,8.671026981,0.122559040784836,0,0.3,2.62,75.5,21.68,0,"Bare","none",0,0,0,"Control"
"134","SJBC","shallow",1,0.626166666666667,0.408166666666667,184.660372160528,119.35864213883,14.4478493713425,0,16.1706829762228,14.3230370566595,30.4937200328823,"Saint Joe Bay",8,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.8256,-85.4084,1.05,1.05,23.8636779785156,0.166032731533051,32.943058013916,0.229350090026855,6.31030941009521,0.00176790961995721,9.55621910095215,39.7932815551758,8.671026981,0.122559040784836,0,0.3,2.62,75.5,21.68,0,"Bare","none",0,0,0,"Control"
"135","SJBC","shallow",2,0.755333333333333,0.482,217.561751531706,143.316827418212,4.04572674484947,0,21.0976583984887,17.1980192901854,38.2956776886741,"Saint Joe Bay",8,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.8256,-85.4084,1.05,1.05,23.8636779785156,0.166032731533051,32.943058013916,0.229350090026855,6.31030941009521,0.00176790961995721,9.55621910095215,39.7932815551758,8.671026981,0.122559040784836,0,0.77,2.37,63.61,33.18,0,"Bare","none",0,0,0,"Control"
"136","SJBC","shallow",2,0.755333333333333,0.482,217.561751531706,143.316827418212,4.04572674484947,0,21.0976583984887,17.1980192901854,38.2956776886741,"Saint Joe Bay",8,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.8256,-85.4084,1.05,1.05,23.8636779785156,0.166032731533051,32.943058013916,0.229350090026855,6.31030941009521,0.00176790961995721,9.55621910095215,39.7932815551758,8.671026981,0.122559040784836,0,0.77,2.37,63.61,33.18,0,"Bare","none",0,0,0,"Control"
