"","Site","Quadrat","Compaction_Ratio","Core_Length_Corrected_cm","Bagged_Slice_Number","Slice_Number","Analysis","Rhyzome_Removed","Slice_Height_Corrected_cm","Slice_Volume","Sample_Density_g_per_ml","Sediment_Density_g_per_ml","Rhizome_Density_g_per_ml","Factor","Percent_Shell","Percent_Gravel","Percent_Coarse","Percent_Medium","Percent_Fine","Percent_Silt","Percent_Sands"
"136","SJB24",2,0.826666667,37.499999984879,12,4,"grainsize","Y",2.41935483773413,49.0362076348239,0.671014370545096,0.64564944001738,0.0254974856398169,"Seagrass",0,0.07,2.31,38.94,54.73,0.02,95.98
"137","SJBA",2,0.726315789,38.0000000247826,10,4,"grain size","Y",2.75362319020164,55.8112586036593,1.00103458330425,1.00103458330425,0,"Control",0,0.01,0.92,36.17,63.06,0,100.15
"138","SJBA",2,0.726315789,38.0000000247826,5,9,"grainsize","N",2.75362319020164,55.8112586036593,0.956948496346905,0.956948496346905,0,"Control",0.07,0.07,1.66,28.95,68.73,0.07,99.34
"139","SJBB",2,0.805,40,13,4,"grainsize ","",2.48447204968944,50.3560227674532,1.11941525366919,1.11941525366919,0,"Control",0.16,0.49,2.52,52.54,44.14,0,99.2
"140","SJBB",2,0.805,40,8,9,"grainsize ","",2.48447204968944,50.3560227674532,1.02579785219627,1.02579785219627,0,"Control",0.17,0.17,3.08,48.27,48.25,0,99.6
"141","SJBB",2,0.805,40,3,14,"grainsize ","",2.48447204968944,50.3560227674532,1.0247969788701,1.0247969788701,0,"Control",1.4,1.35,3.62,45.14,48.36,0.01,97.12
"142","SJBC",2,0.816666667,29.9999999877551,2,9,"grainsize","N",2.44897959083715,49.6366509933726,1.11587302711852,1.11587302711852,0,"Control",0,0.5,2.58,61.25,35.64,0,99.47
"143","SJBC",2,0.816666667,29.9999999877551,7,4,"grain size","Y",2.44897959083715,49.6366509933726,1.18878286143597,1.18878286143597,0,"Control",0,0.77,2.37,63.61,33.18,0,99.16
"144","SMAR03",2,0.822,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA
"145","SMAR04",2,0.762962963,26.9999999986893,6,4,"grain size","Y",2.62135922317372,53.1304929513332,0.559066900192475,0.558423202042877,0.000643698149597948,"Seagrass",0.85,0.92,23.46,49.23,23.49,0.75,96.18
"146","SMAR12",2,0.472,50,2,NA,"grainsize ","",4.23728813559322,85.8826235758471,0.611621976750748,0.611538141398494,8.38353522542466e-05,"Seagrass",0,0,16.07,48.47,33.95,0.92,98.49
"147","SMAR12",2,0.472,50,7,NA,"grainsize ","",4.23728813559322,85.8826235758471,0.436156913242395,0.433294867466826,0.00286204577556858,"Seagrass",0.49,0.26,17.15,41.64,37.26,2.73,96.05
"148","SMAR14",2,0.91,50,4,19,"grainsize","N",2.1978021978022,44.5457124481317,1.0891149188935,1.0891149188935,0,"Seagrass",0,0.21,37.35,42.47,19.39,0.29,99.21
"149","SMAR14",2,0.91,50,9,14,"grainsize","N",2.1978021978022,44.5457124481317,0.958020371762848,0.958020371762848,0,"Seagrass",0,0.65,33.78,45.07,19.86,0.36,98.71
"150","SMAR14",2,0.91,50,14,9,"grainsize","N",2.1978021978022,44.5457124481317,1.15084701046577,1.15084701046577,0,"Seagrass",0,0.55,27.78,48.77,22.11,0.41,98.66
"151","SMAR14",2,0.91,50,19,4,"grainsize","Y",2.1978021978022,44.5457124481317,0.920616098524652,0.918562028784348,0.0016275415975088,"Seagrass",0,0.25,21.74,46.75,30.09,0.63,98.58
"152","SMAR23",2,0.85,50,6,14,"grainsize","N",2.35294117647059,47.6901156797645,1.0264768558901,1.0264768558901,0,"Seagrass",0.19,0.46,22.88,49.03,27.05,0.21,98.96
"153","SMAR23",2,0.85,50,11,9,"grainsize","N",2.35294117647059,47.6901156797645,1.07075647169519,1.07075647169519,0,"Seagrass",0.07,0.95,24.57,58.43,15.69,0.13,98.69
"154","SMAR23",2,0.85,50,16,4,"grainsize","Y",2.35294117647059,47.6901156797645,0.853835211334532,0.852296108336903,0.00168378706688842,"Seagrass",2.03,2.46,17.96,48.89,28.06,0.2,94.91
"155","SMAR24",2,0.996875,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA
"156","SMAR25",2,0.75,50,3,14,"grainsize","N",2.66666666666667,54.0487977703998,0.97179034810586,0.97179034810586,0,"Seagrass",0,0.32,36.89,40.13,21.95,0.48,98.97
"157","SMAR25",2,0.75,50,8,9,"grainsize","N",2.66666666666667,54.0487977703998,0.926318476364321,0.926318476364321,0,"Seagrass",0.05,0.74,29.15,45.68,23.72,0.33,98.55
"158","SMAR25",2,0.75,50,13,4,"grainsize","Y",2.66666666666667,54.0487977703998,0.866690878102274,0.866690878102274,0,"Seagrass",0.47,1.02,27,46.41,24.09,0.67,97.5
"159","SMARA",2,0.584,50,5,NA,"grainsize ","",3.42465753424658,69.4119834380134,0.69666933006149,0.69666933006149,0,"Control",0,0.09,13.11,29.32,53.95,2.5,96.38
"160","SMARA",2,0.584,50,10,NA,"grainsize ","",3.42465753424658,69.4119834380134,0.752231782090311,0.752231782090311,0,"Control",0,0.19,5.89,26.92,64.86,1.66,97.67
"161","SMARB",2,0.87,50,6,14,"grainsize","N",2.29885057471264,46.5937911813791,0.911084909033228,0.911084909033228,0,"Control",0.22,1.1,22.63,40.36,34.86,0.43,97.85
"162","SMARB",2,0.87,50,11,9,"grainsize","N",2.29885057471264,46.5937911813791,1.00767503157725,1.00767503157725,0,"Control",0,1.39,29.87,40.51,27.76,0.25,98.14
"163","SMARB",2,0.87,50,16,4,"grainsize","Y",2.29885057471264,46.5937911813791,0.861949607055162,0.861949607055162,0,"Control",0,0.78,16,38.44,44.17,0.43,98.61
"164","SMARC",2,0.974193548,31.0000000123179,12,4,"grainsize ","",2.05298013326608,41.6104155185801,1.12934464639068,1.12934464639068,0,"Control",0.4,1.29,36.35,52.92,8.3,0.12,97.57
"165","SMARC",2,0.974193548,31.0000000123179,7,9,"grainsize ","",2.05298013326608,41.6104155185801,1.1586546156568,1.1586546156568,0,"Control",0.14,2.02,37.17,48.81,11.38,0.14,97.36
"166","SMARC",2,0.974193548,31.0000000123179,2,14,"grainsize ","",2.05298013326608,41.6104155185801,1.21835120770094,1.21835120770094,0,"Control",0,1.2,41.1,42.34,14.61,0.38,98.05
"167","STCH01",2,0.803571429,27.9999999850667,8,4,"grain size","Y",2.48888888756148,50.4455445588021,0.673663061767272,0.673663061767272,0,"Seagrass",0,0.91,11.39,28.92,57.27,1.16,97.58
"168","STCH01",2,0.803571429,27.9999999850667,3,9,"grainsize","N",2.48888888756148,50.4455445588021,0.940088969497014,0.940088969497014,0,"Seagrass",0.68,0.74,9.71,42.88,45.39,0.27,97.98
"169","STCH02",2,0.4,50,7,4,"grainsize ","",5,101.3414958195,0.291686043914819,0.288493866836871,0.00306488469987865,"Seagrass",2.53,3.59,14.25,26.7,50.85,0.34,91.8
"170","STCH02",2,0.4,50,2,9,"grainsize ","",5,101.3414958195,0.233675256206781,0.233675256206781,0,"Seagrass",0.26,2.48,22.76,31.3,41.79,0.39,95.85
"171","STCH04",2,0.86,50,16,4,"grainsize ","",2.32558139534884,47.13557945093,1.05084101175768,1.0498884404618,0.000167601631125044,"Seagrass",0.66,0.72,11.8,32.09,53.81,0.5,97.7
"172","STCH04",2,0.86,50,11,9,"grainsize ","",2.32558139534884,47.13557945093,1.19413828482996,1.19413828482996,0,"Seagrass",0.17,0.79,12.73,32.5,52.67,0.81,97.9
"173","STCH04",2,0.86,50,6,14,"grainsize ","",2.32558139534884,47.13557945093,0.935170427805789,0.935170427805789,0,"Seagrass",0,0.38,9.29,29.65,59.29,0.99,98.23
"174","STCH05",2,0.5,50,4,9,"grainsize","N",4,81.0731966555996,0.340520679322359,0.340520679322359,0,"Seagrass",0.3,0.77,9.27,20.67,68.18,0.42,98.12
"175","STCH05",2,0.5,50,9,4,"grainsize","Y",4,81.0731966555996,0.585758326537134,0.585758326537134,0,"Seagrass",0,0.03,4.83,24.48,69.74,0.81,99.05
"176","STCH12",2,0.887892377,22.2999999920035,7,4,"grain size","Y",2.25252525171753,45.6548556760498,0.74574762083545,0.745515443998112,0.000232176837338261,"Seagrass",0.41,1.98,14.42,26.47,54.71,1.85,95.6
"177","STCH12",2,0.887892377,22.2999999920035,2,9,"grainsize","N",2.25252525171753,45.6548556760498,0.760663887460672,0.760663887460672,0,"Seagrass",0.24,0.49,10.72,24.99,62.24,1.03,97.95
"178","STCH21",2,0.705882353,42.4999999964583,12,4,"grain size","Y",2.83333333309722,57.4268476262642,0.294665312470693,0.289383810655133,0.0047103403927101,"Seagrass",4.03,4.12,24.12,38.13,26.55,0.47,88.8
"179","STCH21",2,0.705882353,42.4999999964583,7,9,"grainsize","N",2.83333333309722,57.4268476262642,0.606178145569656,0.606178145569656,0,"Seagrass",0,0.64,15.4,44.78,38.66,0.34,98.84
"180","STCH21",2,0.705882353,42.4999999964583,2,14,"grainsize","N",2.83333333309722,57.4268476262642,0.828666415919298,0.828666415919298,0,"Seagrass",0,0.37,15.1,46.9,37.35,0.12,99.35
"181","STCHA",2,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA
"182","STCHB",2,0.4,35,3,4,"grain size","Y",5,101.3414958195,0.346788842179669,0.346788842179669,0,"Control",0.16,1.15,12.74,32.37,51.81,0.96,96.92
"183","STCHC",2,0.738709677,31.0000000175982,6,4,"grain size","Y",2.70742358232299,54.87487112992,0.497508229866522,0.497313240798125,0.00019498906839648,"Control",0,0.84,30.61,2.73,59.59,5.29,92.93
"184","SJB02",1,0.85,50,3,19,"grainsize ","",2.35294117647059,47.6901156797645,0.994849757098226,0.994849757098226,0,"Seagrass",0.61,0.41,6,57.46,34.74,0.17,98.2
"185","SJB02",1,0.85,50,8,14,"grainsize ","",2.35294117647059,47.6901156797645,0.780362963468152,0.780362963468152,0,"Seagrass",0.74,0.99,5,71.2,21.42,0.03,97.62
"186","SJB02",1,0.85,50,13,9,"grainsize ","",2.35294117647059,47.6901156797645,0.757247062315751,0.757247062315751,0,"Seagrass",1.44,0.98,16.69,66.54,13.73,0.01,96.96
"187","SJB02",1,0.85,50,18,4,"grainsize ","",2.35294117647059,47.6901156797645,0.651640272979801,0.6476457345459,0.00423987229047121,"Seagrass",0.87,0.97,16.27,65.64,14.84,0.02,96.75
"188","SJB06",1,0.857142857,42.000000007,14,4,"grainsize ","",2.33333333372222,47.2926980569819,1.16887812011476,1.16359400628182,0.00506632122598105,"Seagrass",0,0,1.78,21.02,76.36,0.02,99.16
"189","SJB06",1,0.857142857,42.000000007,9,9,"grainsize ","",2.33333333372222,47.2926980569819,1.29478127735958,1.29478127735958,0,"Seagrass",0,0.2,2.19,30.93,66.33,0,99.45
"190","SJB06",1,0.857142857,42.000000007,4,14,"grainsize ","",2.33333333372222,47.2926980569819,1.22725711123668,1.22725711123668,0,"Seagrass",0,0.7,2.42,38.42,53.69,0.01,94.53
"191","SJB07",1,0.827027027,37.0000000012092,11,4,"grain size","Y",2.4183006536738,49.0148411169153,1.13670061414873,1.13250800645446,0.00392330150660503,"Seagrass",3.78,2.06,2.42,62.68,28.56,0.01,93.66
"192","SJB07",1,0.827027027,37.0000000012092,6,9,"grainsize","N",2.4183006536738,49.0148411169153,1.20570216394326,1.20570216394326,0,"Seagrass",5.35,2.42,3.72,51.65,36.75,0.02,92.12
"193","SJB10",1,0.774,50,16,4,"grainsize ","",2.58397932816537,52.3728660565889,0.817285805091337,0.81321690422634,0.00400016298083888,"Seagrass",1.15,2.65,11.67,52.14,31.31,0.05,95.12
"194","SJB10",1,0.774,50,11,9,"grainsize ","",2.58397932816537,52.3728660565889,0.903924179914995,0.903924179914995,0,"Seagrass",0,1.24,11.26,29.74,57.26,0.17,98.26
"195","SJB10",1,0.774,50,6,14,"grainsize ","",2.58397932816537,52.3728660565889,1.02136858315529,1.02136858315529,0,"Seagrass",5.32,4.89,12.66,37.66,46.64,0.07,96.96
"196","SJB13",1,1,40.4,6,14,"grainsize ","",2,40.5365983277998,1.30261546795325,1.30261546795325,0,"Seagrass",0.17,0.26,1.4,44.19,53.7,0.01,99.29
"197","SJB13",1,1,40.4,11,9,"grainsize ","",2,40.5365983277998,1.30105638301255,1.30105638301255,0,"Seagrass",0.37,0.5,1.96,40.7,56.21,0.01,98.87
"198","SJB13",1,1,40.4,16,4,"grainsize ","",2,40.5365983277998,1.45597811446167,1.45037083586957,0.0056072785920993,"Seagrass",0,0.19,4,54.25,40.98,0,99.23
"199","SJB14",1,0.74,50,15,4,"grain size","Y",2.7027027027027,54.7791869294592,1.08569884537691,1.07313933074071,0.0113199927702199,"Seagrass",0,0.46,5.64,55.7,36.92,0.03,98.26
"200","SJB14",1,0.74,50,10,9,"grainsize","N",2.7027027027027,54.7791869294592,0.87834637016353,0.87834637016353,0,"Seagrass",0.3,0.68,3.9,32.05,62.85,0.01,98.8
"201","SJB14",1,0.74,50,5,14,"grainsize","N",2.7027027027027,54.7791869294592,0.94555255204317,0.94555255204317,0,"Seagrass",0.48,1.56,3.44,25.45,68.83,0.02,97.72
"202","SJB16",1,0.8475,40,12,4,"grain size","Y",2.3598820058997,47.8307944870794,1.10498687230205,1.10195117110668,0.00344547904268071,"Seagrass",0,0,3.53,28.21,67.11,0.19,98.85
"203","SJB16",1,0.8475,40,7,9,"grainsize","N",2.3598820058997,47.8307944870794,0.924550814474673,0.924550814474673,0,"Seagrass",0,0.37,3.59,32.74,62.67,0.06,99
"204","SJB16",1,0.8475,40,2,14,"grainsize","N",2.3598820058997,47.8307944870794,0.855501156499785,0.855501156499785,0,"Seagrass",0,0.25,3.67,35.26,60.56,0.03,99.49
"205","SJB17",1,0.722,50,5,14,"grainsize ","",2.77008310249307,56.1448730301937,0.717440397065959,0.717440397065959,0,"Seagrass",2.37,2.59,13.57,39.92,39.96,0.12,93.45
"206","SJB17",1,0.722,50,10,9,"grainsize ","",2.77008310249307,56.1448730301937,0.758735351972227,0.758735351972227,0,"Seagrass",0.97,0.77,4.94,37.55,55.27,0.14,97.76
"207","SJB17",1,0.722,50,15,4,"grainsize ","",2.77008310249307,56.1448730301937,0.631858228282427,0.630778877725033,0.00124677457124812,"Seagrass",0,0.73,2.76,27.15,68.61,0.21,98.52
"208","SJB24",1,0.915254237,29.500000009287,6,9,"grainsize ","",2.18518518587311,44.2899870757985,0.899774477960412,0.899774477960412,0,"Seagrass",1.81,0.92,2.07,36.99,57.62,0.09,96.68
"209","SJB24",1,0.915254237,29.500000009287,11,4,"grainsize ","",2.18518518587311,44.2899870757985,0.996640615958098,0.987830498237083,0.00895687775480905,"Seagrass",0,0.16,2.29,68.37,27.23,0.09,97.89
"210","SJBA",1,0.928205128,39.0000000086188,15,4,"grainsize ","",2.15469613307286,43.672025832419,1.16973964514552,1.16973964514552,0,"Control",0,0,1.53,43.54,54.6,0,99.67
"211","SJBA",1,0.928205128,39.0000000086188,10,9,"grainsize ","",2.15469613307286,43.672025832419,1.32235679246028,1.32235679246028,0,"Control",0,0.54,3.72,74.17,21.46,0,99.35
"212","SJBA",1,0.928205128,39.0000000086188,5,14,"grainsize ","",2.15469613307286,43.672025832419,1.22691354428135,1.22691354428135,0,"Control",0,0.34,2.29,48.96,48.24,0,99.49
"213","SJBB",1,0.847222222,36.0000000094426,11,4,"grain size","Y",2.36065573832411,47.84647672733,1.26139277389104,1.26139277389104,0,"Control",0.15,0.16,1.07,20.47,78.13,0.01,99.67
"214","SJBB",1,0.847222222,36.0000000094426,6,9,"grainsize","N",2.36065573832411,47.84647672733,1.16421529462758,1.16421529462758,0,"Control",0.09,0.61,2.58,32.36,64.35,0,99.29
"215","SJBC",1,0.7475,40,11,4,"grainsize ","",2.67558528428094,54.2295629803342,1.08258663307484,1.08258663307484,0,"Control",0,0.3,2.62,75.5,21.68,0,99.8
"216","SJBC",1,0.7475,40,6,9,"grainsize ","",2.67558528428094,54.2295629803342,1.08992764742423,1.08992764742423,0,"Control",0.05,0.26,1.82,71.48,26.4,0,99.7
"217","SMAR03",1,0.94,50,4,NA,"grainsize ","",2.12765957446809,43.1240407742551,1.05219731697983,1.05219731697983,0,"Seagrass",0,0.11,15.95,31.48,50.2,1.97,97.63
"218","SMAR03",1,0.94,50,14,NA,"grainsize ","",2.12765957446809,43.1240407742551,1.09004163700872,1.09004163700872,0,"Seagrass",0,0.1,8.83,30.61,58.62,1.49,98.06
"219","SMAR03",1,0.94,50,19,NA,"grainsize ","",2.12765957446809,43.1240407742551,0.948941686940209,0.948941686940209,0,"Seagrass",0.58,0.16,6.67,33.36,57.1,1.71,97.13
"220","SMAR04",1,0.656,50,2,NA,"grainsize ","",3.04878048780488,61.79359501189,0.748420608820401,0.748420608820401,0,"Seagrass",0,0.13,28.44,41.6,28.81,0.64,98.85
"221","SMAR04",1,0.656,50,7,NA,"grainsize ","",3.04878048780488,61.79359501189,0.758724265694184,0.758135207880134,0.000415900709370525,"Seagrass",0,0.36,21.11,44.69,32.97,0.58,98.77
"222","SMAR04",1,0.656,50,12,NA,"grainsize ","",3.04878048780488,61.79359501189,0.405841414392132,0.405687676775827,0.000281582581441523,"Seagrass",0.11,1.05,21.72,42.42,32.94,1.01,97.08
"223","SMAR12",1,0.826,50,6,NA,"grainsize ","",2.42130750605327,49.075784900484,1.06023367951241,1.06023367951241,0,"Seagrass",0,0.04,22.05,48.76,27.65,0.76,98.46
"224","SMAR12",1,0.826,50,11,NA,"grainsize ","",2.42130750605327,49.075784900484,1.06210425580959,1.0611159883759,0.000988267433691552,"Seagrass",0,0.03,21.22,46.56,31.33,0.97,99.11
"225","SMAR12",1,0.826,50,16,NA,"grainsize ","",2.42130750605327,49.075784900484,0.923832397014863,0.921059135206092,0.00277326180877155,"Seagrass",0.02,0.11,16.15,45.59,35.99,1.66,97.73
"226","SMAR14",1,0.564,50,5,9,"grainsize","N",3.54609929078014,71.8734012904252,0.614810196910588,0.613836262203962,0,"Seagrass",0,0.27,38.16,58.43,0.31,0.13,96.9
"227","SMAR14",1,0.564,50,10,4,"grainsize","Y",3.54609929078014,71.8734012904252,0.621392604192084,0.614465145757383,0.00672571481689983,"Seagrass",0,0.37,31.25,48.47,18.02,0.18,97.74
"228","SMAR23",1,0.898,50,2,19,"gainsize","N",2.2271714922049,45.1409780933183,1.11286024631876,1.11286024631876,0,"Seagrass",0,0.66,24.75,45.04,29.14,0.3,98.93
"229","SMAR23",1,0.898,50,7,14,"grainsize","N",2.2271714922049,45.1409780933183,1.10906768339188,1.10906768339188,0,"Seagrass",0.46,0.86,25.97,44.91,27.65,0.57,98.53
"230","SMAR23",1,0.898,50,12,9,"grainsize","N",2.2271714922049,45.1409780933183,1.06447405505182,1.06447405505182,0,"Seagrass",0,0.34,18.48,45.04,34.81,0.86,98.33
"231","SMAR23",1,0.898,50,17,4,"grainsize","Y",2.2271714922049,45.1409780933183,0.652679699121562,0.652679699121562,0,"Seagrass",0.24,0.54,22.41,43.13,32,1.02,97.54
"232","SMAR24",1,0.756,50,14,4,"grain size","Y",2.64550264550265,53.6198390579363,0.780858367641872,0.777342877791253,0.00327117729336114,"Seagrass",0.03,0.19,15.44,36.82,45.34,1.16,97.6
"233","SMAR24",1,0.756,50,4,14,"grainsize","N",2.64550264550265,53.6198390579363,0.841578430536542,0.841578430536542,0,"Seagrass",0.3,1.02,22.19,37.73,37.27,1.01,97.19
"234","SMAR24",1,0.756,50,9,9,"grainsize","N",2.64550264550265,53.6198390579363,0.908562965796321,0.908562965796321,0,"Seagrass",0,0.67,21.34,37.7,38.71,1.16,97.75
"235","SMAR25",1,0.742,50,6,NA,"grainsize ","",2.69541778975741,54.6315341345011,0.792456237699893,0.792456237699893,0,"Seagrass",0,0.47,24.99,40.31,31.84,1.76,97.14
"236","SMAR25",1,0.742,50,11,NA,"grainsize ","",2.69541778975741,54.6315341345011,0.816654716123458,0.816654716123458,0,"Seagrass",0,1.06,23.78,42,31.56,1.32,97.34
"237","SMAR25",1,0.742,50,16,NA,"grainsize ","",2.69541778975741,54.6315341345011,0.71257929356619,0.711817828587052,0.000761464979137912,"Seagrass",0,0.17,15.47,37.68,36.81,1.93,89.96
"238","SMARA",1,0.829411765,33.9999999879433,4,NA,"grainsize ","",2.41134751687541,48.873912860158,1.01159078753246,1.01159078753246,0,"Control",0,0.14,16.48,29.08,52.4,1.92,97.96
"239","SMARA",1,0.829411765,33.9999999879433,9,NA,"grainsize ","",2.41134751687541,48.873912860158,1.24068232829034,1.24068232829034,0,"Control",0,0.07,8.42,27.19,63.04,1.13,98.65
"240","SMARB",1,0.904,50,4,NA,"grainsize ","",2.21238938053097,44.841369831637,1.07449661285785,1.07449661285785,0,"Control",0,0.08,18.26,32.17,47.7,1.75,98.13
"241","SMARB",1,0.904,50,9,NA,"grainsize ","",2.21238938053097,44.841369831637,0.915480507266684,0.915480507266684,0,"Control",0,3.34,18.55,38.18,41.27,1.6,98
"242","SMARB",1,0.904,50,14,NA,"grainsize ","",2.21238938053097,44.841369831637,0.995139090700053,0.995139090700053,0,"Control",17.55,1.08,19.72,31.5,44.99,1.25,96.21
"243","SMARB",1,0.904,50,19,NA,"grainsize ","",2.21238938053097,44.841369831637,0.763210404331902,0.763210404331902,0,"Control",0.35,0,8.3,27.26,61.12,2.85,96.68
"244","SMARC",1,0.850793651,31.4999999923601,8,4,"grainsize ","",2.35074626808657,47.6456286199999,1.1409693097675,1.1409693097675,0,"Control",0.41,0.86,33.43,56.11,8.8,0.11,98.34
"245","SMARC",1,0.850793651,31.4999999923601,3,9,"grainsize ","",2.35074626808657,47.6456286199999,1.3025392212781,1.3025392212781,0,"Control",0,1.5,35.89,45.81,15.97,0.54,97.67
"246","STCH01",1,0.642857143,27.9999999937778,5,4,"grain size","Y",3.11111111041975,63.0569307181204,0.616858441364357,0.616858441364357,0,"Seagrass",0,1.24,10.51,28.41,58.59,0.78,97.51
"247","STCH02",1,0.54,50,10,4,"grain size","Y",3.7037037037037,75.0677746811108,0.45163320937674,0.450021332635834,0.00161187674090527,"Seagrass",3.24,7.47,25.36,24,38.19,0.73,87.55
"248","STCH02",1,0.54,50,5,9,"grainsize","N",3.7037037037037,75.0677746811108,0.444037406751416,0.444037406751416,0,"Seagrass",2.07,1.61,15.52,30.94,47.91,0.89,94.37
"249","STCH04",1,0.924,50,18,4,"grain size","Y",2.16450216450216,43.8707774110388,1.09268635818471,1.09268635818471,0,"Seagrass",0.13,0.11,6.86,20.18,70.62,1.28,97.66
"250","STCH04",1,0.924,50,13,9,"grainsize","N",2.16450216450216,43.8707774110388,1.31453562948463,1.31453562948463,0,"Seagrass",0.47,0.93,11.2,22.79,60.97,3.04,94.96
"251","STCH04",1,0.924,50,8,14,"grainsize","N",2.16450216450216,43.8707774110388,1.30549088436233,1.30549088436233,0,"Seagrass",0,0.29,7.1,24.03,66.34,2.06,97.47
"252","STCH04",1,0.924,50,3,19,"grainsize","N",2.16450216450216,43.8707774110388,1.27231390219119,1.27231390219119,0,"Seagrass",0.19,0.5,10.04,24.87,61.47,2.45,96.38
"253","STCH05",1,0.76,50,6,14,"grainsize","N",2.63157894736842,53.337629378684,0.767216325072633,0.767216325072633,0,"Seagrass",0,0.09,6.34,26.02,66.16,1.35,98.52
"254","STCH05",1,0.76,50,11,9,"grainsize","N",2.63157894736842,53.337629378684,0.734937050195672,0.734937050195672,0,"Seagrass",0,0.39,6.43,21.4,70.32,1.28,98.15
"255","STCH05",1,0.76,50,16,4,"grainsize","Y",2.63157894736842,53.337629378684,0.581675645532139,0.58153690670767,0.000138738824469716,"Seagrass",0.41,0.27,5.38,22.28,69.95,1.43,97.61
"256","STCH12",1,0.74,25,6,4,"grain size","Y",2.7027027027027,54.7791869294592,0.509138626608588,0.507366055574903,0.00207012930195602,"Seagrass",1.19,2.92,19.97,51.33,23.1,0.37,94.4
"257","STCH21",1,0.836363636,44.0000000191304,14,4,"grain size","Y",2.39130434886578,48.4676719347466,0.385956231303723,0.382401284405675,0.00327022102925416,"Seagrass",4.74,5.32,25.28,44.42,18.77,0.15,88.47
"258","STCH21",1,0.836363636,44.0000000191304,9,9,"grainsize","N",2.39130434886578,48.4676719347466,0.843110435653188,0.843110435653188,0,"Seagrass",0.08,0.7,16.77,42.37,39.16,0.22,98.3
"259","STCH21",1,0.836363636,44.0000000191304,4,14,"grainsize","N",2.39130434886578,48.4676719347466,1.06649644879978,1.06649644879978,0,"Seagrass",0,0.16,10.1,61.89,27.63,0.03,99.62
"260","STCHA",1,1,19,6,4,"grain size","Y",2,40.5365983277998,1.3704109938081,1.3704109938081,0,"Control",3.11,4.8,22.64,36.05,32.66,0.26,91.35
"261","STCHB",1,0.469387755,24.5000000053261,2,4,"grain size","Y",4.26086956614367,86.3605790649563,0.527863528632803,0.527863528632803,0,"Control",0.96,1.85,16.66,45.23,34.89,0.28,96.78
"262","STCHC",1,0.834782609,22.9999999916146,8,4,"grainsize","Y",2.39583333245985,48.5594667291396,0.900073722880739,0.900073722880739,0,"Control",3.5,8.63,22.2,22.97,41.13,0.97,86.3
"263","STCHC",1,0.834782609,22.9999999916146,3,9,"grainsize","N",2.39583333245985,48.5594667291396,0.69079630110251,0.69079630110251,0,"Control",0.65,0.41,10.12,20.66,64.94,2.8,95.72
