"","Reference","Date","Region","Site","month","year","Latitude","Longitude","Latitude_Actual","Longitude_Actual","Depth_m","Secchi_m","Quadrat","Epiphite_Blade_Load","Epiphite_Shoot_Load","Seagrass_Health","SAV_Cover","Mono_Mixed","Seagrass_Landscape","Cover_Level","Notes","Acanthophora spicifera","Caulerpa verticillata","Halimeda incrassata","Halodule wrightii","Halophila decipens","Halophila engelmanni","Penicillus capitatus","Ruppia maritima","Sargassum","Syringodium filiforme","Thalassia testudinum","Udotea flabellum","Mean_Seagrass_Canopy_Height_cm","Mean_Macroalgae_Canopy_Height_cm","Thalassia_testudinum_CH","Syringodium_filiforme_CH","Halodule_wrighti_CH"
"91","7/9/2019_Saint Joe Bay_SJB07_4","7/9/2019","Saint Joe Bay","SJB07",7,2019,29.80502,-85.30295,29.7991,-85.3034,0.6,0.6,4,80,60,95,80,"mixed","highly fragmented","high","Need to do one more biomass and core plus 1 quad . Took 3rd quad on 7/10/2019 8am to 8:53",0,0,0,0,0,0,0,0,0,0,100,0,6.16666666666667,0,37,0,0
"92","7/9/2019_Saint Joe Bay_SJB07_5","7/9/2019","Saint Joe Bay","SJB07",7,2019,29.80502,-85.30295,29.7991,-85.3034,0.6,0.6,5,80,55,95,55,"mixed","highly fragmented","high","Need to do one more biomass and core plus 1 quad . Took 3rd quad on 7/10/2019 8am to 8:53",0,0,0,0,0,0,0,0,0,0,100,0,5.5,0,33,0,0
"93","7/9/2019_Saint Joe Bay_SJB07_6","7/9/2019","Saint Joe Bay","SJB07",7,2019,29.80502,-85.30295,29.7991,-85.3034,0.6,0.6,6,90,75,90,60,"mixed","highly fragmented","high","Need to do one more biomass and core plus 1 quad . Took 3rd quad on 7/10/2019 8am to 8:53",0,0,0,0,0,0,0,0,0,0,100,0,5,0,30,0,0
"94","7/9/2019_Saint Joe Bay_SJB07_7","7/9/2019","Saint Joe Bay","SJB07",7,2019,29.80502,-85.30295,29.7991,-85.3034,0.6,0.6,7,30,100,100,100,"mixed","highly fragmented","high","Need to do one more biomass and core plus 1 quad . Took 3rd quad on 7/10/2019 8am to 8:53",0,0,0,100,0,0,0,0,0,0,0,0,4,0,0,0,24
"95","7/9/2019_Saint Joe Bay_SJB07_8","7/9/2019","Saint Joe Bay","SJB07",7,2019,29.80502,-85.30295,29.7991,-85.3034,0.6,0.6,8,25,100,100,100,"mixed","highly fragmented","high","Need to do one more biomass and core plus 1 quad . Took 3rd quad on 7/10/2019 8am to 8:53",0,0,0,100,0,0,0,0,0,0,0,0,3.83333333333333,0,0,0,23
"96","7/9/2019_Saint Joe Bay_SJB07_9","7/9/2019","Saint Joe Bay","SJB07",7,2019,29.80502,-85.30295,29.7991,-85.3034,0.6,0.6,9,10,100,100,100,"mixed","highly fragmented","high","Need to do one more biomass and core plus 1 quad . Took 3rd quad on 7/10/2019 8am to 8:53",0,0,0,100,0,0,0,0,0,0,0,0,3.33333333333333,0,0,0,20
"97","7/9/2019_Saint Joe Bay_SJB07_10","7/9/2019","Saint Joe Bay","SJB07",7,2019,29.80502,-85.30295,29.7991,-85.3034,0.6,0.6,10,60,90,100,100,"mixed","highly fragmented","high","Need to do one more biomass and core plus 1 quad . Took 3rd quad on 7/10/2019 8am to 8:53",0,0,0,50,0,0,0,0,0,0,50,0,11,0,36,0,30
"98","7/9/2019_Saint Joe Bay_SJB06_1","7/9/2019","Saint Joe Bay","SJB06",7,2019,29.79887,-85.30312,29.805,-85.3031,0.4,0.4,1,0,100,100,50,"mono","highly fragmented","high","",0,0,0,100,0,0,0,0,0,0,0,0,2.66666666666667,0,0,0,16
"99","7/9/2019_Saint Joe Bay_SJB06_4","7/9/2019","Saint Joe Bay","SJB06",7,2019,29.79887,-85.30312,29.805,-85.3031,0.4,0.4,4,0,100,100,95,"mono","highly fragmented","high","",0,0,0,100,0,0,0,0,0,0,0,0,2.66666666666667,0,0,0,16
"100","7/9/2019_Saint Joe Bay_SJB06_5","7/9/2019","Saint Joe Bay","SJB06",7,2019,29.79887,-85.30312,29.805,-85.3031,0.4,0.4,5,0,100,100,99,"mono","highly fragmented","high","",0,0,0,100,0,0,0,0,0,0,0,0,2.33333333333333,0,0,0,14
"101","7/9/2019_Saint Joe Bay_SJB06_6","7/9/2019","Saint Joe Bay","SJB06",7,2019,29.79887,-85.30312,29.805,-85.3031,0.4,0.4,6,0,100,100,80,"mono","highly fragmented","high","",0,0,0,100,0,0,0,0,0,0,0,0,2.5,0,0,0,15
"102","7/9/2019_Saint Joe Bay_SJB06_2","7/9/2019","Saint Joe Bay","SJB06",7,2019,29.79887,-85.30312,29.805,-85.3031,0.4,0.4,2,0,100,99,95,"mono","highly fragmented","high","",0,0,0,100,0,0,0,0,0,0,0,0,3.33333333333333,0,0,0,20
"103","7/9/2019_Saint Joe Bay_SJB06_7","7/9/2019","Saint Joe Bay","SJB06",7,2019,29.79887,-85.30312,29.805,-85.3031,0.4,0.4,7,0,100,95,100,"mono","highly fragmented","high","",0,0,0,100,0,0,0,0,0,0,0,0,3.33333333333333,0,0,0,20
"104","7/9/2019_Saint Joe Bay_SJB06_8","7/9/2019","Saint Joe Bay","SJB06",7,2019,29.79887,-85.30312,29.805,-85.3031,0.4,0.4,8,0,100,90,95,"mono","highly fragmented","high","",0,0,0,100,0,0,0,0,0,0,0,0,2.5,0,0,0,15
"105","7/9/2019_Saint Joe Bay_SJB06_3","7/9/2019","Saint Joe Bay","SJB06",7,2019,29.79887,-85.30312,29.805,-85.3031,0.4,0.4,3,30,100,95,95,"mono","highly fragmented","high","",0,0,0,100,0,0,0,0,0,0,0,0,2,0,0,0,12
"106","7/9/2019_Saint Joe Bay_SJB06_9","7/9/2019","Saint Joe Bay","SJB06",7,2019,29.79887,-85.30312,29.805,-85.3031,0.4,0.4,9,30,100,90,90,"mono","highly fragmented","high","",0,0,0,100,0,0,0,0,0,0,0,0,1.66666666666667,0,0,0,10
"107","7/9/2019_Saint Joe Bay_SJB06_10","7/9/2019","Saint Joe Bay","SJB06",7,2019,29.79887,-85.30312,29.805,-85.3031,0.4,0.4,10,50,100,80,80,"mono","highly fragmented","high","",0,0,0,100,0,0,0,0,0,0,0,0,2.16666666666667,0,0,0,13
"108","7/10/2019_Saint Joe Bay_SJB17_1","7/10/2019","Saint Joe Bay","SJB17",7,2019,29.7482,-85.31043,29.7482,-85.3106,0.8,0.8,1,30,80,80,100,"mono","continuous vegetated","high","biomass filled the coolers; boat scars prevelant",0,0,0,0,0,0,0,0,0,0,100,0,6,0,36,0,0
"109","7/10/2019_Saint Joe Bay_SJB17_2","7/10/2019","Saint Joe Bay","SJB17",7,2019,29.7482,-85.31043,29.7482,-85.3106,0.8,0.8,2,25,75,95,100,"mono","continuous vegetated","high","biomass filled the coolers; boat scars prevelant",0,0,0,0,0,0,0,0,0,0,100,0,6.16666666666667,0,37,0,0
"110","7/10/2019_Saint Joe Bay_SJB17_3","7/10/2019","Saint Joe Bay","SJB17",7,2019,29.7482,-85.31043,29.7482,-85.3106,0.8,0.8,3,50,25,80,100,"mono","continuous vegetated","high","biomass filled the coolers; boat scars prevelant",1,0,0,0,0,0,0,0,0,0,99,0,8,1.5,48,0,0
"111","7/10/2019_Saint Joe Bay_SJB17_4","7/10/2019","Saint Joe Bay","SJB17",7,2019,29.7482,-85.31043,29.7482,-85.3106,0.8,0.8,4,45,90,70,100,"mono","continuous vegetated","high","biomass filled the coolers; boat scars prevelant",0,0,0,0,0,0,0,0,0,0,100,0,8.16666666666667,0,49,0,0
"112","7/10/2019_Saint Joe Bay_SJB17_5","7/10/2019","Saint Joe Bay","SJB17",7,2019,29.7482,-85.31043,29.7482,-85.3106,0.8,0.8,5,50,50,90,100,"mono","continuous vegetated","high","biomass filled the coolers; boat scars prevelant",0,0,0,0,0,0,0,0,0,0,100,0,8.66666666666667,0,52,0,0
"113","7/10/2019_Saint Joe Bay_SJB17_6","7/10/2019","Saint Joe Bay","SJB17",7,2019,29.7482,-85.31043,29.7482,-85.3106,0.8,0.8,6,45,70,95,100,"mono","continuous vegetated","high","biomass filled the coolers; boat scars prevelant",0,0,0,0,0,0,0,0,0,0,100,0,8.16666666666667,0,49,0,0
"114","7/10/2019_Saint Joe Bay_SJB17_7","7/10/2019","Saint Joe Bay","SJB17",7,2019,29.7482,-85.31043,29.7482,-85.3106,0.8,0.8,7,40,50,95,100,"mono","continuous vegetated","high","biomass filled the coolers; boat scars prevelant",0,0,0,0,0,0,0,0,0,0,100,0,8.33333333333333,0,50,0,0
"115","7/10/2019_Saint Joe Bay_SJB17_8","7/10/2019","Saint Joe Bay","SJB17",7,2019,29.7482,-85.31043,29.7482,-85.3106,0.8,0.8,8,60,30,99,100,"mono","continuous vegetated","high","biomass filled the coolers; boat scars prevelant",0,0,0,0,0,0,0,0,0,0,100,0,11.6666666666667,0,70,0,0
"116","7/10/2019_Saint Joe Bay_SJB17_9","7/10/2019","Saint Joe Bay","SJB17",7,2019,29.7482,-85.31043,29.7482,-85.3106,0.8,0.8,9,70,25,95,100,"mono","continuous vegetated","high","biomass filled the coolers; boat scars prevelant",0,0,0,0,0,0,0,0,0,0,100,0,10.8333333333333,0,65,0,0
"117","7/10/2019_Saint Joe Bay_SJB17_10","7/10/2019","Saint Joe Bay","SJB17",7,2019,29.7482,-85.31043,29.7482,-85.3106,0.8,0.8,10,75,25,95,100,"mono","continuous vegetated","high","biomass filled the coolers; boat scars prevelant",25,0,0,0,0,0,0,0,0,0,75,0,12.5,1.66666666666667,75,0,0
"118","7/10/2019_Saint Joe Bay_SJB10_1","7/10/2019","Saint Joe Bay","SJB10",7,2019,29.72733,-85.32773,29.7273,-85.3277,0.6,0.6,1,50,80,95,100,"mono","continuous vegetated","high","",0,0,0,0,0,0,0,0,0,0,100,0,9.16666666666667,0,55,0,0
"119","7/10/2019_Saint Joe Bay_SJB10_2","7/10/2019","Saint Joe Bay","SJB10",7,2019,29.72733,-85.32773,29.7273,-85.3277,0.6,0.6,2,30,90,99,95,"mono","continuous vegetated","high","",0,0,0,0,0,0,0,0,0,0,100,0,10,0,60,0,0
"120","7/10/2019_Saint Joe Bay_SJB10_3","7/10/2019","Saint Joe Bay","SJB10",7,2019,29.72733,-85.32773,29.7273,-85.3277,0.6,0.6,3,60,95,95,100,"mono","continuous vegetated","high","",0,0,0,0,0,0,0,0,0,0,100,0,10.8333333333333,0,65,0,0
"121","7/10/2019_Saint Joe Bay_SJB10_4","7/10/2019","Saint Joe Bay","SJB10",7,2019,29.72733,-85.32773,29.7273,-85.3277,0.6,0.6,4,60,100,75,100,"mono","continuous vegetated","high","",0,0,0,0,0,0,0,0,0,0,100,0,7.5,0,45,0,0
"122","7/10/2019_Saint Joe Bay_SJB10_5","7/10/2019","Saint Joe Bay","SJB10",7,2019,29.72733,-85.32773,29.7273,-85.3277,0.6,0.6,5,75,75,95,100,"mono","continuous vegetated","high","",0,0,0,0,0,0,0,0,0,0,100,0,8.66666666666667,0,52,0,0
"123","7/10/2019_Saint Joe Bay_SJB10_6","7/10/2019","Saint Joe Bay","SJB10",7,2019,29.72733,-85.32773,29.7273,-85.3277,0.6,0.6,6,80,100,75,100,"mono","continuous vegetated","high","",0,0,0,0,0,0,0,0,0,0,100,0,7.33333333333333,0,44,0,0
"124","7/10/2019_Saint Joe Bay_SJB10_7","7/10/2019","Saint Joe Bay","SJB10",7,2019,29.72733,-85.32773,29.7273,-85.3277,0.6,0.6,7,80,100,60,100,"mono","continuous vegetated","high","",0,0,0,0,0,0,0,0,0,0,100,0,7.16666666666667,0,43,0,0
"125","7/10/2019_Saint Joe Bay_SJB10_8","7/10/2019","Saint Joe Bay","SJB10",7,2019,29.72733,-85.32773,29.7273,-85.3277,0.6,0.6,8,50,60,90,95,"mono","continuous vegetated","high","",0,0,0,0,0,0,0,0,0,0,100,0,8.16666666666667,0,49,0,0
"126","7/10/2019_Saint Joe Bay_SJB10_9","7/10/2019","Saint Joe Bay","SJB10",7,2019,29.72733,-85.32773,29.7273,-85.3277,0.6,0.6,9,80,80,75,90,"mono","continuous vegetated","high","",0,0,0,0,0,0,0,0,0,0,100,0,8.33333333333333,0,50,0,0
"127","7/10/2019_Saint Joe Bay_SJB10_10","7/10/2019","Saint Joe Bay","SJB10",7,2019,29.72733,-85.32773,29.7273,-85.3277,0.6,0.6,10,60,76,60,99,"mono","continuous vegetated","high","",0,0,0,0,0,0,0,0,0,0,100,0,6.66666666666667,0,40,0,0
"128","7/11/2019_Saint Joe Bay_SJBA_1","7/11/2019","Saint Joe Bay","SJBA",7,2019,29.8035,-85.303,29.8035,-85.303,0.65,0.65,1,0,0,0,0,"None","highly fragmented","No cover","In an area on patchy seagrass in the none seagrass part",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129","7/11/2019_Saint Joe Bay_SJBA_2","7/11/2019","Saint Joe Bay","SJBA",7,2019,29.8035,-85.303,29.8035,-85.303,0.65,0.65,2,0,0,0,0,"None","highly fragmented","No cover","In an area on patchy seagrass in the none seagrass part",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130","7/11/2019_Saint Joe Bay_SJBA_3","7/11/2019","Saint Joe Bay","SJBA",7,2019,29.8035,-85.303,29.8035,-85.303,0.65,0.65,3,0,0,0,0,"None","highly fragmented","No cover","In an area on patchy seagrass in the none seagrass part",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"131","7/11/2019_Saint Joe Bay_SJBA_4","7/11/2019","Saint Joe Bay","SJBA",7,2019,29.8035,-85.303,29.8035,-85.303,0.65,0.65,4,0,0,0,0,"None","highly fragmented","No cover","In an area on patchy seagrass in the none seagrass part",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"132","7/11/2019_Saint Joe Bay_SJBA_5","7/11/2019","Saint Joe Bay","SJBA",7,2019,29.8035,-85.303,29.8035,-85.303,0.65,0.65,5,0,0,0,0,"None","highly fragmented","No cover","In an area on patchy seagrass in the none seagrass part",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"133","7/11/2019_Saint Joe Bay_SJBA_6","7/11/2019","Saint Joe Bay","SJBA",7,2019,29.8035,-85.303,29.8035,-85.303,0.65,0.65,6,0,0,0,0,"None","highly fragmented","No cover","In an area on patchy seagrass in the none seagrass part",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134","7/11/2019_Saint Joe Bay_SJBA_7","7/11/2019","Saint Joe Bay","SJBA",7,2019,29.8035,-85.303,29.8035,-85.303,0.65,0.65,7,0,0,0,0,"None","highly fragmented","No cover","In an area on patchy seagrass in the none seagrass part",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"135","7/11/2019_Saint Joe Bay_SJBA_8","7/11/2019","Saint Joe Bay","SJBA",7,2019,29.8035,-85.303,29.8035,-85.303,0.65,0.65,8,0,0,0,0,"None","highly fragmented","No cover","In an area on patchy seagrass in the none seagrass part",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"136","7/11/2019_Saint Joe Bay_SJBA_9","7/11/2019","Saint Joe Bay","SJBA",7,2019,29.8035,-85.303,29.8035,-85.303,0.65,0.65,9,0,0,0,0,"None","highly fragmented","No cover","In an area on patchy seagrass in the none seagrass part",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137","7/11/2019_Saint Joe Bay_SJBA_10","7/11/2019","Saint Joe Bay","SJBA",7,2019,29.8035,-85.303,29.8035,-85.303,0.65,0.65,10,0,0,0,0,"None","highly fragmented","No cover","In an area on patchy seagrass in the none seagrass part",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138","7/11/2019_Saint Joe Bay_SJBB_1","7/11/2019","Saint Joe Bay","SJBB",7,2019,29.7986,-85.303,29.7986,-85.303,0.5,0.5,1,0,0,0,0,"None","highly fragmented","No cover","In an area on patchy seagrass in the none seagrass part",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139","7/11/2019_Saint Joe Bay_SJBB_2","7/11/2019","Saint Joe Bay","SJBB",7,2019,29.7986,-85.303,29.7986,-85.303,0.5,0.5,2,0,0,0,0,"None","highly fragmented","No cover","In an area on patchy seagrass in the none seagrass part",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"140","7/11/2019_Saint Joe Bay_SJBB_3","7/11/2019","Saint Joe Bay","SJBB",7,2019,29.7986,-85.303,29.7986,-85.303,0.5,0.5,3,0,0,0,0,"None","highly fragmented","No cover","In an area on patchy seagrass in the none seagrass part",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141","7/11/2019_Saint Joe Bay_SJBB_4","7/11/2019","Saint Joe Bay","SJBB",7,2019,29.7986,-85.303,29.7986,-85.303,0.5,0.5,4,0,0,0,0,"None","highly fragmented","No cover","In an area on patchy seagrass in the none seagrass part",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142","7/11/2019_Saint Joe Bay_SJBB_5","7/11/2019","Saint Joe Bay","SJBB",7,2019,29.7986,-85.303,29.7986,-85.303,0.5,0.5,5,0,0,0,0,"None","highly fragmented","No cover","In an area on patchy seagrass in the none seagrass part",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"143","7/11/2019_Saint Joe Bay_SJBB_6","7/11/2019","Saint Joe Bay","SJBB",7,2019,29.7986,-85.303,29.7986,-85.303,0.5,0.5,6,0,0,0,0,"None","highly fragmented","No cover","In an area on patchy seagrass in the none seagrass part",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144","7/11/2019_Saint Joe Bay_SJBB_7","7/11/2019","Saint Joe Bay","SJBB",7,2019,29.7986,-85.303,29.7986,-85.303,0.5,0.5,7,0,0,0,0,"None","highly fragmented","No cover","In an area on patchy seagrass in the none seagrass part",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"145","7/11/2019_Saint Joe Bay_SJBB_8","7/11/2019","Saint Joe Bay","SJBB",7,2019,29.7986,-85.303,29.7986,-85.303,0.5,0.5,8,0,0,0,0,"None","highly fragmented","No cover","In an area on patchy seagrass in the none seagrass part",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146","7/11/2019_Saint Joe Bay_SJBB_9","7/11/2019","Saint Joe Bay","SJBB",7,2019,29.7986,-85.303,29.7986,-85.303,0.5,0.5,9,0,0,0,0,"None","highly fragmented","No cover","In an area on patchy seagrass in the none seagrass part",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"147","7/11/2019_Saint Joe Bay_SJBB_10","7/11/2019","Saint Joe Bay","SJBB",7,2019,29.7986,-85.303,29.7986,-85.303,0.5,0.5,10,0,0,0,0,"None","highly fragmented","No cover","In an area on patchy seagrass in the none seagrass part",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148","7/25/2019_Saint Joe Bay_SJB02_1","7/25/2019","Saint Joe Bay","SJB02",7,2019,29.73875,-85.38572,29.68101,-85.36268,0.6,0.6,1,90,75,50,95,"Mono","Lightly fragmented","high","Boat scar; bag labeled Q2 has inside bags as Q3 and bag Q3 has inside Q2 - go by the outside label!",0,0,0,0,0,0,0,0,0,0,100,0,8.33333333333333,0,50,0,0
"149","7/25/2019_Saint Joe Bay_SJB02_2","7/25/2019","Saint Joe Bay","SJB02",7,2019,29.73875,-85.38572,29.68101,-85.36268,0.6,0.6,2,90,80,75,100,"Mono","Lightly fragmented","high","Boat scar; bag labeled Q2 has inside bags as Q3 and bag Q3 has inside Q2 - go by the outside label!",0,0,0,0,0,0,0,0,0,0,100,0,11.1666666666667,0,67,0,0
"150","7/25/2019_Saint Joe Bay_SJB02_3","7/25/2019","Saint Joe Bay","SJB02",7,2019,29.73875,-85.38572,29.68101,-85.36268,0.6,0.6,3,90,75,75,100,"Mono","Lightly fragmented","high","Boat scar; bag labeled Q2 has inside bags as Q3 and bag Q3 has inside Q2 - go by the outside label!",0,0,0,0,0,0,0,0,0,0,100,0,14.1666666666667,0,85,0,0
"151","7/25/2019_Saint Joe Bay_SJB02_4","7/25/2019","Saint Joe Bay","SJB02",7,2019,29.73875,-85.38572,29.68101,-85.36268,0.6,0.6,4,70,70,50,75,"Mono","Lightly fragmented","high","Boat scar; bag labeled Q2 has inside bags as Q3 and bag Q3 has inside Q2 - go by the outside label!",0,0,0,0,0,0,0,0,0,0,100,0,10.5,0,63,0,0
"152","7/25/2019_Saint Joe Bay_SJB02_5","7/25/2019","Saint Joe Bay","SJB02",7,2019,29.73875,-85.38572,29.68101,-85.36268,0.6,0.6,5,90,75,90,80,"Mono","Lightly fragmented","high","Boat scar; bag labeled Q2 has inside bags as Q3 and bag Q3 has inside Q2 - go by the outside label!",0,0,0,0,0,0,0,0,0,0,100,0,9,0,54,0,0
"153","7/25/2019_Saint Joe Bay_SJB02_6","7/25/2019","Saint Joe Bay","SJB02",7,2019,29.73875,-85.38572,29.68101,-85.36268,0.6,0.6,6,100,75,90,100,"Mono","Lightly fragmented","high","Boat scar; bag labeled Q2 has inside bags as Q3 and bag Q3 has inside Q2 - go by the outside label!",0,0,0,0,0,0,0,0,0,0,100,0,9.5,0,57,0,0
"154","7/25/2019_Saint Joe Bay_SJB02_7","7/25/2019","Saint Joe Bay","SJB02",7,2019,29.73875,-85.38572,29.68101,-85.36268,0.6,0.6,7,90,50,70,95,"Mono","Lightly fragmented","high","Boat scar; bag labeled Q2 has inside bags as Q3 and bag Q3 has inside Q2 - go by the outside label!",0,0,0,0,0,0,0,0,0,0,100,0,10.6666666666667,0,64,0,0
"155","7/25/2019_Saint Joe Bay_SJB02_8","7/25/2019","Saint Joe Bay","SJB02",7,2019,29.73875,-85.38572,29.68101,-85.36268,0.6,0.6,8,50,50,95,50,"Mono","Lightly fragmented","high","Boat scar; bag labeled Q2 has inside bags as Q3 and bag Q3 has inside Q2 - go by the outside label!",0,0,0,0,0,0,0,0,0,0,100,0,11.6666666666667,0,70,0,0
"156","7/25/2019_Saint Joe Bay_SJB02_9","7/25/2019","Saint Joe Bay","SJB02",7,2019,29.73875,-85.38572,29.68101,-85.36268,0.6,0.6,9,80,95,50,80,"Mono","Lightly fragmented","high","Boat scar; bag labeled Q2 has inside bags as Q3 and bag Q3 has inside Q2 - go by the outside label!",0,0,0,0,0,0,0,0,0,0,100,0,11.1666666666667,0,67,0,0
"157","7/25/2019_Saint Joe Bay_SJB02_10","7/25/2019","Saint Joe Bay","SJB02",7,2019,29.73875,-85.38572,29.68101,-85.36268,0.6,0.6,10,80,50,95,75,"Mono","Lightly fragmented","high","Boat scar; bag labeled Q2 has inside bags as Q3 and bag Q3 has inside Q2 - go by the outside label!",0,0,0,0,0,0,0,0,0,0,100,0,12.1666666666667,0,73,0,0
"158","7/25/2019_Saint Joe Bay_SJB24_1","7/25/2019","Saint Joe Bay","SJB24",7,2019,29.82092,-85.40592,29.73877,-85.38572,0.8,0.8,1,90,30,90,90,"Mono","Lightly fragmented","high","",0,0,0,0,0,0,0,0,0,0,100,0,4.83333333333333,0,29,0,0
"159","7/25/2019_Saint Joe Bay_SJB24_2","7/25/2019","Saint Joe Bay","SJB24",7,2019,29.82092,-85.40592,29.73877,-85.38572,0.8,0.8,2,70,70,60,80,"Mono","Lightly fragmented","high","",0,0,0,0,0,0,0,0,0,0,100,0,5,0,30,0,0
"160","7/25/2019_Saint Joe Bay_SJB24_3","7/25/2019","Saint Joe Bay","SJB24",7,2019,29.82092,-85.40592,29.73877,-85.38572,0.8,0.8,3,30,60,50,60,"Mono","Lightly fragmented","high","",0,0,0,0,0,0,0,0,0,0,100,0,5.16666666666667,0,31,0,0
"161","7/25/2019_Saint Joe Bay_SJB24_4","7/25/2019","Saint Joe Bay","SJB24",7,2019,29.82092,-85.40592,29.73877,-85.38572,0.8,0.8,4,30,90,100,80,"Mono","Lightly fragmented","high","",0,0,0,0,0,0,0,0,0,0,100,0,5,0,30,0,0
"162","7/25/2019_Saint Joe Bay_SJB24_5","7/25/2019","Saint Joe Bay","SJB24",7,2019,29.82092,-85.40592,29.73877,-85.38572,0.8,0.8,5,50,100,80,75,"Mono","Lightly fragmented","high","",0,0,0,0,0,0,0,0,0,0,100,0,3.83333333333333,0,23,0,0
"163","7/25/2019_Saint Joe Bay_SJB24_6","7/25/2019","Saint Joe Bay","SJB24",7,2019,29.82092,-85.40592,29.73877,-85.38572,0.8,0.8,6,50,100,100,70,"Mono","Lightly fragmented","high","",0,0,0,0,0,0,0,0,0,0,100,0,4,0,24,0,0
"164","7/25/2019_Saint Joe Bay_SJB24_7","7/25/2019","Saint Joe Bay","SJB24",7,2019,29.82092,-85.40592,29.73877,-85.38572,0.8,0.8,7,60,95,95,75,"Mono","Lightly fragmented","high","",0,0,0,0,0,0,0,0,0,0,100,0,4.16666666666667,0,25,0,0
"165","7/25/2019_Saint Joe Bay_SJB24_8","7/25/2019","Saint Joe Bay","SJB24",7,2019,29.82092,-85.40592,29.73877,-85.38572,0.8,0.8,8,10,100,95,60,"Mono","Lightly fragmented","high","",0,0,0,0,0,0,0,0,0,0,100,0,4,0,24,0,0
"166","7/25/2019_Saint Joe Bay_SJB24_9","7/25/2019","Saint Joe Bay","SJB24",7,2019,29.82092,-85.40592,29.73877,-85.38572,0.8,0.8,9,80,50,50,99,"Mono","Lightly fragmented","high","",0,0,0,0,0,0,0,0,0,0,100,0,5.5,0,33,0,0
"167","7/25/2019_Saint Joe Bay_SJB24_10","7/25/2019","Saint Joe Bay","SJB24",7,2019,29.82092,-85.40592,29.73877,-85.38572,0.8,0.8,10,80,70,30,99,"Mono","Lightly fragmented","high","",0,0,0,0,0,0,0,0,0,0,100,0,5.16666666666667,0,31,0,0
"168","7/30/2019_Steinhatchee_STCHA_1","7/30/2019","Steinhatchee","STCHA",7,2019,29.61464,-83.40597,29.61464,-83.40597,1.4,1.4,1,0,0,0,0,"None","Highly fragmented","low","In an area on patchy seagrass in the none seagrass part. Only algae low sg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"169","7/30/2019_Steinhatchee_STCHA_4","7/30/2019","Steinhatchee","STCHA",7,2019,29.61464,-83.40597,29.61464,-83.40597,1.4,1.4,4,0,0,100,5,"None","Highly fragmented","low","In an area on patchy seagrass in the none seagrass part. Only algae low sg",0,0,0,0,0,0,0,0,0,0,100,0,2.66666666666667,0,16,0,0
"170","7/30/2019_Steinhatchee_STCHA_2","7/30/2019","Steinhatchee","STCHA",7,2019,29.61464,-83.40597,29.61464,-83.40597,1.4,1.4,2,0,0,99,15,"None","Highly fragmented","low","In an area on patchy seagrass in the none seagrass part. Only algae low sg",40,0,0,0,0,0,0,0,0,0,60,0,4,0.833333333333333,24,0,0
"171","7/30/2019_Steinhatchee_STCHA_5","7/30/2019","Steinhatchee","STCHA",7,2019,29.61464,-83.40597,29.61464,-83.40597,1.4,1.4,5,0,100,100,25,"None","Highly fragmented","low","In an area on patchy seagrass in the none seagrass part. Only algae low sg",40,0,30,0,0,0,0,0,30,0,0,0,0,5.16666666666667,0,0,0
"172","7/30/2019_Steinhatchee_STCHA_3","7/30/2019","Steinhatchee","STCHA",7,2019,29.61464,-83.40597,29.61464,-83.40597,1.4,1.4,3,0,0,0,0,"None","Highly fragmented","low","In an area on patchy seagrass in the none seagrass part. Only algae low sg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"173","7/30/2019_Steinhatchee_STCHA_6","7/30/2019","Steinhatchee","STCHA",7,2019,29.61464,-83.40597,29.61464,-83.40597,1.4,1.4,6,0,0,0,25,"None","Highly fragmented","low","In an area on patchy seagrass in the none seagrass part. Only algae low sg",0,16,5,0,0,0,0,0,80,0,0,0,0,7.33333333333333,0,0,0
