"","Site","Factor","Sediment_Depth_Factor","OLOI","ILOI","Carbon","Rhizome_Stock_g_per_sqm","Shell_Stock_g_per_sqm","Organic_Carbon_Stock_g_per_sqm","Inorganic_Carbon_Stock_g_per_sqm","Total_Carbon_Stock_g_per_sqm","Region","Seagrass_Landscape","month","year","Epiphite_Blade_Load","Epiphite_Shoot_Load","Seagrass_Health","SAV_Cover","Thalassia.testudinum","Syringodium.filiforme","Halodule.wrightii","Mean_Seagrass_Canopy_Height_cm","Mean_Macroalgae_Canopy_Height_cm","Thalassia_testudinum_CH","Syringodium_filiforme_CH","Halodule_wrighti_CH","Seagrass_Spp","Algal_Spp","Total_Seagrass_Cover","Total_Algae_Cover","Seagrass_Biomass_g_per_sqm","Macro_Algae_Biomass_g_per_sqm","Thalassia_testudinum_g_per_sqm","Syringodium_filiforme_g_per_sqm","Halodule_wrightii_g_per_sqm","Latitude","Longitude","Temperature.Mean","Current.Velocity.Mean","Salinity.Min","Chlorophyll.Mean","Nitrate.Mean","Phosphate.Mean","Light.bottom.Min","Par.Mean","Dist_To_River","Dist_To_Shore","Percent_Shell","Percent_Gravel","Percent_Coarse","Percent_Medium","Percent_Fine","Percent_Silt","Cover_Level","TH_PA","SY_PA","HA_PA"
"40","SMAR25","Seagrass","deep",3.06313333333333,2.8486,1.11745022,22.6955402759848,4906.28242635757,8290.04329817528,2516.25853691943,10806.3018350947,"Saint Marks","continuous",8,2019,46.6666666666667,63.3333333333333,73,88.3333333333333,18.3333333333333,25,0,14.4444444444444,4.72222222222222,31.3333333333333,47,0,45.3333333333333,51.3333333333333,38.8,47.0333333333333,241.976,21.712,181.982933333333,46.0346666666667,10.5578666666667,30.0704,-84.0716,23.5213088989258,0.0204700138419867,31.4789962768555,0.17406003177166,5.46868658065796,0.00064147834200412,12.9094552993774,40.2443733215332,7.948631111,2.70405650138855,0.01,0.688,28.886,44.082,25.162,0.808,"low",1,1,0
"41","SMARA","Control","shallow",2.59248888888889,1.0627,0.89996216,0,109.366190460362,2535.31920682892,390.505672725479,2925.8248795544,"Saint Marks","bare",8,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,30.0712,-84.19833,23.5444831848145,0.0204090438783169,31.5003356933594,0.176587745547295,5.49681329727173,0.000668481923639774,11.3722534179688,39.8785171508789,9.157858524,1.65787446498871,0,0.103333333333333,7.40333333333333,27.2733333333333,63.51,1.27333333333333,"none",0,0,0
"42","SMARA","Control","deep",2.37266666666667,1.87586666666667,0.793888124444444,0,39188.9759701009,6059.1096697776,1677.82854027386,7736.93821005145,"Saint Marks","bare",8,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,30.0712,-84.19833,23.5444831848145,0.0204090438783169,31.5003356933594,0.176587745547295,5.49681329727173,0.000668481923639774,11.3722534179688,39.8785171508789,9.157858524,1.65787446498871,0,0.103333333333333,15.42,26.98,54.7466666666667,2.01666666666667,"none",0,0,0
"43","SMARB","Control","shallow",3.65103888888889,1.20317222222222,1.40193771833333,1.60348925862936,1851.5860505376,4261.67161117294,439.847291966093,4701.51890313903,"Saint Marks","Highly fragmented",8,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,30.0584,-84.17513,23.5193786621094,0.0200641974806786,31.4663829803467,0.178431585431099,5.53417921066284,0.000671528105158359,11.0276679992676,39.9322738647461,11.08813657,1.48023653030396,0.356666666666667,0.37,10.45,30.24,56.7166666666667,1.70333333333333,"none",0,0,0
"44","SMARB","Control","deep",3.27276666666667,1.10471666666667,1.21889179,0,887.506635585835,9253.80014640316,1018.55625048055,10272.3563968837,"Saint Marks","Highly fragmented",8,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,30.0584,-84.17513,23.5193786621094,0.0200641974806786,31.4663829803467,0.178431585431099,5.53417921066284,0.000671528105158359,11.0276679992676,39.9322738647461,11.08813657,1.48023653030396,0.044,0.58,20.486,35.508,42.1,1.064,"none",0,0,0
"45","SMARC","Control","shallow",1.73723333333333,2.72764444444444,0.47584721,0,6623.23294032318,1939.78525180576,1415.77017232454,3355.5554241303,"Saint Marks","none",8,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,30.0697,-84.0906,23.5215263366699,0.0204495228827,31.4782161712646,0.17469733953476,5.48127555847168,0.0006441495497711,12.5785045623779,40.1751289367676,9.768167555,2.59780550003052,0.44,0.926666666666667,35.6,53.27,9.17666666666667,0.14,"none",0,0,0
"46","SMARC","Control","deep",2.33133333333333,3.97477777777778,0.7633322,NA,8699.40890433824,6753.18102277622,4363.29909175847,11116.4801145347,"Saint Marks","none",8,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,30.0697,-84.0906,23.5215263366699,0.0204495228827,31.4782161712646,0.17469733953476,5.48127555847168,0.0006441495497711,12.5785045623779,40.1751289367676,9.768167555,2.59780550003052,0.09,1.44,37.5625,45.435,14.765,0.365,"none",0,0,0
"47","STCH01","Seagrass","shallow",3.26941666666667,5.79216666666667,1.217270725,322.753607185654,1316.42356622551,3463.81253387588,2221.64364339962,5685.4561772755,"Steinhatchee","highly fragmented",6,2019,0,0,100,33.3333333333333,0,50,0,1.36111111111111,0,0,7.66666666666667,0,81.6666666666667,1.66666666666667,27.25,1.08333333333333,12.0101333333333,1.73546666666667,0.283733333333333,0,1.6128,29.675,-83.44167,23.6165618896484,0.0225634872913361,31.4665870666504,0.145870968699455,4.99675226211548,0.000495959538966417,13.5533990859985,41.8007507324219,1.341991133,0.277118742465973,0.0233333333333333,1.05666666666667,11.2133333333333,28.6166666666667,57.7266666666667,0.963333333333333,"low",0,1,0
"48","STCH01","Seagrass","deep",3.12123333333333,2.6213,1.14556481,2.59025187932436,1801.43384034078,8811.696866206,2430.95384085102,11242.650707057,"Steinhatchee","highly fragmented",6,2019,0,0,100,33.3333333333333,0,50,0,1.36111111111111,0,0,7.66666666666667,0,81.6666666666667,1.66666666666667,27.25,1.08333333333333,12.0101333333333,1.73546666666667,0.283733333333333,0,1.6128,29.675,-83.44167,23.6165618896484,0.0225634872913361,31.4665870666504,0.145870968699455,4.99675226211548,0.000495959538966417,13.5533990859985,41.8007507324219,1.341991133,0.277118742465973,0.226666666666667,0.37,10.2933333333333,37.74,50.3933333333333,0.61,"low",0,1,0
"49","STCH02","Seagrass","shallow",3.35388888888889,8.47383333333333,1.25814683333333,2157.76204569558,19633.780324405,3650.96021327113,3080.45551800443,6731.41573127555,"Steinhatchee","highly fragmented",6,2019,61.6666666666667,68.3333333333333,91.6666666666667,91.6666666666667,100,0,0,8.33333333333333,0,50,0,0,100,0,91.6666666666667,0,224.678933333333,0,224.678933333333,0,0,29.675,-83.475,23.6158046722412,0.0223949924111366,31.5288333892822,0.146038219332695,4.99537515640259,0.000498537556268275,13.5978021621704,41.579948425293,4.537646696,1.09321546554565,2.81333333333333,4.32666666666667,16.8966666666667,24.36,49.35,0.816666666666667,"high",1,0,0
"50","STCH02","Seagrass","deep",6.11313333333333,10.5723333333333,2.59334522,1547.16155903136,25439.4968795261,12395.9036989534,6349.63556435078,18745.5392633041,"Steinhatchee","highly fragmented",6,2019,61.6666666666667,68.3333333333333,91.6666666666667,91.6666666666667,100,0,0,8.33333333333333,0,50,0,0,100,0,91.6666666666667,0,224.678933333333,0,224.678933333333,0,0,29.675,-83.475,23.6158046722412,0.0223949924111366,31.5288333892822,0.146038219332695,4.99537515640259,0.000498537556268275,13.5978021621704,41.579948425293,4.537646696,1.09321546554565,0.986666666666667,2.56,22.0433333333333,29.5233333333333,42.8733333333333,1.07,"high",1,0,0
"51","STCH04","Seagrass","shallow",1.98793333333333,5.0244,0.601641293333333,88.9566502556536,864.601408252952,2278.77784016254,2495.14315883372,4773.92099899625,"Steinhatchee","sparse",6,2019,0,0,33.3333333333333,5,0,0,0,0.277777777777778,0,0,0,0,33.3333333333333,0,5,0,1.6944,0.0304000000000002,0,0,0,29.65833,-83.425,23.607006072998,0.0227979496121407,31.5022830963135,0.146457552909851,5.00815105438232,0.000500291062053293,12.9073295593262,41.5650329589844,1.28847468,1.29321837425232,0.263333333333333,0.433333333333333,8.38666666666667,25.4966666666667,64.14,0.74,"5",0,0,0
"52","STCH04","Seagrass","deep",3.12901666666667,5.44133333333333,1.149331165,NA,690.446028722125,9833.68089685699,5575.31285117743,15408.9937480344,"Steinhatchee","sparse",6,2019,0,0,33.3333333333333,5,0,0,0,0.277777777777778,0,0,0,0,33.3333333333333,0,5,0,1.6944,0.0304000000000002,0,0,0,29.65833,-83.425,23.607006072998,0.0227979496121407,31.5022830963135,0.146457552909851,5.00815105438232,0.000500291062053293,12.9073295593262,41.5650329589844,1.28847468,1.29321837425232,0.118571428571429,0.641428571428571,9.63,27.5528571428571,60.1471428571429,1.52142857142857,"5",0,0,0
"53","STCH05","Seagrass","shallow",7.90524444444444,4.93860555555556,3.46054778666667,20.3519790518342,1007.51341630602,4550.84340956053,1023.61918147295,5574.46259103347,"Steinhatchee","continuous vegetated",6,2019,0,0,100,56.6666666666667,0,0,0,2.88888888888889,1.88888888888889,0,0,0,54.6666666666667,48.3333333333333,32.6666666666667,25.5,34.6325333333333,101.839466666667,0,0,1.52693333333334,29.64167,-83.40833,23.6029224395752,0.0228981710970402,31.517541885376,0.146708279848099,5.01302337646484,0.000502142589539289,12.6311635971069,41.4642715454102,2.723359217,0.413902401924133,0.136666666666667,0.253333333333333,4.99333333333333,26.2866666666667,67.19,0.92,"low",0,0,0
"54","STCH05","Seagrass","deep",4.47075,2.76756666666667,1.798595925,0,5092.23373071663,11924.3238974992,2258.00759254207,14182.3314900413,"Steinhatchee","continuous vegetated",6,2019,0,0,100,56.6666666666667,0,0,0,2.88888888888889,1.88888888888889,0,0,0,54.6666666666667,48.3333333333333,32.6666666666667,25.5,34.6325333333333,101.839466666667,0,0,1.52693333333334,29.64167,-83.40833,23.6029224395752,0.0228981710970402,31.517541885376,0.146708279848099,5.01302337646484,0.000502142589539289,12.6311635971069,41.4642715454102,2.723359217,0.413902401924133,0.0816666666666667,0.403333333333333,7.13,31.5066666666667,59.8983333333333,0.73,"low",0,0,0
"55","STCH06","Seagrass","shallow",3.81477777777778,10.1589777777778,1.48117096666667,341.450703092364,5490.39655967797,3737.01096773287,2868.66551701383,6605.67648474671,"Steinhatchee","continuous vegetated",6,2019,0,0,100,68.3333333333333,1.66666666666667,69.6666666666667,0,6.16666666666667,0.222222222222222,12.3333333333333,23,0,75,25,50.8333333333333,17.5,52.5162666666667,23.2725333333333,1.3456,39.1445333333333,4.04533333333332,29.6414,-83.4146,23.6009712219238,0.0229460224509239,31.5248260498047,0.14682799577713,5.01534986495972,0.000503026647493243,12.4993104934692,41.4161643981934,2.759535641,1.04900932312012,0.14,1.28333333333333,14.5566666666667,16.79,64.4333333333333,1.96666666666667,"high",1,1,0
"56","STCH06","Seagrass","deep",2.95946666666667,10.5708,1.06728592,NA,10801.1200921711,7407.45282996956,9243.4764301136,16650.9292600832,"Steinhatchee","continuous vegetated",6,2019,0,0,100,68.3333333333333,1.66666666666667,69.6666666666667,0,6.16666666666667,0.222222222222222,12.3333333333333,23,0,75,25,50.8333333333333,17.5,52.5162666666667,23.2725333333333,1.3456,39.1445333333333,4.04533333333332,29.6414,-83.4146,23.6009712219238,0.0229460224509239,31.5248260498047,0.14682799577713,5.01534986495972,0.000503026647493243,12.4993104934692,41.4161643981934,2.759535641,1.04900932312012,1.17857142857143,0.958571428571429,23.71,19.2685714285714,51.4642857142857,2.44285714285714,"high",1,1,0
"57","STCH12","Seagrass","shallow",4.86495,11.58425,1.989349305,787.455073113742,6785.4793284755,3892.33346673132,2886.28719296759,6778.62065969891,"Steinhatchee","Lightly fragmented",7,2019,45,45,99,77.5,99,0.5,0,9.50000000000001,0.416666666666667,43,14,0,99.5,0.5,77.2,0.3,172.3512,4.3008,171.72,0.6312,0,29.60833,-83.40833,23.6522426605225,0.0226651486009359,31.6075553894043,0.140679642558098,4.90284967422485,0.000469882710603997,14.1692638397217,40.3754577636719,6.411976863,0.645751416683197,0.8,2.45,17.195,38.9,38.905,1.11,"high",1,1,0
"58","STCH12","Seagrass","deep",3.08166666666667,9.442,1.1264185,0,14004.4845913315,7803.12015474606,7929.09428168699,15732.214436433,"Steinhatchee","Lightly fragmented",7,2019,45,45,99,77.5,99,0.5,0,9.50000000000001,0.416666666666667,43,14,0,99.5,0.5,77.2,0.3,172.3512,4.3008,171.72,0.6312,0,29.60833,-83.40833,23.6522426605225,0.0226651486009359,31.6075553894043,0.140679642558098,4.90284967422485,0.000469882710603997,14.1692638397217,40.3754577636719,6.411976863,0.645751416683197,0.24,0.49,10.72,24.99,62.24,1.03,"high",1,1,0
"59","STCH20","Seagrass","shallow",4.67453333333333,15.5503333333333,1.89720668,307.055858494764,16012.739765459,5401.67344467319,5618.41801717755,11020.0914618507,"Steinhatchee","Continuous",8,2019,30,71.6666666666667,94.6666666666667,41.6666666666667,93.3333333333333,0,0,8.1111111111111,0,46.6666666666667,0,0,100,0,41.6666666666667,0,78.2938666666667,0,77.0917333333333,0,0,29.55833,-83.425,23.6403656005859,0.0228152107447386,31.6264743804932,0.141026839613914,4.91951656341553,0.000471382489195094,12.5625,40.3063011169434,12.02486171,2.06901574134827,0.476666666666667,1.86666666666667,11.6633333333333,22.0966666666667,61.3733333333333,1.78,"low",1,0,0
"60","STCH20","Seagrass","deep",6.58888888888889,12.6327777777778,2.82356333333333,NA,13529.7489830042,14930.2666508356,7855.81651651013,22786.0831673457,"Steinhatchee","Continuous",8,2019,30,71.6666666666667,94.6666666666667,41.6666666666667,93.3333333333333,0,0,8.1111111111111,0,46.6666666666667,0,0,100,0,41.6666666666667,0,78.2938666666667,0,77.0917333333333,0,0,29.55833,-83.425,23.6403656005859,0.0228152107447386,31.6264743804932,0.141026839613914,4.91951656341553,0.000471382489195094,12.5625,40.3063011169434,12.02486171,2.06901574134827,0.03,0.61,9.09666666666667,23.7433333333333,63.9466666666667,1.95333333333333,"low",1,0,0
"61","STCH21","Seagrass","shallow",10.6647277777778,10.8098555555556,4.79586177166667,1346.9803153797,6041.54870995624,6007.88400226165,1675.80332347258,7683.68732573423,"Steinhatchee","Continuous",8,2019,0,100,78.3333333333333,100,98.3333333333333,0,0,10.1666666666667,0.277777777777778,61,0,0,98.3333333333333,1.66666666666667,98.3333333333333,1.66666666666667,226.4656,0.100266666666667,226.4656,0,0,29.5462,-83.4152,23.6532039642334,0.0226655527949333,31.6239490509033,0.139786913990974,4.89585208892822,0.000464252050733194,13.1995315551758,40.2403984069824,13.30055758,1.16423463821411,3.93,4.25333333333333,23.4033333333333,37.97,28.2566666666667,0.536666666666667,"high",1,0,0
"62","STCH21","Seagrass","deep",5.56776666666667,5.01405,2.32944229,717.129734590086,6766.74522897051,10382.371002779,2754.0023535581,13136.3733563371,"Steinhatchee","Continuous",8,2019,0,100,78.3333333333333,100,98.3333333333333,0,0,10.1666666666667,0.277777777777778,61,0,0,98.3333333333333,1.66666666666667,98.3333333333333,1.66666666666667,226.4656,0.100266666666667,226.4656,0,0,29.5462,-83.4152,23.6532039642334,0.0226655527949333,31.6239490509033,0.139786913990974,4.89585208892822,0.000464252050733194,13.1995315551758,40.2403984069824,13.30055758,1.16423463821411,0.066,0.394,13.514,45.744,39.572,0.366,"high",1,0,0
"63","STCHA","Control","shallow",1.60662222222222,10.0817666666667,0.412644493333333,0,15850.2035157869,1516.98737542065,4579.59824104649,6096.58561646713,"Steinhatchee","Highly fragmented",7,2019,0,0,33,5,20,0,0,1.33333333333333,0.277777777777778,8,0,0,20,13.3333333333333,3,2,22.3552,12.8944,22.3552,0,0,29.61464,-83.40597,23.6537227630615,0.0226470250636339,31.606029510498,0.140596210956573,4.90050983428955,0.000469439983135089,14.3184862136841,40.3775482177734,5.728607036,0.36800029873848,1.89333333333333,5.03666666666667,30.1466666666667,35.9633333333333,26.3833333333333,0.24,"none",1,0,0
"64","STCHA","Control","deep",1.6525,11.624,0.43484475,0,84020.0002096441,3011.97115286725,9736.1890311683,12748.1601840356,"Steinhatchee","Highly fragmented",7,2019,0,0,33,5,20,0,0,1.33333333333333,0.277777777777778,8,0,0,20,13.3333333333333,3,2,22.3552,12.8944,22.3552,0,0,29.61464,-83.40597,23.6537227630615,0.0226470250636339,31.606029510498,0.140596210956573,4.90050983428955,0.000469439983135089,14.3184862136841,40.3775482177734,5.728607036,0.36800029873848,NA,NA,NA,NA,NA,NA,"none",1,0,0
"65","STCHB","Control","shallow",1.87378888888889,4.27334444444444,0.541926443333333,0,6069.3877503926,2033.47398927057,1951.69267436393,3985.1666636345,"Steinhatchee","Bare",7,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.63317,-83.40769,23.6002159118652,0.0229645594954491,31.5276489257812,0.146874368190765,5.01625108718872,0.000503369083162397,12.4482307434082,41.3975257873535,3.667407546,0.413934767246246,0.436666666666667,1.28666666666667,13.4533333333333,35.72,47.8766666666667,0.773333333333333,"none",0,0,0
"66","STCHB","Control","deep",2.38362222222222,3.05248888888889,0.788634793333333,0,11802.0317924439,5857.36509158769,2676.19915356675,8533.56424515444,"Steinhatchee","Bare",7,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.63317,-83.40769,23.6002159118652,0.0229645594954491,31.5276489257812,0.146874368190765,5.01625108718872,0.000503369083162397,12.4482307434082,41.3975257873535,3.667407546,0.413934767246246,0.213333333333333,0.51,12.1166666666667,32.3866666666667,52.35,1.73666666666667,"none",0,0,0
"67","STCHC","Control","shallow",4.42186666666667,23.77045,1.77494128,0,19761.4756305448,4622.79504289984,9014.08046243017,13636.87550533,"Steinhatchee","Bare",8,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.6012,-83.42204,23.6343078613281,0.0228761471807957,31.613842010498,0.142278790473938,4.93503952026367,0.000478996400488541,13.1101903915405,40.4458923339844,7.273342284,1.49931180477142,1.29333333333333,4.06666666666667,21.7166666666667,15.9133333333333,53.3533333333333,2.82,"none",0,0,0
"68","STCHC","Control","deep",5.46622222222222,22.1464722222222,2.28030493333333,0,2493.64507775104,12555.2251866984,14538.5915932294,27093.8167799277,"Steinhatchee","Bare",8,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.6012,-83.42204,23.6343078613281,0.0228761471807957,31.613842010498,0.142278790473938,4.93503952026367,0.000478996400488541,13.1101903915405,40.4458923339844,7.273342284,1.49931180477142,0.325,0.335,8.79,22.09,65.82,2.055,"none",0,0,0
