"","Reference","Date","Region","Quadrat","month","year","Latitude","Longitude","Latitude_Actual","Longitude_Actual","Depth_m","Secchi_m","Epiphite_Blade_Load","Epiphite_Shoot_Load","Seagrass_Health","SAV_Cover","Seagrass_Landscape","Thalassia testudinum","Syringodium filiforme","Halodule wrightii","Halophila decipens","Halophila engelmanni","Ruppia maritima","Acanthophora spicifera","Caulerpa verticillata","Halimeda incrassata","Penicillus capitatus","Sargassum","Udotea flabellum","Mean_Seagrass_Canopy_Height_cm","Mean_Macroalgae_Canopy_Height_cm","Thalassia_testudinum_CH","Syringodium_filiforme_CH","Halodule_wrighti_CH","Dist_To_River","Dist_To_Shore","Chlorophyll.Max","Chlorophyll.Mean","Chlorophyll.Min","Current.Velocity.Max","Current.Velocity.Mean","Current.Velocity.Min","Dissolved.oxygen.Max","Dissolved.oxygen.Mean","Dissolved.oxygen.Min","Light.bottom.Max","Light.bottom.Mean","Light.bottom.Min","Nitrate.Max","Nitrate.Mean","Nitrate.Min","Phosphate.Max","Phosphate.Mean","Phosphate.Min","Primary.productivity.Max","Primary.productivity.Mean","Primary.productivity.Min","Salinity.Max","Salinity.Mean","Salinity.Min","Temperature.Max","Temperature.Mean","Temperature.Min","Diffuse.attenuation.Max","Diffuse.attenuation.Mean","Diffuse.attenuation.Min","Par.Max","Par.Mean","pH","Gravel_Percent","Mud_Percent","Rock_Percent","Sand_Percent"
"68","7/8/2019_Saint Joe Bay_SJB14_5","7/8/2019","Saint Joe Bay",5,7,2019,29.76002,-85.31073,29.7598,-85.31075,1.3,1.3,95,100,100,100,"highly fragmented",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.6339340209961,0.322391331195831,1.43803513050079,0.203819185495377,0.0483890138566494,0.174547612667084,0.037913553416729,0.185723900794983,248.149719238281,218.954803466797,196.774566650391,46.1092224121094,31.6267681121826,14.1268396377563,16.9204978942871,6.49114990234375,1.84219491481781,0.0343662723898888,0.00155117036774755,5.90849449508823e-05,0.0389946103096008,0.0066406698897481,0.00158556294627488,34.0408630371094,31.422794342041,29.7945003509521,30.3087596893311,24.0022487640381,16.2253303527832,4.87876653671265,5.08639717102051,4.65423536300659,56.2779273986816,39.8736038208008,8.05785655975342,45.4732894897461,3.21289658546448,0,51.3138160705566
"69","7/8/2019_Saint Joe Bay_SJB14_6","7/8/2019","Saint Joe Bay",6,7,2019,29.76002,-85.31073,29.7598,-85.31075,1.3,1.3,90,100,100,50,"highly fragmented",100,0,0,0,0,0,0,0,0,0,0,0,4.66666666666667,0,28,0,0,85.6339340209961,0.322391331195831,1.43803513050079,0.203819185495377,0.0483890138566494,0.174547612667084,0.037913553416729,0.185723900794983,248.149719238281,218.954803466797,196.774566650391,46.1092224121094,31.6267681121826,14.1268396377563,16.9204978942871,6.49114990234375,1.84219491481781,0.0343662723898888,0.00155117036774755,5.90849449508823e-05,0.0389946103096008,0.0066406698897481,0.00158556294627488,34.0408630371094,31.422794342041,29.7945003509521,30.3087596893311,24.0022487640381,16.2253303527832,4.87876653671265,5.08639717102051,4.65423536300659,56.2779273986816,39.8736038208008,8.05785655975342,45.4732894897461,3.21289658546448,0,51.3138160705566
"70","7/8/2019_Saint Joe Bay_SJB14_7","7/8/2019","Saint Joe Bay",7,7,2019,29.76002,-85.31073,29.7598,-85.31075,1.3,1.3,100,100,100,100,"highly fragmented",100,0,0,0,0,0,0,0,0,0,0,0,5,0,30,0,0,85.6339340209961,0.322391331195831,1.43803513050079,0.203819185495377,0.0483890138566494,0.174547612667084,0.037913553416729,0.185723900794983,248.149719238281,218.954803466797,196.774566650391,46.1092224121094,31.6267681121826,14.1268396377563,16.9204978942871,6.49114990234375,1.84219491481781,0.0343662723898888,0.00155117036774755,5.90849449508823e-05,0.0389946103096008,0.0066406698897481,0.00158556294627488,34.0408630371094,31.422794342041,29.7945003509521,30.3087596893311,24.0022487640381,16.2253303527832,4.87876653671265,5.08639717102051,4.65423536300659,56.2779273986816,39.8736038208008,8.05785655975342,45.4732894897461,3.21289658546448,0,51.3138160705566
"71","7/8/2019_Saint Joe Bay_SJB14_8","7/8/2019","Saint Joe Bay",8,7,2019,29.76002,-85.31073,29.7598,-85.31075,1.3,1.3,80,90,100,50,"highly fragmented",100,0,0,0,0,0,0,0,0,0,0,0,5.16666666666667,0,31,0,0,85.6339340209961,0.322391331195831,1.43803513050079,0.203819185495377,0.0483890138566494,0.174547612667084,0.037913553416729,0.185723900794983,248.149719238281,218.954803466797,196.774566650391,46.1092224121094,31.6267681121826,14.1268396377563,16.9204978942871,6.49114990234375,1.84219491481781,0.0343662723898888,0.00155117036774755,5.90849449508823e-05,0.0389946103096008,0.0066406698897481,0.00158556294627488,34.0408630371094,31.422794342041,29.7945003509521,30.3087596893311,24.0022487640381,16.2253303527832,4.87876653671265,5.08639717102051,4.65423536300659,56.2779273986816,39.8736038208008,8.05785655975342,45.4732894897461,3.21289658546448,0,51.3138160705566
"72","7/8/2019_Saint Joe Bay_SJB14_9","7/8/2019","Saint Joe Bay",9,7,2019,29.76002,-85.31073,29.7598,-85.31075,1.3,1.3,100,100,100,50,"highly fragmented",100,0,0,0,0,0,0,0,0,0,0,0,7.5,0,45,0,0,85.6339340209961,0.322391331195831,1.43803513050079,0.203819185495377,0.0483890138566494,0.174547612667084,0.037913553416729,0.185723900794983,248.149719238281,218.954803466797,196.774566650391,46.1092224121094,31.6267681121826,14.1268396377563,16.9204978942871,6.49114990234375,1.84219491481781,0.0343662723898888,0.00155117036774755,5.90849449508823e-05,0.0389946103096008,0.0066406698897481,0.00158556294627488,34.0408630371094,31.422794342041,29.7945003509521,30.3087596893311,24.0022487640381,16.2253303527832,4.87876653671265,5.08639717102051,4.65423536300659,56.2779273986816,39.8736038208008,8.05785655975342,45.4732894897461,3.21289658546448,0,51.3138160705566
"73","7/8/2019_Saint Joe Bay_SJB14_10","7/8/2019","Saint Joe Bay",10,7,2019,29.76002,-85.31073,29.7598,-85.31075,1.3,1.3,80,70,100,60,"highly fragmented",100,0,0,0,0,0,0,0,0,0,0,0,4.16666666666667,0,25,0,0,85.6339340209961,0.322391331195831,1.43803513050079,0.203819185495377,0.0483890138566494,0.174547612667084,0.037913553416729,0.185723900794983,248.149719238281,218.954803466797,196.774566650391,46.1092224121094,31.6267681121826,14.1268396377563,16.9204978942871,6.49114990234375,1.84219491481781,0.0343662723898888,0.00155117036774755,5.90849449508823e-05,0.0389946103096008,0.0066406698897481,0.00158556294627488,34.0408630371094,31.422794342041,29.7945003509521,30.3087596893311,24.0022487640381,16.2253303527832,4.87876653671265,5.08639717102051,4.65423536300659,56.2779273986816,39.8736038208008,8.05785655975342,45.4732894897461,3.21289658546448,0,51.3138160705566
"74","7/8/2019_Saint Joe Bay_SJB13_1","7/8/2019","Saint Joe Bay",1,7,2019,29.77447,-85.30693,29.7744,-85.30717,0.8,0.8,80,75,100,100,"highly fragmented",100,0,0,0,0,0,0,0,0,0,0,0,8.33333333333333,0,50,0,0,84.8476943969727,0.335321635007858,1.4371565580368,0.203415438532829,0.048206053674221,0.174929022789001,0.0378290601074696,0.185765355825424,248.152114868164,218.933731079102,196.753646850586,48.378059387207,32.6995162963867,14.3492727279663,16.9163417816162,6.48519897460938,1.83868217468262,0.0342409461736679,0.00154389953240752,5.85111520194914e-05,0.0389336533844471,0.0066142687574029,0.00156910193618387,34.0586738586426,31.4537677764893,29.8331031799316,30.3123302459717,24.0032348632812,16.2205562591553,4.87898921966553,5.10779428482056,4.74951410293579,56.2815933227539,39.8684959411621,8.05623340606689,NA,NA,NA,NA
"75","7/8/2019_Saint Joe Bay_SJB13_2","7/8/2019","Saint Joe Bay",2,7,2019,29.77447,-85.30693,29.7744,-85.30717,0.8,0.8,50,30,100,100,"highly fragmented",25,5,70,0,0,0,0,0,0,0,0,0,15.8333333333333,0,37,38,20,84.8476943969727,0.335321635007858,1.4371565580368,0.203415438532829,0.048206053674221,0.174929022789001,0.0378290601074696,0.185765355825424,248.152114868164,218.933731079102,196.753646850586,48.378059387207,32.6995162963867,14.3492727279663,16.9163417816162,6.48519897460938,1.83868217468262,0.0342409461736679,0.00154389953240752,5.85111520194914e-05,0.0389336533844471,0.0066142687574029,0.00156910193618387,34.0586738586426,31.4537677764893,29.8331031799316,30.3123302459717,24.0032348632812,16.2205562591553,4.87898921966553,5.10779428482056,4.74951410293579,56.2815933227539,39.8684959411621,8.05623340606689,NA,NA,NA,NA
"76","7/8/2019_Saint Joe Bay_SJB13_3","7/8/2019","Saint Joe Bay",3,7,2019,29.77447,-85.30693,29.7744,-85.30717,0.8,0.8,30,100,100,100,"highly fragmented",0,5,95,0,0,0,0,0,0,0,0,0,7.5,0,0,25,20,84.8476943969727,0.335321635007858,1.4371565580368,0.203415438532829,0.048206053674221,0.174929022789001,0.0378290601074696,0.185765355825424,248.152114868164,218.933731079102,196.753646850586,48.378059387207,32.6995162963867,14.3492727279663,16.9163417816162,6.48519897460938,1.83868217468262,0.0342409461736679,0.00154389953240752,5.85111520194914e-05,0.0389336533844471,0.0066142687574029,0.00156910193618387,34.0586738586426,31.4537677764893,29.8331031799316,30.3123302459717,24.0032348632812,16.2205562591553,4.87898921966553,5.10779428482056,4.74951410293579,56.2815933227539,39.8684959411621,8.05623340606689,NA,NA,NA,NA
"77","7/8/2019_Saint Joe Bay_SJB13_4","7/8/2019","Saint Joe Bay",4,7,2019,29.77447,-85.30693,29.7744,-85.30717,0.8,0.8,50,90,75,95,"highly fragmented",45,50,5,0,0,0,0,0,0,0,0,0,9.16666666666667,0,21,20,14,84.8476943969727,0.335321635007858,1.4371565580368,0.203415438532829,0.048206053674221,0.174929022789001,0.0378290601074696,0.185765355825424,248.152114868164,218.933731079102,196.753646850586,48.378059387207,32.6995162963867,14.3492727279663,16.9163417816162,6.48519897460938,1.83868217468262,0.0342409461736679,0.00154389953240752,5.85111520194914e-05,0.0389336533844471,0.0066142687574029,0.00156910193618387,34.0586738586426,31.4537677764893,29.8331031799316,30.3123302459717,24.0032348632812,16.2205562591553,4.87898921966553,5.10779428482056,4.74951410293579,56.2815933227539,39.8684959411621,8.05623340606689,NA,NA,NA,NA
"78","7/8/2019_Saint Joe Bay_SJB13_5","7/8/2019","Saint Joe Bay",5,7,2019,29.77447,-85.30693,29.7744,-85.30717,0.8,0.8,15,5,100,75,"highly fragmented",0,90,0,0,0,0,0,0,0,0,0,0,3,0,0,18,0,84.8476943969727,0.335321635007858,1.4371565580368,0.203415438532829,0.048206053674221,0.174929022789001,0.0378290601074696,0.185765355825424,248.152114868164,218.933731079102,196.753646850586,48.378059387207,32.6995162963867,14.3492727279663,16.9163417816162,6.48519897460938,1.83868217468262,0.0342409461736679,0.00154389953240752,5.85111520194914e-05,0.0389336533844471,0.0066142687574029,0.00156910193618387,34.0586738586426,31.4537677764893,29.8331031799316,30.3123302459717,24.0032348632812,16.2205562591553,4.87898921966553,5.10779428482056,4.74951410293579,56.2815933227539,39.8684959411621,8.05623340606689,NA,NA,NA,NA
"79","7/9/2019_Saint Joe Bay_SJB13_5","7/9/2019","Saint Joe Bay",5,7,2019,29.77447,-85.30693,29.7744,-85.30717,0.8,0.8,15,5,100,75,"highly fragmented",0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,18,84.8476943969727,0.335321635007858,1.4371565580368,0.203415438532829,0.048206053674221,0.174929022789001,0.0378290601074696,0.185765355825424,248.152114868164,218.933731079102,196.753646850586,48.378059387207,32.6995162963867,14.3492727279663,16.9163417816162,6.48519897460938,1.83868217468262,0.0342409461736679,0.00154389953240752,5.85111520194914e-05,0.0389336533844471,0.0066142687574029,0.00156910193618387,34.0586738586426,31.4537677764893,29.8331031799316,30.3123302459717,24.0032348632812,16.2205562591553,4.87898921966553,5.10779428482056,4.74951410293579,56.2815933227539,39.8684959411621,8.05623340606689,NA,NA,NA,NA
"80","7/8/2019_Saint Joe Bay_SJB13_6","7/8/2019","Saint Joe Bay",6,7,2019,29.77447,-85.30693,29.7744,-85.30717,0.8,0.8,80,60,100,100,"highly fragmented",75,25,0,0,0,0,0,0,0,0,0,0,10.8333333333333,0,39,26,0,84.8476943969727,0.335321635007858,1.4371565580368,0.203415438532829,0.048206053674221,0.174929022789001,0.0378290601074696,0.185765355825424,248.152114868164,218.933731079102,196.753646850586,48.378059387207,32.6995162963867,14.3492727279663,16.9163417816162,6.48519897460938,1.83868217468262,0.0342409461736679,0.00154389953240752,5.85111520194914e-05,0.0389336533844471,0.0066142687574029,0.00156910193618387,34.0586738586426,31.4537677764893,29.8331031799316,30.3123302459717,24.0032348632812,16.2205562591553,4.87898921966553,5.10779428482056,4.74951410293579,56.2815933227539,39.8684959411621,8.05623340606689,NA,NA,NA,NA
"81","7/8/2019_Saint Joe Bay_SJB13_7","7/8/2019","Saint Joe Bay",7,7,2019,29.77447,-85.30693,29.7744,-85.30717,0.8,0.8,75,50,100,90,"highly fragmented",45,15,40,0,0,0,0,0,0,0,0,0,16.1666666666667,0,30,39,28,84.8476943969727,0.335321635007858,1.4371565580368,0.203415438532829,0.048206053674221,0.174929022789001,0.0378290601074696,0.185765355825424,248.152114868164,218.933731079102,196.753646850586,48.378059387207,32.6995162963867,14.3492727279663,16.9163417816162,6.48519897460938,1.83868217468262,0.0342409461736679,0.00154389953240752,5.85111520194914e-05,0.0389336533844471,0.0066142687574029,0.00156910193618387,34.0586738586426,31.4537677764893,29.8331031799316,30.3123302459717,24.0032348632812,16.2205562591553,4.87898921966553,5.10779428482056,4.74951410293579,56.2815933227539,39.8684959411621,8.05623340606689,NA,NA,NA,NA
"82","7/8/2019_Saint Joe Bay_SJB13_8","7/8/2019","Saint Joe Bay",8,7,2019,29.77447,-85.30693,29.7744,-85.30717,0.8,0.8,90,50,100,100,"highly fragmented",98,1,1,0,0,0,0,0,0,0,0,0,17.6666666666667,0,46,30,30,84.8476943969727,0.335321635007858,1.4371565580368,0.203415438532829,0.048206053674221,0.174929022789001,0.0378290601074696,0.185765355825424,248.152114868164,218.933731079102,196.753646850586,48.378059387207,32.6995162963867,14.3492727279663,16.9163417816162,6.48519897460938,1.83868217468262,0.0342409461736679,0.00154389953240752,5.85111520194914e-05,0.0389336533844471,0.0066142687574029,0.00156910193618387,34.0586738586426,31.4537677764893,29.8331031799316,30.3123302459717,24.0032348632812,16.2205562591553,4.87898921966553,5.10779428482056,4.74951410293579,56.2815933227539,39.8684959411621,8.05623340606689,NA,NA,NA,NA
"83","7/8/2019_Saint Joe Bay_SJB13_9","7/8/2019","Saint Joe Bay",9,7,2019,29.77447,-85.30693,29.7744,-85.30717,0.8,0.8,50,70,100,100,"highly fragmented",0,55,45,0,0,0,0,0,0,0,0,0,11.5,0,0,39,30,84.8476943969727,0.335321635007858,1.4371565580368,0.203415438532829,0.048206053674221,0.174929022789001,0.0378290601074696,0.185765355825424,248.152114868164,218.933731079102,196.753646850586,48.378059387207,32.6995162963867,14.3492727279663,16.9163417816162,6.48519897460938,1.83868217468262,0.0342409461736679,0.00154389953240752,5.85111520194914e-05,0.0389336533844471,0.0066142687574029,0.00156910193618387,34.0586738586426,31.4537677764893,29.8331031799316,30.3123302459717,24.0032348632812,16.2205562591553,4.87898921966553,5.10779428482056,4.74951410293579,56.2815933227539,39.8684959411621,8.05623340606689,NA,NA,NA,NA
"84","7/8/2019_Saint Joe Bay_SJB13_10","7/8/2019","Saint Joe Bay",10,7,2019,29.77447,-85.30693,29.7744,-85.30717,0.8,0.8,10,10,75,75,"highly fragmented",0,25,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.8476943969727,0.335321635007858,1.4371565580368,0.203415438532829,0.048206053674221,0.174929022789001,0.0378290601074696,0.185765355825424,248.152114868164,218.933731079102,196.753646850586,48.378059387207,32.6995162963867,14.3492727279663,16.9163417816162,6.48519897460938,1.83868217468262,0.0342409461736679,0.00154389953240752,5.85111520194914e-05,0.0389336533844471,0.0066142687574029,0.00156910193618387,34.0586738586426,31.4537677764893,29.8331031799316,30.3123302459717,24.0032348632812,16.2205562591553,4.87898921966553,5.10779428482056,4.74951410293579,56.2815933227539,39.8684959411621,8.05623340606689,NA,NA,NA,NA
"85","7/8/2019_Saint Joe Bay_SJB13_10","7/8/2019","Saint Joe Bay",10,7,2019,29.77447,-85.30693,29.7744,-85.30717,0.8,0.8,10,10,75,75,"highly fragmented",0,25,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.8476943969727,0.335321635007858,1.4371565580368,0.203415438532829,0.048206053674221,0.174929022789001,0.0378290601074696,0.185765355825424,248.152114868164,218.933731079102,196.753646850586,48.378059387207,32.6995162963867,14.3492727279663,16.9163417816162,6.48519897460938,1.83868217468262,0.0342409461736679,0.00154389953240752,5.85111520194914e-05,0.0389336533844471,0.0066142687574029,0.00156910193618387,34.0586738586426,31.4537677764893,29.8331031799316,30.3123302459717,24.0032348632812,16.2205562591553,4.87898921966553,5.10779428482056,4.74951410293579,56.2815933227539,39.8684959411621,8.05623340606689,NA,NA,NA,NA
"86","7/8/2019_Saint Joe Bay_SJB13_10","7/8/2019","Saint Joe Bay",10,7,2019,29.77447,-85.30693,29.7744,-85.30717,0.8,0.8,10,10,75,75,"highly fragmented",0,25,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.8476943969727,0.335321635007858,1.4371565580368,0.203415438532829,0.048206053674221,0.174929022789001,0.0378290601074696,0.185765355825424,248.152114868164,218.933731079102,196.753646850586,48.378059387207,32.6995162963867,14.3492727279663,16.9163417816162,6.48519897460938,1.83868217468262,0.0342409461736679,0.00154389953240752,5.85111520194914e-05,0.0389336533844471,0.0066142687574029,0.00156910193618387,34.0586738586426,31.4537677764893,29.8331031799316,30.3123302459717,24.0032348632812,16.2205562591553,4.87898921966553,5.10779428482056,4.74951410293579,56.2815933227539,39.8684959411621,8.05623340606689,NA,NA,NA,NA
"87","7/8/2019_Saint Joe Bay_SJB13_10","7/8/2019","Saint Joe Bay",10,7,2019,29.77447,-85.30693,29.7744,-85.30717,0.8,0.8,10,10,75,75,"highly fragmented",0,25,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.8476943969727,0.335321635007858,1.4371565580368,0.203415438532829,0.048206053674221,0.174929022789001,0.0378290601074696,0.185765355825424,248.152114868164,218.933731079102,196.753646850586,48.378059387207,32.6995162963867,14.3492727279663,16.9163417816162,6.48519897460938,1.83868217468262,0.0342409461736679,0.00154389953240752,5.85111520194914e-05,0.0389336533844471,0.0066142687574029,0.00156910193618387,34.0586738586426,31.4537677764893,29.8331031799316,30.3123302459717,24.0032348632812,16.2205562591553,4.87898921966553,5.10779428482056,4.74951410293579,56.2815933227539,39.8684959411621,8.05623340606689,NA,NA,NA,NA
"88","7/9/2019_Saint Joe Bay_SJB07_1","7/9/2019","Saint Joe Bay",1,7,2019,29.80502,-85.30295,29.7991,-85.3034,0.6,0.6,100,100,100,100,"highly fragmented",0,0,100,0,0,0,0,0,0,0,0,0,4.83333333333333,0,0,0,29,83.5068969726562,0.122568935155869,1.50989353656769,0.224184855818748,0.057334691286087,0.168974459171295,0.0427422784268856,0.189721554517746,248.801116943359,220.215972900391,197.377304077148,1.38179516792297,6.81684827804565,10.5924158096313,16.4566421508789,6.71863746643066,2.045001745224,0.0337766446173191,0.0015867369947955,8.10027995612472e-05,0.0420987419784069,0.00780072202906013,0.00212765950709581,35.0672569274902,33.3948631286621,31.8303852081299,30.2136211395264,23.8977069854736,16.2177028656006,6.12298202514648,6.03117084503174,5.93644571304321,55.9454650878906,39.7610015869141,8.05383777618408,NA,NA,NA,NA
"89","7/9/2019_Saint Joe Bay_SJB07_2","7/9/2019","Saint Joe Bay",2,7,2019,29.80502,-85.30295,29.7991,-85.3034,0.6,0.6,100,80,100,80,"highly fragmented",95,0,5,0,0,0,0,0,0,0,0,0,6.16666666666667,0,25,0,12,83.5068969726562,0.122568935155869,1.50989353656769,0.224184855818748,0.057334691286087,0.168974459171295,0.0427422784268856,0.189721554517746,248.801116943359,220.215972900391,197.377304077148,1.38179516792297,6.81684827804565,10.5924158096313,16.4566421508789,6.71863746643066,2.045001745224,0.0337766446173191,0.0015867369947955,8.10027995612472e-05,0.0420987419784069,0.00780072202906013,0.00212765950709581,35.0672569274902,33.3948631286621,31.8303852081299,30.2136211395264,23.8977069854736,16.2177028656006,6.12298202514648,6.03117084503174,5.93644571304321,55.9454650878906,39.7610015869141,8.05383777618408,NA,NA,NA,NA
"90","7/9/2019_Saint Joe Bay_SJB07_3","7/9/2019","Saint Joe Bay",3,7,2019,29.80502,-85.30295,29.7991,-85.3034,0.6,0.6,100,100,60,95,"highly fragmented",99,0,1,0,0,0,0,0,0,0,0,0,6.83333333333333,0,32,0,9,83.5068969726562,0.122568935155869,1.50989353656769,0.224184855818748,0.057334691286087,0.168974459171295,0.0427422784268856,0.189721554517746,248.801116943359,220.215972900391,197.377304077148,1.38179516792297,6.81684827804565,10.5924158096313,16.4566421508789,6.71863746643066,2.045001745224,0.0337766446173191,0.0015867369947955,8.10027995612472e-05,0.0420987419784069,0.00780072202906013,0.00212765950709581,35.0672569274902,33.3948631286621,31.8303852081299,30.2136211395264,23.8977069854736,16.2177028656006,6.12298202514648,6.03117084503174,5.93644571304321,55.9454650878906,39.7610015869141,8.05383777618408,NA,NA,NA,NA
"91","7/9/2019_Saint Joe Bay_SJB07_4","7/9/2019","Saint Joe Bay",4,7,2019,29.80502,-85.30295,29.7991,-85.3034,0.6,0.6,80,60,95,80,"highly fragmented",100,0,0,0,0,0,0,0,0,0,0,0,6.16666666666667,0,37,0,0,83.5068969726562,0.122568935155869,1.50989353656769,0.224184855818748,0.057334691286087,0.168974459171295,0.0427422784268856,0.189721554517746,248.801116943359,220.215972900391,197.377304077148,1.38179516792297,6.81684827804565,10.5924158096313,16.4566421508789,6.71863746643066,2.045001745224,0.0337766446173191,0.0015867369947955,8.10027995612472e-05,0.0420987419784069,0.00780072202906013,0.00212765950709581,35.0672569274902,33.3948631286621,31.8303852081299,30.2136211395264,23.8977069854736,16.2177028656006,6.12298202514648,6.03117084503174,5.93644571304321,55.9454650878906,39.7610015869141,8.05383777618408,NA,NA,NA,NA
"92","7/9/2019_Saint Joe Bay_SJB07_5","7/9/2019","Saint Joe Bay",5,7,2019,29.80502,-85.30295,29.7991,-85.3034,0.6,0.6,80,55,95,55,"highly fragmented",100,0,0,0,0,0,0,0,0,0,0,0,5.5,0,33,0,0,83.5068969726562,0.122568935155869,1.50989353656769,0.224184855818748,0.057334691286087,0.168974459171295,0.0427422784268856,0.189721554517746,248.801116943359,220.215972900391,197.377304077148,1.38179516792297,6.81684827804565,10.5924158096313,16.4566421508789,6.71863746643066,2.045001745224,0.0337766446173191,0.0015867369947955,8.10027995612472e-05,0.0420987419784069,0.00780072202906013,0.00212765950709581,35.0672569274902,33.3948631286621,31.8303852081299,30.2136211395264,23.8977069854736,16.2177028656006,6.12298202514648,6.03117084503174,5.93644571304321,55.9454650878906,39.7610015869141,8.05383777618408,NA,NA,NA,NA
"93","7/9/2019_Saint Joe Bay_SJB07_6","7/9/2019","Saint Joe Bay",6,7,2019,29.80502,-85.30295,29.7991,-85.3034,0.6,0.6,90,75,90,60,"highly fragmented",100,0,0,0,0,0,0,0,0,0,0,0,5,0,30,0,0,83.5068969726562,0.122568935155869,1.50989353656769,0.224184855818748,0.057334691286087,0.168974459171295,0.0427422784268856,0.189721554517746,248.801116943359,220.215972900391,197.377304077148,1.38179516792297,6.81684827804565,10.5924158096313,16.4566421508789,6.71863746643066,2.045001745224,0.0337766446173191,0.0015867369947955,8.10027995612472e-05,0.0420987419784069,0.00780072202906013,0.00212765950709581,35.0672569274902,33.3948631286621,31.8303852081299,30.2136211395264,23.8977069854736,16.2177028656006,6.12298202514648,6.03117084503174,5.93644571304321,55.9454650878906,39.7610015869141,8.05383777618408,NA,NA,NA,NA
"94","7/9/2019_Saint Joe Bay_SJB07_7","7/9/2019","Saint Joe Bay",7,7,2019,29.80502,-85.30295,29.7991,-85.3034,0.6,0.6,30,100,100,100,"highly fragmented",0,0,100,0,0,0,0,0,0,0,0,0,4,0,0,0,24,83.5068969726562,0.122568935155869,1.50989353656769,0.224184855818748,0.057334691286087,0.168974459171295,0.0427422784268856,0.189721554517746,248.801116943359,220.215972900391,197.377304077148,1.38179516792297,6.81684827804565,10.5924158096313,16.4566421508789,6.71863746643066,2.045001745224,0.0337766446173191,0.0015867369947955,8.10027995612472e-05,0.0420987419784069,0.00780072202906013,0.00212765950709581,35.0672569274902,33.3948631286621,31.8303852081299,30.2136211395264,23.8977069854736,16.2177028656006,6.12298202514648,6.03117084503174,5.93644571304321,55.9454650878906,39.7610015869141,8.05383777618408,NA,NA,NA,NA
"95","7/9/2019_Saint Joe Bay_SJB07_8","7/9/2019","Saint Joe Bay",8,7,2019,29.80502,-85.30295,29.7991,-85.3034,0.6,0.6,25,100,100,100,"highly fragmented",0,0,100,0,0,0,0,0,0,0,0,0,3.83333333333333,0,0,0,23,83.5068969726562,0.122568935155869,1.50989353656769,0.224184855818748,0.057334691286087,0.168974459171295,0.0427422784268856,0.189721554517746,248.801116943359,220.215972900391,197.377304077148,1.38179516792297,6.81684827804565,10.5924158096313,16.4566421508789,6.71863746643066,2.045001745224,0.0337766446173191,0.0015867369947955,8.10027995612472e-05,0.0420987419784069,0.00780072202906013,0.00212765950709581,35.0672569274902,33.3948631286621,31.8303852081299,30.2136211395264,23.8977069854736,16.2177028656006,6.12298202514648,6.03117084503174,5.93644571304321,55.9454650878906,39.7610015869141,8.05383777618408,NA,NA,NA,NA
"96","7/9/2019_Saint Joe Bay_SJB07_9","7/9/2019","Saint Joe Bay",9,7,2019,29.80502,-85.30295,29.7991,-85.3034,0.6,0.6,10,100,100,100,"highly fragmented",0,0,100,0,0,0,0,0,0,0,0,0,3.33333333333333,0,0,0,20,83.5068969726562,0.122568935155869,1.50989353656769,0.224184855818748,0.057334691286087,0.168974459171295,0.0427422784268856,0.189721554517746,248.801116943359,220.215972900391,197.377304077148,1.38179516792297,6.81684827804565,10.5924158096313,16.4566421508789,6.71863746643066,2.045001745224,0.0337766446173191,0.0015867369947955,8.10027995612472e-05,0.0420987419784069,0.00780072202906013,0.00212765950709581,35.0672569274902,33.3948631286621,31.8303852081299,30.2136211395264,23.8977069854736,16.2177028656006,6.12298202514648,6.03117084503174,5.93644571304321,55.9454650878906,39.7610015869141,8.05383777618408,NA,NA,NA,NA
"97","7/9/2019_Saint Joe Bay_SJB07_10","7/9/2019","Saint Joe Bay",10,7,2019,29.80502,-85.30295,29.7991,-85.3034,0.6,0.6,60,90,100,100,"highly fragmented",50,0,50,0,0,0,0,0,0,0,0,0,11,0,36,0,30,83.5068969726562,0.122568935155869,1.50989353656769,0.224184855818748,0.057334691286087,0.168974459171295,0.0427422784268856,0.189721554517746,248.801116943359,220.215972900391,197.377304077148,1.38179516792297,6.81684827804565,10.5924158096313,16.4566421508789,6.71863746643066,2.045001745224,0.0337766446173191,0.0015867369947955,8.10027995612472e-05,0.0420987419784069,0.00780072202906013,0.00212765950709581,35.0672569274902,33.3948631286621,31.8303852081299,30.2136211395264,23.8977069854736,16.2177028656006,6.12298202514648,6.03117084503174,5.93644571304321,55.9454650878906,39.7610015869141,8.05383777618408,NA,NA,NA,NA
