"","Reference","Florida.Stone.Crab","Spiny.Lobster","Stage"
"596","TBM1994102407",0,0,"Juvenile"
"597","TBM1994102410",0,0,"Juvenile"
"598","TBM1994102618",0,0,"Juvenile"
"599","TBM1994111701",0,0,"Juvenile"
"600","TBM1994111702",0,0,"Juvenile"
"601","TBM1994112011",0,0,"Juvenile"
"602","TBM1994112013",0,0,"Juvenile"
"603","TBM1994120745",0,0,"Juvenile"
"604","TBM1995031406",0,0,"Juvenile"
"605","TBM1995031407",0,0,"Juvenile"
"606","TBM1995032005",0,0,"Juvenile"
"607","TBM1995032011",0,0,"Juvenile"
"608","TBM1995032107",0,0,"Juvenile"
"609","TBM1995032109",0,0,"Juvenile"
"610","TBM1995032709",0,0,"Juvenile"
"611","TBM1995032809",0,0,"Juvenile"
"612","TBM1995040607",0,0,"Juvenile"
"613","TBM1995040613",0,0,"Juvenile"
"614","TBM1995041104",0,0,"Juvenile"
"615","TBM1995041707",0,0,"Juvenile"
"616","TBM1995041708",0,0,"Juvenile"
"617","TBM1995050118",0,0,"Juvenile"
"618","TBM1995050202",0,0,"Juvenile"
"619","TBM1995060106",0,0,"Juvenile"
"620","TBM1995091805",0,0,"Juvenile"
"621","TBM1995092024",0,0,"Juvenile"
"622","TBM1995092501",0,0,"Juvenile"
"623","TBM1995092504",0,0,"Juvenile"
"624","TBM1995092511",0,0,"Juvenile"
"625","TBM1995092604",0,0,"Juvenile"
"626","TBM1995100203",0,0,"Juvenile"
"627","TBM1995100911",0,0,"Juvenile"
"628","TBM1995100912",0,0,"Juvenile"
"629","TBM1995101003",0,0,"Juvenile"
"630","TBM1995101005",0,0,"Juvenile"
"631","TBM1995103112",0,0,"Juvenile"
"632","TBM1995110604",0,0,"Juvenile"
"633","TBM1995110608",0,0,"Juvenile"
"634","TBM1995110703",0,0,"Juvenile"
"635","TBM1995112003",0,0,"Juvenile"
"636","TBM1995112004",0,0,"Juvenile"
"637","TBM1995112102",0,0,"Juvenile"
"638","TBM1995112704",0,0,"Juvenile"
"639","TBM1996011602",0,0,"Juvenile"
"640","TBM1996011605",0,0,"Juvenile"
"641","TBM1996012307",0,0,"Juvenile"
"642","TBM1996021306",0,0,"Juvenile"
"643","TBM1996021614",0,0,"Juvenile"
"644","TBM1996021911",0,0,"Juvenile"
"645","TBM1996030702",0,0,"Juvenile"
"646","TBM1996031502",0,0,"Juvenile"
"647","TBM1996031503",0,0,"Juvenile"
"648","TBM1996032006",0,0,"Juvenile"
"649","TBM1996041704",0,0,"Juvenile"
"650","TBM1996051307",0,0,"Juvenile"
"651","TBM1996052105",0,0,"Juvenile"
"652","TBM1996052303",0,0,"Juvenile"
"653","TBM1996061004",0,0,"Juvenile"
"654","TBM1996071109",0,0,"Juvenile"
"655","TBM1996071504",0,0,"Juvenile"
"656","TBM1996071814",0,0,"Juvenile"
"657","TBM1996081213",0,0,"Juvenile"
"658","TBM1996092402",0,0,"Juvenile"
"659","TBM1996101717",0,0,"Juvenile"
"660","TBM1996102114",0,0,"Juvenile"
"661","TBM1996112020",0,0,"Juvenile"
"662","TBM1996121702",0,0,"Juvenile"
"663","TBM1997010902",0,0,"Juvenile"
"664","TBM1997020403",0,0,"Juvenile"
"665","TBM1997020604",0,0,"Juvenile"
"666","TBM1997022106",0,0,"Juvenile"
"667","TBM1997031008",0,0,"Juvenile"
"668","TBM1997031101",0,0,"Juvenile"
"669","TBM1997031205",0,0,"Juvenile"
"670","TBM1997040808",0,0,"Juvenile"
"671","TBM1997041001",0,0,"Juvenile"
"672","TBM1997042101",0,0,"Juvenile"
"673","TBM1997050814",0,0,"Juvenile"
"674","TBM1997051408",0,0,"Juvenile"
"675","TBM1997060903",0,0,"Juvenile"
"676","TBM1997061103",0,0,"Juvenile"
"677","TBM1997061703",0,0,"Juvenile"
"678","TBM1997061803",0,0,"Juvenile"
"679","TBM1997061901",0,0,"Juvenile"
"680","TBM1997071001",0,0,"Juvenile"
"681","TBM1997071615",0,0,"Juvenile"
"682","TBM1997080709",0,0,"Juvenile"
"683","TBM1997081102",0,0,"Juvenile"
"684","TBM1997081316",0,0,"Juvenile"
"685","TBM1997091104",0,0,"Juvenile"
"686","TBM1997100813",0,0,"Juvenile"
"687","TBM1997101717",0,0,"Juvenile"
"688","TBM1997111412",0,0,"Juvenile"
"689","TBM1997111910",0,0,"Juvenile"
"690","TBM1997112101",0,0,"Juvenile"
"691","TBM1998052103",0,0,"Juvenile"
"692","TBM1998081709",0,0,"Juvenile"
"693","TBM1998081801",0,0,"Juvenile"
"694","TBM1998101415",0,0,"Juvenile"
"695","TBM1998101901",0,0,"Juvenile"
"696","TBM1998120401",0,0,"Juvenile"
"697","TBM1998120405",0,0,"Juvenile"
"698","TBM1998121014",0,0,"Juvenile"
"699","TBM1999011302",0,0,"Juvenile"
"700","TBM1999011403",0,0,"Juvenile"
"701","TBM1999021505",0,0,"Juvenile"
"702","TBM1999100613",0,0,"Juvenile"
"703","TBM2000010709",0,0,"Juvenile"
"704","TBM2000050807",0,0,"Juvenile"
"705","TBM2000052201",0,0,"Juvenile"
"706","TBM2000060206",0,0,"Juvenile"
"707","TBM2000061301",0,0,"Juvenile"
"708","TBM2000092004",0,0,"Juvenile"
"709","TBM2001014107",0,0,"Juvenile"
"710","TBM2001111308",0,0,"Juvenile"
"711","TBM2002060702",0,0,"Juvenile"
"712","TQM1997022503",0,0,"Juvenile"
"713","TQM1997092504",0,0,"Juvenile"
"714","TQM1998071503",0,0,"Juvenile"
"715","TQM2000090702",0,0,"Juvenile"
"716","TQM2000101203",0,0,"Juvenile"
"717","TQM2000101801",0,0,"Juvenile"
"718","TQM2000110203",0,0,"Juvenile"
"719","TQM2001040104",0,0,"Juvenile"
"720","TQM2001040304",0,0,"Juvenile"
"721","TQM2001090503",0,0,"Juvenile"
"722","TQM2001100201",0,0,"Juvenile"
"723","TQM2002080302",0,0,"Juvenile"
"724","TQM2002080404",0,0,"Juvenile"
"725","TQM2002110303",0,0,"Juvenile"
"726","TQM2002120204",0,0,"Juvenile"
"727","TQM2002120302",0,0,"Juvenile"
"728","TQM2003040103",0,0,"Juvenile"
"729","TQM2003060205",0,0,"Juvenile"
"730","TQM2004120404",0,0,"Juvenile"
"731","TQM2005030305",0,0,"Juvenile"
"732","TQM2005080305",0,0,"Juvenile"
"733","TQM2008060402",0,0,"Juvenile"
"734","TQM2008070502",0,0,"Juvenile"
"735","TQM2008110204",0,0,"Juvenile"
"736","TQM2009020204",0,0,"Juvenile"
"737","TQM2009100202",0,0,"Juvenile"
"738","TQM2010060201",0,0,"Juvenile"
"739","TQM2011090201",0,0,"Juvenile"
"740","TQM2012020201",0,0,"Juvenile"
"741","TQM2013060101",0,0,"Juvenile"
