Start Date,Site Number,Quadrat,Species_Name,Common Name,Type,"Biomass Component (i.e., AGB, DT)",Weight Boat ID,Boat Weight (g),Wet Weight (g),Dry Start Date,Dry Start Time (EST),Dry Weight (g),End Date,End Time (EST),Processing Notes
11/1/2019,SJB07,2,Halodule_wrightii,shoal grass,SAV,AGB,SA9,2.5267,7.5532,,10:10,2.947,11/6/2019,10:00,
11/5/2019,SJB06,1,Halodule_wrightii,shoal grass,SAV,AGB,P1,6.3795,37.9135,,10:10,9.7488,11/12/2019,9:15,
11/5/2019,SJB07,3,Halodule_wrightii,shoal grass,SAV,AGB,P17,6.1237,8.3509,,10:10,6.3839,11/12/2019,9:15,
11/8/2019,SJB06,2,Halodule_wrightii,shoal grass,SAV,ABG,P16,6.4454,40.1261,,9:20,9.5969,11/16/2019,9:20,
11/8/2019,SJB06,3,Halodule_wrightii,shoal grass,SAV,AGB,P2,6.3087,54.315,,9:20,11.2012,11/16/2019,9:20,
11/15/2019,SJB17,2,Halodule_wrightii,shoal grass,SAV,AGB,SA4,2.5121,2.5161,,9:25,2.5149,11/20/2019,9:35,
2/18/2020,SMAR24,2,Halodule_wrightii,shoal grass,SAV,AGB,SA20,2.5058,5.1645,2/19/2020,5:00,2.7737,2/24/2020,3:40,
2/18/2020,SMAR23,2,Halodule_wrightii,shoal grass,SAV,AGB,SA5,2.5144,2.7496,2/19/2020,5:00,2.5338,2/24/2020,3:40,
2/25/2020,SMAR25,2,Halodule_wrightii,shoal grass,SAV,AGB,SA2,2.4858,4.2128,2/26/2020,11:13,2.6734,3/2/2020,8:40,
3/10/2020,SMAR24,3,Halodule_wrightii,shoal grass,SAV,AGB,SA2,2.4851,4.9295,3/12/2029,9:00,2.7601,3/17/2020,9:00,
9/23/2020,SMAR25,1,Halodule_wrightii,shoal grass,SAV,AGB,SA15,2.531,9.067,9/23/2020,9:53,3.191,9/28/2020,9:30,
10/29/2020,SMAR25,3,Halodule_wrightii,shoal grass,SAV,AGB,P9,6.435,15.7794,10/29/2020,1:10,7.567,11/2/2020,12:30,
10/22/2020,STCH01,3,Halodule_wrightii,shoal grass,SAV,AGB,SA13,2.5036,2.5574,10/22/2020,10:37,2.4934,10/26/2020,8:42,
10/26/2020,STCH01,1,Halodule_wrightii,shoal grass,SAV,AGB,S1,2.487,2.671,10/26/2020,10:19,2.543,10/30/2020,10:30,
10/29/2020,STCH01,4,Halodule_wrightii,shoal grass,SAV,AGB,SA10,2.4885,6.9825,10/29/2020,10:26,2.8323,11/2/2020,12:30,
10/4/2019,STCH05,8,Halophila_decipiens,paddle grass,SAV,AGB,NA,1.2929,1.6811,,10:14,1.3281,10/8/2019,10:17,
10/6/2019,STCH06,2,Halophila_decipiens,paddle grass,SAV,AGB,NA,33.7508,39.1696,,10:35,34.4438,10/12/2019,10:35,
10/18/2019,STCH06,3,Halophila_decipiens,paddle grass,SAV,AGB,SA1,2.5152,7.8362,,10:42,3.1277,10/25/2019,8:15,
10/18/2019,STCH06,6,Halophila_decipiens,paddle grass,SAV,AGB,SA15,2.5185,3.3445,,10:42,2.5913,10/25/2019,8:15,
10/25/2019,SJB13,3,Halophila_decipiens,paddle grass,SAV,AGB,SA20,2.4861,4.6155,,8:45,2.6833,11/2/2019,10:00,
2/25/2020,SMAR04,3,Halophila_decipiens,paddle grass,SAV,AGB,SA7,2.4999,4.5578,2/26/2020,11:13,2.9819,3/2/2020,8:40,
2/25/2020,SMAR25,2,Halophila_decipiens,paddle grass,SAV,AGB,SA11,2.4922,2.7264,2/26/2020,11:13,2.5586,3/2/2020,8:40,
3/10/2020,SMAR24,3,Halophila_decipiens,paddle grass,SAV,AGB,SA10,2.4842,2.8334,3/12/2029,9:00,2.6042,3/17/2020,9:00,
3/10/2020,SMAR24,1,Halophila_decipiens,paddle grass,SAV,AGB,SA5,2.5039,2.5461,3/12/2029,9:00,2.5183,3/17/2020,9:00,
9/23/2020,SMAR25,1,Halophila_decipiens,paddle grass,SAV,AGB,SA12,2.508,3.349,9/23/2020,9:53,2.664,9/28/2020,9:30,
9/23/2020,SMAR23,3,Halophila_decipiens,paddle grass,SAV,AGB,SA19,2.487,3.508,9/23/2020,10:38,2.627,9/28/2020,9:30,
10/29/2020,SMAR25,3,Halophila_decipiens,paddle grass,SAV,AGB,SA15,2.5205,5.0667,10/29/2020,1:10,2.9357,11/2/2020,12:30,
10/4/2019,STCH20,2,Halophila_engelmanni,star grass,SAV,AGB,NA,1.2711,4.7932,,10:14,1.4965,10/8/2019,10:17,
10/6/2019,STCH06,1,Halophila_engelmanni,star grass,SAV,AGB,NA,1.2737,4.0474,,10:35,1.4646,10/12/2019,10:35,
10/22/2020,STCH01,3,Halophila_engelmanni,star grass,SAV,AGB,SA2,2.4932,29.0527,10/22/2020,10:37,4.116,10/26/2020,8:42,
10/29/2020,STCH01,4,Halophila_engelmanni,star grass,SAV,AGB,SA16,2.4886,24.0776,10/29/2020,10:26,4.2871,11/2/2020,12:30,
10/9/2020,STCH04,1,Halophila_engelmanni,star grass,SAV,AGB,SA13,2.4852,4.6969,10/9/2020,11:14,2.5911,10/12/2020,9:56,
10/9/2020,STCH01,2,Halophila_engelmanni,star grass,SAV,AGB,SA18,2.5068,7.6967,10/9/2020,11:40,2.7803,10/12/2020,9:56,
10/15/2019,SJB02,3,Hormomya_exusta,scorched mussel,Animal,AGB,SA11,2.4916,2.7178,,11:00,2.6073,10/20/2019,10:40,
10/18/2019,STCH06,3,Hormomya_exusta,scorched mussel,Animal,AGB,SA14,2.4835,3.2513,,10:42,2.6918,10/25/2019,8:15,
11/15/2019,SJB17,1,Hormomya_exusta,scorched mussel,Animal,AGB,SA22,2.5079,2.518,,9:25,2.511,11/20/2019,9:35,
2/4/2020,SMAR01,10,Hormomya_exusta,scorched mussel,Animal,AGB,SA19,2.4906,3.3874,2/6/2020,9:00,2.7619,2/10/2020,9:15,
10/10/2019,STCH05,3,Juvenile_Crab,juvenile crab,Animal,AGB,sa2,2.4855,2.7543,,10:34,2.5452,10/16/2016,10:45,
10/15/2019,SJB02,1,Modulus_modulus,Atlantic modulus,Animal,AGB,SA9,2.5221,3.1859,,11:00,2.9149,10/20/2019,10:40,
10/15/2019,SJB02,3,Modulus_modulus,Atlantic modulus,Animal,AGB,SA12,2.5055,5.1735,,11:00,3.7942,10/20/2019,10:40,
9/30/2020,STCH04,3,NA,,Animal,AGB,,,,,,,,,
10/10/2019,SJB02,2,Ophioderma_appressum,harlequin brittle star,Animal,,sa4,2.5132,3.0227,,10:34,2.7421,10/16/2016,10:45,
1/24/2020,SMAR03,3,Ophioderma_appressum,harlequin brittle star,Animal,AGB,SA4,2.5133,2.5451,1/24/2020,11:35,2.517,1/29/2020,8:55,
10/6/2019,STCH05,1,Penicillus_sp,mermaid's paint brush,Algae,AGB,NA,1.2757,1.6847,,11:52,1.2935,10/12/2019,10:35,
10/18/2019,STCH06,3,Penicillus_sp,mermaid's paint brush,Algae,AGB,SA2,2.4831,10.1734,,10:42,4.9721,10/25/2019,8:15,
10/18/2019,STCH06,6,Penicillus_sp,mermaid's paint brush,Algae,ABG,SA17,2.4932,2.8913,,10:42,2.5555,10/25/2019,8:15,
9/23/2020,SMAR25,1,Penicillus_sp,mermaid's paint brush,Algae,AGB,SA13,2.485,5.438,9/23/2020,9:53,3.007,9/28/2020,9:30,
10/29/2020,SMAR25,3,Penicillus_sp,mermaid's paint brush,Algae,AGB,SA50,2.5053,2.7574,10/29/2020,1:10,2.5622,11/2/2020,12:30,
10/6/2019,STCH05,1,Ruppia_maritima,widgeon grass,SAV,AGB,NA,34.3087,51.1651,,11:52,35.3432,10/12/2019,10:35,
10/6/2019,STCH05,2,Ruppia_maritima,widgeon grass,SAV,AGB,NA,11.1249,54.8509,,12:15,15.4565,10/12/2019,10:35,may also have halodule
10/10/2019,STCH05,3,Ruppia_maritima,widgeon grass,SAV,AGB,p7,6.7315,20.6412,,10:34,7.5727,10/16/2016,10:45,
10/29/2020,SMAR25,3,Syringodium_filiforme,manatee grass,SAV,AGB,P14,6.0618,55.2235,10/29/2020,1:10,10.168,11/2/2020,12:30,
10/4/2019,STCH05,8,Syringodium_filiforme,manatee grass,SAV,AGB,NA,5.045,58.1529,,10:14,9.0931,10/8/2019,10:17,
10/6/2019,STCH06,1,Syringodium_filiforme,manatee grass,SAV,AGB,NA,34.9369,60.8095,,10:35,36.7022,10/12/2019,10:35,
10/6/2019,STCH06,2,Syringodium_filiforme,manatee grass,SAV,AGB,NA,34.5256,76.464,,10:35,37.9221,10/12/2019,10:35,
10/18/2019,STCH06,3,Syringodium_filiforme,manatee grass,SAV,AGB,P1,6.3561,32.279,,10:42,8.5339,10/25/2019,8:15,
10/18/2019,STCH06,6,Syringodium_filiforme,manatee grass,SAV,AGB,P4,6.4017,46.3011,,10:42,9.7483,10/25/2019,8:15,
10/25/2019,SJB13,2,Syringodium_filiforme,manatee grass,SAV,AGB,P13,6.0782,28.0298,,8:45,6.6588,11/2/2019,10:00,
10/25/2019,SJB13,3,Syringodium_filiforme,manatee grass,SAV,AGB,P18,5.9445,20.8835,,8:45,6.9887,11/2/2019,10:00,
1/13/2020,SMAR03,2,Syringodium_filiforme,manatee grass,SAV,AGB,SA18,2.4978,9.9221,,10:00,3.1794,1/21/2020,8:35,
2/4/2020,SMAR01,10,Syringodium_filiforme,manatee grass,SAV,AGB,SA3,2.5041,2.5483,2/6/2020,9:00,2.5076,2/10/2020,9:15,
2/4/2020,SMAR01,9,Syringodium_filiforme,manatee grass,SAV,AGB,P6,6.3571,54.2734,2/6/2020,9:00,9.7969,2/10/2020,9:15,
2/11/2020,SMAR12,3,Syringodium_filiforme,manatee grass,SAV,AGB,SA7,2.4972,3.6,2/13/2020,9:30,2.5284,2/17/2020,9:15,
2/11/2020,SMAR12,1,Syringodium_filiforme,manatee grass,SAV,AGB,P7,6.4507,19.7854,2/13/2020,9:30,7.4676,2/17/2020,9:15,
2/18/2020,SMAR24,2,Syringodium_filiforme,manatee grass,SAV,AGB,P16,6.3803,19.2803,2/19/2020,5:00,7.5079,2/24/2020,3:40,
2/25/2020,SMAR25,2,Syringodium_filiforme,manatee grass,SAV,AGB,P12,6.1513,38.4663,2/26/2020,11:13,8.8006,3/2/2020,8:40,
3/3/2020,SMAR23,1,Syringodium_filiforme,manatee grass,SAV,AGB,P13,6.073,9.5003,3/6/2020,12:13,6.3907,3/11/2020,9:00,
3/10/2020,SMAR24,3,Syringodium_filiforme,manatee grass,SAV,AGB,P7,6.4288,24.0427,3/12/2029,9:00,7.8192,3/17/2020,9:00,
3/10/2020,SMAR24,1,Syringodium_filiforme,manatee grass,SAV,AGB,P11,6.1815,21.8631,3/12/2029,9:00,7.4904,3/17/2020,9:00,
9/23/2020,SMAR25,1,Syringodium_filiforme,manatee grass,SAV,AGB,P18,6.078,29.982,9/23/2020,9:53,7.954,9/28/2020,9:30,
11/18/2020,STCH12,2,Syringodium_filiforme,manatee grass,SAV,AGB,SA51,2.5,3.727,11/18/2020,10:31,2.5789,11/23/2020,9:00,
10/9/2020,SMAR1,10,Syringodium_filiforme,manatee grass,SAV,AGB,P11,6.1502,35.314,10/9/2020,12:05,8.5711,10/12/2020,9:56,
10/12/2020,SMAR1,4,Syringodium_filiforme,manatee grass,SAV,AGB,P2,6.131,29.4435,10/12/2020,11:15,8.5891,10/16/2020,10:36,
10/22/2020,STCH12,3,Syringodium_filiforme,manatee grass,SAV,AGB,2a,5.9788,33.7108,10/22/2020,10:37,9.6761,10/26/2020,8:42,
10/1/2019,SJB24,1,Thalassia_testudinum,turtle grass,SAV,DT,NA,34.7555,49.2629,,10:39,36.0866,10/5/2019,10:45,
10/1/2019,SJB24,1,Thalassia_testudinum,turtle grass,SAV,AGB,NA,33.9774,100.6742,,10:39,41.88,10/5/2019,10:45,
10/1/2019,SJB24,2,Thalassia_testudinum,turtle grass,SAV,AGB,NA,34.8126,99.3162,,10:39,43.4522,10/5/2019,10:45,
10/1/2019,SJB24,2,Thalassia_testudinum,turtle grass,SAV,DT,NA,33.4159,45.8187,,10:39,34.7539,10/5/2019,10:45,
10/1/2019,SJB24,3,Thalassia_testudinum,turtle grass,SAV,AGB,NA,34.6516,79.7594,,10:39,39.6719,10/5/2019,10:45,
10/1/2019,SJB24,3,Thalassia_testudinum,turtle grass,SAV,DT,NA,4.635,25.9569,,10:39,6.8878,10/5/2019,10:45,
10/4/2019,STCH20,1,Thalassia_testudinum,turtle grass,SAV,AGB,NA,6.884,39.1575,,10:14,10.263,10/8/2019,10:17,
10/4/2019,STCH20,2,Thalassia_testudinum,turtle grass,SAV,AGB,NA,7.4594,67.6763,,10:14,14.8614,10/8/2019,10:17,
10/4/2019,STCH20,3,Thalassia_testudinum,turtle grass,SAV,AGB,NA,4.6873,37.1106,,10:14,8.361,10/8/2019,10:17,
10/10/2019,SJB02,2,Thalassia_testudinum,turtle grass,SAV,AGB,p4,6.5614,75.8118,,10:34,13.6741,10/16/2016,10:45,
10/10/2019,SJB02,2,Thalassia_testudinum,turtle grass,SAV,AGB,p3,6.467,66.2556,,10:34,11.8987,10/16/2016,10:45,
10/10/2019,SJB02,2,Thalassia_testudinum,turtle grass,SAV,AGB,p10,6.4537,65.715,,10:34,12.0339,10/16/2016,10:45,
10/15/2019,SJB02,1,Thalassia_testudinum,turtle grass,SAV,AGB,p11,6.2252,55.9458,,11:00,11.4206,10/20/2019,10:40,
10/15/2019,SJB02,1,Thalassia_testudinum,turtle grass,SAV,AGB,p13,6.0971,51.7467,,11:00,10.484,10/20/2019,10:40,
10/15/2019,SJB02,3,Thalassia_testudinum,turtle grass,SAV,AGB,p15,6.1415,55.0586,,11:00,11.1371,10/20/2019,10:40,
10/15/2019,SJB02,3,Thalassia_testudinum,turtle grass,SAV,AGB,p16,6.0808,56.2915,,11:00,11.0653,10/20/2019,10:40,
10/15/2019,SJB02,3,Thalassia_testudinum,turtle grass,SAV,AGB,p17,6.1411,51.4288,,11:00,10.5987,10/20/2019,10:40,
10/15/2019,SJB02,3,Thalassia_testudinum,turtle grass,SAV,AGB,p18,6.1474,36.1219,,11:00,8.5741,10/20/2019,10:40,
10/18/2019,STCH06,3,Thalassia_testudinum,turtle grass,SAV,AGB,SA4,2.511,5.1675,,10:42,2.7633,10/25/2019,8:15,
10/22/2019,SJB14,1,Thalassia_testudinum,turtle grass,SAV,AGB,P7,6.4328,54.2467,,8:15,12.5486,10/29/2019,8:45,
10/22/2019,SJB14,1,Thalassia_testudinum,turtle grass,SAV,AGB,P9,6.364,72.0341,,8:15,15.658,10/29/2019,8:45,
10/22/2019,SJB14,2,Thalassia_testudinum,turtle grass,SAV,AGB,P8,6.4,44.8867,,8:15,11.3651,10/29/2019,8:45,
10/22/2019,SJB14,2,Thalassia_testudinum,turtle grass,SAV,AGB,P10,6.3533,45.71,,8:15,11.9743,10/29/2019,8:45,
10/25/2019,SJB13,2,Thalassia_testudinum,turtle grass,SAV,AGB,P11,6.1467,14.2172,,8:45,8.651,11/2/2019,10:00,
10/25/2019,SJB14,3,Thalassia_testudinum,turtle grass,SAV,AGB,P1,6.3776,80.2086,,8:45,17.6404,11/2/2019,10:00,
10/29/2019,SJB13,1,Thalassia_testudinum,turtle grass,SAV,AGB,P16,6.389,107.5193,,10:10,20.6473,11/6/2019,10:00,
10/29/2019,SJB07,1,Thalassia_testudinum,turtle grass,SAV,AGB,SA7,2.4946,2.6531,,10:10,2.5282,11/6/2019,10:00,
11/1/2019,SJB07,2,Thalassia_testudinum,turtle grass,SAV,AGB,P6,6.3813,86.2642,,10:10,16.2833,11/6/2019,10:00,
11/5/2019,SJB07,3,Thalassia_testudinum,turtle grass,SAV,AGB,P12,6.1302,67.2541,,10:10,11.8684,11/12/2019,9:15,
11/5/2019,SJB07,3,Thalassia_testudinum,turtle grass,SAV,AGB,P14,6.0593,52.6439,,10:10,9.7692,11/12/2019,9:15,
11/8/2019,SJB06,2,Thalassia_testudinum,turtle grass,SAV,AGB,SA8,2.5278,3.6137,,9:20,2.6764,11/16/2019,9:20,
11/15/2019,SJB17,1,Thalassia_testudinum,turtle grass,SAV,AGB,P12,6.1251,93.3088,,9:25,16.0349,11/20/2019,9:35,
11/15/2019,SJB17,1,Thalassia_testudinum,turtle grass,SAV,AGB,P13,6.0854,114.5762,,9:25,15.3049,11/20/2019,9:35,
11/15/2019,SJB17,2,Thalassia_testudinum,turtle grass,SAV,AGB,P11,6.611,67.6981,,9:25,11.6716,11/20/2019,9:35,
11/15/2019,SJB17,2,Thalassia_testudinum,turtle grass,SAV,AGB,P14,6.0576,62.3081,,9:25,11.6245,11/20/2019,9:35,
11/15/2019,SJB17,2,Thalassia_testudinum,turtle grass,SAV,AGB,P17,6.1024,63.5205,,9:25,11.6389,11/20/2019,9:35,
12/3/2019,SJB10,2,Thalassia_testudinum,turtle grass,SAV,AGB,P8,6.3929,104.8403,,10:25,15.3589,12/9/2019,9:25,
12/3/2019,SJB10,2,Thalassia_testudinum,turtle grass,SAV,AGB,P14,6.0552,80.6828,,10:25,11.5654,12/9/2019,9:25,
12/6/2019,SJB17,3,Thalassia_testudinum,turtle grass,SAV,AGB,P6,6.3595,65. 4233,,9:42,12.1055,12/13/2019,9:50,
12/6/2019,SJB17,3,Thalassia_testudinum,turtle grass,SAV,AGB,P11,6.1437,63.3546,,9:42,12.0787,12/13/2019,9:50,
12/6/2019,SJB17,3,Thalassia_testudinum,turtle grass,SAV,AGB,P13,6.0837,51.5543,,9:42,10.6812,12/13/2019,9:50,
1/7/2020,SMAR03,1,Thalassia_testudinum,turtle grass,SAV,AGB,P13,6.0778,68.4346,,9:45,12.0018,1/15/2020,9:25,
1/7/2020,SMAR03,1,Thalassia_testudinum,turtle grass,SAV,AGB,P6,6.3628,37.3358,,9:45,9.5297,1/15/2020,9:25,
1/13/2020,SMAR03,2,Thalassia_testudinum,turtle grass,SAV,AGB,P9,6.4343,57.2849,,10:00,12.6027,1/21/2020,8:35,
1/13/2020,SMAR03,2,Thalassia_testudinum,turtle grass,SAV,AGB,P14,6.0568,42.4597,,10:00,10.0862,1/21/2020,8:35,
1/24/2020,SMAR03,3,Thalassia_testudinum,turtle grass,SAV,AGB,P11,6.1482,60.1542,1/24/2020,11:35,12.4855,1/29/2020,8:55,
1/24/2020,SMAR03,3,Thalassia_testudinum,turtle grass,SAV,AGB,P6,6.3602,53.8948,1/24/2020,11:35,12.1138,1/29/2020,8:55,
1/24/2020,SMAR03,3,Thalassia_testudinum,turtle grass,SAV,AGB,P8,6.3854,54.8259,1/24/2020,11:35,12.1522,1/29/2020,8:55,
1/28/2020,SMAR04,1,Thalassia_testudinum,turtle grass,SAV,AGB,P9,6.4311,68.7996,1/29/2020,10:30,13.4083,2/3/2020,8:55,
1/28/2020,SMAR04,1,Thalassia_testudinum,turtle grass,SAV,AGB,P14,6.0895,56.4817,1/29/2020,10:30,11.2588,2/3/2020,8:55,
2/4/2020,SMAR01,9,Thalassia_testudinum,turtle grass,SAV,AGB,P13,6.1032,63.234,2/6/2020,9:00,11.9316,2/10/2020,9:15,
2/4/2020,SMAR14,2,Thalassia_testudinum,turtle grass,SAV,AGB,P12,6.1291,67.2149,2/6/2020,9:00,12.6127,2/10/2020,9:15,
2/4/2020,SMAR14,2,Thalassia_testudinum,turtle grass,SAV,AGB,P8,6.3866,73.6977,2/6/2020,9:00,13.631,2/10/2020,9:15,
2/11/2020,SMAR12,3,Thalassia_testudinum,turtle grass,SAV,AGB,P14,6.1022,80.6383,2/13/2020,9:30,15.2094,2/17/2020,9:15,
2/11/2020,SMAR12,3,Thalassia_testudinum,turtle grass,SAV,AGB,P9,6.4411,96.9427,2/13/2020,9:30,18.4665,2/17/2020,9:15,
2/11/2020,SMAR12,2,Thalassia_testudinum,turtle grass,SAV,AGB,P3,6.309,31.3001,2/13/2020,9:30,8.8136,2/17/2020,9:15,
2/11/2020,SMAR12,2,Thalassia_testudinum,turtle grass,SAV,AGB,P1,6.3502,137.5703,2/13/2020,9:30,23.0919,2/17/2020,9:15,
2/11/2020,SMAR12,1,Thalassia_testudinum,turtle grass,SAV,AGB,P19,6.0389,99.3597,2/13/2020,9:30,18.1567,2/17/2020,9:15,
2/18/2020,SMAR24,2,Thalassia_testudinum,turtle grass,SAV,AGB,P19,6.0351,60.562,2/19/2020,5:00,14.1684,2/24/2020,3:40,
2/18/2020,SMAR23,2,Thalassia_testudinum,turtle grass,SAV,AGB,P18,5.9365,108.1349,2/19/2020,5:00,20.61202,2/24/2020,3:40,
2/21/2020,SMAR14,1,Thalassia_testudinum,turtle grass,SAV,AGB,P13,6.0814,55.9662,2/24/2020,8:45,12.4001,2/28/2020,10:00,
2/21/2020,SMAR14,1,Thalassia_testudinum,turtle grass,SAV,AGB,P17,6.2865,47.1615,2/24/2020,8:45,11.1326,2/28/2020,10:00,
2/25/2020,SMAR04,3,Thalassia_testudinum,turtle grass,SAV,AGB,P10,6.3419,133.4481,2/26/2020,11:13,24.2529,3/2/2020,8:40,
2/25/2020,SMAR04,3,Thalassia_testudinum,turtle grass,SAV,AGB,P20,5.9795,44.6274,2/26/2020,11:13,10.9232,3/2/2020,8:40,
2/25/2020,SMAR25,2,Thalassia_testudinum,turtle grass,SAV,AGB,P6,6.3727,45.311,2/26/2020,11:13,11.5798,3/2/2020,8:40,
3/3/2020,SMAR04,2,Thalassia_testudinum,turtle grass,SAV,AGB,P16,6.3931,114.3902,3/6/2020,12:13,21.5511,3/11/2020,9:00,
3/3/2020,SMAR23,1,Thalassia_testudinum,turtle grass,SAV,AGB,P17,6.2862,91.3379,3/6/2020,12:13,18.81,3/11/2020,9:00,
3/6/2020,SMAR14,3,Thalassia_testudinum,turtle grass,SAV,AGB,P19,6.0464,58.0491,3/6/2020,12:13,13.0234,3/11/2020,9:00,
3/6/2020,SMAR14,3,Thalassia_testudinum,turtle grass,SAV,AGB,P18,5.924,63.8054,3/6/2020,12:13,13.2653,3/11/2020,9:00,
3/6/2020,SMAR14,3,Thalassia_testudinum,turtle grass,SAV,AGB,P10,6.34,33.6747,3/6/2020,12:13,9.2669,3/11/2020,9:00,
3/10/2020,SMAR24,3,Thalassia_testudinum,turtle grass,SAV,AGB,P6,6.3571,75.4909,3/12/2029,9:00,15.8845,3/17/2020,9:00,
3/10/2020,SMAR24,1,Thalassia_testudinum,turtle grass,SAV,AGB,P20,5.9652,70.181,3/12/2029,9:00,15.8133,3/17/2020,9:00,
3/13/2020,SJB16,2,Thalassia_testudinum,turtle grass,SAV,AGB,P13,6.1405,85.012,3/12/2020,11:10,16.412,3/17/2020,9:00,
9/16/2020,STCH02,2,Thalassia_testudinum,turtle grass,SAV,AGB,P2,6.3237,103.5067,9/16/2020,9:45,20.073,9/21/2020,12:00,
9/16/2020,STCH02,1,Thalassia_testudinum,turtle grass,SAV,AGB,P16,6.3885,107.255,9/16/2020,10:20,21.64,9/21/2020,12:00,
9/23/2020,SMAR25,1,Thalassia_testudinum,turtle grass,SAV,AGB,P13,6.122,44.601,9/23/2020,9:53,12.184,9/28/2020,9:30,
9/23/2020,SMAR23,3,Thalassia_testudinum,turtle grass,SAV,AGB,P12,6.26,100.388,9/23/2020,10:38,19.293,9/28/2020,9:30,
9/23/2020,SJB10,1,Thalassia_testudinum,turtle grass,SAV,AGB,P19,6.067,179.506,9/23/2020,10:59,25.952,9/28/2020,9:30,
9/30/2020,SJB16,1,Thalassia_testudinum,turtle grass,SAV,AGB,P12,6.1192,65.5223,9/30/2020,9:03,15.2562,10/5/2020,8:38,
10/29/2020,STCH21,3,Thalassia_testudinum,turtle grass,SAV,AGB,P12,6.1287,142.4077,10/29/2020,11:00,17.9733,11/2/2020,12:30,
10/29/2020,STCH21,1,Thalassia_testudinum,turtle grass,SAV,AGB,P15,6.1391,103.1556,10/29/2020,11:27,21.889,11/2/2020,12:30,
10/29/2020,SMAR25,3,Thalassia_testudinum,turtle grass,SAV,AGB,SA1,2.5203,2.5871,10/29/2020,1:10,25.373,11/2/2020,12:30,
11/20/2020,STCH12,1,Thalassia_testudinum,turtle grass,SAV,AGB,P52,6.2376,139.0945,11/20/2020,10:53,21.8509,11/23/2020,10:00,
11/18/2020,STCH12,2,Thalassia_testudinum,turtle grass,SAV,AGB,P50,6.044,55.769,11/18/2020,10:31,11.8957,11/23/2020,9:00,
10/9/2020,SMAR01,10,Thalassia_testudinum,turtle grass,SAV,AGB,P19,6.0332,70.5902,10/9/2020,12:05,13.3523,10/12/2020,9:56,
10/9/2020,STCH02,3,Thalassia_testudinum,turtle grass,SAV,AGB,P1,6.3524,102.8761,10/9/2020,12:28,19.4789,10/12/2020,9:56,
10/12/2020,SMAR1,4,Thalassia_testudinum,turtle grass,SAV,AGB,P1,6.0925,67.2782,10/12/2020,11:15,14.8996,10/16/2020,10:36,
10/12/2020,SJB16,3,Thalassia_testudinum,turtle grass,SAV,AGB,P3,6.2116,56.6932,10/12/2020,11:44,13.2418,10/16/2020,10:36,
10/15/2020,STCH21,2,Thalassia_testudinum,turtle grass,SAV,AGB,P4,5.9792,123.3446,10/15/2020,10:06,20.847,10/19/2020,8:32,
10/15/2020,SJB10,3,Thalassia_testudinum,turtle grass,SAV,AGB,P6,6.0491,167.927,10/15/2020,10:29,23.667,10/19/2020,8:32,
10/22/2020,STCH12,3,Thalassia_testudinum,turtle grass,SAV,AGB,1a,6.0958,51.834,10/22/2020,10:37,8.6167,10/26/2020,8:42,
10/22/2020,STCH01,3,Thalassia_testudinum,turtle grass,SAV,AGB,SA14,2.4864,2.8776,10/22/2020,10:37,2.5396,10/26/2020,8:42,
10/29/2020,STCHA,2,Thalassia_testudinum,turtle grass,SAV,AGB,SA13,2.4865,13.4705,10/29/2020,10:26,3.8837,11/2/2020,12:30,
10/6/2019,STCH05,1,Udotea_flabellum_,mermaid's fan,Algae,AGB,NA,1.2725,8.4374,,11:52,4.5812,10/12/2019,10:35,
10/6/2019,STCH05,2,Udotea_flabellum_,mermaid's fan,Algae,AGB,NA,1.2745,3.981,,12:15,1.8322,10/12/2019,10:35,
10/10/2019,STCH05,3,Udotea_flabellum_,mermaid's fan,Algae,AGB,p5,6.4352,29.6365,,10:34,14.0238,10/16/2016,10:45,
10/1/2019,SJB24,1,Unidentified_Alga_,Unidentified Alga ,Algae,AGB,NA,1.2939,3.8049,,10:39,1.5556,10/5/2019,10:45,
10/4/2019,STCH20,2,Unidentified_Bivalve,Unidentified Bivalve,Animal,AGB,NA,1.2696,1.5473,,10:14,1.4302,10/8/2019,10:17,
11/5/2019,SJB06,1,UnidentIfied_Gastropod,UnidentIfied Gastropod,Animal,AGB,SA4,2.5126,2.7526,,10:10,2.5766,11/12/2019,9:15,
11/8/2019,SJB06,2,Unidentified_Gastropod,Unidentified Gastropod,Animal,AGB,SA20,2.4861,2.7415,,9:20,2.5905,11/16/2019,9:20,
11/15/2019,SJB17,1,Unidentified_Gastropod,Unidentified Gastropod,Animal,AGB,SA19,2.4873,3.526,,9:25,2.9785,11/20/2019,9:35,
11/15/2019,SJB17,2,Unidentified_Gastropod,Unidentified Gastropod,Animal,AGB,SA17,2.4932,3.3471,,9:25,2.8693,11/20/2019,9:35,
12/6/2019,SJB17,3,Unidentified_Hermit_Crab,Unidentified Hermit Crab,Animal,AGB,SA3,2.5019,2.6006,,9:42,2.5497,12/13/2019,9:50,
2/4/2020,SMAR01,10,Unidentified_Hermit_Crab,Unidentified Hermit Crab,Animal,AGB,SA18,2.4984,2.7269,2/6/2020,9:00,2.576,2/10/2020,9:15,
9/16/2020,STCH02,2,Unidentified_Mollusk,Unidentified Mollusk,Animal,AGB,SA5,2.5074,2.576,9/16/2020,9:45,2.544,9/21/2020,12:00,
