Prep Date,Site number,Quadrat,Bagged_Slice_Number,Slice_Number,Intended Analysis,Rhizome (Y/N),Slice Height (cm; if bag says otherwise),Crucible Number,Crucible Weight (g),Wet Weight (g),Bake Start Date,Bake Start Time (EST),Dry Weight (g),End Date,End Time (EST),Processing notes
9/21/2020,SJB14,3,16,2,LOI analysis ,Y,2,C31,37.095,132.161,9/21/2020,11:30,104.455,9/25/2020,11:33,
9/21/2020,SJB14,3,15,3,LOI analysis ,Y,2,16,42.156,112.338,9/21/2020,11:30,91.353,9/25/2020,11:33,
9/21/2020,SJB14,3,14,4,grain size,Y,2,C78,34.24,107.866,9/21/2020,11:30,79.94,9/25/2020,11:33,
9/21/2020,SJB14,3,13,5,LOI analysis ,Y,2,26,41.97,119.481,9/21/2020,11:30,90.083,9/25/2020,11:33,
9/21/2020,SJB14,3,12,6,LOI analysis ,Y,2,C37,37.372,108.687,9/21/2020,11:30,81.396,9/25/2020,11:33,
9/21/2020,SJB14,3,11,7,LOI analysis ,N,2,C32,33.333,104.321,9/21/2020,11:30,79.315,9/25/2020,11:33,
9/21/2020,SJB14,3,9,9,grainsize,N,2,C75,33.311,109.698,9/21/2020,11:30,84.493,9/25/2020,11:33,
9/21/2020,SJB14,3,8,10,LOI analysis ,N,2,8,40.101,113.281,9/21/2020,11:30,88.885,9/25/2020,11:33,
9/21/2020,SJB14,3,4,14,grainsize,N,2,C74,35.394,105.694,9/21/2020,11:30,83.76,9/25/2020,11:33,
9/21/2020,SJB14,3,3,15,LOI analysis ,N,2,C43,35.424,103.11,9/21/2020,11:30,78.679,9/25/2020,11:33,
9/21/2020,SJB14,3,1,17,LOI analysis,N,2,C36,32.671,103.409,9/21/2020,11:30,76.205,9/25/2020,11:33,
9/28/2020,SMAR24,1,17,1,LOI analysis ,Y,3,10,41.92,139.368,9/28/2020,9:03,97.817,10/2/2020,11:07,
9/28/2020,SMAR24,1,16,2,LOI analysis ,Y,2,28,41.655,104.096,9/28/2020,9:03,73.023,10/2/2020,11:07,
9/28/2020,SMAR24,1,15,3,LOI analysis ,Y,2,C34,34.2,101.787,9/28/2020,9:03,71.321,10/2/2020,11:07,
9/28/2020,SMAR24,1,14,4,grain size,Y,2,25,37.419,108.81,9/28/2020,9:03,79.242,10/2/2020,11:07,
9/28/2020,SMAR24,1,13,5,LOI analysis ,Y,2,15,42.054,113.775,9/28/2020,9:03,79.347,10/2/2020,11:07,
9/28/2020,SMAR24,1,12,6,LOI analysis ,Y,2,11,40.766,110.418,9/28/2020,9:03,85.854,10/2/2020,11:07,
9/28/2020,SMAR24,1,11,7,LOI analysis ,N,2,2,37.179,116.177,9/28/2020,9:03,84.886,10/2/2020,11:07,
9/28/2020,SMAR24,1,9,9,grainsize,N,2,C62,42.34,116.469,9/28/2020,9:03,90.96,10/2/2020,11:07,
9/28/2020,SMAR24,1,8,10,LOI analysis ,N,2,C54,35.29,101.561,9/28/2020,9:03,76.925,10/2/2020,11:07,
9/28/2020,SMAR24,1,4,14,grainsize,N,2,C35,34.49,107.166,9/28/2020,9:03,79.544,10/2/2020,11:07,
9/28/2020,SMAR24,1,3,15,LOI analysis ,N,2,7,40.324,105.863,9/28/2020,9:03,81.681,10/2/2020,11:07,
9/28/2020,SMAR24,1,1,17,LOI analysis,N,2,C40,37.109,100.171,9/28/2020,9:03,73.558,10/2/2020,11:07,
9/28/2020,SMAR24,2,14,1,LOI analysis ,Y,2.4,12,40.065,119.821,9/28/2020,9:25,88.349,10/2/2020,11:07,
9/28/2020,SMAR24,2,13,2,LOI analysis ,Y,2,C58,35.331,103.814,9/28/2020,9:25,76.402,10/2/2020,11:07,
9/28/2020,SMAR24,2,12,3,LOI analysis ,Y,2,20,39.042,111.395,9/28/2020,9:25,81.561,10/2/2020,11:07,
9/28/2020,SMAR24,2,11,4,grain size,Y,2,C66,36.231,107.973,9/28/2020,9:25,79.203,10/2/2020,11:07,
9/28/2020,SMAR24,2,10,5,LOI analysis ,Y,2,4,42.819,107.778,9/28/2020,9:25,82.508,10/2/2020,11:07,
9/28/2020,SMAR24,2,9,6,LOI analysis ,Y,2,C49,38.958,113.684,9/28/2020,9:25,82.692,10/2/2020,11:07,
9/28/2020,SMAR24,2,8,7,LOI analysis ,N,2,C56,35.433,103.709,9/28/2020,9:25,75.085,10/2/2020,11:07,
9/28/2020,SMAR24,2,6,9,grainsize,N,2,C48,33.338,107.045,9/28/2020,9:25,77.036,10/2/2020,11:07,
9/28/2020,SMAR24,2,5,10,LOI analysis ,N,2,C32,36.397,114.183,9/28/2020,9:25,82.304,10/2/2020,11:07,
9/28/2020,SMAR24,2,1,14,LOI analysis,N,2,C57,35.836,101.117,9/28/2020,9:25,66.356,10/2/2020,11:07,
9/28/2020,SMAR24,3,20,1,LOI analysis ,Y,2.2,29,41.188,116.292,9/28/2020,10:14,83.414,10/2/2020,11:07,
9/28/2020,SMAR24,3,19,2,LOI analysis ,Y,2,C33,37.618,115.727,9/28/2020,10:14,86.508,10/2/2020,11:07,
9/28/2020,SMAR24,3,18,3,LOI analysis ,Y,2,18,40.799,117.894,9/28/2020,10:14,87.44,10/2/2020,11:07,
9/28/2020,SMAR24,3,17,4,grain size,Y,2,C36,32.64,103.095,9/28/2020,10:14,73.644,10/2/2020,11:07,
9/28/2020,SMAR24,3,16,5,LOI analysis ,Y,2,22,39.587,117.627,9/28/2020,10:14,89.333,10/2/2020,11:07,
9/28/2020,SMAR24,3,15,6,LOI analysis ,Y,2,19,38.817,112.406,9/28/2020,10:14,88.48,10/2/2020,11:07,
9/28/2020,SMAR24,3,14,7,LOI analysis ,N,2,C60,40.004,111.261,9/28/2020,10:14,85.965,10/2/2020,11:07,
9/28/2020,SMAR24,3,12,9,grainsize,N,2,C37,37.371,111.433,9/28/2020,10:14,84.854,10/2/2020,11:07,
9/28/2020,SMAR24,3,11,10,LOI analysis ,N,2,13,39.715,111.482,9/28/2020,10:14,86.996,10/2/2020,11:07,
9/28/2020,SMAR24,3,7,14,grainsize,N,2,C68,40.633,116.203,9/28/2020,10:14,91.266,10/2/2020,11:07,
9/28/2020,SMAR24,3,6,15,LOI analysis ,N,2,8,40.076,109.71,9/28/2020,10:14,80.558,10/2/2020,11:07,
9/28/2020,SMAR24,3,2,19,grainsize,N,2,30,38.345,110.559,9/28/2020,10:14,83.72,10/2/2020,11:07,
9/28/2020,SMAR24,3,1,20,LOI analysis ,N,2,C45,37.813,109.776,9/28/2020,10:14,82.805,10/2/2020,11:07,
9/30/2020,STCH01 ,2,11,1,LOI analysis ,Y,2,C44,34.308,102.222,9/30/2020,9:24,85.965,10/5/2020,8:52,
9/30/2020,STCH01 ,2,10,2,LOI analysis ,Y,2,24,37.93,103.484,9/30/2020,9:24,77.44,10/5/2020,8:52,
9/30/2020,STCH01,2,9,3,LOI analysis ,Y,2,C74,35.39,104.389,9/30/2020,9:24,72.34,10/5/2020,8:52,
9/30/2020,STCH01,2,8,4,grain size,Y,2,9,40.743,106.093,9/30/2020,9:24,74.549,10/5/2020,8:52,
9/30/2020,STCH01,2,7,5,LOI analysis ,Y,2,C64,33.689,98.437,9/30/2020,9:24,68.817,10/5/2020,8:52,
9/30/2020,STCH01,2,6,6,LOI analysis ,Y,2,23,43.39,112.644,9/30/2020,9:24,88.291,10/5/2020,8:52,
9/30/2020,STCH01,2,5,7,LOI analysis ,N,2,C63,38.837,110.69,9/30/2020,9:24,83.399,10/5/2020,8:52,
9/30/2020,STCH01,2,3,9,grainsize,N,2,21,38.534,110.448,9/30/2020,9:24,85.924,10/5/2020,8:52,
9/30/2020,STCH01,2,2,10,LOI analysis ,N,2,C43,35.395,111.267,9/30/2020,9:24,81.737,10/5/2020,8:52,
9/30/2020,STCH01,2,1,11,LOI analysis ,N,2,1,38.992,106.742,9/30/2020,9:24,85.233,10/5/2020,8:52,
9/30/2020,STCH02,3,14,1,LOI analysis ,Y,2,C52,36.308,104.786,9/30/2020,9:44,81.641,10/5/2020,8:46,
9/30/2020,STCH02,3,13,2,LOI analysis ,Y,2,C76,34.58,103.965,9/30/2020,9:44,78.529,10/5/2020,8:46,
9/30/2020,STCH02,3,12,3,LOI analysis ,Y,2,C59,40.156,115.69,9/30/2020,9:44,81.151,10/5/2020,8:46,
9/30/2020,STCH02,3,11,4,grain size,Y,2,C77,34.907,98.476,9/30/2020,9:44,64.99,10/5/2020,8:46,
9/30/2020,STCH02,3,10,5,LOI analysis ,Y,2,14,41.094,105.245,9/30/2020,9:44,73.636,10/5/2020,8:46,
9/30/2020,STCH02,3,9,6,LOI analysis ,Y,2,17,36.381,102.063,9/30/2020,9:44,71.043,10/5/2020,8:46,
9/30/2020,STCH02,3,8,7,LOI analysis ,N,2,C53,33.43,88.623,9/30/2020,9:44,56.179,10/5/2020,8:46,
9/30/2020,STCH02,3,6,9,grainsize,N,2,C50,32.327,88.601,9/30/2020,9:44,56.823,10/5/2020,8:46,
9/30/2020,STCH02,3,5,10,LOI analysis ,N,2,C75,33.309,88.028,9/30/2020,9:44,53.703,10/5/2020,8:46,
9/30/2020,STCH02,3,1,14,LOI analysis,N,2,C31,36.987,99.182,9/30/2020,9:44,68.326,10/5/2020,8:46,
9/30/2020,STCH04,3,18,1,LOI analysis ,Y,2,C78,34.215,147.687,9/30/2020,10:13,121.738,10/5/2020,9:04,
9/30/2020,STCH04,3,17,2,LOI analysis ,Y,2,C51,34.277,108.673,9/30/2020,10:13,87.855,10/5/2020,9:04,
9/30/2020,STCH04,3,16,3,LOI analysis ,Y,2,5,43.254,122.6,9/30/2020,10:13,100.083,10/5/2020,9:04,
9/30/2020,STCH04,3,15,4,grain size,Y,2,C65,39.078,125.702,9/30/2020,10:13,99.546,10/5/2020,9:04,
9/30/2020,STCH04,3,14,5,LOI analysis ,Y,2,C71,36.755,113.599,9/30/2020,10:13,91.38,10/5/2020,9:04,
9/30/2020,STCH04,3,13,6,LOI analysis ,Y,2,C41,33.155,118.335,9/30/2020,10:13,88.069,10/5/2020,9:04,
9/30/2020,STCH04,3,12,7,LOI analysis ,N,2,C67,34.416,115.189,9/30/2020,10:13,86.015,10/5/2020,9:04,
9/30/2020,STCH04,3,10,9,grainsize,N,2,16,42.152,122.294,9/30/2020,10:13,94.092,10/5/2020,9:04,
9/30/2020,STCH04,3,9,10,LOI analysis ,N,2,3,43.617,117.494,9/30/2020,10:13,91.026,10/5/2020,9:04,
9/30/2020,STCH04,3,5,14,grainsize,N,2,26,41.975,132.281,9/30/2020,10:13,103.208,10/5/2020,9:04,
9/30/2020,STCH04,3,4,15,LOI analysis ,N,2,73,34.809,127.104,9/30/2020,10:13,94.201,10/5/2020,9:04,
9/30/2020,STCH04,3,1,18,LOI analysis,N,2,C55,34.768,101.599,9/30/2020,10:13,86.148,10/5/2020,9:04,
