Prep Date,Site number,Quadrat,Bagged_Slice_Number,Slice_Number,Intended_Alysis,Rhizome_Slice_Y_N,Slice Height (cm; if bag says otherwise),Bella Container Weight (g),Initial Dry Sample Weight (in a tared container; includes bella container after April 1st 2020),Shell Weight (in a tared container),Belowground Biomass (in a tared container),Dried Sediment Weight (in a tared container; includes bella container after a April 1st 2020) ,LOI Crucible Number,LOI Crucible Weight (g),LOI Intial Sample Weigh (g),LOI Sample Weight Post LOI 450 (g),LOI Sample Weight Post LOI 950 (g),LOI_Notes_2,Corrected LOI Intial Sample Weigh (g),Corrected LOI Sample Weight Post LOI 450 (g),Corrected LOI Sample Weight Post LOI 950 (g),Fraction OLOI ,Fraction ILOI,% OLOI ,% ILOI,Corrected Sample Weight (g DW),Corrected Sediment Weight (g DW),Sample Bulk Density (g/cm^3),Sediment Bulk Density (g/cm^3),Organic Content (g DW),Inorganic Content (gDW),Organic Content Density (g/cm^3),Inorganic Content Density (g/cm^3),Estimated_Carbon,LOI_Notes_2,,,
6/11/2020,SMAR01,8,9,10,LOI alysis ,N,2,66.831,104.1241,0,0,104.1241,SC21,17.4322,27.5225,27.2757,27.1581,,10.09,9.844,9.726,0.024,0.012,2.446,1.195,37.293,37.293,0.92,0.92,0.912,0.446,0.023,0.011,0.768365361,,,,
6/11/2020,SMAR01,8,12,7,LOI alysis ,N,2,66.8292,108.6722,0.9602,0,107.6635,SC25,12.7222,25.0824,24.7824,24.4468,,12.36,12.06,11.725,0.024,0.028,2.427,2.783,41.843,40.834,1.032,1.007,0.991,1.136,0.024,0.028,0.760858077,,,,
6/11/2020,SMAR01,8,13,6,LOI alysis ,Y,2,66.8301,106.6368,0,0,106.6368,SC8,14.2009,27.1678,26.8609,26.7184,,12.967,12.66,12.518,0.024,0.011,2.367,1.126,39.807,39.807,0.982,0.982,0.942,0.448,0.023,0.011,0.736718182,,,,
6/11/2020,SMAR01,8,14,5,LOI alysis ,Y,2,66.8306,105.7507,0,0.0319,103.1565,SC11,16.0411,25.5993,25.1622,24.935,,9.558,9.121,8.894,0.046,0.025,4.573,2.491,38.92,36.326,0.96,0.896,1.661,0.905,0.041,0.022,1.619214706,,,,
6/11/2020,SMAR01,8,16,3,LOI alysis ,Y,2,66.82255,94.3156,0,0.0604,94.26,SC12,16.3402,25.9824,25.3467,24.9921,,9.642,9.007,8.652,0.066,0.039,6.593,3.937,27.493,27.433,0.678,0.677,1.809,1.08,0.045,0.027,2.427157495,,,,
6/11/2020,SMAR01,8,17,2,LOI alysis ,Y,2,66.8234,101.2732,0,0.0257,98.7176,SC40,16.9304,25.413,24.7833,24.605,,8.483,7.853,7.675,0.074,0.023,7.423,2.27,34.45,31.894,0.85,0.787,2.368,0.724,0.058,0.018,2.759372598,,,,
6/11/2020,SMAR01,8,18,1,LOI alysis ,Y,2,66.8238,86.8581,0,0,86.8581,SC39,16.4105,25.8275,25.1697,24.972,,9.417,8.759,8.562,0.07,0.023,6.985,2.257,20.034,20.034,0.494,0.494,1.399,0.452,0.035,0.011,2.584095784,,,,
6/11/2020,SMARB,3,1,19,LOI alysis ,N,2,66.8219,114.303,0,0,114.303,SC7,15.4507,27.7116,27.4228,27.3088,,12.261,11.972,11.858,0.024,0.01,2.355,0.952,47.481,47.481,1.171,1.171,1.118,0.452,0.028,0.011,0.732182058,,,,
6/11/2020,SMARB,3,5,15,LOI alysis ,N,2,66.8188,109.196,0,0,109.196,SC10,16.1409,27.6774,27.3597,27.2232,"Spilled, reweigh",11.537,11.219,11.082,0.028,0.012,2.754,1.217,42.377,42.377,1.045,1.045,1.167,0.516,0.029,0.013,0.891547263,,,,
6/11/2020,SMARB,3,10,10,LOI alysis ,N,2,66.8205,108.107,0,0,108.107,SC16,18.5021,28.1197,27.5223,27.39,,9.618,9.02,8.888,0.062,0.015,6.212,1.467,41.287,41.287,1.018,1.018,2.565,0.606,0.063,0.015,2.274611545,,,,
6/11/2020,SMARB,3,13,7,LOI alysis ,N,2,66.8194,116.8819,0.6011,0,116.2637,SC14,14.9177,26.6513,26.0654,25.9017,,11.734,11.148,10.984,0.05,0.015,4.993,1.468,50.063,49.444,1.235,1.22,2.469,0.726,0.061,0.018,1.78734097,,,,
6/11/2020,SMARB,3,14,6,LOI alysis ,Y,2,66.8194,110.2227,0.0872,0,110.1358,SC2,15.9772,29.3793,28.6992,28.5525,,13.402,12.722,12.575,0.051,0.012,5.075,1.153,43.403,43.316,1.071,1.069,2.198,0.499,0.054,0.012,1.819831146,,,,
6/11/2020,SMARB,3,15,5,LOI alysis ,Y,2,66.8194,112.2135,1.6415,0,110.551,SC26,16.3735,25.334,25.0309,24.921,,8.961,8.657,8.548,0.034,0.013,3.383,1.269,45.394,43.732,1.12,1.079,1.479,0.555,0.036,0.014,1.143049495,,,,
6/11/2020,SMARB,3,17,3,LOI alysis ,Y,2,66.8246,102.4489,0,0,102.4489,SC15,14.3382,25.7437,25.35,25.1915,,11.406,11.012,10.853,0.035,0.014,3.452,1.439,35.624,35.624,0.879,0.879,1.23,0.513,0.03,0.013,1.170737364,,,,
6/11/2020,SMARB,3,18,2,LOI alysis ,Y,2,66.8263,105.8822,0,0,105.8822,SC6,13.8583,24.0978,23.7412,23.6427,,10.24,9.883,9.784,0.035,0.01,3.483,0.997,39.056,39.056,0.963,0.963,1.36,0.389,0.034,0.01,1.183036769,,,,
6/11/2020,SMARB,3,19,1,LOI alysis ,Y,3.1,66.815,138.0383,0.0299,0.0026,138.01,SC13,16.7789,30.8467,30.5211,30.3955,,14.068,13.742,13.617,0.023,0.009,2.315,0.914,71.223,71.191,1.134,1.133,1.648,0.651,0.026,0.01,0.715802187,,,,
6/22/2020,SMAR12,1,1,19,LOI alysis ,N,2,66.8119,109.4462,0,0,109.4462,SC18,15.9549,32.8419,32.3927,32.2763,,16.887,16.438,16.321,0.027,0.007,2.66,0.708,42.634,42.634,1.052,1.052,1.134,0.302,0.028,0.007,0.854013738,,,,
6/22/2020,SMAR12,1,5,15,LOI alysis ,N,2,66.8064,119.4422,0,0,119.4422,SC38,16.6586,30.2623,29.8474,29.7762,,13.604,13.189,13.118,0.03,0.005,3.05,0.54,52.636,52.636,1.298,1.298,1.605,0.284,0.04,0.007,1.009962216,,,,
6/22/2020,SMAR12,1,10,10,LOI alysis ,N,2,66.7985,118.4675,0,0,118.4675,SC37,16.12,31.8707,31.2786,31.1746,,15.751,15.159,15.055,0.038,0.007,3.759,0.686,51.669,51.669,1.275,1.275,1.942,0.354,0.048,0.009,1.293679202,,,,
6/22/2020,SMAR12,1,13,7,LOI alysis ,N,2,66.7965,116.9377,0,0,116.9377,SC34,16.3686,30.8513,30.2603,30.0987,,14.483,13.892,13.73,0.041,0.012,4.081,1.163,50.141,50.141,1.237,1.237,2.046,0.583,0.05,0.014,1.422292321,,,,
6/22/2020,SMAR12,1,14,6,LOI alysis ,Y,2,66.7976,115.2907,0.1732,0,115.0989,SC44,15.2419,29.8856,28.6738,28.4965,"Tipped over at the LOI450 stage, before weighing. ",14.644,13.432,13.255,0.083,0.013,8.275,1.32,48.493,48.301,1.196,1.192,3.997,0.638,0.099,0.016,3.100092395,,,,
6/22/2020,SMAR12,1,15,5,LOI alysis ,Y,2,66.7997,111.5049,0.3859,0.0306,111.0771,SC43,15.7739,33.0155,32.3857,32.1431,,17.242,16.612,16.369,0.037,0.015,3.653,1.46,44.705,44.277,1.103,1.092,1.617,0.647,0.04,0.016,1.251117298,,,,
6/22/2020,SMAR12,1,17,3,LOI alysis ,Y,2,66.8016,117.347,0.1282,0.2079,117.0109,SC32,17.8605,29.5791,29.0876,28.9667,,11.719,11.227,11.106,0.042,0.011,4.194,1.077,50.545,50.209,1.247,1.239,2.106,0.541,0.052,0.013,1.467674808,,,,
6/22/2020,SMAR12,1,18,2,LOI alysis ,Y,2,66.7952,115.5546,0.2962,0.1179,115.1225,SC30,16.7991,33.1806,32.6352,32.4546,,16.382,15.836,15.656,0.033,0.011,3.329,1.14,48.759,48.327,1.203,1.192,1.609,0.551,0.04,0.014,1.121746177,,,,
6/22/2020,SMAR12,1,19,1,LOI alysis ,Y,1.9,66.7801,109.6692,0.5068,0.0872,109.0392,SC35,15.4579,30.7517,30.2979,30.0746,,15.294,14.84,14.617,0.03,0.015,2.967,1.505,42.889,42.259,1.114,1.097,1.254,0.636,0.033,0.017,0.976886189,,,,
6/23/2020,SMAR12,3,1,20,LOI alysis ,N,2,66.8042,118.6311,0,0,118.6311,SC22,15.7904,28.5323,28.2241,28.1414,,12.742,12.434,12.351,0.024,0.007,2.419,0.665,51.827,51.827,1.279,1.279,1.254,0.345,0.031,0.009,0.757516618,,,,
6/23/2020,SMAR12,3,6,15,LOI alysis ,N,2,66.8013,119.5487,0,0,119.5487,SC13,16.85,32.3316,31.9283,31.8114,,15.482,15.078,14.961,0.026,0.008,2.605,0.775,52.747,52.747,1.301,1.301,1.374,0.409,0.034,0.01,0.832011162,,,,
6/23/2020,SMAR12,3,11,10,LOI alysis ,N,2,66.8047,110.2629,0,0,110.2629,SC21,17.4498,27.779,27.3812,27.2635,,10.329,9.931,9.814,0.039,0.012,3.851,1.185,43.458,43.458,1.072,1.072,1.674,0.515,0.041,0.013,1.330487163,,,,
6/23/2020,SMAR12,3,14,7,LOI alysis ,N,2,66.8027,113.1556,0,0,113.1556,SC39,16.2304,26.9776,26.6017,26.4742,,10.747,10.371,10.244,0.035,0.012,3.498,1.229,46.353,46.353,1.143,1.143,1.621,0.57,0.04,0.014,1.189062081,,,,
6/23/2020,SMAR12,3,15,6,LOI alysis ,N,2,66.8042,110.3947,0,0.0569,110.314,SC2,15.712,30.2448,29.8239,29.6394,,14.533,14.112,13.927,0.029,0.013,2.896,1.307,43.591,43.51,1.075,1.073,1.26,0.569,0.031,0.014,0.94848288,,,,
6/23/2020,SMAR12,3,16,5,LOI alysis ,N,2,66.7791,110.4855,0.08,0.1926,110.1879,SC12,16.2427,30.3197,29.7424,29.5459,,14.077,13.5,13.303,0.041,0.015,4.101,1.456,43.706,43.409,1.078,1.071,1.78,0.632,0.044,0.016,1.430406337,,,,
6/23/2020,SMAR12,3,18,3,LOI alysis ,N,2,66.7937,104.5926,0.1673,0.0702,104.3464,SC40,16.8308,27.8268,27.2843,27.1325,,10.996,10.454,10.302,0.049,0.015,4.934,1.452,37.799,37.553,0.932,0.926,1.853,0.545,0.046,0.013,1.763444889,,,,
6/23/2020,SMAR12,3,19,2,LOI alysis ,N,2,66.7866,103.6204,0.1793,0.2365,103.2131,SC15,14.3597,27.2977,26.8582,26.6636,,12.938,12.499,12.304,0.034,0.016,3.397,1.557,36.834,36.427,0.909,0.899,1.237,0.567,0.031,0.014,1.148788066,,,,
6/23/2020,SMAR12,3,20,1,LOI alysis ,N,3.6,66.787,147.3815,0.2592,0.0995,146.9578,SC11,15.9339,27.639,27.1914,26.992,,11.705,11.258,11.058,0.038,0.018,3.824,1.771,80.595,80.171,1.105,1.099,3.066,1.42,0.042,0.019,1.319589666,,,,
6/29/2020,SMAR04,1,1,15,LOI alysis ,N,2,66.8081,111.833,0.0532,0,111.7826,SC34,16.1758,26.9855,26.7336,26.6349,,10.81,10.558,10.459,0.023,0.009,2.33,0.935,45.025,44.975,1.111,1.109,1.048,0.42,0.026,0.01,0.722125776,,,,
6/29/2020,SMAR04,1,6,10,LOI alysis ,N,2,66.7933,114.1936,0,0,114.1936,SC37,15.9371,29.2123,28.8651,28.7515,,13.275,12.928,12.814,0.026,0.009,2.615,0.879,47.4,47.4,1.169,1.169,1.24,0.417,0.031,0.01,0.836161263,,,,
6/29/2020,SMAR04,1,9,7,LOI alysis ,N,2,66.7922,111.4273,0.5369,0,110.8987,SC30,16.5298,26.8417,26.536,26.3526,,10.312,10.006,9.823,0.03,0.018,2.965,1.833,44.635,44.107,1.101,1.088,1.308,0.808,0.032,0.02,0.975814447,,,,
6/29/2020,SMAR04,1,10,6,LOI alysis ,N,2,66.7909,105.5732,0.5031,0,102.5942,SC38,16.4816,25.4746,25.1944,25.0178,,8.993,8.713,8.536,0.031,0.02,3.116,2.027,38.782,35.803,0.957,0.883,1.116,0.726,0.028,0.018,1.03630268,,,,
6/29/2020,SMAR04,1,11,5,LOI alysis ,N,2,66.7958,96.1873,0.3445,0.0506,95.8487,SC43,15.5409,26.3506,25.8362,25.5869,Spilled after post-LOI950 weigh: 25.589,10.81,10.295,10.046,0.048,0.024,4.759,2.421,29.392,29.053,0.725,0.717,1.383,0.704,0.034,0.017,1.693475582,,,,
6/29/2020,SMAR04,1,13,3,LOI alysis ,N,2,66.7925,97.4001,1.7788,0.0327,95.6442,SC32,17.5931,28.0159,27.5868,27.3096,,10.423,9.994,9.717,0.041,0.028,4.117,2.774,30.608,28.852,0.755,0.712,1.188,0.8,0.029,0.02,1.436774379,,,,
6/29/2020,SMAR04,1,14,2,LOI alysis ,N,2,66.7828,94.1074,0.4403,0.0295,93.6823,SC35,15.5164,28.114,27.5218,27.1265,,12.598,12.005,11.61,0.047,0.033,4.701,3.293,27.325,26.9,0.674,0.664,1.265,0.886,0.031,0.022,1.670358163,,,,
6/29/2020,SMAR04,1,15,1,LOI alysis ,N,2.7,66.7844,93.2464,0.2947,0.0447,92.907,SC44,15.2983,26.5628,25.9703,25.488,,11.265,10.672,10.19,0.053,0.045,5.26,4.519,26.462,26.123,0.484,0.477,1.374,1.181,0.025,0.022,1.893954903,,,,
6/30/2020,STCH06,3,1,11,LOI alysis ,N,2,66.7882,116.864,0,0,116.864,SC14,14.7325,28.1558,27.6861,27.1069,,13.423,12.954,12.374,0.035,0.045,3.499,4.471,50.076,50.076,1.235,1.235,1.752,2.239,0.043,0.055,1.189655822,,,,
6/30/2020,STCH06,3,2,10,LOI alysis ,N,2,66.7875,108.4136,0,0,108.4136,SC6,13.7736,29.1782,28.767,28.0509,,15.405,14.993,14.277,0.027,0.048,2.669,4.776,41.626,41.626,1.027,1.027,1.111,1.988,0.027,0.049,0.857733015,,,,
6/30/2020,STCH06,3,5,7,LOI alysis ,N,2,66.7793,102.72,0.4939,0,102.2391,SC7,15.4977,25.5896,25.134,24.2429,,10.092,9.636,8.745,0.045,0.092,4.515,9.247,35.941,35.46,0.887,0.875,1.601,3.279,0.039,0.081,1.595804655,,,,
6/30/2020,STCH06,3,6,6,LOI alysis ,N,2,66.7759,99.8496,0.3083,0,99.5588,SC16,18.2917,28.3549,27.864,26.8845,,10.063,9.572,8.593,0.049,0.102,4.878,10.233,33.074,32.783,0.816,0.809,1.599,3.355,0.039,0.083,1.741267986,,,,
6/30/2020,STCH06,3,7,5,LOI alysis ,N,2,66.757,100.1304,0.5013,0,99.5446,SC25,12.7744,25.774,25.1019,23.8021,,13,12.328,11.028,0.052,0.105,5.17,10.544,33.373,32.788,0.823,0.809,1.695,3.457,0.042,0.085,1.858063633,,,,
6/30/2020,STCH06,3,9,3,LOI alysis ,N,2,66.7676,93.0173,0.4495,0.0497,92.4921,SC26,16.333,28.1739,27.468,26.1923,,11.841,11.135,9.859,0.06,0.115,5.962,11.457,26.25,25.725,0.648,0.635,1.534,2.947,0.038,0.073,2.174616034,,,,
6/30/2020,STCH06,3,10,2,LOI alysis ,N,2,66.7921,92.0283,1.1386,0.1481,90.753,SC8,14.2119,25.3441,24.7012,23.4575,,11.132,10.489,9.246,0.058,0.119,5.775,11.857,25.236,23.961,0.623,0.591,1.384,2.841,0.034,0.07,2.100055515,,,,
6/30/2020,STCH06,3,11,1,LOI alysis ,N,2.7,66.7679,101.703,0.9482,0.0547,100.7294,SC10,16.1808,28.07,27.7386,26.3087,,11.889,11.558,10.128,0.028,0.124,2.787,12.372,34.935,33.962,0.638,0.621,0.947,4.202,0.017,0.077,0.904961478,,,,
7/1/2020,STCH20,2,1,12,LOI alysis ,N,2,66.8832,94.6355,2.0103,0,92.6164,SC29,14.6879,23.8552,22.9923,21.7598,,9.167,8.304,7.072,0.094,0.148,9.413,14.842,27.752,25.733,0.685,0.635,2.422,3.819,0.06,0.094,3.555121683,,,,
7/1/2020,STCH20,2,3,10,LOI alysis ,N,2,66.7693,100.6554,0,0,100.6554,SC3,16.5374,29.5073,28.6909,27.5022,,12.97,12.154,10.965,0.063,0.098,6.295,9.781,33.886,33.886,0.836,0.836,2.133,3.314,0.053,0.082,2.307829744,,,,
7/1/2020,STCH20,2,6,7,LOI alysis ,N,2,66.7616,103.2242,1.3786,0,101.824,SC33,14.3602,26.4503,25.7709,24.3202,,12.09,11.411,9.96,0.056,0.127,5.619,12.714,36.463,35.062,0.899,0.865,1.97,4.458,0.049,0.11,2.037789514,,,,
7/1/2020,STCH20,2,7,6,LOI alysis ,N,2,66.76328,99.6467,0.3247,0,99.3384,SC17,14.8649,28.6576,27.6426,25.8209,,13.793,12.778,10.956,0.074,0.143,7.359,14.257,32.883,32.575,0.811,0.804,2.397,4.644,0.059,0.115,2.7335861,,,,
7/1/2020,STCH20,2,8,5,LOI alysis ,N,2,66.7562,100.3813,0.7744,0.114,99.5043,SC1,16.2337,27.1489,26.6953,25.0677,,10.915,10.462,8.834,0.042,0.156,4.156,15.558,33.625,32.748,0.829,0.808,1.361,5.095,0.034,0.126,1.452269129,,,,
7/1/2020,STCH20,2,10,3,LOI alysis ,N,2,66.7686,96.6017,2.0377,0.2124,94.3696,SC31,17.5954,27.4938,26.8374,25.1626,,9.898,9.242,7.567,0.066,0.181,6.631,18.122,29.833,27.601,0.736,0.681,1.83,5.002,0.045,0.123,2.442549907,,,,
7/1/2020,STCH20,2,11,2,LOI alysis ,N,2,66.7472,108.2719,2.9906,0.0363,105.2717,SC36,15.3059,23.7846,23.3911,21.9137,,8.479,8.085,6.608,0.046,0.183,4.641,18.273,41.525,38.525,1.024,0.95,1.788,7.04,0.044,0.174,1.646416668,,,,
7/1/2020,STCH20,2,12,1,LOI alysis ,N,2.5,66.7428,122.2293,4.6152,0.0633,117.5665,SC24,15.3356,25.5373,25.231,23.4452,,10.202,9.895,8.11,0.03,0.18,3.002,18.047,55.487,50.824,1.095,1.003,1.526,9.172,0.03,0.181,0.990976308,,,,
7/22/2020,STCH05,3,1,23,LOI alysis ,N,2,66.9139,106.5081,0,0,106.5081,SC10,16.1895,27.2415,26.9166,26.6031,,11.052,10.727,10.414,0.029,0.029,2.94,2.923,39.594,39.594,0.977,0.977,1.164,1.157,0.029,0.029,0.965895765,,,,
7/22/2020,STCH05,3,4,20,LOI alysis ,N,2,66.0123,112.036,0,0,112.036,SC25,12.9019,28.254,27.6683,27.2707,,15.352,14.766,14.369,0.038,0.027,3.815,2.693,46.024,46.024,1.135,1.135,1.756,1.239,0.043,0.031,1.316045297,,,,
7/22/2020,STCH05,3,9,15,LOI alysis ,N,2,66.8772,114.6304,0,0,114.6304,SC26,16.821,26.2965,25.9071,25.5561,,9.476,9.086,8.735,0.041,0.039,4.11,3.863,47.753,47.753,1.178,1.178,1.962,1.845,0.048,0.046,1.433818268,,,,
7/22/2020,STCH05,3,14,10,LOI alysis ,N,2,66.0125,114.2625,0,0,114.2625,SC39,16.367,26.8196,26.2175,25.8722,,10.453,9.851,9.505,0.058,0.035,5.76,3.505,48.25,48.25,1.19,1.19,2.779,1.691,0.069,0.042,2.094115722,,,,
7/22/2020,STCH05,3,17,7,LOI alysis ,N,2,66.8757,107.9899,0,0,107.9899,SC36,15.2032,27.5526,27.1147,26.8049,,12.349,11.912,11.602,0.035,0.026,3.546,2.601,41.114,41.114,1.014,1.014,1.458,1.069,0.036,0.026,1.208368504,,,,
7/22/2020,STCH05,3,18,6,LOI alysis ,N,2,66.0095,105.0051,0,0,105.0051,SC17,14.6404,24.6174,24.1045,23.7741,,9.977,9.464,9.134,0.051,0.035,5.141,3.491,38.996,38.996,0.962,0.962,2.005,1.361,0.049,0.034,1.846329558,,,,
7/22/2020,STCH05,3,19,5,LOI alysis ,N,2,66.8746,105.3959,0,0.01,105.3871,SC29,14.3855,25.9012,25.3263,24.9048,,11.516,10.941,10.519,0.05,0.039,4.992,3.853,38.521,38.513,0.95,0.95,1.923,1.484,0.047,0.037,1.786925936,,,,
7/22/2020,STCH05,3,21,3,LOI alysis ,N,2,66.0113,105.409,0,0,105.409,SC44,15.2768,28.1014,27.5806,27.1647,,12.825,12.304,11.888,0.041,0.034,4.061,3.38,39.398,39.398,0.972,0.972,1.6,1.332,0.039,0.033,1.414378148,,,,
7/22/2020,STCH05,3,22,2,LOI alysis ,N,2,66.8776,97.8204,0,0.3197,97.492,SC3,16.4254,27.5923,27.1393,26.7608,,11.167,10.714,10.335,0.041,0.035,4.057,3.533,30.943,30.614,0.763,0.755,1.242,1.082,0.031,0.027,1.412652661,,,,
7/22/2020,STCH05,3,23,1,LOI alysis ,N,3,66.0058,121.5447,0.7081,0.0707,120.7568,SC8,14.2239,24.2572,23.8237,23.3946,,10.033,9.6,9.171,0.043,0.045,4.321,4.47,55.539,54.751,0.913,0.9,2.366,2.447,0.039,0.04,1.518244944,,,,
7/30/2020,SJB02,3,1,18,LOI alysis ,N,2,66.9007,112.5916,0,0,112.5916,SC22,16.076,30.6214,29.9614,29.8519,,14.545,13.885,13.776,0.045,0.008,4.538,0.789,45.691,45.691,1.127,1.127,2.073,0.36,0.051,0.009,1.605006806,,,,
7/30/2020,SJB02,3,4,15,LOI alysis ,N,2,66.0538,112.3012,0,0,112.3012,SC30,16.5885,27.1611,26.8426,26.7542,,10.573,10.254,10.166,0.03,0.009,3.013,0.862,46.247,46.247,1.141,1.141,1.393,0.399,0.034,0.01,0.995001608,,,,
7/30/2020,SJB02,3,9,10,LOI alysis ,N,2,66.8915,113.9758,0.3371,0,113.6387,SC24,15.4061,27.7602,27.5829,27.4959,,12.354,12.177,12.09,0.014,0.007,1.435,0.714,47.084,46.747,1.162,1.153,0.671,0.334,0.017,0.008,0.364060433,,,,
7/30/2020,SJB02,3,12,7,LOI alysis ,N,2,66.0453,107.5439,0.3143,0,107.2349,SC40,16.98,27.7093,27.1289,27.0201,,10.729,10.149,10.04,0.054,0.011,5.409,1.072,41.499,41.19,1.024,1.016,2.228,0.442,0.055,0.011,1.953794469,,,,
7/30/2020,SJB02,3,13,6,LOI alysis ,N,2,66.8917,107.4124,0,0.1344,107.2859,SC14,14.8644,24.2299,23.6781,23.5566,,9.366,8.814,8.692,0.059,0.014,5.892,1.379,40.521,40.394,1,0.996,2.38,0.557,0.059,0.014,2.146734825,,,,
7/30/2020,SJB02,3,14,5,LOI alysis ,N,2,66.0623,108.9243,0.0586,0.0198,108.8416,SC13,16.9898,30.1892,29.6351,29.4828,,13.199,12.645,12.493,0.042,0.012,4.198,1.204,42.862,42.779,1.057,1.055,1.796,0.515,0.044,0.013,1.469167235,,,,
7/30/2020,SJB02,3,16,3,LOI alysis ,N,2,66.9152,106.1246,0.1679,0.2772,105.7171,SC31,17.4906,25.0508,24.8163,24.764,,7.56,7.326,7.273,0.031,0.007,3.102,0.714,39.209,38.802,0.967,0.957,1.204,0.277,0.03,0.007,1.030707918,,,,
7/30/2020,SJB02,3,17,2,LOI alysis ,N,2,66.0519,110.617,0.3878,0.1555,110.079,SC21,17.522,28.5411,28.2469,28.1603,,11.019,10.725,10.638,0.027,0.008,2.67,0.807,44.565,44.027,1.099,1.086,1.175,0.356,0.029,0.009,0.857963808,,,,
7/30/2020,SJB02,3,18,1,LOI alysis ,N,1.9,66.8936,119.7516,1.5097,0.7875,117.4461,SC35,15.4482,25.2845,25.0288,24.9305,,9.836,9.581,9.482,0.026,0.01,2.6,1.026,52.858,50.553,1.373,1.313,1.314,0.519,0.034,0.013,0.829821884,,,,
8/5/2020,SJB24,1,1,14,LOI alysis ,N,2,66.8719,118.948,0,0,22:45,SC34,16.4526,28.8634,28.4648,28.4051,,12.411,12.012,11.953,0.032,0.005,3.212,0.497,52.076,52.076,1.285,1.285,1.673,0.259,0.041,0.006,1.07468753,,,,
8/5/2020,SJB24,1,5,10,LOI alysis ,N,2,66.0124,106.7408,0.9163,0,105.8279,SC11,15.9602,26.9857,26.7222,26.6356,,11.026,10.762,10.675,0.024,0.008,2.39,0.805,40.728,39.816,1.005,0.982,0.952,0.32,0.023,0.008,0.745965716,,,,
8/5/2020,SJB24,1,8,7,LOI alysis ,N,2,65.9993,113.2753,0,0,113.2753,SC29,14.7362,28.3191,27.7517,27.6524,,13.583,13.016,12.916,0.042,0.008,4.177,0.763,47.276,47.276,1.166,1.166,1.975,0.361,0.049,0.009,1.460924471,,,,
8/5/2020,SJB24,1,9,6,LOI alysis ,Y,2,66.8676,108.3161,0,0.2347,108.3161,SC3,16.5696,30.5507,30.1293,30.0388,,13.981,13.56,13.469,0.03,0.007,3.014,0.667,41.449,41.449,1.022,1.022,1.249,0.277,0.031,0.007,0.995627597,,,,
8/5/2020,SJB24,1,10,5,LOI alysis ,Y,2,66.9956,110.9709,0,0.431,110.5433,SC39,16.5604,29.5298,28.9674,28.9047,,12.969,12.407,12.344,0.043,0.005,4.336,0.505,43.975,43.548,1.085,1.074,1.888,0.22,0.047,0.005,1.524544389,,,,
8/5/2020,SJB24,1,12,3,LOI alysis ,Y,2,66.8663,106.1886,0.0898,0.6748,105.3901,SC25,12.9721,27.1507,26.7522,26.6112,,14.179,13.78,13.639,0.028,0.01,2.811,1.023,39.322,38.524,0.97,0.95,1.083,0.394,0.027,0.01,0.914229473,,,,
8/5/2020,SJB24,1,13,2,LOI alysis ,Y,2,66.9928,103.6232,1.0468,1.5469,101.0271,SC10,16.4327,27.5729,27.1822,27.0063,,11.14,10.75,10.574,0.035,0.016,3.507,1.636,36.63,34.034,0.904,0.84,1.194,0.557,0.029,0.014,1.192847346,,,,
8/5/2020,SJB24,1,14,1,LOI alysis ,Y,2.6,66.8639,138.2413,1.172,0.3472,136.7229,SC44,15.5521,30.3719,29.8362,29.7502,,14.82,14.284,14.198,0.036,0.006,3.615,0.602,71.377,69.859,1.354,1.326,2.525,0.421,0.048,0.008,1.235903453,,,,
8/11/2020,SJBA,1,18,1,LOI alysis ,Y,1.9,66.8622,111.6436,0,0,111.6436,SC2,15.8077,27.3885,27.1983,27.0992,,11.581,11.391,11.292,0.016,0.009,1.642,0.87,44.781,44.781,1.163,1.163,0.735,0.39,0.019,0.01,0.446949434,,,,
8/11/2020,SJBA,1,17,2,LOI alysis ,Y,2,66.7853,126.7389,0,0,126.7389,SC32,17.8454,28.797,28.5111,28.4546,,10.952,10.666,10.609,0.026,0.005,2.611,0.53,59.954,59.954,1.479,1.479,1.565,0.318,0.039,0.008,0.83423098,,,,
8/11/2020,SJBA,1,16,3,LOI alysis ,Y,2,66.9905,121.2778,0,0,121.2778,SC16,18.3498,31.1573,31.0089,30.9276,,12.808,12.659,12.578,0.012,0.006,1.159,0.642,54.287,54.287,1.339,1.339,0.629,0.349,0.016,0.009,0.253478431,,,,
8/11/2020,SJBA,1,14,5,LOI alysis ,Y,2,66.7809,126.5419,0,0,126.5419,SC39,16.1632,29.6363,29.5737,29.5114,,13.473,13.411,13.348,0.005,0.005,0.465,0.465,59.761,59.761,1.474,1.474,0.278,0.278,0.007,0.007,-0.024148192,,,,
8/11/2020,SJBA,1,13,6,LOI alysis ,Y,2,65.9914,120.6284,0,0,120.6284,SC38,16.4931,29.7827,29.7338,29.66,,13.29,13.241,13.167,0.004,0.006,0.368,0.557,54.637,54.637,1.348,1.348,0.201,0.305,0.005,0.008,-0.062817241,,,,
8/11/2020,SJBA,1,12,7,LOI alysis ,N,2,66.86,130.8673,0,0,130.8673,SC12,16.4452,29.6235,29.1914,29.1288,,13.178,12.746,12.684,0.033,0.005,3.279,0.491,64.007,64.007,1.579,1.579,2.099,0.314,0.052,0.008,1.101550048,,,,
