Start Date,Site Number,Quadrat,SpeciesName,Common Name,Type,"Biomass Component (i.e., AGB, DT)",Weight Boat ID,Boat Weight (g),Wet Weight (g),Dry Start Date,Dry Start Time (EST),Dry Weight (g),End Date,End Time (EST),Processing Notes,Dry_Weight_gDW
10/18/2019,STCH06,3,Penicillus_sp,mermaid's paint brush,Algae,AGB,SA2,2.4831,10.1734,,10:42,4.9721,10/25/2019,8:15,,2.489
9/23/2020,SMAR25,1,Penicillus_sp,mermaid's paint brush,Algae,AGB,SA13,2.485,5.438,9/23/2020,9:53,3.007,9/28/2020,9:30,,0.522
10/18/2019,STCH06,6,Penicillus_sp,mermaid's paint brush,Algae,ABG,SA17,2.4932,2.8913,,10:42,2.5555,10/25/2019,8:15,,0.0623
10/6/2019,STCH05,1,Ruppia_maritima,widgeon grass,SAV,AGB,NA,34.3087,51.1651,,11:52,35.3432,10/12/2019,10:35,,1.0345
10/6/2019,STCH05,2,Ruppia_maritima,widgeon grass,SAV,AGB,NA,11.1249,54.8509,,12:15,15.4565,10/12/2019,10:35,may also have halodule,4.3316
10/10/2019,STCH05,3,Ruppia_maritima,widgeon grass,SAV,AGB,p7,6.7315,20.6412,,10:34,7.5727,10/16/2016,10:45,,0.8412
10/4/2019,STCH05,8,Syringodium_filiforme,manatee grass,SAV,AGB,NA,5.045,58.1529,,10:14,9.0931,10/8/2019,10:17,,4.0481
10/6/2019,STCH06,1,Syringodium_filiforme,manatee grass,SAV,AGB,NA,34.9369,60.8095,,10:35,36.7022,10/12/2019,10:35,,1.7653
10/6/2019,STCH06,2,Syringodium_filiforme,manatee grass,SAV,AGB,NA,34.5256,76.464,,10:35,37.9221,10/12/2019,10:35,,3.3965
10/18/2019,STCH06,3,Syringodium_filiforme,manatee grass,SAV,AGB,P1,6.3561,32.279,,10:42,8.5339,10/25/2019,8:15,,2.1778
10/18/2019,STCH06,6,Syringodium_filiforme,manatee grass,SAV,AGB,P4,6.4017,46.3011,,10:42,9.7483,10/25/2019,8:15,,3.3466
10/25/2019,SJB13,2,Syringodium_filiforme,manatee grass,SAV,AGB,P13,6.0782,28.0298,,8:45,6.6588,11/2/2019,10:00,,0.5806
10/25/2019,SJB13,3,Syringodium_filiforme,manatee grass,SAV,AGB,P18,5.9445,20.8835,,8:45,6.9887,11/2/2019,10:00,,1.0442
1/13/2020,SMAR03,2,Syringodium_filiforme,manatee grass,SAV,AGB,SA18,2.4978,9.9221,,10:00,3.1794,1/21/2020,8:35,,0.6816
2/4/2020,SMAR01,10,Syringodium_filiforme,manatee grass,SAV,AGB,SA3,2.5041,2.5483,2/6/2020,9:00,2.5076,2/10/2020,9:15,,0.0035
2/4/2020,SMAR01,9,Syringodium_filiforme,manatee grass,SAV,AGB,P6,6.3571,54.2734,2/6/2020,9:00,9.7969,2/10/2020,9:15,,3.4398
2/11/2020,SMAR12,3,Syringodium_filiforme,manatee grass,SAV,AGB,SA7,2.4972,3.6,2/13/2020,9:30,2.5284,2/17/2020,9:15,,0.0312
2/11/2020,SMAR12,1,Syringodium_filiforme,manatee grass,SAV,AGB,P7,6.4507,19.7854,2/13/2020,9:30,7.4676,2/17/2020,9:15,,1.0169
2/18/2020,SMAR24,2,Syringodium_filiforme,manatee grass,SAV,AGB,P16,6.3803,19.2803,2/19/2020,5:00,7.5079,2/24/2020,3:40,,1.1276
2/25/2020,SMAR25,2,Syringodium_filiforme,manatee grass,SAV,AGB,P12,6.1513,38.4663,2/26/2020,11:13,8.8006,3/2/2020,8:40,,2.6493
3/3/2020,SMAR23,1,Syringodium_filiforme,manatee grass,SAV,AGB,P13,6.073,9.5003,3/6/2020,12:13,6.3907,3/11/2020,9:00,,0.3177
3/10/2020,SMAR24,3,Syringodium_filiforme,manatee grass,SAV,AGB,P7,6.4288,24.0427,3/12/2029,9:00,7.8192,3/17/2020,9:00,,1.3904
3/10/2020,SMAR24,1,Syringodium_filiforme,manatee grass,SAV,AGB,P11,6.1815,21.8631,3/12/2029,9:00,7.4904,3/17/2020,9:00,,1.3089
9/23/2020,SMAR25,1,Syringodium_filiforme,manatee grass,SAV,AGB,P18,6.078,29.982,9/23/2020,9:53,7.954,9/28/2020,9:30,,1.876
2/4/2020,SMAR01,9,Thalassia_testudinum,turtle grass,SAV,AGB,P13,6.1032,63.234,2/6/2020,9:00,11.9316,2/10/2020,9:15,,5.8284
2/4/2020,SMAR14,2,Thalassia_testudinum,turtle grass,SAV,AGB,P12,6.1291,67.2149,2/6/2020,9:00,12.6127,2/10/2020,9:15,,6.4836
2/4/2020,SMAR14,2,Thalassia_testudinum,turtle grass,SAV,AGB,P8,6.3866,73.6977,2/6/2020,9:00,13.631,2/10/2020,9:15,,7.2444
2/11/2020,SMAR12,3,Thalassia_testudinum,turtle grass,SAV,AGB,P14,6.1022,80.6383,2/13/2020,9:30,15.2094,2/17/2020,9:15,,9.1072
2/11/2020,SMAR12,3,Thalassia_testudinum,turtle grass,SAV,AGB,P9,6.4411,96.9427,2/13/2020,9:30,18.4665,2/17/2020,9:15,,12.0254
2/11/2020,SMAR12,2,Thalassia_testudinum,turtle grass,SAV,AGB,P3,6.309,31.3001,2/13/2020,9:30,8.8136,2/17/2020,9:15,,2.5046
2/11/2020,SMAR12,2,Thalassia_testudinum,turtle grass,SAV,AGB,P1,6.3502,137.5703,2/13/2020,9:30,23.0919,2/17/2020,9:15,,16.7417
2/11/2020,SMAR12,1,Thalassia_testudinum,turtle grass,SAV,AGB,P19,6.0389,99.3597,2/13/2020,9:30,18.1567,2/17/2020,9:15,,12.1178
2/18/2020,SMAR24,2,Thalassia_testudinum,turtle grass,SAV,AGB,P19,6.0351,60.562,2/19/2020,5:00,14.1684,2/24/2020,3:40,,8.1333
2/18/2020,SMAR23,2,Thalassia_testudinum,turtle grass,SAV,AGB,P18,5.9365,108.1349,2/19/2020,5:00,20.61202,2/24/2020,3:40,,14.67552
2/21/2020,SMAR14,1,Thalassia_testudinum,turtle grass,SAV,AGB,P13,6.0814,55.9662,2/24/2020,8:45,12.4001,2/28/2020,10:00,,6.3187
2/21/2020,SMAR14,1,Thalassia_testudinum,turtle grass,SAV,AGB,P17,6.2865,47.1615,2/24/2020,8:45,11.1326,2/28/2020,10:00,,4.8461
2/25/2020,SMAR04,3,Thalassia_testudinum,turtle grass,SAV,AGB,P10,6.3419,133.4481,2/26/2020,11:13,24.2529,3/2/2020,8:40,,17.911
2/25/2020,SMAR04,3,Thalassia_testudinum,turtle grass,SAV,AGB,P20,5.9795,44.6274,2/26/2020,11:13,10.9232,3/2/2020,8:40,,4.9437
3/3/2020,SMAR04,2,Thalassia_testudinum,turtle grass,SAV,AGB,P16,6.3931,114.3902,3/6/2020,12:13,21.5511,3/11/2020,9:00,,15.158
3/10/2020,SMAR24,3,Thalassia_testudinum,turtle grass,SAV,AGB,P6,6.3571,75.4909,3/12/2029,9:00,15.8845,3/17/2020,9:00,,9.5274
3/10/2020,SMAR24,1,Thalassia_testudinum,turtle grass,SAV,AGB,P20,5.9652,70.181,3/12/2029,9:00,15.8133,3/17/2020,9:00,,9.8481
9/16/2020,STCH02,2,Thalassia_testudinum,turtle grass,SAV,AGB,P2,6.3237,103.5067,9/16/2020,9:45,20.073,9/21/2020,12:00,,13.7493
9/16/2020,STCH02,1,Thalassia_testudinum,turtle grass,SAV,AGB,P16,6.3885,107.255,9/16/2020,10:20,21.64,9/21/2020,12:00,,15.2515
9/23/2020,SMAR25,1,Thalassia_testudinum,turtle grass,SAV,AGB,P13,6.122,44.601,9/23/2020,9:53,12.184,9/28/2020,9:30,,6.062
10/1/2019,SJB24,1,Thalassia_testudinum,turtle grass,SAV,DT,NA,34.7555,49.2629,,10:39,36.0866,10/5/2019,10:45,,1.3311
10/1/2019,SJB24,1,Thalassia_testudinum,turtle grass,SAV,AGB,NA,33.9774,100.6742,,10:39,41.88,10/5/2019,10:45,,7.9026
10/1/2019,SJB24,2,Thalassia_testudinum,turtle grass,SAV,AGB,NA,34.8126,99.3162,,10:39,43.4522,10/5/2019,10:45,,8.6396
10/1/2019,SJB24,2,Thalassia_testudinum,turtle grass,SAV,DT,NA,33.4159,45.8187,,10:39,34.7539,10/5/2019,10:45,,1.338
10/1/2019,SJB24,3,Thalassia_testudinum,turtle grass,SAV,AGB,NA,34.6516,79.7594,,10:39,39.6719,10/5/2019,10:45,,5.0203
10/1/2019,SJB24,3,Thalassia_testudinum,turtle grass,SAV,DT,NA,4.635,25.9569,,10:39,6.8878,10/5/2019,10:45,,2.2528
10/4/2019,STCH20,1,Thalassia_testudinum,turtle grass,SAV,AGB,NA,6.884,39.1575,,10:14,10.263,10/8/2019,10:17,,3.379
10/4/2019,STCH20,2,Thalassia_testudinum,turtle grass,SAV,AGB,NA,7.4594,67.6763,,10:14,14.8614,10/8/2019,10:17,,7.402
10/4/2019,STCH20,3,Thalassia_testudinum,turtle grass,SAV,AGB,NA,4.6873,37.1106,,10:14,8.361,10/8/2019,10:17,,3.6737
10/10/2019,SJB02,2,Thalassia_testudinum,turtle grass,SAV,AGB,p4,6.5614,75.8118,,10:34,13.6741,10/16/2016,10:45,,7.1127
10/10/2019,SJB02,2,Thalassia_testudinum,turtle grass,SAV,AGB,p3,6.467,66.2556,,10:34,11.8987,10/16/2016,10:45,,5.4317
10/10/2019,SJB02,2,Thalassia_testudinum,turtle grass,SAV,AGB,p10,6.4537,65.715,,10:34,12.0339,10/16/2016,10:45,,5.5802
10/15/2019,SJB02,1,Thalassia_testudinum,turtle grass,SAV,AGB,p11,6.2252,55.9458,,11:00,11.4206,10/20/2019,10:40,,5.1954
10/15/2019,SJB02,1,Thalassia_testudinum,turtle grass,SAV,AGB,p13,6.0971,51.7467,,11:00,10.484,10/20/2019,10:40,,4.3869
10/15/2019,SJB02,3,Thalassia_testudinum,turtle grass,SAV,AGB,p15,6.1415,55.0586,,11:00,11.1371,10/20/2019,10:40,,4.9956
10/15/2019,SJB02,3,Thalassia_testudinum,turtle grass,SAV,AGB,p16,6.0808,56.2915,,11:00,11.0653,10/20/2019,10:40,,4.9845
10/15/2019,SJB02,3,Thalassia_testudinum,turtle grass,SAV,AGB,p17,6.1411,51.4288,,11:00,10.5987,10/20/2019,10:40,,4.4576
10/15/2019,SJB02,3,Thalassia_testudinum,turtle grass,SAV,AGB,p18,6.1474,36.1219,,11:00,8.5741,10/20/2019,10:40,,2.4267
10/18/2019,STCH06,3,Thalassia_testudinum,turtle grass,SAV,AGB,SA4,2.511,5.1675,,10:42,2.7633,10/25/2019,8:15,,0.2523
10/22/2019,SJB14,1,Thalassia_testudinum,turtle grass,SAV,AGB,P7,6.4328,54.2467,,8:15,12.5486,10/29/2019,8:45,,6.1158
10/22/2019,SJB14,1,Thalassia_testudinum,turtle grass,SAV,AGB,P9,6.364,72.0341,,8:15,15.658,10/29/2019,8:45,,9.294
10/22/2019,SJB14,2,Thalassia_testudinum,turtle grass,SAV,AGB,P8,6.4,44.8867,,8:15,11.3651,10/29/2019,8:45,,4.9651
10/22/2019,SJB14,2,Thalassia_testudinum,turtle grass,SAV,AGB,P10,6.3533,45.71,,8:15,11.9743,10/29/2019,8:45,,5.621
10/25/2019,SJB13,2,Thalassia_testudinum,turtle grass,SAV,AGB,P11,6.1467,14.2172,,8:45,8.651,11/2/2019,10:00,,2.5043
10/25/2019,SJB14,3,Thalassia_testudinum,turtle grass,SAV,AGB,P1,6.3776,80.2086,,8:45,17.6404,11/2/2019,10:00,,11.2628
10/29/2019,SJB 13,1,Thalassia_testudinum,turtle grass,SAV,AGB,P16,6.389,107.5193,,10:10,20.6473,11/6/2019,10:00,,14.2583
10/29/2019,SJB07,1,Thalassia_testudinum,turtle grass,SAV,AGB,SA7,2.4946,2.6531,,10:10,2.5282,11/6/2019,10:00,,0.0336
11/1/2019,SJB07,2,Thalassia_testudinum,turtle grass,SAV,AGB,P6,6.3813,86.2642,,10:10,16.2833,11/6/2019,10:00,,9.902
11/5/2019,SJB07,3,Thalassia_testudinum,turtle grass,SAV,AGB,P12,6.1302,67.2541,,10:10,11.8684,11/12/2019,9:15,,5.7382
11/5/2019,SJB07,3,Thalassia_testudinum,turtle grass,SAV,AGB,P14,6.0593,52.6439,,10:10,9.7692,11/12/2019,9:15,,3.7099
11/8/2019,SJB06,2,Thalassia_testudinum,turtle grass,SAV,AGB,SA8,2.5278,3.6137,,9:20,2.6764,11/16/2019,9:20,,0.1486
11/15/2019,SJB17,1,Thalassia_testudinum,turtle grass,SAV,AGB,P12,6.1251,93.3088,,9:25,16.0349,11/20/2019,9:35,,9.9098
11/15/2019,SJB17,1,Thalassia_testudinum,turtle grass,SAV,AGB,P13,6.0854,114.5762,,9:25,15.3049,11/20/2019,9:35,,9.2195
11/15/2019,SJB17,2,Thalassia_testudinum,turtle grass,SAV,AGB,P11,6.611,67.6981,,9:25,11.6716,11/20/2019,9:35,,5.0606
11/15/2019,SJB17,2,Thalassia_testudinum,turtle grass,SAV,AGB,P14,6.0576,62.3081,,9:25,11.6245,11/20/2019,9:35,,5.5669
11/15/2019,SJB17,2,Thalassia_testudinum,turtle grass,SAV,AGB,P17,6.1024,63.5205,,9:25,11.6389,11/20/2019,9:35,,5.5365
12/3/2019,SJB10,2,Thalassia_testudinum,turtle grass,SAV,AGB,P8,6.3929,104.8403,,10:25,15.3589,12/9/2019,9:25,,8.966
12/3/2019,SJB10,2,Thalassia_testudinum,turtle grass,SAV,AGB,P14,6.0552,80.6828,,10:25,11.5654,12/9/2019,9:25,,5.5102
12/6/2019,SJB17,3,Thalassia_testudinum,turtle grass,SAV,AGB,P6,6.3595,65. 4233,,9:42,12.1055,12/13/2019,9:50,,5.746
12/6/2019,SJB17,3,Thalassia_testudinum,turtle grass,SAV,AGB,P11,6.1437,63.3546,,9:42,12.0787,12/13/2019,9:50,,5.935
12/6/2019,SJB17,3,Thalassia_testudinum,turtle grass,SAV,AGB,P13,6.0837,51.5543,,9:42,10.6812,12/13/2019,9:50,,4.5975
1/7/2020,SMAR03,1,Thalassia_testudinum,turtle grass,SAV,AGB,P13,6.0778,68.4346,,9:45,12.0018,1/15/2020,9:25,,5.924
1/7/2020,SMAR03,1,Thalassia_testudinum,turtle grass,SAV,AGB,P6,6.3628,37.3358,,9:45,9.5297,1/15/2020,9:25,,3.1669
1/13/2020,SMAR03,2,Thalassia_testudinum,turtle grass,SAV,AGB,P9,6.4343,57.2849,,10:00,12.6027,1/21/2020,8:35,,6.1684
1/13/2020,SMAR03,2,Thalassia_testudinum,turtle grass,SAV,AGB,P14,6.0568,42.4597,,10:00,10.0862,1/21/2020,8:35,,4.0294
1/24/2020,SMAR03,3,Thalassia_testudinum,turtle grass,SAV,AGB,P11,6.1482,60.1542,1/24/2020,11:35,12.4855,1/29/2020,8:55,,6.3373
1/24/2020,SMAR03,3,Thalassia_testudinum,turtle grass,SAV,AGB,P6,6.3602,53.8948,1/24/2020,11:35,12.1138,1/29/2020,8:55,,5.7536
1/24/2020,SMAR03,3,Thalassia_testudinum,turtle grass,SAV,AGB,P8,6.3854,54.8259,1/24/2020,11:35,12.1522,1/29/2020,8:55,,5.7668
1/28/2020,SMAR04,1,Thalassia_testudinum,turtle grass,SAV,AGB,P9,6.4311,68.7996,1/29/2020,10:30,13.4083,2/3/2020,8:55,,6.9772
1/28/2020,SMAR04,1,Thalassia_testudinum,turtle grass,SAV,AGB,P14,6.0895,56.4817,1/29/2020,10:30,11.2588,2/3/2020,8:55,,5.1693
2/25/2020,SMAR25,2,Thalassia_testudinum,turtle grass,SAV,AGB,P6,6.3727,45.311,2/26/2020,11:13,11.5798,3/2/2020,8:40,,5.2071
3/3/2020,SMAR23,1,Thalassia_testudinum,turtle grass,SAV,AGB,P17,6.2862,91.3379,3/6/2020,12:13,18.81,3/11/2020,9:00,,12.5238
3/6/2020,SMAR14,3,Thalassia_testudinum,turtle grass,SAV,AGB,P19,6.0464,58.0491,3/6/2020,12:13,13.0234,3/11/2020,9:00,,6.977
3/6/2020,SMAR14,3,Thalassia_testudinum,turtle grass,SAV,AGB,P18,5.924,63.8054,3/6/2020,12:13,13.2653,3/11/2020,9:00,,7.3413
3/6/2020,SMAR14,3,Thalassia_testudinum,turtle grass,SAV,AGB,P10,6.34,33.6747,3/6/2020,12:13,9.2669,3/11/2020,9:00,,2.9269
3/13/2020,SJB16,2,Thalassia_testudinum,turtle grass,SAV,AGB,P13,6.1405,85.012,3/12/2020,11:10,16.412,3/17/2020,9:00,,10.2715
9/23/2020,SMAR23,3,Thalassia_testudinum,turtle grass,SAV,AGB,P12,6.26,100.388,9/23/2020,10:38,19.293,9/28/2020,9:30,,13.033
9/23/2020,SJB10,1,Thalassia_testudinum,turtle grass,SAV,AGB,P19,6.067,179.506,9/23/2020,10:59,25.952,9/28/2020,9:30,,19.885
9/30/2020,SJB16,1,Thalassia_testudinum,turtle grass,SAV,AGB,P12,6.1192,65.5223,9/30/2020,9:03,15.2562,10/5/2020,8:38,,9.137
10/6/2019,STCH05,1,Udotea_flabellum,mermaid's fan,Algae,AGB,NA,1.2725,8.4374,,11:52,4.5812,10/12/2019,10:35,,3.3087
10/6/2019,STCH05,2,Udotea_flabellum,mermaid's fan,Algae,AGB,NA,1.2745,3.981,,12:15,1.8322,10/12/2019,10:35,,0.5577
10/10/2019,STCH05,3,Udotea_flabellum,mermaid's fan,Algae,AGB,p5,6.4352,29.6365,,10:34,14.0238,10/16/2016,10:45,,7.5886
10/1/2019,SJB24,1,Unidentified_Alga,Unidentified Alga ,Algae,AGB,NA,1.2939,3.8049,,10:39,1.5556,10/5/2019,10:45,,0.2617
10/4/2019,STCH20,2,UnidentifiedBivalve,Unidentified Bivalve,Animal,AGB,NA,1.2696,1.5473,,10:14,1.4302,10/8/2019,10:17,,0.1606
11/5/2019,SJB06,1,UnidentIfiedGastropod,UnidentIfied Gastropod,Animal,AGB,SA4,2.5126,2.7526,,10:10,2.5766,11/12/2019,9:15,,0.064
11/8/2019,SJB06,2,UnidentifiedGastropod,Unidentified Gastropod,Animal,AGB,SA20,2.4861,2.7415,,9:20,2.5905,11/16/2019,9:20,,0.1044
11/15/2019,SJB17,1,UnidentifiedGastropod,Unidentified Gastropod,Animal,AGB,SA19,2.4873,3.526,,9:25,2.9785,11/20/2019,9:35,,0.4912
11/15/2019,SJB17,2,UnidentifiedGastropod,Unidentified Gastropod,Animal,AGB,SA17,2.4932,3.3471,,9:25,2.8693,11/20/2019,9:35,,0.3761
12/6/2019,SJB17,3,UnidentifiedHermitCrab,Unidentified Hermit Crab,Animal,AGB,SA3,2.5019,2.6006,,9:42,2.5497,12/13/2019,9:50,,0.0478
2/4/2020,SMAR01,10,UnidentifiedHermitCrab,Unidentified Hermit Crab,Animal,AGB,SA18,2.4984,2.7269,2/6/2020,9:00,2.576,2/10/2020,9:15,,0.0776
9/16/2020,STCH02,2,UnidentifiedMollusk,Unidentified Mollusk,Animal,AGB,SA5,2.5074,2.576,9/16/2020,9:45,2.544,9/21/2020,12:00,,0.0366
2/4/2020,SMAR01,10,UnidentifiedPolychaete,Unidentified Polychaete,Animal,AGB,SA22,2.5085,2.5683,2/6/2020,9:00,2.5106,2/10/2020,9:15,,0.0021
10/1/2019,SJB24,1,UnidentifiedSponge,Unidentified Sponge,Animal,AGB,NA,1.2649,7.8273,,10:39,3.5289,10/5/2019,10:45,,2.264
10/18/2019,STCH06,3,UnidentifiedWhelk,Unidentified Whelk,Animal,AGB,SA13,2.484,2.6498,,10:42,2.5734,10/25/2019,8:15,,0.0894
12/3/2019,SJB10,2,UnidentifiedWhelk,Unidentified Whelk,Animal,AGB,SA7,2.4932,2.5792,,10:25,2.5478,12/9/2019,9:25,,0.0546
2/4/2020,SMAR14,2,UnidentifiedWhelk,Unidentified Whelk,Animal,AGB,SA5,2.5147,2.6566,2/6/2020,9:00,2.6064,2/10/2020,9:15,,0.0917
1/13/2020,SMAR03,2,UnidntifiedHermitCrab,Unidntified Hermit Crab,Animal,AGB,SA19,2.4863,2.7705,,10:00,2.6724,1/21/2020,8:35,,0.1861
