Prep Date,Site number,Quadrat,Bagged_Slice_Number,Slice_Number,Intended_Alysis,Rhizome_Slice_Y_N,Slice Height (cm; if bag says otherwise),Bella Container Weight (g),Initial Dry Sample Weight (in a tared container; includes bella container after April 1st 2020),Shell Weight (in a tared container),Belowground Biomass (in a tared container),Dried Sediment Weight (in a tared container; includes bella container after a April 1st 2020) ,LOI Crucible Number,LOI Crucible Weight (g),LOI Intial Sample Weigh (g),LOI Sample Weight Post LOI 450 (g),LOI Sample Weight Post LOI 950 (g),LOI_Notes_2,Corrected LOI Intial Sample Weigh (g),Corrected LOI Sample Weight Post LOI 450 (g),Corrected LOI Sample Weight Post LOI 950 (g),Fraction OLOI ,Fraction ILOI,% OLOI ,% ILOI,Corrected Sample Weight (g DW),Corrected Sediment Weight (g DW),Sample Bulk Density (g/cm^3),Sediment Bulk Density (g/cm^3),Organic Content (g DW),Inorganic Content (gDW),Organic Content Density (g/cm^3),Inorganic Content Density (g/cm^3),Estimated_Carbon,LOI_Notes_2
7/22/2020,STCH05,3,23,1,LOI alysis ,N,3,66.0058,121.5447,0.7081,0.0707,120.7568,SC8,14.2239,24.2572,23.8237,23.3946,,10.033,9.6,9.171,0.043,0.045,4.321,4.47,55.539,54.751,0.913,0.9,2.366,2.447,0.039,0.04,1.518244944,
6/23/2020,SMAR12,3,18,3,LOI alysis ,N,2,66.7937,104.5926,0.1673,0.0702,104.3464,SC40,16.8308,27.8268,27.2843,27.1325,,10.996,10.454,10.302,0.049,0.015,4.934,1.452,37.799,37.553,0.932,0.926,1.853,0.545,0.046,0.013,1.763444889,
12/7/2020,SJB07,1,9,6,LOI analysis ,Y,2,66.626,127.6275,0.1953,0.0695,127.3842,SC23,17.3562,33.0278,32.9622,32.8599,,15.672,15.606,15.504,0.004,0.007,0.419,0.656,61.002,60.758,1.505,1.499,0.254,0.398,0.006,0.01,0.01,
12/2/2020,STCH12,3,11,3,LOI analysis ,Y,2,65.8384,92.9159,0.8466,0.069,92.0183,SC44,15.2814,21.5916,21.3236,20.6318,,6.31,6.042,5.35,0.042,0.114,4.247,11.449,27.078,26.18,0.668,0.646,1.112,2.997,0.027,0.074,1.49,
11/30/2020,STCH12,3,11,3,LOI analysis ,Y,2,65.8384,92.9159,0.8466,0.069,92.0183,SC38,16.6825,30.8657,30.1417,28.6197,Please take an end weight and also redo this one. The crucible spilled when coming out of the oven.,14.183,13.459,11.937,NA,0.113,NA,11.308,27.078,26.18,0.668,0.646,NA,2.96,NA,0.073,NA,
1/20/2021,SMAR25,2,14,3,LOI analysis,Y,2,66.5692,107.0747,0.9945,0.0668,106.0385,SC53,14.4192,29.9294,29.3628,29.0028,,15.51,14.944,14.584,0.037,0.024,3.653,2.409,40.506,39.469,0.999,0.974,1.442,0.951,0.036,0.023,1.25,
1/18/2021,SMAR25,2,14,3,LOI analysis,Y,2,66.5692,107.0747,0.9945,0.0668,106.0385,SC46,15.9472,30.1194,29.5979,29.2675,"There are two SC46s (one written with light ink and one with dark)...Do either of you remember which is which? the Light crucible LOI450 wt = 29.5979 and the dark crucible LOI450 wt=30.0781. If you don't remember which is which, we will need to redo both. ",14.172,13.651,13.32,0.037,0.024,3.68,2.42,40.506,39.469,0.999,0.974,1.452,0.955,0.036,0.024,1.26,
11/13/2020,STCH01,3,15,1,LOI analysis ,Y,2,66.6428,105.9352,0,0.0667,105.9027,SC44,15.2682,31.276,30.9822,29.6887,,16.008,15.714,14.421,0.018,0.082,1.835,8.232,39.292,39.26,0.969,0.969,0.721,3.232,0.018,0.08,0.524142106,
10/19/2020,SJB10,2,16,1,LOI analysis ,Y,1.9,66.7408,125.0979,2.9515,0.0656,122.0736,SC30,16.6842,34.8429,34.4959,34.1472,,18.159,17.812,17.463,0.019,0.02,1.911,1.958,58.357,55.333,1.515,1.437,1.057,1.083,0.027,0.028,0.554371899,
4/23/2020,SMAR14,3,11,2,LOI alysis ,Y,2,66.8719,102.5014,0,0.0645,102.4404,SC29,14.2795,29.7293,29.0647,28.8431,,15.45,14.785,14.564,0.043,0.015,4.302,1.499,35.63,35.569,0.879,0.877,1.53,0.533,0.038,0.013,1.510669523,
7/1/2020,STCH20,2,12,1,LOI alysis ,N,2.5,66.7428,122.2293,4.6152,0.0633,117.5665,SC24,15.3356,25.5373,25.231,23.4452,,10.202,9.895,8.11,0.03,0.18,3.002,18.047,55.487,50.824,1.095,1.003,1.526,9.172,0.03,0.181,0.990976308,
2/10/2021,SMAR03,3,18,1,LOI analysis,Y,3.8,66.6552,138.6589,0.6955,0.063,137.9459,SC47,15.1751,29.8745,29.3882,29.0252,,14.699,14.213,13.85,0.033,0.026,3.308,2.554,72.004,71.291,0.935,0.926,2.359,1.821,0.031,0.024,1.11,
2/15/2021,SJB02,2,20,3,LOI analysis,Y,2,65.8492,111.372,2.689,0.0609,108.6364,SC15,14.4899,28.8136,28.4878,28.2962,,14.324,13.998,13.806,0.023,0.014,2.275,1.369,45.523,42.787,1.123,1.056,0.973,0.586,0.024,0.014,0.7,
6/11/2020,SMAR01,8,16,3,LOI alysis ,Y,2,66.82255,94.3156,0,0.0604,94.26,SC12,16.3402,25.9824,25.3467,24.9921,,9.642,9.007,8.652,0.066,0.039,6.593,3.937,27.493,27.433,0.678,0.677,1.809,1.08,0.045,0.027,2.427157495,
11/11/2020,STCH21,3,9,5,LOI analysis ,Y,2,66.7303,92.0764,0.8179,0.0603,91.2314,SC22,15.7501,28.9714,28.0248,26.9567,,13.221,12.275,11.207,0.072,0.087,7.16,8.702,25.346,24.501,0.625,0.604,1.754,2.132,0.043,0.053,2.653863614,
8/24/2020,SJB06,1,13,5,LOI alysis ,Y,2,66.8617,121.6358,0,0.0602,121.4993,SC7,15.5388,29.3188,29.1884,29.1312,,13.78,13.65,13.592,0.009,0.004,0.946,0.419,54.774,54.638,1.351,1.348,0.517,0.229,0.013,0.006,0.168519594,
1/15/2021,STCH06,2,17,5,LOI analysis,Y,2,66.5984,101.6407,0.2941,0.0579,101.2887,SC53,14.3677,26.4544,26.0085,24.955,,12.087,11.641,10.587,0.037,0.091,3.689,9.05,35.042,34.69,0.864,0.856,1.28,3.139,0.032,0.077,1.27,
12/9/2020,STCH06,2,17,5,LOI analysis,Y,2,66.5984,101.6407,0.2941,0.0579,101.2887,SC22,15.7819,30.6387,NA,NA,These need to be run again because one of the crucibles exploded in the oven. ,14.857,NA,NA,NA,NA,NA,NA,35.042,34.69,0.864,0.856,NA,NA,NA,NA,NA,
6/23/2020,SMAR12,3,15,6,LOI alysis ,N,2,66.8042,110.3947,0,0.0569,110.314,SC2,15.712,30.2448,29.8239,29.6394,,14.533,14.112,13.927,0.029,0.013,2.896,1.307,43.591,43.51,1.075,1.073,1.26,0.569,0.031,0.014,0.94848288,
10/7/2020,STCH20,1,13,2,LOI analysis,Y,2,66.8038,104.4673,0.6152,0.0566,103.7956,SC16,18.3185,31.8935,31.2466,29.4462,,13.575,12.928,11.128,0.048,0.139,4.765,13.926,37.664,36.992,0.929,0.913,1.763,5.152,0.043,0.127,1.696151013,
6/30/2020,STCH06,3,11,1,LOI alysis ,N,2.7,66.7679,101.703,0.9482,0.0547,100.7294,SC10,16.1808,28.07,27.7386,26.3087,,11.889,11.558,10.128,0.028,0.124,2.787,12.372,34.935,33.962,0.638,0.621,0.947,4.202,0.017,0.077,0.904961478,
10/2/2020,SMAR24,2,14,1,LOI analysis ,Y,2.4,66.786,115.0911,0.2168,0.0544,114.8288,SC23,17.2864,32.35,31.9164,31.4406,,15.064,14.63,14.154,0.029,0.033,2.878,3.252,48.305,48.043,0.993,0.988,1.383,1.562,0.028,0.032,0.941384795,
10/16/2020,SJB06,2,14,5,LOI analysis ,Y,2,66.7172,121.056,0,0.0541,121.0101,SC33,14.4696,33.4051,33.2603,33.1731,,18.936,18.791,18.704,0.008,0.005,0.765,0.464,54.339,54.293,1.34,1.339,0.415,0.252,0.01,0.006,0.095880489,
4/30/2020,SMAR03,1,21,2,LOI alysis ,Y,2,66.86,108.1464,1.4507,0.0541,106.6416,SC10,16.1869,25.9611,25.5966,25.3311,,9.774,9.41,9.144,0.037,0.028,3.729,2.822,41.286,39.782,1.018,0.981,1.484,1.122,0.037,0.028,1.281682184,
12/4/2020,STCH06,1,19,3,LOI analysis,Y,2,66.6288,97.5708,0.3609,0.0539,97.1542,SC41,16.5267,28.9406,28.357,27.123,,12.414,11.83,10.596,0.047,0.104,4.701,10.431,30.942,30.525,0.763,0.753,1.435,3.184,0.035,0.079,1.67,
2/5/2021,SMAR04,3,21,1,LOI analysis,Y,2.7,66.6082,100.8987,0.1799,0.0536,100.6799,SC54,15.5915,27.8635,27.2932,26.9264,,12.272,11.702,11.335,0.046,0.031,4.647,3.135,34.291,34.072,0.627,0.623,1.583,1.068,0.029,0.02,1.65,
11/30/2020,STCH21,1,16,2,LOI analysis ,Y,2,66.6405,80.2357,0.7871,0.0526,79.4233,SC21,17.4981,28.9113,27.8777,26.7144,,11.413,10.38,9.216,0.091,0.112,9.056,11.208,13.595,12.783,0.335,0.315,1.158,1.433,0.029,0.035,3.41,
11/11/2020,STCH21,3,8,6,LOI analysis ,Y,2,66.6522,97.753,0.5043,0.0509,97.2236,SC1,16.3162,30.8897,30.1325,29.2358,,14.574,13.816,12.92,0.052,0.065,5.196,6.49,31.101,30.571,0.767,0.754,1.588,1.984,0.039,0.049,1.868292792,
10/7/2020,SMAR24,3,16,5,LOI analysis ,Y,2,65.932,116.2486,0.4568,0.0507,115.191,SC36,15.2115,34.707,34.3039,33.9672,,19.496,19.092,18.756,0.021,0.018,2.068,1.764,50.317,49.259,1.241,1.215,1.019,0.869,0.025,0.021,0.617062655,
6/29/2020,SMAR04,1,11,5,LOI alysis ,N,2,66.7958,96.1873,0.3445,0.0506,95.8487,SC43,15.5409,26.3506,25.8362,25.5869,Spilled after post-LOI950 weigh: 25.589,10.81,10.295,10.046,0.048,0.024,4.759,2.421,29.392,29.053,0.725,0.717,1.383,0.704,0.034,0.017,1.693475582,
3/4/2020,SMAR23,3,16,1,LOI alysis ,Y,2.6,,31.4206,0.1761,0.0506,31.196,SC12,16.0264,28.4439,27.4031,26.832,,12.418,11.377,10.806,0.084,0.05,8.382,5.02,31.421,31.196,0.596,0.592,2.615,1.566,0.05,0.03,3.142687739,
6/30/2020,STCH06,3,9,3,LOI alysis ,N,2,66.7676,93.0173,0.4495,0.0497,92.4921,SC26,16.333,28.1739,27.468,26.1923,,11.841,11.135,9.859,0.06,0.115,5.962,11.457,26.25,25.725,0.648,0.635,1.534,2.947,0.038,0.073,2.174616034,
12/4/2020,STCH06,1,20,2,LOI analysis,Y,2,66.6966,103.9179,0.3649,0.0488,102.6034,SC17,14.6187,28.6423,28.207,26.9203,,14.024,13.588,12.302,0.031,0.095,3.104,9.469,37.221,35.907,0.918,0.886,1.115,3.4,0.027,0.084,1.03,
2/5/2021,SMAR04,3,20,2,LOI analysis,Y,2,65.8144,90.1443,0.3461,0.0477,89.7573,SC32,17.6963,32.2513,31.7438,31.4506,,14.555,14.048,13.754,0.035,0.021,3.487,2.087,24.33,23.943,0.6,0.591,0.835,0.5,0.021,0.012,1.18,
3/3/2021,SMAR14,1,13,1,LOI analysis,Y,3.2,65.8314,157.8007,0.163,0.0473,157.5909,SC6,13.8816,33.4063,33.2038,33.1234,,19.525,19.322,19.242,0.01,0.004,1.037,0.416,91.969,91.76,1.418,1.415,0.952,0.382,0.015,0.006,0.2,0.205
10/16/2020,SJB06,2,13,6,LOI analysis ,Y,2,66.7967,120.1706,0,0.0451,120.1521,SC8,14.4483,34.1642,33.8814,33.7832,,19.716,19.433,19.335,0.014,0.005,1.434,0.505,53.374,53.355,1.317,1.316,0.765,0.27,0.019,0.007,0.36375012,
6/29/2020,SMAR04,1,15,1,LOI alysis ,N,2.7,66.7844,93.2464,0.2947,0.0447,92.907,SC44,15.2983,26.5628,25.9703,25.488,,11.265,10.672,10.19,0.053,0.045,5.26,4.519,26.462,26.123,0.484,0.477,1.374,1.181,0.025,0.022,1.893954903,
10/2/2020,SMAR24,2,13,2,LOI analysis ,Y,2,66.7195,107.832,0.1886,0.0424,107.6204,SC43,15.6103,32.2189,31.7475,31.3112,,16.609,16.137,15.701,0.028,0.027,2.838,2.704,41.113,40.901,1.014,1.009,1.161,1.106,0.029,0.027,0.925315439,
10/5/2020,SJB16,1,15,1,LOI analysis ,Y,3.6,66.6982,171.3161,0,0.0393,171.2709,SC40,16.6893,34.7502,34.6152,34.5088,,18.061,17.926,17.82,0.007,0.006,0.747,0.594,104.618,104.573,1.434,1.433,0.782,0.621,0.011,0.009,0.088988423,
10/21/2020,STCH20,3,7,6,LOI analysis,Y,2,65.9196,120.2348,2.3255,0.0384,117.9045,SC13,16.9304,31.8772,31.341,29.0813,,14.947,14.411,12.151,0.036,0.157,3.587,15.681,54.315,51.985,1.34,1.282,1.865,8.152,0.046,0.201,1.224955977,
1/25/2021,SJB16,2,14,2,LOI analysis ,Y,2,66.6433,119.1079,0.1906,0.0381,118.8957,SC34,16.3802,33.9086,33.6064,33.4861,,17.528,17.226,17.106,0.017,0.007,1.724,0.698,52.465,52.252,1.294,1.289,0.901,0.365,0.022,0.009,0.48,
1/15/2021,STCH06,2,16,6,LOI analysis,Y,2,65.771,111.131,1.502,0.037,109.592,SC1,16.3507,29.4332,29.0438,27.9554,,13.083,12.693,11.605,0.03,0.086,2.976,8.575,45.36,43.821,1.119,1.081,1.304,3.758,0.032,0.093,0.98,
12/9/2020,STCH06,2,16,6,LOI analysis,Y,2,65.771,111.131,1.502,0.037,109.592,SC11,16.086,30.327,NA,NA,These need to be run again because one of the crucibles exploded in the oven. ,14.241,NA,NA,NA,NA,NA,NA,45.36,43.821,1.119,1.081,NA,NA,NA,NA,NA,
3/3/2021,SMAR14,1,9,5,LOI analysis,Y,2,65.816,117.0735,0.1488,0.0368,116.8888,SC44,15.5964,30.9868,30.4301,30.3463,,15.39,14.834,14.75,0.036,0.006,3.617,0.565,51.258,51.073,1.264,1.26,1.847,0.289,0.046,0.007,1.24,1.237
7/1/2020,STCH20,2,11,2,LOI alysis ,N,2,66.7472,108.2719,2.9906,0.0363,105.2717,SC36,15.3059,23.7846,23.3911,21.9137,,8.479,8.085,6.608,0.046,0.183,4.641,18.273,41.525,38.525,1.024,0.95,1.788,7.04,0.044,0.174,1.646416668,
2/12/2021,STCH04,1,19,3,LOI analysis ,Y,2,66.6746,130.9701,0.4382,0,130.5474,SC48,15.7753,31.3746,30.9595,30.059,,15.599,15.184,14.284,0.027,0.059,2.661,5.931,64.296,63.873,1.586,1.576,1.7,3.788,0.042,0.093,0.85,
10/14/2020,SJB14,1,17,2,LOI analysis ,Y,2,65.9278,124.9238,1.1851,0.0354,123.7033,SC40,16.7256,33.7784,33.6044,33.341,,17.053,16.879,16.615,0.01,0.016,1.02,1.561,58.996,57.776,1.455,1.425,0.59,0.902,0.015,0.022,0.198144117,
12/4/2020,STCH06,1,21,0,LOI analysis,Y,1.3,66.6984,98.6125,0.5602,0.0354,98.0235,SC6,13.8562,27.8252,27.4127,26.0392,,13.969,13.557,12.183,0.03,0.101,2.953,10.132,31.914,31.325,1.211,1.189,0.925,3.174,0.035,0.12,0.97,
12/2/2020,STCH21,2,13,3,LOI analysis ,Y,2,65.8425,90.8774,0.4683,0.0342,90.3396,SC48,16.4756,31.6912,30.7787,29.6188,"Not that there are two SC48 crucibles in this run. We'll need to take one out of circulation at the end of this run. Make sure to match up the correct one to based on the weights. They are pretty different, so you should be able to tell. ",15.216,14.303,13.143,0.06,0.081,5.997,8.109,25.035,24.497,0.618,0.604,1.469,1.987,0.036,0.049,2.19,
9/16/2020,SJB10,3,16,5,LOI alysis ,Y,2,66.7482,110.8584,0.8849,0.034,109.8759,SC34,16.1844,30.5596,30.3253,30.1625,,14.375,14.141,13.978,0.016,0.012,1.63,1.151,44.11,43.128,1.088,1.064,0.703,0.497,0.017,0.012,0.441956147,
10/26/2020,STCH12,2,6,5,LOI analysis ,Y,2,66.7882,109.6865,1.1298,0.0332,108.5774,SC41,16.5155,33.1207,32.6301,30.9539,,16.605,16.115,14.438,0.03,0.104,2.954,10.402,42.898,41.789,1.058,1.031,1.235,4.347,0.03,0.107,0.971798473,
2/8/2021,SMAR23,2,14,6,LOI analysis,Y,2,66.563,108.159,0.958,0.033,107.168,SC14,14.778,30.094,29.7617,29.2657,,15.316,14.984,14.488,0.022,0.033,2.17,3.31,41.596,40.605,1.026,1.002,0.881,1.344,0.022,0.033,0.66,
1/15/2021,STCH06,2,20,2,LOI analysis,Y,2,65.8052,97.3712,0.6458,0.0329,96.7122,SC48,15.5709,27.8689,27.5277,26.4199,,12.298,11.957,10.849,0.028,0.093,2.774,9.265,31.566,30.907,0.779,0.762,0.857,2.864,0.021,0.071,0.9,
12/9/2020,STCH06,2,20,2,LOI analysis,Y,2,65.8052,97.3712,0.6458,0.0329,96.7122,SC45,15.946,29.8456,NA,NA,These need to be run again because one of the crucibles exploded in the oven. ,13.9,NA,NA,NA,NA,NA,NA,31.566,30.907,0.779,0.762,NA,NA,NA,NA,NA,
6/29/2020,SMAR04,1,13,3,LOI alysis ,N,2,66.7925,97.4001,1.7788,0.0327,95.6442,SC32,17.5931,28.0159,27.5868,27.3096,,10.423,9.994,9.717,0.041,0.028,4.117,2.774,30.608,28.852,0.755,0.712,1.188,0.8,0.029,0.02,1.436774379,
12/7/2020,SMAR24,1,13,5,LOI analysis ,Y,2,65.8273,103.1659,0.8402,0.0327,102.2885,SC36,15.2311,30.0216,29.4123,29.0401,,14.791,14.181,13.809,0.041,0.026,4.12,2.625,37.339,36.461,0.921,0.899,1.502,0.957,0.037,0.024,1.44,
11/30/2020,STCH12,3,13,1,LOI analysis ,Y,3,66.6364,123.6332,1.7068,0.032,121.9283,SC3,16.4364,32.6732,32.0688,30.2753,,16.237,15.632,13.839,0.037,0.115,3.722,11.473,56.997,55.292,0.937,0.909,2.058,6.344,0.034,0.104,1.28,
6/11/2020,SMAR01,8,14,5,LOI alysis ,Y,2,66.8306,105.7507,0,0.0319,103.1565,SC11,16.0411,25.5993,25.1622,24.935,,9.558,9.121,8.894,0.046,0.025,4.573,2.491,38.92,36.326,0.96,0.896,1.661,0.905,0.041,0.022,1.619214706,
8/24/2020,SJB06,1,12,6,LOI alysis ,Y,2,66.7828,118.9203,0.0052,0.0311,118.8908,SC17,14.8853,31.8084,31.4047,31.3219,,16.923,16.519,16.437,0.024,0.005,2.385,0.501,52.138,52.108,1.286,1.285,1.243,0.261,0.031,0.006,0.744198699,
11/30/2020,STCH21,1,17,1,LOI analysis ,Y,2.3,65.8376,80.5617,0.7477,0.0311,79.8119,SC29,14.4695,24.3905,23.039,21.9013,,9.921,8.57,7.432,0.136,0.133,13.623,13.276,14.724,13.974,0.316,0.3,1.904,1.855,0.041,0.04,5.24,
1/25/2021,SMAR04,2,5,5,LOI analysis,Y,2,65.8508,107.6978,0.3095,0.031,107.3946,SC43,15.6942,30.9946,30.5428,30.1489,,15.3,14.849,14.455,0.03,0.027,2.953,2.653,41.847,41.544,1.032,1.025,1.227,1.102,0.03,0.027,0.97,
6/22/2020,SMAR12,1,15,5,LOI alysis ,Y,2,66.7997,111.5049,0.3859,0.0306,111.0771,SC43,15.7739,33.0155,32.3857,32.1431,,17.242,16.612,16.369,0.037,0.015,3.653,1.46,44.705,44.277,1.103,1.092,1.617,0.647,0.04,0.016,1.251117298,
10/7/2020,SMAR24,3,20,1,LOI analysis ,Y,2.2,65.3901,108.1629,0.2893,0.0305,107.8839,SC14,14.6482,29.4569,28.9575,28.4683,,14.809,14.309,13.82,0.034,0.034,3.372,3.419,42.773,42.494,0.959,0.953,1.433,1.453,0.032,0.033,1.138936774,
11/30/2020,STCH12,3,12,2,LOI analysis ,Y,2,66.7123,88.3306,0.5429,0.0296,87.7533,SC18,16.1386,30.2009,29.3366,27.8093,,14.062,13.198,11.671,0.061,0.116,6.146,11.572,21.618,21.041,0.533,0.519,1.293,2.435,0.032,0.06,2.25,
6/29/2020,SMAR04,1,14,2,LOI alysis ,N,2,66.7828,94.1074,0.4403,0.0295,93.6823,SC35,15.5164,28.114,27.5218,27.1265,,12.598,12.005,11.61,0.047,0.033,4.701,3.293,27.325,26.9,0.674,0.664,1.265,0.886,0.031,0.022,1.670358163,
3/3/2021,SMAR14,1,12,2,LOI analysis,Y,2,65.8177,118.5629,0,0.0285,118.5448,SC24,15.6794,34.8478,34.4048,34.2936,,19.168,18.725,18.614,0.023,0.006,2.311,0.594,52.745,52.727,1.301,1.301,1.219,0.313,0.03,0.008,0.71,0.714
10/21/2020,STCH20,3,11,2,LOI analysis,Y,2,65.9199,107.2691,4.1028,0.0283,103.1344,SC47,16.3688,32.2699,31.4466,28.9018,,15.901,15.078,12.533,0.052,0.169,5.178,16.878,41.349,37.215,1.02,0.918,1.927,6.281,0.048,0.155,1.861051688,
10/14/2020,SJB14,1,18,1,LOI analysis ,Y,2.75,66.7247,139.9776,6.6764,0.0275,133.2493,SC38,16.5066,33.9525,33.8131,33.4575,,17.446,17.307,16.951,0.008,0.021,0.799,2.055,73.253,66.525,1.314,1.194,0.532,1.367,0.01,0.025,0.109616643,
2/15/2021,SJB02,2,17,6,LOI analysis,Y,2,66.7218,114.5515,3.1154,0.0275,111.5054,SC12,16.2707,31.6628,31.1678,30.9739,,15.392,14.897,14.703,0.032,0.013,3.216,1.302,47.83,44.784,1.18,1.105,1.44,0.583,0.036,0.014,1.08,
12/4/2020,STCH21,2,15,1,LOI analysis ,Y,2.6,66.6769,86.1129,1.0053,0.0268,85.0852,SC47,15.1395,20.6889,20.0397,19.3594,,5.549,4.9,4.22,0.117,0.139,11.699,13.883,19.436,18.408,0.369,0.349,2.154,2.556,0.041,0.048,4.47,
12/2/2020,STCH21,2,15,1,LOI analysis ,Y,2.6,66.6769,86.1129,1.0053,0.0268,85.0852,SC53,14.3382,23.2046,24.5541,23.1121,Needs to be run again. It mysteriously weighs more than a gram more after the fact. ,8.866,10.216,8.774,NA,0.141,NA,14.115,19.436,18.408,0.369,0.349,NA,2.598,NA,0.049,NA,
10/19/2020,SJB10,2,12,5,LOI analysis ,Y,2,66.747,115.3202,0.4143,0.0263,114.8889,SC21,17.7561,33.3908,32.9043,32.6884,,15.635,15.148,14.932,0.031,0.014,3.112,1.425,48.573,48.142,1.198,1.188,1.498,0.686,0.037,0.017,1.034667311,
9/16/2020,SJB10,3,18,3,LOI alysis ,Y,2,65.9509,112.6756,1.2683,0.0262,111.3779,SC18,15.835,32.3573,32.1883,31.9152,,16.522,16.353,16.08,0.01,0.017,1.023,1.67,46.725,45.427,1.153,1.121,0.465,0.759,0.011,0.019,0.199144005,
3/3/2021,SMAR14,1,8,6,LOI analysis,Y,2,65.8385,111.8446,0,0.0259,111.7851,SC53,14.5505,31.2519,30.7728,30.5169,,16.701,16.222,15.966,0.029,0.016,2.869,1.577,46.006,45.947,1.135,1.133,1.318,0.725,0.033,0.018,0.94,0.937
6/11/2020,SMAR01,8,17,2,LOI alysis ,Y,2,66.8234,101.2732,0,0.0257,98.7176,SC40,16.9304,25.413,24.7833,24.605,,8.483,7.853,7.675,0.074,0.023,7.423,2.27,34.45,31.894,0.85,0.787,2.368,0.724,0.058,0.018,2.759372598,
2/12/2020,SMAR01,10,14,1,LOI alysis ,Y,2,,40.3929,0.2812,0.0246,40.1572,SC21,17.4046,31.144,30.7159,30.5184,,13.739,13.311,13.114,0.031,0.015,3.116,1.484,40.393,40.157,0.996,0.991,1.251,0.596,0.031,0.015,1.036342635,
2/12/2020,SMAR01,10,10,5,LOI alysis ,Y,2,,42.4177,0.1101,0.0227,42.3186,SC2,15.623,31.6063,31.381,31.2867,,15.983,15.758,15.664,0.014,0.006,1.41,0.598,42.418,42.319,1.046,1.044,0.597,0.253,0.015,0.006,0.353838506,
10/26/2020,STCH12,2,5,6,LOI analysis ,Y,2,66.7132,113.0028,1.4059,0.0204,111.6266,SC25,12.8806,34.5388,34.0695,31.8548,,21.658,21.189,18.974,0.022,0.105,2.167,10.452,46.29,44.913,1.142,1.108,0.973,4.694,0.024,0.116,0.656738695,
11/13/2020,SMAR25,3,12,3,LOI analysis,Y,2,65.8498,112.4673,0.1124,0.0204,112.3395,SC42,16.2245,32.491,31.9793,31.6286,,16.267,15.755,15.404,0.031,0.022,3.146,2.226,46.618,46.49,1.15,1.147,1.462,1.035,0.036,0.026,1.048291581,
4/23/2020,SMAR14,3,8,5,LOI alysis ,Y,2,66.8515,117.5951,0,0.02,115.0818,SC28,16.0709,30.8329,30.5472,30.4563,,14.762,14.476,14.385,0.019,0.006,1.935,0.628,50.744,48.23,1.252,1.19,0.933,0.303,0.023,0.007,0.564149844,
7/30/2020,SJB02,3,14,5,LOI alysis ,N,2,66.0623,108.9243,0.0586,0.0198,108.8416,SC13,16.9898,30.1892,29.6351,29.4828,,13.199,12.645,12.493,0.042,0.012,4.198,1.204,42.862,42.779,1.057,1.055,1.796,0.515,0.044,0.013,1.469167235,
9/30/2020,SJB10,1,19,1,LOI analysis ,Y,2.9,66.8076,149.2079,4.0793,0.0195,145.0969,SC21,17.4517,30.4514,30.3056,30.1696,,13,12.854,12.718,0.011,0.011,1.122,1.058,82.4,78.289,1.402,1.332,0.878,0.828,0.015,0.014,0.238625738,
10/7/2020,STCH20,1,14,1,LOI analysis,Y,3,65.9275,143.522,3.0063,0.0194,140.4477,SC18,15.894,32.0598,31.6417,29.7428,,16.166,15.748,13.849,0.026,0.121,2.586,12.058,77.595,74.52,1.276,1.226,1.927,8.986,0.032,0.148,0.824529686,
11/30/2020,STCH12,3,9,5,LOI analysis ,Y,2,66.6354,94.4309,0.4827,0.0194,93.9288,SC35,16.7986,31.7761,29.7099,28.0209,,14.978,12.911,11.222,0.138,0.131,13.795,13.082,27.796,27.293,0.686,0.673,3.765,3.57,0.093,0.088,5.31,
9/30/2020,SJB10,1,18,2,LOI analysis ,Y,2,66.7299,121.5615,0.972,0.018,120.5725,SC44,15.2846,31.3396,31.1287,30.9473,,16.055,15.844,15.663,0.013,0.011,1.314,1.145,54.832,53.843,1.353,1.328,0.707,0.616,0.017,0.015,0.315443787,
12/4/2020,STCH06,1,17,5,LOI analysis,Y,2,65.8388,103.7539,0.9549,0.0179,102.7839,SC22,15.7242,30.6785,30.2671,29.0654,,14.954,14.543,13.341,0.028,0.083,2.751,8.263,37.915,36.945,0.935,0.911,1.016,3.053,0.025,0.075,0.89,
10/7/2020,SMAR24,3,18,3,LOI analysis ,Y,2,66.8014,113.4151,0.6653,0.0178,112.7859,SC15,14.3896,33.5685,33.11111,32.5682,,19.179,18.722,18.179,0.024,0.029,2.385,2.9,46.614,45.985,1.15,1.134,1.097,1.334,0.027,0.033,0.743944178,
9/23/2020,STCH02,2,10,1,LOI alysis ,Y,2,66.7415,126.4125,1.3645,0.0177,124.9992,SC39,16.1504,31.0141,30.7417,29.5537,,14.864,14.591,13.403,0.018,0.081,1.833,8.142,59.671,58.258,1.472,1.437,1.068,4.743,0.026,0.117,0.523061082,
8/26/2020,SJB13,1,19,1,LOI alysis ,Y,2.5,66.7564,143.5678,0.8747,0.0173,142.6755,SC38,17.502,30.6373,30.549,30.379,,13.135,13.047,12.877,0.007,0.013,0.672,1.303,76.811,75.919,1.516,1.498,0.51,0.989,0.01,0.02,0.058893744,
10/26/2020,STCH12,2,8,3,LOI analysis ,Y,2,65.9126,89.3523,0.4028,0.0173,88.9777,SC11,15.9345,30.4109,29.7757,27.9985,,14.476,13.841,12.064,0.044,0.128,4.388,12.84,23.44,23.065,0.578,0.569,1.012,2.962,0.025,0.073,1.545132492,
